Orthogroup	Desulfosediminicola flagellatus IMCC35005	Desulfocapsa_06_corrosive
OG0001652	WP_176371603.1	Utg323180_164
OG0001653	WP_136807866.1	Utg323180_297
OG0001654	WP_136806961.1	Utg323300_423
OG0001656	WP_136806626.1	Utg323180_36
OG0001657	WP_228723233.1	Utg323180_28
OG0001658	WP_228723235.1	Utg323180_26
OG0001659	WP_136806616.1	Utg323180_25
OG0001660	WP_136805903.1	Utg323140_94
OG0001661	WP_136805902.1	Utg323140_95
OG0001663	WP_136810113.1, WP_136810102.1	Utg323316_218
OG0001664	WP_136808670.1	Utg323140_165
OG0001665	WP_136810646.1	Utg323140_177
OG0001666	WP_136810622.1	Utg323140_207
OG0001667	WP_136808986.1	Utg323152_133
OG0001668	WP_228723323.1	Utg323152_128
OG0001669	WP_136809756.1	Utg323152_96
OG0001670	WP_136809103.1	Utg323140_232
OG0001671	WP_136809101.1	Utg323140_235
OG0001672	WP_136809768.1	Utg323300_424
OG0001673	WP_136805972.1	Utg323140_267, Utg325220_61
OG0001674	WP_136806551.1	Utg323180_132
OG0001675	WP_136810062.1	Utg323140_127
OG0001676	WP_176371621.1	Utg323266_29
OG0001677	WP_136806559.1	Utg323300_253
OG0001678	WP_136809393.1	Utg323266_19
OG0001679	WP_136805916.1	Utg323262_51, Utg323140_66
OG0001680	WP_228723258.1	Utg323160_121
OG0001681	WP_136809161.1	Utg323160_119
OG0001682	WP_136805939.1	Utg323160_115
OG0001683	WP_136809145.1	Utg323160_70, Utg323392_246
OG0001684	WP_167505987.1	Utg323392_245, Utg323160_69
OG0001685	WP_136808061.1	Utg323160_36
OG0001686	WP_136809434.1	Utg323140_195
OG0001687	WP_136809113.1	Utg324810_22
OG0001688	WP_136808644.1	Utg324810_61
OG0001689	WP_136805475.1	Utg323300_150
OG0001690	WP_136810291.1	Utg323140_40
OG0001691	WP_136810292.1	Utg323140_39
OG0001692	WP_167505751.1	Utg323140_55
OG0001693	WP_136809289.1	Utg323300_100
OG0001694	WP_136809286.1	Utg323300_106
OG0001695	WP_136806396.1	Utg323180_499
OG0001698	WP_136808371.1	Utg324810_93
OG0001699	WP_136807209.1	Utg323392_67
OG0001700	WP_136808562.1	Utg323300_171
OG0001701	WP_136808545.1	Utg323300_192
OG0001702	WP_136809803.1	Utg323300_257
OG0001703	WP_136808165.1	Utg323300_213
OG0001704	WP_136810341.1	Utg323300_281, Utg323392_215
OG0001705	WP_136808028.1	Utg323300_325, Utg323300_324
OG0001706	WP_167505900.1	Utg323300_344
OG0001707	WP_136809133.1	Utg323300_354
OG0001709	WP_136807983.1	Utg323316_345
OG0001710	WP_136808830.1	Utg323392_57
OG0001711	WP_228723303.1	Utg323316_322
OG0001712	WP_167505724.1	Utg323316_312
OG0001713	WP_136805403.1	Utg323316_150
OG0001714	WP_136809419.1, WP_136805235.1	Utg325220_89
OG0001715	WP_136809670.1	Utg323316_101
OG0001716	WP_136807081.1	Utg323316_97, Utg323632_2
OG0001717	WP_136810517.1	Utg323316_85
OG0001718	WP_136810559.1	Utg323448_45
OG0001719	WP_136810560.1	Utg323448_46
OG0001720	WP_136810052.1	Utg323262_98
OG0001721	WP_136806250.1	Utg323300_240
OG0001722	WP_136809173.1	Utg323180_172
OG0001723	WP_136805254.1	Utg324548_21
OG0001724	WP_136810254.1, WP_136810255.1	Utg323632_277, Utg323632_276
OG0001725	WP_136807219.1	Utg324548_32
OG0001726	WP_136807223.1	Utg324548_34
OG0001728	WP_136806119.1	Utg323990_169
OG0001730	WP_136806269.1	Utg323990_87
OG0001731	WP_136805424.1	Utg323074_135
OG0001732	WP_136805438.1	Utg323074_121
OG0001733	WP_136807002.1	Utg323392_201
OG0001734	WP_136809171.1	Utg323392_183
OG0001735	WP_136805308.1	Utg323392_135
OG0001736	WP_136809155.1	Utg323160_87
OG0001737	WP_136806021.1, WP_136806333.1	Utg323152_220
OG0001738	WP_136806340.1	Utg323152_212
OG0001739	WP_136806404.1	Utg323152_185
OG0001742	WP_136809547.1	Utg323152_85
OG0001743	WP_136805178.1	Utg323152_53
OG0001744	WP_228723353.1, WP_136807380.1, WP_136808588.1	Utg323990_107
OG0001745	WP_136806298.1	Utg323152_41
OG0001746	WP_136806297.1	Utg323152_40
OG0001747	WP_136807893.1	Utg323152_311
OG0001748	WP_136807868.1	Utg323152_338
OG0001749	WP_136807861.1	Utg323152_343
OG0001750	WP_136807859.1	Utg323152_345
OG0001751	WP_136807853.1	Utg323152_375
OG0001752	WP_167505800.1	Utg323632_207
OG0001753	WP_267313784.1	Utg323392_47
OG0001754	WP_136808327.1	Utg323392_49
OG0001755	WP_136806291.1	Utg323392_98
OG0001756	WP_136806287.1	Utg323392_103
OG0001757	WP_136806121.1	Utg323392_126
OG0001758	WP_136806391.1	Utg323392_131
OG0001759	WP_136808290.1	Utg323074_58
OG0001760	WP_136808292.1	Utg323074_60
OG0001761	WP_136808293.1	Utg323074_62
OG0001762	WP_136808294.1	Utg323074_63
OG0001763	WP_136809389.1	Utg323632_374
OG0001764	WP_136805271.1	Utg323632_297
OG0001766	WP_136806116.1	Utg324810_24
OG0001767	WP_136809042.1, WP_136805667.1, WP_267313791.1, WP_228723422.1	Utg323392_37
OG0001768	WP_136805144.1	Utg323632_139
OG0001769	WP_136805134.1	Utg323632_132
OG0001770	WP_228723326.1	Utg323632_112
OG0001771	WP_136806895.1	Utg323632_20
OG0001772	WP_136810258.1	Utg323140_218
OG0001773	WP_136805388.1	Utg323152_447
OG0001774	WP_136807541.1	Utg323152_144
OG0001775	WP_136805324.1	Utg323316_248
OG0001775	WP_136809672.1	Utg323316_286
OG0001778	WP_136808267.1	Utg323140_59
OG0001779	WP_136810641.1	Utg323140_183
OG0001780	WP_136808342.1	Utg323152_252, Utg323152_251
OG0001781	WP_136809146.1	Utg323160_71, Utg323392_247
OG0001782	WP_136805166.1, WP_136809629.1	Utg323180_14
OG0001783	WP_136807474.1	Utg323152_36
OG0001784	WP_136809535.1	Utg323152_407
OG0001785	WP_217909557.1	Utg323180_531
OG0001786	WP_136809045.1	Utg323180_535
OG0001787	WP_136808378.1	Utg323180_568
OG0001788	WP_136808896.1	Utg323180_580
OG0001790	WP_136807357.1	Utg323262_76
OG0001792	WP_136806169.1	Utg323262_152
OG0001793	WP_136805808.1	Utg323262_159
OG0001796	WP_136806027.1	Utg323316_159, Utg323316_160
OG0001797	WP_136806854.1, WP_136808582.1, WP_136808823.1	Utg323392_181
OG0001798	WP_136805783.1	Utg323392_210
OG0001799	WP_136808585.1	Utg323448_120
OG0001800	WP_136809531.1	Utg323632_117
OG0001801	WP_136808557.1	Utg323632_304
OG0001802	WP_136808464.1	Utg324548_23
OG0001803	WP_136805541.1	Utg324810_2
OG0001804	WP_136807748.1	Utg324810_85
OG0001822	WP_136805217.1	Utg323262_59
OG0001825	WP_136807137.1	Utg323300_356
OG0001828	WP_136808930.1	Utg323180_170
OG0001833	WP_136810625.1	Utg323180_129
OG0001840	WP_136810485.1	Utg323180_422
OG0001842	WP_136808640.1	Utg324810_57
OG0001854	WP_136810686.1	Utg323152_296
OG0001856	WP_167505761.1	Utg323152_575
OG0001863	WP_267313785.1	Utg323392_50
OG0001865	WP_136806980.1	Utg323392_194
OG0001868	WP_136805534.1	Utg323180_710
OG0001869	WP_136805531.1	Utg323180_707
OG0001870	WP_167506076.1	Utg323180_656, Utg323180_640
OG0001871	WP_167505904.1	Utg323180_642
OG0001872	WP_136807803.1	Utg323140_30
OG0001873	WP_167505903.1	Utg323180_621
OG0001874	WP_136807697.1	Utg323180_483
OG0001875	WP_136809452.1	Utg323180_481
OG0001876	WP_136806982.1, WP_136809188.1	Utg323300_107, Utg323180_436
OG0001877	WP_228723271.1, WP_136806101.1	Utg323160_61
OG0001878	WP_136805711.1	Utg323152_580
OG0001879	WP_136810482.1	Utg323180_242
OG0001880	WP_136810481.1	Utg323180_241
OG0001881	WP_136810509.1	Utg323180_195
OG0001882	WP_136809383.1	Utg324810_103, Utg323160_11
OG0001883	WP_136805908.1	Utg323152_589
OG0001884	WP_136808480.1	Utg323180_124
OG0001885	WP_136806163.1	Utg323180_101
OG0001886	WP_136806920.1	Utg323180_47
OG0001887	WP_136806919.1	Utg323180_46
OG0001888	WP_136806630.1	Utg323180_40
OG0001889	WP_136805809.1	Utg323180_7
OG0001890	WP_136805880.1	Utg323140_58
OG0001891	WP_136805899.1	Utg323140_100
OG0001893	WP_136805076.1	Utg323632_88
OG0001894	WP_136807846.1	Utg323180_438, Utg323152_379
OG0001895	WP_136805893.1	Utg323140_151
OG0001896	WP_275942850.1	Utg323632_268
OG0001898	WP_136810632.1	Utg323140_192
OG0001900	WP_136809848.1	Utg323262_145
OG0001901	WP_136810342.1	Utg323632_383
OG0001902	WP_228723277.1	Utg323160_117
OG0001904	WP_136810185.1	Utg323180_539
OG0001905	WP_136807499.1	Utg324810_82
OG0001906	WP_136809126.1	Utg324810_76
OG0001907	WP_136806013.1	Utg324810_73
OG0001908	WP_228723243.1	Utg324810_66
OG0001909	WP_136809293.1	Utg323300_96
OG0001910	WP_167505879.1, WP_136806592.1	Utg323300_397
OG0001911	WP_136809285.1	Utg323300_108
OG0001912	WP_136809849.1, WP_136809711.1	Utg323300_119
OG0001913	WP_136809713.1	Utg323300_121
OG0001915	WP_136810629.1	Utg323180_548
OG0001916	WP_136806202.1	Utg323632_180, Utg323180_557
OG0001918	WP_136810617.1	Utg323316_353
OG0001919	WP_136806067.1	Utg323300_200
OG0001920	WP_136806068.1	Utg323300_201
OG0001921	WP_136809802.1	Utg323300_259, Utg323300_258
OG0001923	WP_136808071.1	Utg324810_37
OG0001924	WP_136807096.1	Utg323300_226
OG0001925	WP_136809204.1	Utg323300_230
OG0001926	WP_136808079.1	Utg323300_290
OG0001927	WP_136808048.1	Utg323300_301
OG0001928	WP_136808046.1	Utg323300_303
OG0001929	WP_136808025.1	Utg323300_328
OG0001930	WP_136808022.1	Utg323300_331
OG0001931	WP_136808020.1	Utg323300_333
OG0001933	WP_217909542.1	Utg323316_311
OG0001934	WP_136805359.1	Utg323316_277, Utg323316_254
OG0001935	WP_136807931.1	Utg323316_237
OG0001936	WP_136809755.1	Utg323316_234
OG0001937	WP_136809751.1	Utg323316_228
OG0001938	WP_228723400.1	Utg323316_225
OG0001939	WP_136809701.1	Utg323316_135
OG0001940	WP_136809694.1	Utg323316_127
OG0001941	WP_136809280.1, WP_228723308.1	Utg323316_125
OG0001942	WP_136808573.1	Utg323316_86
OG0001943	WP_136810533.1	Utg323448_20
OG0001944	WP_136810537.1	Utg323448_25
OG0001945	WP_136810541.1	Utg323448_30
OG0001946	WP_136806016.1	Utg323140_216
OG0001947	WP_136806015.1	Utg323140_215
OG0001948	WP_136810548.1	Utg323448_34
OG0001949	WP_136810549.1	Utg323448_35
OG0001950	WP_136810550.1	Utg323448_36
OG0001951	WP_136810615.1	Utg323448_103
OG0001953	WP_136810051.1	Utg323262_99
OG0001954	WP_136810050.1	Utg323262_100
OG0001955	WP_136810046.1	Utg323262_105
OG0001956	WP_136810020.1	Utg324548_3, Utg323262_211
OG0001958	WP_136808403.1	Utg323990_175
OG0001959	WP_136808653.1	Utg323990_163
OG0001960	WP_267313766.1	Utg323990_157
OG0001961	WP_136810498.1	Utg323152_453
OG0001962	WP_136808386.1	Utg323990_140
OG0001963	WP_136808382.1	Utg323990_136
OG0001964	WP_136806167.1	Utg323990_135
OG0001965	WP_136810169.1	Utg323990_120
OG0001967	WP_136807394.1	Utg323990_73
OG0001968	WP_167505891.1	Utg323152_359, Utg323990_65
OG0001970	WP_136805066.1	Utg323990_39
OG0001971	WP_136805447.1	Utg323392_221
OG0001972	WP_136806977.1	Utg323392_197
OG0001973	WP_136805940.1	Utg324810_79
OG0001974	WP_167505737.1	Utg323152_499
OG0001975	WP_136808315.1	Utg323074_25
OG0001976	WP_136807652.1	Utg323180_161
OG0001977	WP_136805389.1	Utg323152_445
OG0001979	WP_136805399.1	Utg323152_433
OG0001980	WP_167505740.1	Utg323152_421
OG0001981	WP_136808552.1	Utg323392_231
OG0001982	WP_136806464.1	Utg323140_108
OG0001983	WP_136808333.1	Utg323152_234
OG0001984	WP_167505801.1	Utg323152_228
OG0001985	WP_153307138.1	Utg323152_204
OG0001986	WP_136806401.1	Utg323152_187
OG0001987	WP_136806406.1	Utg323152_182
OG0001988	WP_136806407.1	Utg323152_181
OG0001989	WP_136805746.1	Utg323316_351
OG0001991	WP_167505803.1	Utg323152_79
OG0001992	WP_136806398.1	Utg323152_61
OG0001994	WP_176371598.1	Utg323152_54
OG0001995	WP_136806308.1	Utg323152_52
OG0001996	WP_136806307.1	Utg323152_51
OG0001997	WP_176371597.1	Utg323152_50
OG0001998	WP_136808337.1	Utg323152_246
OG0001999	WP_136810694.1	Utg323152_261
OG0002000	WP_136807901.1	Utg323152_302, Utg323152_303
OG0002001	WP_136807883.1	Utg323152_323
OG0002002	WP_136807877.1	Utg323152_329
OG0002003	WP_136807845.1	Utg323152_380
OG0002004	WP_136810698.1	Utg323392_112
OG0002005	WP_136808493.1	Utg323392_121
OG0002006	WP_136806394.1	Utg323392_127
OG0002007	WP_167505804.1	Utg323152_556
OG0002008	WP_136806375.1	Utg323152_566
OG0002009	WP_136805375.1	Utg323152_477
OG0002010	WP_136808299.1	Utg323074_109
OG0002011	WP_136807460.1	Utg323392_261
OG0002012	WP_136806846.1	Utg323632_353
OG0002013	WP_136805264.1	Utg323632_290
OG0002014	WP_136805263.1	Utg323632_289
OG0002015	WP_136805240.1	Utg323632_213
OG0002016	WP_136805132.1	Utg323632_131
OG0002017	WP_136805126.1	Utg323632_126
OG0002018	WP_136805124.1	Utg323632_125
OG0002019	WP_228723327.1	Utg323632_124
OG0002020	WP_136805074.1	Utg323632_87
OG0002021	WP_136808473.1	Utg323632_73
OG0002022	WP_136805495.1	Utg323392_92
OG0002023	WP_136805401.1	Utg323152_432
OG0002024	WP_136810510.1	Utg323180_194
OG0002025	WP_136806305.1	Utg323152_49
OG0002026	WP_136810053.1	Utg323262_97
OG0002028	WP_136808361.1	Utg323632_249
OG0002029	WP_136810464.1	Utg324810_38
OG0002030	WP_167505769.1	Utg323140_259
OG0002032	WP_217909592.1	Utg324810_25
OG0002033	WP_136810450.1	Utg323180_11
OG0002034	WP_136806193.1, WP_136810427.1	Utg325220_110
OG0002035	WP_136805360.1	Utg323074_196
OG0002036	WP_136809747.1	Utg323316_199
OG0002037	WP_136805499.1	Utg323180_664
OG0002039	WP_263577240.1	Utg323140_142
OG0002040	WP_136806099.1	Utg323180_681
OG0002041	WP_228723292.1	Utg323074_97
OG0002044	WP_167505978.1	Utg325220_63, Utg323140_269
OG0002045	WP_136809002.1	Utg323300_46, Utg323152_18
OG0002046	WP_136810545.1	Utg323152_113
OG0002048	WP_136805753.1	Utg323152_429
OG0002049	WP_136805752.1	Utg323152_430
OG0002050	WP_136806563.1	Utg323152_466
OG0002051	WP_136806479.1	Utg323152_475
OG0002052	WP_136810475.1	Utg323266_15, Utg323160_132, Utg323632_358
OG0002054	WP_136809957.1	Utg323180_207, Utg323180_206
OG0002055	WP_136805881.1	Utg323180_530
OG0002056	WP_136808676.1, WP_136810484.1	Utg323180_550
OG0002057	WP_136806951.1, WP_136809388.1	Utg323180_585
OG0002058	WP_136805932.1	Utg323262_64
OG0002059	WP_136805930.1	Utg323262_66
OG0002060	WP_136807018.1	Utg323262_131
OG0002061	WP_136809227.1	Utg323300_143
OG0002062	WP_136808835.1	Utg323300_256
OG0002063	WP_136810829.1	Utg323300_269
OG0002066	WP_167505762.1	Utg323392_163
OG0002067	WP_136805156.1	Utg323392_258
OG0002068	WP_136805889.1	Utg323632_203
OG0002069	WP_136809603.1	Utg325220_16
OG0002105	WP_136809901.1	Utg323180_203
OG0002106	WP_136809728.1	Utg323316_183
OG0002118	WP_136809261.1	Utg323316_78
OG0002120	WP_136809681.1	Utg323316_110
OG0002122	WP_136808492.1	Utg323392_119
OG0002126	WP_136806263.1	Utg323160_96
OG0002127	WP_136806705.1	Utg323160_94
OG0002135	WP_136807248.1	Utg323180_536
OG0002153	WP_136805714.1	Utg323152_576
OG0002155	WP_136805491.1	Utg323180_652
OG0002157	WP_136805487.1	Utg323180_639
OG0002158	WP_136809442.1	Utg323180_495
OG0002159	WP_136809449.1	Utg323180_494
OG0002161	WP_136808376.1	Utg323180_295
OG0002162	WP_136806648.1	Utg323180_275
OG0002165	WP_136806639.1	Utg323180_261
OG0002166	WP_136809615.1	Utg323392_198
OG0002167	WP_136809512.1	Utg323160_9
OG0002168	WP_136806619.1	Utg323180_29
OG0002169	WP_228723255.1	Utg323180_5
OG0002172	WP_217909558.1	Utg323632_263, Utg323316_224
OG0002174	WP_136810108.1	Utg323632_262, Utg323316_219
OG0002175	WP_136809317.1	Utg323140_141
OG0002177	WP_136810624.1	Utg323140_205
OG0002178	WP_136810452.1	Utg323152_125
OG0002179	WP_136809106.1	Utg323140_229
OG0002180	WP_136809105.1	Utg323140_230
OG0002181	WP_136809104.1	Utg323140_231
OG0002182	WP_136809102.1	Utg323140_233
OG0002183	WP_136810248.1	Utg323180_526
OG0002184	WP_136805955.1	Utg323140_250
OG0002185	WP_136805964.1	Utg323140_260
OG0002186	WP_136805966.1	Utg323140_262
OG0002187	WP_136806550.1	Utg323180_131
OG0002189	WP_136809987.1	Utg323632_380
OG0002190	WP_136809010.1, WP_167505907.1	Utg323300_87
OG0002191	WP_136809958.1	Utg323160_120
OG0002192	WP_136805216.1	Utg323262_58
OG0002193	WP_136809137.1	Utg323160_43
OG0002195	WP_136809114.1	Utg324810_23
OG0002196	WP_136809207.1	Utg324810_65
OG0002197	WP_136805380.1	Utg323990_40
OG0002198	WP_136808335.1	Utg323152_236
OG0002200	WP_136809712.1	Utg323300_120
OG0002201	WP_136809715.1	Utg323300_123
OG0002203	WP_136805546.1	Utg325220_69
OG0002204	WP_136805749.1	Utg323180_112
OG0002205	WP_167506092.1	Utg323180_546
OG0002206	WP_136810630.1	Utg323180_547
OG0002207	WP_136809783.1	Utg323180_564
OG0002208	WP_136808833.1	Utg323140_239
OG0002209	WP_136808861.1	Utg323180_12
OG0002210	WP_136808561.1	Utg323300_172
OG0002211	WP_136808558.1	Utg323300_173
OG0002212	WP_136808738.1	Utg323300_188
OG0002213	WP_136808542.1	Utg323300_195
OG0002214	WP_136807094.1	Utg323300_227
OG0002215	WP_136807092.1	Utg323300_228
OG0002216	WP_136809370.1	Utg323300_261
OG0002217	WP_136805377.1	Utg323300_277
OG0002218	WP_136809229.1	Utg323180_600
OG0002219	WP_136808027.1	Utg323300_326
OG0002220	WP_167505899.1	Utg323300_347
OG0002221	WP_136808000.1	Utg323300_364
OG0002222	WP_136807944.1	Utg323316_315
OG0002223	WP_136805366.1	Utg323316_213, Utg323316_281
OG0002225	WP_136805362.1	Utg323316_240
OG0002226	WP_136805361.1	Utg323316_239
OG0002227	WP_136807930.1	Utg323316_236
OG0002228	WP_136809695.1	Utg323316_128
OG0002229	WP_136809693.1	Utg323316_126
OG0002230	WP_136809692.1	Utg323316_124
OG0002231	WP_136809690.1	Utg323316_121
OG0002232	WP_136809689.1	Utg323316_120
OG0002233	WP_136809688.1	Utg323316_119
OG0002235	WP_084553494.1	Utg323316_82
OG0002236	WP_228723309.1	Utg323316_72
OG0002237	WP_136810530.1	Utg323316_66
OG0002240	WP_136806251.1	Utg323300_238
OG0002241	WP_136808458.1	Utg324548_31
OG0002242	WP_136807221.1	Utg324548_33
OG0002243	WP_136808450.1	Utg323990_212
OG0002245	WP_136808402.1	Utg323990_160
OG0002246	WP_136808401.1	Utg323990_159
OG0002247	WP_136808400.1	Utg323990_158
OG0002248	WP_136808390.1	Utg323990_145
OG0002249	WP_136808388.1	Utg323990_143
OG0002250	WP_136810168.1	Utg323990_121
OG0002251	WP_167505920.1	Utg323392_184
OG0002252	WP_136805288.1	Utg323392_156
OG0002253	WP_136805301.1	Utg323392_143
OG0002254	WP_167505732.1	Utg323152_512
OG0002255	WP_136805368.1	Utg323152_500
OG0002256	WP_136808270.1	Utg323152_481
OG0002257	WP_136809845.1	Utg323262_140, Utg323262_138
OG0002258	WP_136805171.1, WP_136809636.1	Utg323074_38
OG0002259	WP_136805392.1	Utg323152_441
OG0002261	WP_136806353.1	Utg323152_195
OG0002262	WP_136808956.1	Utg323392_260
OG0002263	WP_136805747.1	Utg323316_350
OG0002265	WP_136810347.1	Utg323152_158
OG0002266	WP_136806055.1	Utg323990_94
OG0002267	WP_228723262.1	Utg323990_93
OG0002268	WP_136807050.1	Utg323152_289
OG0002269	WP_136809116.1	Utg323300_49
OG0002270	WP_136810684.1	Utg323152_298
OG0002271	WP_136807865.1	Utg323152_339
OG0002272	WP_136807864.1	Utg323152_340
OG0002273	WP_136809174.1	Utg323300_216
OG0002274	WP_136808329.1	Utg323392_52
OG0002275	WP_136805512.1, WP_136808332.1	Utg323392_69
OG0002276	WP_167505963.1, WP_136806293.1	Utg323392_89
OG0002277	WP_136806282.1	Utg323392_109
OG0002278	WP_136808494.1	Utg323392_122
OG0002279	WP_136808250.1, WP_136809040.1	Utg323392_124
OG0002280	WP_167505766.1	Utg323632_285
OG0002283	WP_136808358.1	Utg323632_258
OG0002284	WP_136809162.1	Utg323632_230
OG0002285	WP_136805138.1	Utg323632_136
OG0002286	WP_136805130.1	Utg323632_130
OG0002287	WP_136805094.1	Utg323632_100
OG0002288	WP_267313786.1	Utg323632_70
OG0002290	WP_136805462.1	Utg323632_50
OG0002291	WP_136806910.1	Utg323632_39
OG0002292	WP_136806887.1	Utg323632_11
OG0002293	WP_136806017.1	Utg323140_217
OG0002294	WP_136807535.1	Utg323152_99
OG0002295	WP_176371587.1	Utg323180_248, Utg323152_58
OG0002297	WP_136809149.1	Utg323160_76
OG0002298	WP_136809685.1	Utg323316_115
OG0002299	WP_136809657.1	Utg323990_204
OG0002300	WP_136809676.1	Utg323316_106
OG0002301	WP_136810527.1	Utg323316_73
OG0002302	WP_136808176.1	Utg323152_122
OG0002303	WP_136805591.1	Utg323152_124
OG0002305	WP_136809785.1	Utg323074_19, Utg323152_604
OG0002308	WP_136808547.1	Utg323074_87
OG0002309	WP_136809127.1	Utg323140_155
OG0002310	WP_136807281.1	Utg323140_212
OG0002312	WP_136805754.1	Utg323152_428
OG0002314	WP_136805719.1	Utg323152_569
OG0002315	WP_136805710.1	Utg323152_581
OG0002316	WP_167505753.1	Utg325220_82
OG0002316	WP_136808255.1	Utg323152_598, Utg323392_73
OG0002317	WP_136810344.1	Utg323160_26
OG0002318	WP_136805774.1	Utg323180_15
OG0002319	WP_136809923.1	Utg323180_19
OG0002321	WP_136805787.1	Utg323180_72
OG0002322	WP_136810024.1	Utg323180_89
OG0002324	WP_136809956.1	Utg323180_205
OG0002325	WP_136806645.1	Utg323180_271
OG0002327	WP_228723369.1	Utg323180_384
OG0002328	WP_136808231.1	Utg323180_411
OG0002329	WP_136806860.1	Utg323180_448
OG0002330	WP_267313778.1	Utg323180_682
OG0002333	WP_136808580.1	Utg323262_13
OG0002335	WP_136805806.1	Utg323300_154
OG0002336	WP_136806656.1	Utg323300_245
OG0002337	WP_136806657.1	Utg323300_246
OG0002338	WP_136806659.1	Utg323300_248
OG0002339	WP_136808081.1	Utg323300_286
OG0002343	WP_136806606.1	Utg323316_92
OG0002345	WP_136809763.1	Utg323392_10
OG0002347	WP_136808752.1	Utg323392_15
OG0002348	WP_136808651.1	Utg323632_44
OG0002349	WP_136805535.1	Utg323632_62
OG0002350	WP_136808198.1	Utg323632_253, Utg323632_256, Utg323632_255
OG0002351	WP_136808427.1	Utg323990_195
OG0002352	WP_136806937.1	Utg325220_71, Utg323990_232
OG0002353	WP_136810161.1, WP_136806032.1, WP_136805675.1	Utg325220_67
OG0002491	WP_136805167.1	Utg323140_116
OG0002493	WP_136809299.1	Utg323180_373
OG0002497	WP_136805441.1	Utg323180_647
OG0002500	WP_136806962.1	Utg323180_290
OG0002501	WP_217909470.1	Utg323266_92
OG0002502	WP_136810208.1	Utg323266_54
OG0002504	WP_136806624.1	Utg323180_34
OG0002505	WP_136805812.1	Utg323180_4
OG0002507	WP_136805727.1	Utg323074_184
OG0002509	WP_136808228.1	Utg323262_50
OG0002510	WP_136810120.1, WP_136808981.1	Utg323180_401
OG0002511	WP_136808983.1	Utg323180_403
OG0002514	WP_136808955.1	Utg325220_90
OG0002515	WP_136808954.1	Utg325220_92
OG0002518	WP_136808933.1	Utg323632_359
OG0002521	WP_228723320.1	Utg323392_206
OG0002524	WP_136805214.1	Utg323262_55
OG0002525	WP_136805457.1	Utg323152_489
OG0002526	WP_136805456.1	Utg323152_488
OG0002527	WP_136806572.1, WP_136810499.1	Utg323140_27
OG0002528	WP_136806544.1	Utg323180_630
OG0002530	WP_136809110.1	Utg324810_18
OG0002531	WP_136807814.1	Utg324810_21
OG0002532	WP_136808617.1	Utg324810_36
OG0002533	WP_136806240.1	Utg324810_11
OG0002534	WP_167505731.1	Utg323180_191
OG0002541	WP_136810220.1	Utg323152_120
OG0002542	WP_136810753.1	Utg323262_202
OG0002543	WP_136805823.1	Utg323448_109
OG0002545	WP_136808174.1	Utg323300_271, Utg323266_25
OG0002546	WP_136808087.1	Utg323300_232
OG0002547	WP_136808042.1	Utg323300_306, Utg323300_235
OG0002549	WP_136808041.1	Utg323300_308
OG0002550	WP_136807392.1	Utg323300_322
OG0002551	WP_136807390.1	Utg323300_323
OG0002552	WP_136808021.1	Utg323300_332
OG0002555	WP_167505829.1	Utg323140_237, Utg323140_238
OG0002556	WP_136807942.1	Utg323316_310
OG0002557	WP_136805365.1	Utg323316_280
OG0002559	WP_167506017.1	Utg323316_182
OG0002560	WP_136809619.1	Utg323266_91
OG0002561	WP_136809684.1	Utg323316_114
OG0002562	WP_136810525.1	Utg323316_76
OG0002563	WP_136808141.1	Utg323448_23
OG0002565	WP_167506049.1	Utg323152_31
OG0002566	WP_136807004.1	Utg323262_200
OG0002567	WP_136805608.1	Utg323392_228
OG0002573	WP_136808656.1	Utg323990_166
OG0002574	WP_136808655.1	Utg323990_165
OG0002575	WP_136808654.1	Utg323990_164
OG0002576	WP_136808768.1	Utg323180_714
OG0002577	WP_136809944.1	Utg323990_60
OG0002578	WP_136805065.1	Utg323990_41
OG0002579	WP_136807754.1	Utg323074_185
OG0002582	WP_136806791.1	Utg323392_217
OG0002583	WP_136806518.1	Utg323262_139
OG0002585	WP_136805404.1	Utg323152_423
OG0002586	WP_217909565.1	Utg323152_410
OG0002587	WP_136806425.1	Utg323262_38
OG0002589	WP_275942856.1	Utg323152_206
OG0002590	WP_136805745.1	Utg323316_352
OG0002594	WP_136806374.1	Utg323152_84
OG0002598	WP_136810685.1	Utg323152_297
OG0002599	WP_136807892.1	Utg323152_312
OG0002600	WP_136807874.1	Utg323152_332
OG0002601	WP_136807863.1	Utg323152_341
OG0002603	WP_136806322.1	Utg323392_21
OG0002604	WP_136808324.1	Utg323392_45
OG0002605	WP_136807813.1	Utg323392_82
OG0002606	WP_136807812.1	Utg323392_83
OG0002608	WP_136806390.1	Utg323392_132
OG0002609	WP_136807822.1	Utg323152_480
OG0002615	WP_136806845.1	Utg323632_352
OG0002616	WP_136809790.1	Utg323262_91
OG0002617	WP_136809791.1	Utg323262_92
OG0002618	WP_136805261.1	Utg323632_287
OG0002619	WP_136807823.1	Utg323632_241
OG0002620	WP_136805122.1	Utg323632_123
OG0002621	WP_136805116.1	Utg323632_114
OG0002623	WP_136810238.1	Utg323180_139
OG0002624	WP_136809172.1	Utg323140_136
OG0002627	WP_136810522.1	Utg323316_79
OG0002628	WP_136805279.1	Utg323140_125
OG0002629	WP_217909597.1	Utg323316_344
OG0002630	WP_136806978.1	Utg323392_196
