Orthogroup	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_13_biocide
OG0002198	WP_015403468.1, WP_015405007.1	Utg859098_175
OG0002200	WP_015403538.1	Utg857300_32
OG0002201	WP_015403542.1	Utg857300_29
OG0002204	WP_015403670.1	Utg857152_186
OG0002205	WP_015403672.1	Utg860814_130
OG0002206	WP_015403673.1	Utg860814_131
OG0002207	WP_015403679.1	Utg860814_149
OG0002209	WP_015403731.1	Utg859750_30
OG0002217	WP_015403851.1	Utg857152_5
OG0002218	WP_015403858.1	Utg860814_184
OG0002219	WP_015403892.1	Utg857152_54
OG0002220	WP_015403916.1	Utg857152_71
OG0002221	WP_015403938.1	Utg857152_88
OG0002222	WP_015404009.1	Utg857046_212
OG0002223	WP_015404036.1	Utg857046_117, Utg857046_185
OG0002225	WP_015404065.1	Utg857046_165
OG0002226	WP_015404066.1	Utg857046_164
OG0002227	WP_015404068.1	Utg857046_160
OG0002228	WP_015404110.1	Utg857046_10
OG0002229	WP_015404112.1	Utg857046_8
OG0002230	WP_015404114.1	Utg857046_6
OG0002231	WP_015404117.1	Utg857046_3
OG0002232	WP_015404118.1	Utg857046_2
OG0002233	WP_015404119.1	Utg857046_1
OG0002237	WP_015404164.1	Utg857490_32
OG0002239	WP_015404204.1	Utg857994_53
OG0002241	WP_015404448.1	Utg859236_38
OG0002242	WP_015404450.1	Utg859236_36
OG0002243	WP_015404473.1	Utg859236_24
OG0002244	WP_015404498.1	Utg857994_56
OG0002245	WP_015404528.1	Utg860006_42
OG0002246	WP_015404529.1	Utg860006_43
OG0002247	WP_015404530.1	Utg860006_44
OG0002248	WP_015404542.1	Utg860006_57
OG0002249	WP_015404544.1	Utg860006_59
OG0002250	WP_015404562.1	Utg860006_81
OG0002251	WP_015404770.1	Utg859388_42
OG0002252	WP_015404783.1	Utg859388_62
OG0002253	WP_015404798.1	Utg859388_75
OG0002254	WP_015404808.1	Utg859982_35
OG0002255	WP_015404818.1	Utg859982_47
OG0002256	WP_015404832.1	Utg859982_78
OG0002257	WP_015404844.1	Utg859236_107
OG0002258	WP_015404847.1	Utg857994_29
OG0002259	WP_015404879.1	Utg859982_146
OG0002261	WP_015405046.1	Utg859098_219
OG0002262	WP_015405069.1	Utg861448_13
OG0002263	WP_015405088.1	Utg857046_263
OG0002264	WP_015405624.1, WP_015405094.1	Utg858432_114
OG0002265	WP_015405115.1	Utg859098_257
OG0002266	WP_015405126.1	Utg860006_120
OG0002267	WP_015405127.1	Utg860006_121
OG0002268	WP_015405250.1	Utg859098_127
OG0002270	WP_015405278.1	Utg859098_118
OG0002271	WP_015405316.1	Utg859098_78
OG0002272	WP_015405317.1	Utg859098_77
OG0002274	WP_015405363.1	Utg859388_181
OG0002275	WP_015405366.1	Utg859388_164
OG0002276	WP_015405379.1	Utg859388_145
OG0002277	WP_015405393.1	Utg859388_127
OG0002278	WP_015405400.1	Utg859388_99
OG0002279	WP_015405402.1	Utg859388_97
OG0002280	WP_015405567.1	Utg866558_34
OG0002281	WP_015405591.1	Utg858432_160
OG0002282	WP_015405592.1	Utg858432_159
OG0002283	WP_015405600.1	Utg858432_146
OG0002284	WP_015405618.1	Utg858432_123
OG0002285	WP_015405655.1	Utg858432_89
OG0002286	WP_015405667.1	Utg858432_80
OG0002287	WP_015405689.1	Utg858432_40
OG0002288	WP_015405710.1	Utg858432_9
OG0002289	WP_015405713.1	Utg858432_6
OG0002290	WP_015405736.1	Utg862138_38
OG0002291	WP_015405745.1	Utg862138_28
OG0002292	WP_015405768.1	Utg862138_3
OG0002294	WP_083907232.1	Utg857046_143
OG0002295	WP_083907315.1	Utg859098_342
OG0002297	WP_153304830.1	Utg861744_23
OG0002302	WP_228130045.1	Utg857682_19
OG0002304	WP_228130076.1	Utg859236_5, Utg859098_32
OG0002481	WP_015402980.1	Utg864866_76
OG0002482	WP_083907148.1	Utg860814_68
OG0002496	WP_015402316.1	Utg860814_272
OG0002498	WP_015402342.1	Utg863716_10, Utg860814_237
OG0002499	WP_015402344.1	Utg860814_235
OG0002500	WP_015402485.1	Utg863716_107
OG0002501	WP_015402487.1	Utg857682_38
OG0002502	WP_015402556.1	Utg857682_15
OG0002503	WP_015402673.1	Utg859982_33, Utg864866_7
OG0002504	WP_015402713.1	Utg859750_72
OG0002505	WP_015402729.1	Utg859750_23
OG0002507	WP_015402756.1	Utg857994_199
OG0002514	WP_015403082.1	Utg857682_93
OG0002515	WP_015403084.1	Utg857682_91
OG0002516	WP_015403089.1	Utg857682_81
OG0002517	WP_015403117.1	Utg857682_42
OG0002518	WP_015403165.1	Utg857992_16
OG0002522	WP_015403220.1	Utg865370_2
OG0002528	WP_015403321.1	Utg860814_221
OG0002529	WP_015405220.1	Utg859098_159
OG0002532	WP_015403411.1	Utg861744_140
OG0002534	WP_015403448.1	Utg863716_19
OG0002538	WP_015403579.1	Utg859076_18
OG0002539	WP_015403587.1	Utg864866_96
OG0002542	WP_015403707.1	Utg859432_58
OG0002543	WP_015403721.1	Utg857992_2
OG0002544	WP_015403726.1, WP_015405774.1	Utg860814_61
OG0002545	WP_015403772.1	Utg865370_19
OG0002547	WP_015403838.1	Utg857152_34
OG0002548	WP_015403863.1	Utg857152_19
OG0002549	WP_015403876.1	Utg857152_36
OG0002550	WP_015403889.1	Utg857152_51
OG0002551	WP_015403890.1	Utg857152_52
OG0002552	WP_015403898.1	Utg857152_60
OG0002554	WP_015403947.1	Utg857152_99
OG0002556	WP_015404014.1	Utg857046_207
OG0002557	WP_015404037.1	Utg857046_184
OG0002558	WP_015404043.1	Utg857046_182
OG0002559	WP_015404085.1	Utg857046_82
OG0002560	WP_015404116.1	Utg857682_36
OG0002563	WP_015404173.1	Utg857490_25
OG0002564	WP_015404198.1	Utg859432_80
OG0002565	WP_015404372.1	Utg859236_108
OG0002567	WP_015404390.1	Utg859388_9
OG0002570	WP_015404438.1	Utg866558_47
OG0002572	WP_015404501.1	Utg860006_8
OG0002573	WP_015404523.1	Utg860006_37
OG0002574	WP_015404524.1	Utg860006_38
OG0002575	WP_015404525.1	Utg860006_39
OG0002577	WP_015404604.1	Utg860006_153
OG0002578	WP_015404624.1	Utg860006_160
OG0002579	WP_015404638.1	Utg857994_200
OG0002582	WP_015404746.1	Utg859388_20
OG0002583	WP_015404843.1	Utg859236_106
OG0002584	WP_015404888.1	Utg859982_153
OG0002585	WP_015404893.1	Utg859982_171
OG0002586	WP_015404900.1	Utg859982_183
OG0002588	WP_015404967.1	Utg857682_156, Utg857682_155
OG0002589	WP_015405035.1	Utg859098_207
OG0002590	WP_015405090.1	Utg857046_265
OG0002591	WP_015405118.1	Utg860006_105
OG0002592	WP_015405120.1	Utg860006_103
OG0002593	WP_015405121.1	Utg860006_102
OG0002594	WP_015405146.1	Utg859098_316
OG0002595	WP_015405176.1	Utg859098_335
OG0002596	WP_015405237.1	Utg859098_140
OG0002597	WP_015405257.1	Utg857994_97
OG0002598	WP_015405277.1	Utg859098_119
OG0002599	WP_015405291.1	Utg859098_104
OG0002600	WP_015405309.1	Utg859098_85
OG0002601	WP_015405318.1	Utg859098_76
OG0002602	WP_015405329.1	Utg859098_63
OG0002603	WP_015405342.1	Utg858498_6
OG0002604	WP_015405358.1	Utg859982_104, Utg858498_20
OG0002605	WP_015405372.1	Utg859388_153
OG0002606	WP_015405373.1	Utg859388_152
OG0002607	WP_015405392.1	Utg859388_128
OG0002608	WP_015405426.1	Utg859388_89
OG0002609	WP_015405471.1	Utg859982_79
OG0002610	WP_015405486.1	Utg857994_130
OG0002611	WP_015405495.1	Utg858494_75
OG0002612	WP_015405496.1	Utg858494_76
OG0002613	WP_015405497.1	Utg858494_77
OG0002614	WP_015405499.1	Utg858494_79
OG0002615	WP_015405531.1	Utg857992_18
OG0002616	WP_015405549.1	Utg857076_44
OG0002617	WP_015405550.1	Utg857076_43
OG0002618	WP_015405565.1	Utg866558_32
OG0002619	WP_015405610.1	Utg858432_133
OG0002620	WP_015405673.1	Utg858432_74
OG0002621	WP_015405676.1	Utg858432_55
OG0002624	WP_041916289.1	Utg864866_24
OG0002626	WP_041916410.1	Utg860814_216
OG0002628	WP_041917087.1	Utg864866_39
OG0002629	WP_074195169.1	Utg857046_257
OG0002630	WP_083907295.1	Utg859388_31
OG0002631	WP_153304807.1, WP_208598467.1	Utg857682_13
OG0002632	WP_153304823.1	Utg865370_1
OG0002633	WP_153304867.1	Utg857152_78
OG0002634	WP_153304884.1	Utg858494_102
OG0002635	WP_153304890.1	Utg860006_7
OG0002637	WP_167320714.1	Utg857046_202
OG0002638	WP_167320728.1	Utg865370_20
OG0002639	WP_167320738.1	Utg857046_25
OG0002640	WP_167320761.1	Utg859388_179
OG0002844	WP_015403569.1	Utg859076_10
OG0002883	WP_015404004.1	Utg857046_217
OG0002905	WP_015402322.1	Utg860814_265
OG0002910	WP_015402428.1	Utg860814_53
OG0002911	WP_015402443.1	Utg859388_37
OG0002912	WP_015402479.1	Utg859236_126, Utg859236_125
OG0002914	WP_015402565.1	Utg859388_35
OG0002915	WP_015402567.1	Utg863716_53
OG0002917	WP_015402648.1	Utg859750_47, Utg864866_107
OG0002918	WP_015402654.1	Utg857152_205
OG0002920	WP_015402728.1	Utg859750_24
OG0002921	WP_015402734.1	Utg859750_17
OG0002922	WP_015402815.1	Utg857682_30
OG0002926	WP_015402876.1	Utg857076_5
OG0002927	WP_015402892.1	Utg861744_1, Utg864866_13
OG0002928	WP_015402894.1	Utg864866_11
OG0002929	WP_015402966.1	Utg859432_59
OG0002930	WP_015402967.1	Utg859432_60
OG0002931	WP_015403037.1	Utg857994_142
OG0002935	WP_015403086.1	Utg857682_84
OG0002936	WP_015403090.1	Utg857682_80
OG0002939	WP_015403200.1, WP_015403736.1	Utg859388_165
OG0002940	WP_015403210.1	Utg865370_7
OG0002944	WP_015403291.1	Utg861448_38
OG0002947	WP_015403391.1	Utg861744_105
OG0002950	WP_015403533.1	Utg864866_47
OG0002951	WP_015403582.1	Utg863716_68
OG0002954	WP_015403803.1	Utg860814_74
OG0002958	WP_015403974.1	Utg859388_175
OG0002959	WP_015404035.1	Utg857046_186
OG0002960	WP_015404072.1	Utg857046_138
OG0002963	WP_015404153.1	Utg857152_151
OG0002968	WP_015404389.1	Utg860006_84
OG0002969	WP_015404404.1	Utg864866_57
OG0002974	WP_015404518.1	Utg860006_32
OG0002975	WP_015404519.1	Utg860006_33
OG0002976	WP_015404556.1	Utg860006_73
OG0002977	WP_015404592.1, WP_015405590.1	Utg860006_143
OG0002982	WP_015404691.1	Utg859098_36
OG0002983	WP_015404745.1	Utg859388_19
OG0002984	WP_015404752.1	Utg859388_27
OG0002985	WP_015404834.1	Utg864866_111
OG0002986	WP_015404865.1	Utg857152_216
OG0002987	WP_015404897.1	Utg859982_175
OG0002989	WP_015404968.1	Utg857682_154
OG0002990	WP_015404969.1	Utg857682_153
OG0002991	WP_015405063.1, WP_015405006.1	Utg859098_174
OG0002994	WP_015405116.1	Utg860006_107
OG0002995	WP_015405117.1	Utg860006_106
OG0002996	WP_015405119.1	Utg860006_104
OG0002997	WP_015405122.1	Utg860006_101
OG0002999	WP_015405229.1	Utg859098_149
OG0003000	WP_015405241.1	Utg859098_144
OG0003001	WP_015405323.1	Utg859098_64
OG0003003	WP_015405416.1	Utg859432_69
OG0003004	WP_015405422.1	Utg859388_93
OG0003005	WP_015405444.1	Utg859982_17
OG0003006	WP_015405498.1	Utg858494_78
OG0003007	WP_015405500.1	Utg858494_80
OG0003008	WP_015405507.1	Utg860814_164
OG0003009	WP_015405534.1	Utg857992_21
OG0003010	WP_015405548.1	Utg860814_232
OG0003011	WP_015405615.1	Utg858432_126
OG0003012	WP_015405625.1	Utg858432_113
OG0003013	WP_015405653.1	Utg858432_91
OG0003015	WP_015405730.1	Utg858432_3, Utg862138_57
OG0003016	WP_041916313.1	Utg857046_273
OG0003017	WP_041916450.1	Utg859388_144
OG0003018	WP_041916465.1	Utg866558_39
OG0003019	WP_041916518.1	Utg861744_75
OG0003023	WP_153304894.1	Utg860006_122
OG0003024	WP_167320741.1	Utg857152_240
OG0003025	WP_167320760.1	Utg859098_131
OG0003465	WP_015402315.1	Utg860814_276
OG0003466	WP_015402317.1	Utg860814_270
OG0003472	WP_015402416.1	Utg860814_66
OG0003473	WP_015402419.1	Utg860814_63
OG0003474	WP_015402426.1	Utg860814_55
OG0003475	WP_015402427.1	Utg860814_54
OG0003476	WP_015402429.1	Utg860814_52
OG0003477	WP_015402430.1	Utg860814_51
OG0003478	WP_015402431.1	Utg860814_50
OG0003479	WP_015402432.1	Utg860814_49
OG0003480	WP_015402433.1	Utg860814_22
OG0003481	WP_015402434.1	Utg860814_21
OG0003483	WP_015402474.1	Utg859982_131
OG0003484	WP_015402477.1	Utg863716_110
OG0003485	WP_015402511.1	Utg863716_93
OG0003486	WP_015402513.1	Utg863716_92
OG0003489	WP_015402579.1	Utg863716_33
OG0003493	WP_015402649.1	Utg857152_230
OG0003494	WP_015402681.1	Utg859750_89
OG0003497	WP_015402720.1	Utg859750_65
OG0003499	WP_015402760.1	Utg864866_93
OG0003500	WP_015402763.1	Utg864866_86
OG0003501	WP_015402767.1	Utg864866_82
OG0003502	WP_015402782.1	Utg864866_64
OG0003503	WP_015402795.1	Utg857682_48
OG0003505	WP_015402835.1	Utg857046_128
OG0003506	WP_015402837.1	Utg857046_126
OG0003511	WP_015402886.1	Utg857152_119
OG0003512	WP_015402893.1	Utg864866_12
OG0003514	WP_015402918.1	Utg859098_292
OG0003515	WP_015402981.1	Utg864866_77
OG0003516	WP_015403011.1	Utg857046_5
OG0003518	WP_015403085.1	Utg857682_90
OG0003519	WP_015403103.1	Utg857682_50
OG0003520	WP_015403149.1	Utg859982_30
OG0003521	WP_015403186.1	Utg861448_8
OG0003524	WP_015403207.1	Utg865370_8
OG0003530	WP_015403296.1	Utg857046_276
OG0003531	WP_015403319.1	Utg859750_55
OG0003534	WP_015403436.1	Utg861744_114
OG0003535	WP_015403449.1	Utg864866_3
OG0003536	WP_015403481.1	Utg858432_85
OG0003541	WP_015403530.1	Utg857994_92
OG0003546	WP_015403681.1	Utg857994_33
OG0003547	WP_015403682.1	Utg859982_57
OG0003549	WP_015403720.1	Utg857682_31
OG0003554	WP_015403792.1	Utg859098_17
OG0003561	WP_015403943.1	Utg857152_95
OG0003567	WP_015404170.1	Utg857046_271
OG0003568	WP_015404199.1	Utg857300_25
OG0003571	WP_015404327.1	Utg858494_61
OG0003572	WP_015404328.1	Utg858494_60
OG0003573	WP_015404339.1	Utg866558_14
OG0003574	WP_015404358.1	Utg857076_23
OG0003575	WP_015404368.1	Utg858432_71
OG0003577	WP_015404396.1	Utg859432_66
OG0003578	WP_015404397.1	Utg859432_65
OG0003580	WP_015404411.1	Utg857152_128
OG0003581	WP_015404413.1	Utg859236_58
OG0003582	WP_015404439.1	Utg866558_46
OG0003583	WP_015404445.1	Utg859236_41
OG0003584	WP_015404454.1	Utg859236_32
OG0003585	WP_015404472.1	Utg859236_25
OG0003587	WP_015404517.1	Utg860006_31
OG0003588	WP_015404521.1	Utg860006_35
OG0003589	WP_015404522.1	Utg860006_36
OG0003590	WP_015404606.1	Utg860814_220
OG0003592	WP_015404711.1	Utg857994_164
OG0003593	WP_015404743.1	Utg859388_17
OG0003594	WP_015404750.1	Utg859388_23
OG0003595	WP_015404774.1	Utg859388_47
OG0003596	WP_015404833.1	Utg864866_110
OG0003597	WP_015404841.1	Utg859236_104
OG0003598	WP_015404845.1	Utg860814_160
OG0003599	WP_015404846.1	Utg857994_35
OG0003607	WP_015405031.1	Utg859098_201
OG0003608	WP_015405033.1	Utg859098_205
OG0003609	WP_015405034.1	Utg859098_206
OG0003610	WP_015405064.1	Utg859432_75
OG0003611	WP_015405075.1	Utg857682_86
OG0003613	WP_015405082.1	Utg859098_401
OG0003614	WP_015405083.1	Utg857994_98
OG0003615	WP_015405105.1	Utg859098_245
OG0003616	WP_015405164.1	Utg859098_322
OG0003617	WP_015405175.1	Utg859098_334
OG0003618	WP_015405184.1	Utg859098_343
OG0003619	WP_015405230.1	Utg859098_148
OG0003620	WP_015405238.1	Utg859098_139
OG0003621	WP_015405239.1	Utg859098_141
OG0003622	WP_015405253.1	Utg859098_124
OG0003623	WP_015405367.1	Utg860006_71
OG0003625	WP_015405479.1	Utg857994_50
OG0003626	WP_015405490.1	Utg857994_135
OG0003629	WP_015405630.1	Utg858432_108
OG0003630	WP_015405700.1	Utg858432_28
OG0003638	WP_041916325.1	Utg861744_36
OG0003639	WP_041916392.1	Utg858494_88
OG0003645	WP_167320701.1	Utg864866_106
OG0003647	WP_167320754.1	Utg859098_251
OG0003648	WP_167320755.1	Utg860006_99
OG0003649	WP_167320762.1	Utg859982_56
OG0004482	WP_015402410.1	Utg860814_123
OG0004492	WP_015402818.1	Utg859432_71
OG0004493	WP_015402819.1	Utg859432_70
OG0004494	WP_015402820.1	Utg859432_68
OG0004509	WP_015403046.1	Utg859076_39
OG0004540	WP_015403520.1	Utg857300_41
OG0004556	WP_015404030.1	Utg857046_191
OG0004559	WP_015404203.1	Utg859098_35
OG0004560	WP_015404206.1	Utg857682_85
OG0004596	WP_015404998.1	Utg859098_379
OG0004597	WP_015404999.1	Utg859098_378
OG0004610	WP_015405598.1	Utg858432_156
