row,baseMean,log2FoldChange,lfcSE,stat.x,pvalue,padj,aa,gene,stat.y,bin,max_annot_lvl,Preferred_name,COG_category,PFAMs,Description
Cluster 40694,277.6706437296065,11.3952158184034,2.4189988247103944,4.710715731648878,2.468483464695938e-6,3.497049451541597e-5,213,Utg859354_42,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,H,ThiF,involved in molybdopterin and thiamine biosynthesis family 1
Cluster 23199,277.61147532200124,11.395187485449684,2.3282289755345227,4.894358589809037,9.862686328463775e-7,2.018189596858078e-5,332,Utg506484_41,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,T,"HATPase_c,PAS_3",GHKL domain
Cluster 20248,277.2907998962927,11.393475693885225,2.361522111990114,4.824632230220219,1.4026183744405453e-6,2.684651811756863e-5,358,Utg506002_66,*,maxbin_sample02.txt.001.emapper.annotations,200783|Aquificae,-,S,GCS2,Glutamate-cysteine ligase family 2(GCS2)
Cluster 70370,277.29986950085686,11.393442050946716,2.321898783342217,4.906950351447544,9.250343692423267e-7,1.9258334582511678e-5,73,Utg506458_51,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,S,DUF465,Protein of unknown function (DUF465)
Cluster 22387,277.19062549253107,11.39272173486838,2.5390041144248316,4.487082817291617,7.220501267025979e-6,8.464061710832931e-5,339,Utg858072_8,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,E,"M20_dimer,Peptidase_M20",Peptidase dimerisation domain
Cluster 8210,277.1777681157353,11.392642541164811,2.487934592153286,4.579156774095326,4.668541888717911e-6,5.8042271914764316e-5,529,Utg862330_51,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,C,"FAD_binding_2,Succ_DH_flav_C","fumarate reductase, flavoprotein subunit"
Cluster 54513,277.1254417282311,11.392637375664707,2.3126237295306957,4.926282313109636,8.380888495171931e-7,1.800551615243493e-5,141,Utg507016_117,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,msbA,V,"ABC_membrane,ABC_tran",ABC transporter
Cluster 4229,276.52832144012876,11.389541198514237,2.3378015161646593,4.871902563054046,1.105286790688943e-6,2.2180611208906252e-5,672,Utg738678_200,*,concoct_sample01.txt.034.emapper.annotations,2|Bacteria,gnfL,T,"HATPase_c,HisKA,PAS,PAS_4,PAS_9","Signal transduction histidine kinase, nitrogen specific, NtrB"
Cluster 37752,276.5771882640444,11.389525991604694,2.502904431225749,4.550523723363618,5.3512553043704435e-6,6.54898607654942e-5,230,Utg858972_78,*,metabat_sample13.txt.014_sub.emapper.annotations,2|Bacteria,-,M,"CarbopepD_reg_2,TonB_C",energy transducer activity
Cluster 44270,276.53983091047917,11.389327606246097,2.288909307847039,4.975875438664262,6.495340757597806e-7,1.4565462751579602e-5,192,Utg738660_12,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,rpoC,K,"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5,RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7",DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Cluster 59912,276.18225441691186,11.387633433564575,2.3160205379065206,4.916896567704014,8.792697769315378e-7,1.8524569039148522e-5,117,Utg506694_247,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,dksA,T,zf-dskA_traR,DnaK suppressor protein
Cluster 34352,275.97735528713713,11.386666636013274,2.3522493265228146,4.840756678138997,1.29345668771516e-6,2.521445057226779e-5,250,Utg505604_58,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,livK,E,Peripla_BP_6,amino acid abc transporter
Cluster 68074,275.4154967274253,11.383722394486595,2.3434906874594668,4.8575923324139465,1.1882173348189482e-6,2.353197429662993e-5,82,Utg505604_59,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,livH,E,BPD_transp_2,Belongs to the binding-protein-dependent transport system permease family
Cluster 70117,275.3739277794167,11.383370550552714,2.324375126049932,4.897389592142872,9.71181687722187e-7,1.997634390378336e-5,74,Utg507016_91,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,ftsY,U,"SRP54,SRP54_N","Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components"
Cluster 35663,275.32932877951447,11.38319056611661,2.3520444512996734,4.839700440111402,1.3003498335483864e-6,2.533324442162459e-5,242,Utg506008_62,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,M,"Gly-zipper_Omp,OmpA,Rick_17kDa_Anti",Belongs to the ompA family
Cluster 45639,275.24363626072613,11.382811244821378,2.3173784063623475,4.911934629911948,9.018212179001749e-7,1.8955588291632525e-5,185,Utg507016_116,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,msbA,V,"ABC_membrane,ABC_tran",ABC transporter
Cluster 3364,275.23208097645943,11.382807995428665,2.343418550140016,4.857351664621993,1.189661980948593e-6,2.3553226614695538e-5,721,Utg741422_61,*,concoct_sample01.txt.034.emapper.annotations,28221|Deltaproteobacteria,-,T,"ABC_sub_bind,GAF_2,HATPase_c,HisKA,PAS,PAS_3,PAS_4,PAS_8,PAS_9,Response_reg","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
Cluster 32482,275.01741516698945,11.38134371632383,2.404007100538733,4.734322005027895,2.197885545857236e-6,3.297816717019494e-5,262,Utg812532_46,*,metabat_sample03.txt.026.emapper.annotations,29547|Epsilonproteobacteria,-,G,"Hydrolase_6,Hydrolase_like","HAD-superfamily hydrolase, subfamily IIA"
Cluster 6970,274.9611760416377,11.381342134220407,2.3473093546338455,4.848675830372504,1.2428833613917621e-6,2.4447559968556734e-5,565,Utg740158_29,*,concoct_sample01.txt.034.emapper.annotations,28221|Deltaproteobacteria,-,P,"Ion_trans_2,TrkA_C,TrkA_N",PFAM TrkA-N domain
Cluster 37566,274.7134040337242,11.379768315191962,2.3896319776870225,4.762142631773236,1.915482141937097e-6,3.0638681650572976e-5,231,Utg857150_117,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,J,"SpoU_methylase,SpoU_sub_bind",Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family
Cluster 39931,274.2909453139997,11.377777978537631,2.3587251046077005,4.823698173352832,1.4092061590089076e-6,2.6940655984381994e-5,217,Utg507162_19,*,maxbin_sample02.txt.001.emapper.annotations,976|Bacteroidetes,-,S,DUF2063,Putative DNA-binding domain
Cluster 36938,274.24886070892404,11.3775345931329,2.361963177918179,4.816982203406318,1.4574568183023542e-6,2.739223763399331e-5,234,Utg506694_69,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,P,Rhodanese,Rhodanese Homology Domain
Cluster 5912,274.17847758246126,11.376958311802738,2.3978659266771816,4.744618197885752,2.0889997284361916e-6,3.218227187958297e-5,600,Utg858072_53,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,uvrC,L,"GIY-YIG,HHH_5,UVR,UvrC_HhH_N",The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision
Cluster 39056,274.0876829456575,11.376712197536133,2.387709584218944,4.764696792578159,1.891378447096569e-6,3.051995909651132e-5,222,Utg505604_170,*,maxbin_sample02.txt.001.emapper.annotations,201174|Actinobacteria,-,V,"ABC_membrane,ABC_tran",ABC transporter transmembrane region
Cluster 34265,273.7338077525604,11.374590611935098,2.4878603984879506,4.5720373292843295,4.830048627065577e-6,5.9722274754085276e-5,251,Utg857150_140,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,S,Methyltransf_30,S-adenosyl-L-methionine-dependent methyltransferase
Cluster 19222,273.6882176664686,11.374387660927745,2.365077304750359,4.809309039531943,1.5145290236816004e-6,2.7686471980356727e-5,368,Utg739072_96,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,metXA,E,Abhydrolase_1,"Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine"
Cluster 49726,273.57296971075726,11.373733538094445,2.4056759519342625,4.727874312809876,2.2688254871304545e-6,3.3417733023036254e-5,163,Utg738788_21,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,-,FG,HIT,HIT family
Cluster 62823,273.17245259666066,11.3718797933451,2.3579683804164366,4.822744820410498,1.4159607143950493e-6,2.70616260260355e-5,104,Utg506694_194,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,cowN,S,-,"Is required to sustain N(2)-dependent growth in the presence of low levels of carbon monoxide (CO). Probably acts by protecting the N(2) fixation ability of the nitrogenase complex, which is inactivated in the presence of CO"
Cluster 45096,272.9331018365214,11.370709578806263,2.366102053168612,4.805671658827629,1.5423283976734412e-6,2.81424676899702e-5,188,Utg507130_15,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,H,TMP-TENI,Thiamine monophosphate synthase
Cluster 50910,272.80749185893626,11.369698301974095,2.348410342244495,4.841444485850585,1.2889868761334474e-6,2.5135045839927336e-5,158,Utg816270_2,*,metabat_sample03.txt.026.emapper.annotations,29547|Epsilonproteobacteria,ilvH,E,"ACT,ACT_5,ALS_ss_C",acetolactate synthase
Cluster 40283,272.13764214752996,11.366459686713977,2.3406886595447665,4.856032279373971,1.1976118725627008e-6,2.3703217936072387e-5,215,Utg506694_125,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,S,Peptidase_C93,Bacterial transglutaminase-like cysteine proteinase BTLCP
Cluster 13707,271.9111073659069,11.365246592688393,2.3897145025817643,4.755901418520822,1.9756286638921206e-6,3.1090358825941164e-5,430,Utg505330_23,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,T,"HisKA_2,PAS_9",HWE histidine kinase
Cluster 20505,271.4010978234643,11.362254598166999,2.4466925874836476,4.643924069698003,3.418532425020138e-6,4.4298358574168074e-5,356,Utg857748_162,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,S,YjgP_YjgQ,permease
Cluster 49013,271.14054727992084,11.361062877733522,2.3257537262480916,4.884895055531611,1.0348395710058027e-6,2.0992838324589392e-5,167,Utg506694_242,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,I,PS_Dcarbxylase,phosphatidylserine decarboxylase
Cluster 31125,271.0465953581057,11.360378425461613,2.445754021372477,4.644939076533355,3.401768267665458e-6,4.4118596063908355e-5,271,Utg812220_8,*,metabat_sample03.txt.026.emapper.annotations,29547|Epsilonproteobacteria,nadC,H,"QRPTase_C,QRPTase_N",Belongs to the NadC ModD family
Cluster 6928,270.97475056186823,11.360329521381786,2.3567623959716295,4.820311772115758,1.4333404003497898e-6,2.7352553082412577e-5,566,Utg737530_43,*,concoct_sample01.txt.034.emapper.annotations,28221|Deltaproteobacteria,-,C,Na_H_antiporter,Na H antiporter
Cluster 74487,270.91466580413635,11.3598177598178,2.328322700490526,4.8789704955522435,1.0664101362159612e-6,2.1461588627071317e-5,57,Utg507016_92,*,maxbin_sample02.txt.001.emapper.annotations,526524|Erysipelotrichia,ftsY,U,"SRP54,SRP54_N",Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)
Cluster 63394,270.54001850172875,11.357667437705354,2.4261266401175496,4.681399251753428,2.849234156184927e-6,3.81385874360615e-5,102,Utg869658_12,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,flgJ,MNO,Rod-binding,Rod binding protein
Cluster 58502,270.31975211947986,11.356493360945198,2.4319861171766743,4.669637413115296,3.017318161171774e-6,3.991649989760506e-5,124,Utg857334_397,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,M,DAGK_prokar,Recycling of diacylglycerol produced during the turnover of membrane phospholipid
Cluster 42469,270.2804062367862,11.356250698461833,2.444003354432178,4.646577378000474,3.374875785652703e-6,4.381463763171564e-5,202,Utg744590_3,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,fliM,N,"FliM,FliMN_C",flagellar motor switch protein
Cluster 46861,269.912863465356,11.354318630669859,2.54669106041096,4.458459373881656,8.255083874411326e-6,9.444554902263699e-5,179,Utg857360_41,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,mobA,H,NTP_transf_3,Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor
Cluster 17128,269.83953375082484,11.353935723083929,2.5103719941791693,4.52281006536499,6.102399657948904e-6,7.344893182381106e-5,392,Utg862092_50,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,gss,E,GSP_synth,Glutathionylspermidine synthase
Cluster 45351,269.8234507097041,11.353854877093335,2.520374542650126,4.50482842330052,6.642659102816824e-6,7.90658526406252e-5,187,Utg857748_21,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,L,NUDIX,Nudix domain
Cluster 19317,269.80682018494474,11.353748376006669,2.4212594449084226,4.6891911562315425,2.742870712794342e-6,3.7217796653870835e-5,367,Utg737974_45,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,pilT,NU,T2SSE,twitching motility protein
Cluster 27914,269.22768726283186,11.350916994006589,2.3409294877506457,4.848893165472262,1.2415225939745838e-6,2.4447559968556734e-5,294,Utg506694_162,*,maxbin_sample02.txt.001.emapper.annotations,1236|Gammaproteobacteria,-,S,Abhydrolase_1,Alpha/beta hydrolase family
Cluster 12491,269.1724228653119,11.350373165948895,2.5045552011720495,4.531891794853351,5.845779339780144e-6,7.080384705120796e-5,447,Utg857250_50,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,gatA,J,Amidase,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)
Cluster 47894,268.50712704784803,11.347126526408045,2.3798200007005086,4.7680608294190225,1.8600762698799446e-6,3.0430367755553344e-5,173,Utg505364_33,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,O,Redoxin,AhpC/TSA family
Cluster 52883,268.41791710532254,11.346314918163534,2.535110161378094,4.475669377616175,7.617228310290078e-6,8.83598483993649e-5,149,Utg866846_86,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,rimP,J,"DUF150,DUF150_C",Required for maturation of 30S ribosomal subunits
Cluster 45159,268.3268357616666,11.34580220146686,2.419527071876576,4.689264415903849,2.741888997954049e-6,3.721244083414665e-5,188,Utg820646_23,*,metabat_sample03.txt.026.emapper.annotations,29547|Epsilonproteobacteria,efp,J,"EFP,EFP_N,Elong-fact-P_C","Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase"
Cluster 14619,268.3166641961529,11.345752820872626,2.404329380276941,4.7188845729472275,2.3714132026170085e-06,3.444063426499488e-5,419,Utg739328_71,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,-,O,"Peptidase_M48,Peptidase_M48_N",Peptidase M48
Cluster 4733,268.24047263122486,11.345681033357465,2.3773155045894896,4.77247593407532,1.819748585239725e-6,2.9987299665372275e-5,647,Utg737996_412,*,concoct_sample01.txt.034.emapper.annotations,28216|Betaproteobacteria,-,T,"GGDEF,PAS_3,dCache_1",diguanylate cyclase
Cluster 49328,268.2787166564803,11.345557243066631,2.357268618526974,4.813009919148001,1.4867390693033024e-6,2.7556842597784468e-5,165,Utg740692_24,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,greA,K,"GreA_GreB,GreA_GreB_N","Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides"
Cluster 12931,268.07133442503863,11.344458388442488,2.5492592957564493,4.450099841678213,8.583037797571827e-6,9.768637309502125e-5,441,Utg862330_5,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,K,"DUF814,FbpA",RNA-binding protein homologous to eukaryotic snRNP
Cluster 38549,267.98447672205833,11.344273925853686,2.3800675358134122,4.766366397236147,1.875780131987712e-6,3.051995909651132e-5,225,Utg505364_78,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,K,"Response_reg,Trans_reg_C",COGs COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
Cluster 23083,267.2683863002687,11.340468883787526,2.3587844471101933,4.807759733061248,1.5263104863779012e-6,2.7876383455327185e-5,333,Utg506694_148,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,C,Radical_SAM,Radical SAM
Cluster 15361,267.1149837831441,11.339284241700552,2.488630459320115,4.556435528318015,5.20289989899863e-6,6.385917448153324e-5,411,Utg857334_36,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,argG,E,Arginosuc_synth,Belongs to the argininosuccinate synthase family. Type 1 subfamily
Cluster 30066,267.00686960694605,11.339064266652468,2.3462270847099265,4.832892920104689,1.3456317398537926e-6,2.596802998973861e-5,278,Utg505100_65,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,ribF,H,"FAD_syn,Flavokinase",Belongs to the ribF family
Cluster 49576,266.96671814537444,11.338680172779561,2.318328341906537,4.890886233765708,1.0038297470127693e-6,2.048187205540473e-5,164,Utg505992_41,*,NA,NA,NA,NA,NA,NA
Cluster 45090,266.8986224046359,11.338293832693791,2.3330185668153427,4.8599243889305965,1.1743059378775305e-6,2.3283177547977657e-5,188,Utg506172_44,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,-,-,-
Cluster 46958,266.7583613931236,11.337516716402884,2.47165039700951,4.587022796638363,4.496116031952864e-6,5.607451893165844e-5,178,Utg505992_106,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,iorB,C,POR,Ferredoxin oxidoreductase
Cluster 2061,266.25831866195585,11.335000741101267,2.3528971222067137,4.817465512674222,1.4539321087083605e-6,2.7384567751034104e-5,829,Utg737996_234,*,concoct_sample01.txt.034.emapper.annotations,28221|Deltaproteobacteria,-,GT,"PEP-utilizers,PPDK_N",pyruvate phosphate dikinase
Cluster 30219,265.97229499819133,11.333400581932535,2.42352683351167,4.6764081276998,2.919433022912639e-6,3.8963060432531334e-5,277,Utg506694_167,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,S,DUF58,protein (some members contain a von Willebrand factor type A (vWA) domain)
Cluster 57901,265.38980649708867,11.330263085776295,2.385866230356628,4.74890961681565,2.045163116261351e-6,3.153759926837074e-5,126,Utg505364_32,*,maxbin_sample02.txt.001.emapper.annotations,2|Bacteria,tpx,O,"AhpC-TSA,Redoxin",thioredoxin peroxidase activity
Cluster 63696,265.3232321238747,11.32990455070769,2.3668392163873824,4.7869346055542605,1.6934798333639478e-6,2.8929253720364888e-5,100,Utg505364_36,*,maxbin_sample02.txt.001.emapper.annotations,28211|Alphaproteobacteria,-,-,-,-
Cluster 65796,265.279430538843,11.329458399315797,2.3310170448193084,4.860306973943219,1.172038721690432e-6,2.325515578179757e-5,91,Utg506002_62,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,S,"Methyltransf_25,TehB",Tellurite resistance protein TehB
Cluster 47615,265.26132777894554,11.329227403390336,2.4279692235494847,4.666133035585998,3.0692102588879018e-6,4.054376227379447e-5,175,Utg812804_8,*,metabat_sample03.txt.026.emapper.annotations,29547|Epsilonproteobacteria,-,U,MotA_ExbB,MotA/TolQ/ExbB proton channel family
Cluster 21956,264.6953294722838,11.326454063879545,2.3888225869673883,4.741437947578387,2.1220665536881373e-6,3.242378575668975e-5,342,Utg505244_46,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,Q,-,"COG2931, RTX toxins and related Ca2 -binding proteins"
Cluster 53834,264.5054834771963,11.325324615382257,2.4089293084199284,4.701393509471972,2.5839200994058754e-6,3.5985287957323386e-5,144,Utg505364_150,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,-,-,-
Cluster 17571,264.4805145012218,11.325012564310502,2.4521845056685154,4.618336237804044,3.868290854171406e-6,4.9212608952306273e-5,387,Utg858072_18,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,kdtA,M,Glycos_transf_N,3-deoxy-d-manno-octulosonic-acid transferase
Cluster 71371,264.29683797346956,11.324322116383057,2.3529778558381143,4.812761874611613,1.488586206477695e-6,2.7556842597784468e-5,69,Utg505364_15,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,S,Rop-like,Rop-like
Cluster 19716,264.35352070137236,11.324305828996916,2.4587782282589052,4.605663780021272,4.1115223762865676e-6,5.194217806343377e-5,364,Utg862092_78,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,-,M,"Epimerase,GDP_Man_Dehyd",epimerase dehydratase family
Cluster 64378,264.27188040680426,11.324150008166512,2.32045698485386,4.880137870290966,1.0601170386827168e-6,2.1359061847264523e-5,97,Utg507130_76,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,uvrD,L,"UvrD-helicase,UvrD_C",DNA helicase
Cluster 53726,264.15946558636585,11.323236324270184,2.5345708855365823,4.467516134145522,7.913304479665319e-6,9.104465048709677e-5,145,Utg857334_399,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,LYS1,E,"Sacchrp_dh_C,Sacchrp_dh_NADP",Saccharopine dehydrogenase
Cluster 67478,263.9959417332807,11.322313286713142,2.4344536099867073,4.65086425975271,3.3054684914545777e-6,4.325905647136075e-5,84,Utg744590_5,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,fliA,K,"Sigma70_r2,Sigma70_r4",Belongs to the sigma-70 factor family
Cluster 25880,263.88476836016446,11.321759242930469,2.408651036281092,4.700456426602599,2.595806425125937e-6,3.613494785121512e-5,310,Utg857250_79,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,rsmH,J,Methyltransf_5,Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
Cluster 36765,263.7718396167489,11.321460944479377,2.3416560457398354,4.834809520841654,1.3327318730605627e-6,2.5742597306764568e-5,235,Utg505100_64,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,tlyA,J,"FtsJ,S4",Hemolysin
Cluster 73769,263.6186104571923,11.320245203652505,2.4198633853648914,4.678051361129018,2.89614012701343e-6,3.870107656237128e-5,60,Utg744590_6,*,concoct_sample01.txt.041.emapper.annotations,29547|Epsilonproteobacteria,fliA,K,"Sigma70_r2,Sigma70_r4",Belongs to the sigma-70 factor family
Cluster 52760,263.4045135422786,11.319460630548445,2.3858334621411363,4.744447091621365,2.090766146382153e-6,3.219716930927028e-5,149,Utg505364_34,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,S,Ank_4,Ankyrin repeat
Cluster 14417,263.22759697850285,11.318314547141364,2.3488932600097745,4.818573385107446,1.4458834449442965e-6,2.7384567751034104e-5,422,Utg505604_27,*,maxbin_sample02.txt.001.emapper.annotations,1224|Proteobacteria,-,G,SBP_bac_8,Bacterial extracellular solute-binding protein
Cluster 70624,263.11737135218414,11.317806876931108,2.3102829194699552,4.89888350104226,9.638276711527868e-7,1.9850841905477508e-5,72,Utg505244_43,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,S,Jag_N,Jag_N
Cluster 1584,263.06812157092435,11.317564355723137,2.3426933986557135,4.8310053557232,1.3584534981950769e-6,2.6183581959434083e-5,890,Utg737996_271,*,concoct_sample01.txt.034.emapper.annotations,28221|Deltaproteobacteria,polA,L,"5_3_exonuc,5_3_exonuc_N,DNA_pol_A,DNA_pol_A_exo1","In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"
Cluster 2717,263.0022584672088,11.317244509376962,2.3787855075992326,4.757572497908308,1.959348975265e-6,3.097250084375221e-5,772,Utg737666_24,*,concoct_sample01.txt.034.emapper.annotations,28221|Deltaproteobacteria,-,T,"CHASE2,HATPase_c,HisKA,Response_reg",CHASE2
Cluster 2174,698.715542847848,11.317060463953187,2.0754543377719057,5.452811106459978,4.957972695809093e-8,1.5460192871525903e-6,821,Utg507886_50,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,leuS,J,"Anticodon_1,tRNA-synt_1,tRNA-synt_1g",Belongs to the class-I aminoacyl-tRNA synthetase family
Cluster 40955,262.8784132246084,11.316508381161755,2.3311887009224477,4.854393973634065,1.2075545575168895e-6,2.388509005280053e-5,211,Utg505700_17,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,P,Pro_CA,Reversible hydration of carbon dioxide
Cluster 37753,262.60932420178153,11.314757736712192,2.4775715506719957,4.566874257836579,4.950507670399907e-6,6.106878444392521e-5,230,Utg860132_6,*,metabat_sample13.txt.014_sub.emapper.annotations,29547|Epsilonproteobacteria,rplA,J,Ribosomal_L1,"Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release"
Cluster 7160,262.506496910476,11.314501900794559,2.3545785384259568,4.805319387799372,1.5450466014183189e-6,2.81424676899702e-5,559,Utg738366_216,*,concoct_sample01.txt.034.emapper.annotations,186801|Clostridia,-,P,BPD_transp_1,ABC-type Fe3 transport system permease component
Cluster 46964,262.3897275872402,11.313801675844577,2.343237094884151,4.82827866652731,1.377182875462587e-6,2.64320712101348e-5,178,Utg507130_5,*,maxbin_sample02.txt.001.emapper.annotations,29547|Epsilonproteobacteria,-,F,PNP_UDP_1,"Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively"
