Orthogroup	Desulfocapsa_06_corrosive	Desulfosediminicola flagellatus IMCC35005
OG0001652	Utg323180_164	WP_176371603.1
OG0001653	Utg323180_297	WP_136807866.1
OG0001654	Utg323300_423	WP_136806961.1
OG0001656	Utg323180_36	WP_136806626.1
OG0001657	Utg323180_28	WP_228723233.1
OG0001658	Utg323180_26	WP_228723235.1
OG0001659	Utg323180_25	WP_136806616.1
OG0001660	Utg323140_94	WP_136805903.1
OG0001661	Utg323140_95	WP_136805902.1
OG0001663	Utg323316_218	WP_136810113.1, WP_136810102.1
OG0001664	Utg323140_165	WP_136808670.1
OG0001665	Utg323140_177	WP_136810646.1
OG0001666	Utg323140_207	WP_136810622.1
OG0001667	Utg323152_133	WP_136808986.1
OG0001668	Utg323152_128	WP_228723323.1
OG0001669	Utg323152_96	WP_136809756.1
OG0001670	Utg323140_232	WP_136809103.1
OG0001671	Utg323140_235	WP_136809101.1
OG0001672	Utg323300_424	WP_136809768.1
OG0001673	Utg323140_267, Utg325220_61	WP_136805972.1
OG0001674	Utg323180_132	WP_136806551.1
OG0001675	Utg323140_127	WP_136810062.1
OG0001676	Utg323266_29	WP_176371621.1
OG0001677	Utg323300_253	WP_136806559.1
OG0001678	Utg323266_19	WP_136809393.1
OG0001679	Utg323262_51, Utg323140_66	WP_136805916.1
OG0001680	Utg323160_121	WP_228723258.1
OG0001681	Utg323160_119	WP_136809161.1
OG0001682	Utg323160_115	WP_136805939.1
OG0001683	Utg323160_70, Utg323392_246	WP_136809145.1
OG0001684	Utg323392_245, Utg323160_69	WP_167505987.1
OG0001685	Utg323160_36	WP_136808061.1
OG0001686	Utg323140_195	WP_136809434.1
OG0001687	Utg324810_22	WP_136809113.1
OG0001688	Utg324810_61	WP_136808644.1
OG0001689	Utg323300_150	WP_136805475.1
OG0001690	Utg323140_40	WP_136810291.1
OG0001691	Utg323140_39	WP_136810292.1
OG0001692	Utg323140_55	WP_167505751.1
OG0001693	Utg323300_100	WP_136809289.1
OG0001694	Utg323300_106	WP_136809286.1
OG0001695	Utg323180_499	WP_136806396.1
OG0001698	Utg324810_93	WP_136808371.1
OG0001699	Utg323392_67	WP_136807209.1
OG0001700	Utg323300_171	WP_136808562.1
OG0001701	Utg323300_192	WP_136808545.1
OG0001702	Utg323300_257	WP_136809803.1
OG0001703	Utg323300_213	WP_136808165.1
OG0001704	Utg323300_281, Utg323392_215	WP_136810341.1
OG0001705	Utg323300_325, Utg323300_324	WP_136808028.1
OG0001706	Utg323300_344	WP_167505900.1
OG0001707	Utg323300_354	WP_136809133.1
OG0001709	Utg323316_345	WP_136807983.1
OG0001710	Utg323392_57	WP_136808830.1
OG0001711	Utg323316_322	WP_228723303.1
OG0001712	Utg323316_312	WP_167505724.1
OG0001713	Utg323316_150	WP_136805403.1
OG0001714	Utg325220_89	WP_136809419.1, WP_136805235.1
OG0001715	Utg323316_101	WP_136809670.1
OG0001716	Utg323316_97, Utg323632_2	WP_136807081.1
OG0001717	Utg323316_85	WP_136810517.1
OG0001718	Utg323448_45	WP_136810559.1
OG0001719	Utg323448_46	WP_136810560.1
OG0001720	Utg323262_98	WP_136810052.1
OG0001721	Utg323300_240	WP_136806250.1
OG0001722	Utg323180_172	WP_136809173.1
OG0001723	Utg324548_21	WP_136805254.1
OG0001724	Utg323632_277, Utg323632_276	WP_136810254.1, WP_136810255.1
OG0001725	Utg324548_32	WP_136807219.1
OG0001726	Utg324548_34	WP_136807223.1
OG0001728	Utg323990_169	WP_136806119.1
OG0001730	Utg323990_87	WP_136806269.1
OG0001731	Utg323074_135	WP_136805424.1
OG0001732	Utg323074_121	WP_136805438.1
OG0001733	Utg323392_201	WP_136807002.1
OG0001734	Utg323392_183	WP_136809171.1
OG0001735	Utg323392_135	WP_136805308.1
OG0001736	Utg323160_87	WP_136809155.1
OG0001737	Utg323152_220	WP_136806021.1, WP_136806333.1
OG0001738	Utg323152_212	WP_136806340.1
OG0001739	Utg323152_185	WP_136806404.1
OG0001742	Utg323152_85	WP_136809547.1
OG0001743	Utg323152_53	WP_136805178.1
OG0001744	Utg323990_107	WP_228723353.1, WP_136807380.1, WP_136808588.1
OG0001745	Utg323152_41	WP_136806298.1
OG0001746	Utg323152_40	WP_136806297.1
OG0001747	Utg323152_311	WP_136807893.1
OG0001748	Utg323152_338	WP_136807868.1
OG0001749	Utg323152_343	WP_136807861.1
OG0001750	Utg323152_345	WP_136807859.1
OG0001751	Utg323152_375	WP_136807853.1
OG0001752	Utg323632_207	WP_167505800.1
OG0001753	Utg323392_47	WP_267313784.1
OG0001754	Utg323392_49	WP_136808327.1
OG0001755	Utg323392_98	WP_136806291.1
OG0001756	Utg323392_103	WP_136806287.1
OG0001757	Utg323392_126	WP_136806121.1
OG0001758	Utg323392_131	WP_136806391.1
OG0001759	Utg323074_58	WP_136808290.1
OG0001760	Utg323074_60	WP_136808292.1
OG0001761	Utg323074_62	WP_136808293.1
OG0001762	Utg323074_63	WP_136808294.1
OG0001763	Utg323632_374	WP_136809389.1
OG0001764	Utg323632_297	WP_136805271.1
OG0001766	Utg324810_24	WP_136806116.1
OG0001767	Utg323392_37	WP_136809042.1, WP_136805667.1, WP_267313791.1, WP_228723422.1
OG0001768	Utg323632_139	WP_136805144.1
OG0001769	Utg323632_132	WP_136805134.1
OG0001770	Utg323632_112	WP_228723326.1
OG0001771	Utg323632_20	WP_136806895.1
OG0001772	Utg323140_218	WP_136810258.1
OG0001773	Utg323152_447	WP_136805388.1
OG0001774	Utg323152_144	WP_136807541.1
OG0001775	Utg323316_248	WP_136805324.1
OG0001775	Utg323316_286	WP_136809672.1
OG0001778	Utg323140_59	WP_136808267.1
OG0001779	Utg323140_183	WP_136810641.1
OG0001780	Utg323152_252, Utg323152_251	WP_136808342.1
OG0001781	Utg323160_71, Utg323392_247	WP_136809146.1
OG0001782	Utg323180_14	WP_136805166.1, WP_136809629.1
OG0001783	Utg323152_36	WP_136807474.1
OG0001784	Utg323152_407	WP_136809535.1
OG0001785	Utg323180_531	WP_217909557.1
OG0001786	Utg323180_535	WP_136809045.1
OG0001787	Utg323180_568	WP_136808378.1
OG0001788	Utg323180_580	WP_136808896.1
OG0001790	Utg323262_76	WP_136807357.1
OG0001792	Utg323262_152	WP_136806169.1
OG0001793	Utg323262_159	WP_136805808.1
OG0001796	Utg323316_159, Utg323316_160	WP_136806027.1
OG0001797	Utg323392_181	WP_136806854.1, WP_136808582.1, WP_136808823.1
OG0001798	Utg323392_210	WP_136805783.1
OG0001799	Utg323448_120	WP_136808585.1
OG0001800	Utg323632_117	WP_136809531.1
OG0001801	Utg323632_304	WP_136808557.1
OG0001802	Utg324548_23	WP_136808464.1
OG0001803	Utg324810_2	WP_136805541.1
OG0001804	Utg324810_85	WP_136807748.1
OG0001822	Utg323262_59	WP_136805217.1
OG0001825	Utg323300_356	WP_136807137.1
OG0001828	Utg323180_170	WP_136808930.1
OG0001833	Utg323180_129	WP_136810625.1
OG0001840	Utg323180_422	WP_136810485.1
OG0001842	Utg324810_57	WP_136808640.1
OG0001854	Utg323152_296	WP_136810686.1
OG0001856	Utg323152_575	WP_167505761.1
OG0001863	Utg323392_50	WP_267313785.1
OG0001865	Utg323392_194	WP_136806980.1
OG0001868	Utg323180_710	WP_136805534.1
OG0001869	Utg323180_707	WP_136805531.1
OG0001870	Utg323180_656, Utg323180_640	WP_167506076.1
OG0001871	Utg323180_642	WP_167505904.1
OG0001872	Utg323140_30	WP_136807803.1
OG0001873	Utg323180_621	WP_167505903.1
OG0001874	Utg323180_483	WP_136807697.1
OG0001875	Utg323180_481	WP_136809452.1
OG0001876	Utg323300_107, Utg323180_436	WP_136806982.1, WP_136809188.1
OG0001877	Utg323160_61	WP_228723271.1, WP_136806101.1
OG0001878	Utg323152_580	WP_136805711.1
OG0001879	Utg323180_242	WP_136810482.1
OG0001880	Utg323180_241	WP_136810481.1
OG0001881	Utg323180_195	WP_136810509.1
OG0001882	Utg324810_103, Utg323160_11	WP_136809383.1
OG0001883	Utg323152_589	WP_136805908.1
OG0001884	Utg323180_124	WP_136808480.1
OG0001885	Utg323180_101	WP_136806163.1
OG0001886	Utg323180_47	WP_136806920.1
OG0001887	Utg323180_46	WP_136806919.1
OG0001888	Utg323180_40	WP_136806630.1
OG0001889	Utg323180_7	WP_136805809.1
OG0001890	Utg323140_58	WP_136805880.1
OG0001891	Utg323140_100	WP_136805899.1
OG0001893	Utg323632_88	WP_136805076.1
OG0001894	Utg323180_438, Utg323152_379	WP_136807846.1
OG0001895	Utg323140_151	WP_136805893.1
OG0001896	Utg323632_268	WP_275942850.1
OG0001898	Utg323140_192	WP_136810632.1
OG0001900	Utg323262_145	WP_136809848.1
OG0001901	Utg323632_383	WP_136810342.1
OG0001902	Utg323160_117	WP_228723277.1
OG0001904	Utg323180_539	WP_136810185.1
OG0001905	Utg324810_82	WP_136807499.1
OG0001906	Utg324810_76	WP_136809126.1
OG0001907	Utg324810_73	WP_136806013.1
OG0001908	Utg324810_66	WP_228723243.1
OG0001909	Utg323300_96	WP_136809293.1
OG0001910	Utg323300_397	WP_167505879.1, WP_136806592.1
OG0001911	Utg323300_108	WP_136809285.1
OG0001912	Utg323300_119	WP_136809849.1, WP_136809711.1
OG0001913	Utg323300_121	WP_136809713.1
OG0001915	Utg323180_548	WP_136810629.1
OG0001916	Utg323632_180, Utg323180_557	WP_136806202.1
OG0001918	Utg323316_353	WP_136810617.1
OG0001919	Utg323300_200	WP_136806067.1
OG0001920	Utg323300_201	WP_136806068.1
OG0001921	Utg323300_259, Utg323300_258	WP_136809802.1
OG0001923	Utg324810_37	WP_136808071.1
OG0001924	Utg323300_226	WP_136807096.1
OG0001925	Utg323300_230	WP_136809204.1
OG0001926	Utg323300_290	WP_136808079.1
OG0001927	Utg323300_301	WP_136808048.1
OG0001928	Utg323300_303	WP_136808046.1
OG0001929	Utg323300_328	WP_136808025.1
OG0001930	Utg323300_331	WP_136808022.1
OG0001931	Utg323300_333	WP_136808020.1
OG0001933	Utg323316_311	WP_217909542.1
OG0001934	Utg323316_277, Utg323316_254	WP_136805359.1
OG0001935	Utg323316_237	WP_136807931.1
OG0001936	Utg323316_234	WP_136809755.1
OG0001937	Utg323316_228	WP_136809751.1
OG0001938	Utg323316_225	WP_228723400.1
OG0001939	Utg323316_135	WP_136809701.1
OG0001940	Utg323316_127	WP_136809694.1
OG0001941	Utg323316_125	WP_136809280.1, WP_228723308.1
OG0001942	Utg323316_86	WP_136808573.1
OG0001943	Utg323448_20	WP_136810533.1
OG0001944	Utg323448_25	WP_136810537.1
OG0001945	Utg323448_30	WP_136810541.1
OG0001946	Utg323140_216	WP_136806016.1
OG0001947	Utg323140_215	WP_136806015.1
OG0001948	Utg323448_34	WP_136810548.1
OG0001949	Utg323448_35	WP_136810549.1
OG0001950	Utg323448_36	WP_136810550.1
OG0001951	Utg323448_103	WP_136810615.1
OG0001953	Utg323262_99	WP_136810051.1
OG0001954	Utg323262_100	WP_136810050.1
OG0001955	Utg323262_105	WP_136810046.1
OG0001956	Utg324548_3, Utg323262_211	WP_136810020.1
OG0001958	Utg323990_175	WP_136808403.1
OG0001959	Utg323990_163	WP_136808653.1
OG0001960	Utg323990_157	WP_267313766.1
OG0001961	Utg323152_453	WP_136810498.1
OG0001962	Utg323990_140	WP_136808386.1
OG0001963	Utg323990_136	WP_136808382.1
OG0001964	Utg323990_135	WP_136806167.1
OG0001965	Utg323990_120	WP_136810169.1
OG0001967	Utg323990_73	WP_136807394.1
OG0001968	Utg323152_359, Utg323990_65	WP_167505891.1
OG0001970	Utg323990_39	WP_136805066.1
OG0001971	Utg323392_221	WP_136805447.1
OG0001972	Utg323392_197	WP_136806977.1
OG0001973	Utg324810_79	WP_136805940.1
OG0001974	Utg323152_499	WP_167505737.1
OG0001975	Utg323074_25	WP_136808315.1
OG0001976	Utg323180_161	WP_136807652.1
OG0001977	Utg323152_445	WP_136805389.1
OG0001979	Utg323152_433	WP_136805399.1
OG0001980	Utg323152_421	WP_167505740.1
OG0001981	Utg323392_231	WP_136808552.1
OG0001982	Utg323140_108	WP_136806464.1
OG0001983	Utg323152_234	WP_136808333.1
OG0001984	Utg323152_228	WP_167505801.1
OG0001985	Utg323152_204	WP_153307138.1
OG0001986	Utg323152_187	WP_136806401.1
OG0001987	Utg323152_182	WP_136806406.1
OG0001988	Utg323152_181	WP_136806407.1
OG0001989	Utg323316_351	WP_136805746.1
OG0001991	Utg323152_79	WP_167505803.1
OG0001992	Utg323152_61	WP_136806398.1
OG0001994	Utg323152_54	WP_176371598.1
OG0001995	Utg323152_52	WP_136806308.1
OG0001996	Utg323152_51	WP_136806307.1
OG0001997	Utg323152_50	WP_176371597.1
OG0001998	Utg323152_246	WP_136808337.1
OG0001999	Utg323152_261	WP_136810694.1
OG0002000	Utg323152_302, Utg323152_303	WP_136807901.1
OG0002001	Utg323152_323	WP_136807883.1
OG0002002	Utg323152_329	WP_136807877.1
OG0002003	Utg323152_380	WP_136807845.1
OG0002004	Utg323392_112	WP_136810698.1
OG0002005	Utg323392_121	WP_136808493.1
OG0002006	Utg323392_127	WP_136806394.1
OG0002007	Utg323152_556	WP_167505804.1
OG0002008	Utg323152_566	WP_136806375.1
OG0002009	Utg323152_477	WP_136805375.1
OG0002010	Utg323074_109	WP_136808299.1
OG0002011	Utg323392_261	WP_136807460.1
OG0002012	Utg323632_353	WP_136806846.1
OG0002013	Utg323632_290	WP_136805264.1
OG0002014	Utg323632_289	WP_136805263.1
OG0002015	Utg323632_213	WP_136805240.1
OG0002016	Utg323632_131	WP_136805132.1
OG0002017	Utg323632_126	WP_136805126.1
OG0002018	Utg323632_125	WP_136805124.1
OG0002019	Utg323632_124	WP_228723327.1
OG0002020	Utg323632_87	WP_136805074.1
OG0002021	Utg323632_73	WP_136808473.1
OG0002022	Utg323392_92	WP_136805495.1
OG0002023	Utg323152_432	WP_136805401.1
OG0002024	Utg323180_194	WP_136810510.1
OG0002025	Utg323152_49	WP_136806305.1
OG0002026	Utg323262_97	WP_136810053.1
OG0002028	Utg323632_249	WP_136808361.1
OG0002029	Utg324810_38	WP_136810464.1
OG0002030	Utg323140_259	WP_167505769.1
OG0002032	Utg324810_25	WP_217909592.1
OG0002033	Utg323180_11	WP_136810450.1
OG0002034	Utg325220_110	WP_136806193.1, WP_136810427.1
OG0002035	Utg323074_196	WP_136805360.1
OG0002036	Utg323316_199	WP_136809747.1
OG0002037	Utg323180_664	WP_136805499.1
OG0002039	Utg323140_142	WP_263577240.1
OG0002040	Utg323180_681	WP_136806099.1
OG0002041	Utg323074_97	WP_228723292.1
OG0002044	Utg325220_63, Utg323140_269	WP_167505978.1
OG0002045	Utg323300_46, Utg323152_18	WP_136809002.1
OG0002046	Utg323152_113	WP_136810545.1
OG0002048	Utg323152_429	WP_136805753.1
OG0002049	Utg323152_430	WP_136805752.1
OG0002050	Utg323152_466	WP_136806563.1
OG0002051	Utg323152_475	WP_136806479.1
OG0002052	Utg323266_15, Utg323160_132, Utg323632_358	WP_136810475.1
OG0002054	Utg323180_207, Utg323180_206	WP_136809957.1
OG0002055	Utg323180_530	WP_136805881.1
OG0002056	Utg323180_550	WP_136808676.1, WP_136810484.1
OG0002057	Utg323180_585	WP_136806951.1, WP_136809388.1
OG0002058	Utg323262_64	WP_136805932.1
OG0002059	Utg323262_66	WP_136805930.1
OG0002060	Utg323262_131	WP_136807018.1
OG0002061	Utg323300_143	WP_136809227.1
OG0002062	Utg323300_256	WP_136808835.1
OG0002063	Utg323300_269	WP_136810829.1
OG0002066	Utg323392_163	WP_167505762.1
OG0002067	Utg323392_258	WP_136805156.1
OG0002068	Utg323632_203	WP_136805889.1
OG0002069	Utg325220_16	WP_136809603.1
OG0002105	Utg323180_203	WP_136809901.1
OG0002106	Utg323316_183	WP_136809728.1
OG0002118	Utg323316_78	WP_136809261.1
OG0002120	Utg323316_110	WP_136809681.1
OG0002122	Utg323392_119	WP_136808492.1
OG0002126	Utg323160_96	WP_136806263.1
OG0002127	Utg323160_94	WP_136806705.1
OG0002135	Utg323180_536	WP_136807248.1
OG0002153	Utg323152_576	WP_136805714.1
OG0002155	Utg323180_652	WP_136805491.1
OG0002157	Utg323180_639	WP_136805487.1
OG0002158	Utg323180_495	WP_136809442.1
OG0002159	Utg323180_494	WP_136809449.1
OG0002161	Utg323180_295	WP_136808376.1
OG0002162	Utg323180_275	WP_136806648.1
OG0002165	Utg323180_261	WP_136806639.1
OG0002166	Utg323392_198	WP_136809615.1
OG0002167	Utg323160_9	WP_136809512.1
OG0002168	Utg323180_29	WP_136806619.1
OG0002169	Utg323180_5	WP_228723255.1
OG0002172	Utg323632_263, Utg323316_224	WP_217909558.1
OG0002174	Utg323632_262, Utg323316_219	WP_136810108.1
OG0002175	Utg323140_141	WP_136809317.1
OG0002177	Utg323140_205	WP_136810624.1
OG0002178	Utg323152_125	WP_136810452.1
OG0002179	Utg323140_229	WP_136809106.1
OG0002180	Utg323140_230	WP_136809105.1
OG0002181	Utg323140_231	WP_136809104.1
OG0002182	Utg323140_233	WP_136809102.1
OG0002183	Utg323180_526	WP_136810248.1
OG0002184	Utg323140_250	WP_136805955.1
OG0002185	Utg323140_260	WP_136805964.1
OG0002186	Utg323140_262	WP_136805966.1
OG0002187	Utg323180_131	WP_136806550.1
OG0002189	Utg323632_380	WP_136809987.1
OG0002190	Utg323300_87	WP_136809010.1, WP_167505907.1
OG0002191	Utg323160_120	WP_136809958.1
OG0002192	Utg323262_58	WP_136805216.1
OG0002193	Utg323160_43	WP_136809137.1
OG0002195	Utg324810_23	WP_136809114.1
OG0002196	Utg324810_65	WP_136809207.1
OG0002197	Utg323990_40	WP_136805380.1
OG0002198	Utg323152_236	WP_136808335.1
OG0002200	Utg323300_120	WP_136809712.1
OG0002201	Utg323300_123	WP_136809715.1
OG0002203	Utg325220_69	WP_136805546.1
OG0002204	Utg323180_112	WP_136805749.1
OG0002205	Utg323180_546	WP_167506092.1
OG0002206	Utg323180_547	WP_136810630.1
OG0002207	Utg323180_564	WP_136809783.1
OG0002208	Utg323140_239	WP_136808833.1
OG0002209	Utg323180_12	WP_136808861.1
OG0002210	Utg323300_172	WP_136808561.1
OG0002211	Utg323300_173	WP_136808558.1
OG0002212	Utg323300_188	WP_136808738.1
OG0002213	Utg323300_195	WP_136808542.1
OG0002214	Utg323300_227	WP_136807094.1
OG0002215	Utg323300_228	WP_136807092.1
OG0002216	Utg323300_261	WP_136809370.1
OG0002217	Utg323300_277	WP_136805377.1
OG0002218	Utg323180_600	WP_136809229.1
OG0002219	Utg323300_326	WP_136808027.1
OG0002220	Utg323300_347	WP_167505899.1
OG0002221	Utg323300_364	WP_136808000.1
OG0002222	Utg323316_315	WP_136807944.1
OG0002223	Utg323316_213, Utg323316_281	WP_136805366.1
OG0002225	Utg323316_240	WP_136805362.1
OG0002226	Utg323316_239	WP_136805361.1
OG0002227	Utg323316_236	WP_136807930.1
OG0002228	Utg323316_128	WP_136809695.1
OG0002229	Utg323316_126	WP_136809693.1
OG0002230	Utg323316_124	WP_136809692.1
OG0002231	Utg323316_121	WP_136809690.1
OG0002232	Utg323316_120	WP_136809689.1
OG0002233	Utg323316_119	WP_136809688.1
OG0002235	Utg323316_82	WP_084553494.1
OG0002236	Utg323316_72	WP_228723309.1
OG0002237	Utg323316_66	WP_136810530.1
OG0002240	Utg323300_238	WP_136806251.1
OG0002241	Utg324548_31	WP_136808458.1
OG0002242	Utg324548_33	WP_136807221.1
OG0002243	Utg323990_212	WP_136808450.1
OG0002245	Utg323990_160	WP_136808402.1
OG0002246	Utg323990_159	WP_136808401.1
OG0002247	Utg323990_158	WP_136808400.1
OG0002248	Utg323990_145	WP_136808390.1
OG0002249	Utg323990_143	WP_136808388.1
OG0002250	Utg323990_121	WP_136810168.1
OG0002251	Utg323392_184	WP_167505920.1
OG0002252	Utg323392_156	WP_136805288.1
OG0002253	Utg323392_143	WP_136805301.1
OG0002254	Utg323152_512	WP_167505732.1
OG0002255	Utg323152_500	WP_136805368.1
OG0002256	Utg323152_481	WP_136808270.1
OG0002257	Utg323262_140, Utg323262_138	WP_136809845.1
OG0002258	Utg323074_38	WP_136805171.1, WP_136809636.1
OG0002259	Utg323152_441	WP_136805392.1
OG0002261	Utg323152_195	WP_136806353.1
OG0002262	Utg323392_260	WP_136808956.1
OG0002263	Utg323316_350	WP_136805747.1
OG0002265	Utg323152_158	WP_136810347.1
OG0002266	Utg323990_94	WP_136806055.1
OG0002267	Utg323990_93	WP_228723262.1
OG0002268	Utg323152_289	WP_136807050.1
OG0002269	Utg323300_49	WP_136809116.1
OG0002270	Utg323152_298	WP_136810684.1
OG0002271	Utg323152_339	WP_136807865.1
OG0002272	Utg323152_340	WP_136807864.1
OG0002273	Utg323300_216	WP_136809174.1
OG0002274	Utg323392_52	WP_136808329.1
OG0002275	Utg323392_69	WP_136805512.1, WP_136808332.1
OG0002276	Utg323392_89	WP_167505963.1, WP_136806293.1
OG0002277	Utg323392_109	WP_136806282.1
OG0002278	Utg323392_122	WP_136808494.1
OG0002279	Utg323392_124	WP_136808250.1, WP_136809040.1
OG0002280	Utg323632_285	WP_167505766.1
OG0002283	Utg323632_258	WP_136808358.1
OG0002284	Utg323632_230	WP_136809162.1
OG0002285	Utg323632_136	WP_136805138.1
OG0002286	Utg323632_130	WP_136805130.1
OG0002287	Utg323632_100	WP_136805094.1
OG0002288	Utg323632_70	WP_267313786.1
OG0002290	Utg323632_50	WP_136805462.1
OG0002291	Utg323632_39	WP_136806910.1
OG0002292	Utg323632_11	WP_136806887.1
OG0002293	Utg323140_217	WP_136806017.1
OG0002294	Utg323152_99	WP_136807535.1
OG0002295	Utg323180_248, Utg323152_58	WP_176371587.1
OG0002297	Utg323160_76	WP_136809149.1
OG0002298	Utg323316_115	WP_136809685.1
OG0002299	Utg323990_204	WP_136809657.1
OG0002300	Utg323316_106	WP_136809676.1
OG0002301	Utg323316_73	WP_136810527.1
OG0002302	Utg323152_122	WP_136808176.1
OG0002303	Utg323152_124	WP_136805591.1
OG0002305	Utg323074_19, Utg323152_604	WP_136809785.1
OG0002308	Utg323074_87	WP_136808547.1
OG0002309	Utg323140_155	WP_136809127.1
OG0002310	Utg323140_212	WP_136807281.1
OG0002312	Utg323152_428	WP_136805754.1
OG0002314	Utg323152_569	WP_136805719.1
OG0002315	Utg323152_581	WP_136805710.1
OG0002316	Utg325220_82	WP_167505753.1
OG0002316	Utg323152_598, Utg323392_73	WP_136808255.1
OG0002317	Utg323160_26	WP_136810344.1
OG0002318	Utg323180_15	WP_136805774.1
OG0002319	Utg323180_19	WP_136809923.1
OG0002321	Utg323180_72	WP_136805787.1
OG0002322	Utg323180_89	WP_136810024.1
OG0002324	Utg323180_205	WP_136809956.1
OG0002325	Utg323180_271	WP_136806645.1
OG0002327	Utg323180_384	WP_228723369.1
OG0002328	Utg323180_411	WP_136808231.1
OG0002329	Utg323180_448	WP_136806860.1
OG0002330	Utg323180_682	WP_267313778.1
OG0002333	Utg323262_13	WP_136808580.1
OG0002335	Utg323300_154	WP_136805806.1
OG0002336	Utg323300_245	WP_136806656.1
OG0002337	Utg323300_246	WP_136806657.1
OG0002338	Utg323300_248	WP_136806659.1
OG0002339	Utg323300_286	WP_136808081.1
OG0002343	Utg323316_92	WP_136806606.1
OG0002345	Utg323392_10	WP_136809763.1
OG0002347	Utg323392_15	WP_136808752.1
OG0002348	Utg323632_44	WP_136808651.1
OG0002349	Utg323632_62	WP_136805535.1
OG0002350	Utg323632_253, Utg323632_256, Utg323632_255	WP_136808198.1
OG0002351	Utg323990_195	WP_136808427.1
OG0002352	Utg325220_71, Utg323990_232	WP_136806937.1
OG0002353	Utg325220_67	WP_136810161.1, WP_136806032.1, WP_136805675.1
OG0002491	Utg323140_116	WP_136805167.1
OG0002493	Utg323180_373	WP_136809299.1
OG0002497	Utg323180_647	WP_136805441.1
OG0002500	Utg323180_290	WP_136806962.1
OG0002501	Utg323266_92	WP_217909470.1
OG0002502	Utg323266_54	WP_136810208.1
OG0002504	Utg323180_34	WP_136806624.1
OG0002505	Utg323180_4	WP_136805812.1
OG0002507	Utg323074_184	WP_136805727.1
OG0002509	Utg323262_50	WP_136808228.1
OG0002510	Utg323180_401	WP_136810120.1, WP_136808981.1
OG0002511	Utg323180_403	WP_136808983.1
OG0002514	Utg325220_90	WP_136808955.1
OG0002515	Utg325220_92	WP_136808954.1
OG0002518	Utg323632_359	WP_136808933.1
OG0002521	Utg323392_206	WP_228723320.1
OG0002524	Utg323262_55	WP_136805214.1
OG0002525	Utg323152_489	WP_136805457.1
OG0002526	Utg323152_488	WP_136805456.1
OG0002527	Utg323140_27	WP_136806572.1, WP_136810499.1
OG0002528	Utg323180_630	WP_136806544.1
OG0002530	Utg324810_18	WP_136809110.1
OG0002531	Utg324810_21	WP_136807814.1
OG0002532	Utg324810_36	WP_136808617.1
OG0002533	Utg324810_11	WP_136806240.1
OG0002534	Utg323180_191	WP_167505731.1
OG0002541	Utg323152_120	WP_136810220.1
OG0002542	Utg323262_202	WP_136810753.1
OG0002543	Utg323448_109	WP_136805823.1
OG0002545	Utg323300_271, Utg323266_25	WP_136808174.1
OG0002546	Utg323300_232	WP_136808087.1
OG0002547	Utg323300_306, Utg323300_235	WP_136808042.1
OG0002549	Utg323300_308	WP_136808041.1
OG0002550	Utg323300_322	WP_136807392.1
OG0002551	Utg323300_323	WP_136807390.1
OG0002552	Utg323300_332	WP_136808021.1
OG0002555	Utg323140_237, Utg323140_238	WP_167505829.1
OG0002556	Utg323316_310	WP_136807942.1
OG0002557	Utg323316_280	WP_136805365.1
OG0002559	Utg323316_182	WP_167506017.1
OG0002560	Utg323266_91	WP_136809619.1
OG0002561	Utg323316_114	WP_136809684.1
OG0002562	Utg323316_76	WP_136810525.1
OG0002563	Utg323448_23	WP_136808141.1
OG0002565	Utg323152_31	WP_167506049.1
OG0002566	Utg323262_200	WP_136807004.1
OG0002567	Utg323392_228	WP_136805608.1
OG0002573	Utg323990_166	WP_136808656.1
OG0002574	Utg323990_165	WP_136808655.1
OG0002575	Utg323990_164	WP_136808654.1
OG0002576	Utg323180_714	WP_136808768.1
OG0002577	Utg323990_60	WP_136809944.1
OG0002578	Utg323990_41	WP_136805065.1
OG0002579	Utg323074_185	WP_136807754.1
OG0002582	Utg323392_217	WP_136806791.1
OG0002583	Utg323262_139	WP_136806518.1
OG0002585	Utg323152_423	WP_136805404.1
OG0002586	Utg323152_410	WP_217909565.1
OG0002587	Utg323262_38	WP_136806425.1
OG0002589	Utg323152_206	WP_275942856.1
OG0002590	Utg323316_352	WP_136805745.1
OG0002594	Utg323152_84	WP_136806374.1
OG0002598	Utg323152_297	WP_136810685.1
OG0002599	Utg323152_312	WP_136807892.1
OG0002600	Utg323152_332	WP_136807874.1
OG0002601	Utg323152_341	WP_136807863.1
OG0002603	Utg323392_21	WP_136806322.1
OG0002604	Utg323392_45	WP_136808324.1
OG0002605	Utg323392_82	WP_136807813.1
OG0002606	Utg323392_83	WP_136807812.1
OG0002608	Utg323392_132	WP_136806390.1
OG0002609	Utg323152_480	WP_136807822.1
OG0002615	Utg323632_352	WP_136806845.1
OG0002616	Utg323262_91	WP_136809790.1
OG0002617	Utg323262_92	WP_136809791.1
OG0002618	Utg323632_287	WP_136805261.1
OG0002619	Utg323632_241	WP_136807823.1
OG0002620	Utg323632_123	WP_136805122.1
OG0002621	Utg323632_114	WP_136805116.1
OG0002623	Utg323180_139	WP_136810238.1
OG0002624	Utg323140_136	WP_136809172.1
OG0002627	Utg323316_79	WP_136810522.1
OG0002628	Utg323140_125	WP_136805279.1
OG0002629	Utg323316_344	WP_217909597.1
OG0002630	Utg323392_196	WP_136806978.1
