HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N8.HOG0003169	OG0002314	n0						WP_136805719.1	WP_136796459.1					
N8.HOG0003170	OG0002315	n0						WP_136805710.1	WP_136796448.1					
N8.HOG0003171	OG0002316	n2						WP_167505753.1						
N8.HOG0003172	OG0002316	n3						WP_136808255.1						
N8.HOG0003173	OG0002317	n0						WP_136810344.1	WP_267314008.1, WP_248595812.1					
N8.HOG0003174	OG0002318	n0						WP_136805774.1	WP_228721461.1					
N8.HOG0003175	OG0002319	n0						WP_136809923.1	WP_136797807.1					
N8.HOG0003176	OG0002320	n0							WP_217907696.1					
N8.HOG0003177	OG0002321	n0						WP_136805787.1	WP_136799893.1					
N8.HOG0003178	OG0002322	n0						WP_136810024.1	WP_136796946.1					
N8.HOG0003179	OG0002324	n0						WP_136809956.1	WP_228721477.1					
N8.HOG0003180	OG0002325	n0						WP_136806645.1	WP_136796768.1					
N8.HOG0003181	OG0002327	n1						WP_136808431.1						
N8.HOG0003182	OG0002327	n3						WP_228723369.1						
N8.HOG0003183	OG0002328	n0						WP_136808231.1	WP_136796513.1					
N8.HOG0003184	OG0002329	n0						WP_136806860.1						
N8.HOG0003185	OG0002330	n0						WP_267313778.1	WP_250697407.1					
N8.HOG0003186	OG0002333	n0						WP_136808580.1	WP_136796926.1, WP_136798819.1					
N8.HOG0003187	OG0002335	n0						WP_136805806.1	WP_136799654.1					
N8.HOG0003188	OG0002336	n0						WP_136806656.1	WP_136798774.1					
N8.HOG0003189	OG0002337	n0						WP_136806657.1	WP_136798773.1					
N8.HOG0003190	OG0002338	n0						WP_136806659.1	WP_136797900.1					
N8.HOG0003191	OG0002339	n0						WP_136808081.1	WP_136795259.1					
N8.HOG0003192	OG0002341	n0							WP_136799674.1					
N8.HOG0003193	OG0002343	n0						WP_136806606.1	WP_136796361.1, WP_136796809.1					
N8.HOG0003194	OG0002345	n0						WP_136809763.1	WP_136795635.1					
N8.HOG0003195	OG0002346	n0							WP_136795636.1					
N8.HOG0003196	OG0002347	n0						WP_136808752.1	WP_136799318.1					
N8.HOG0003197	OG0002348	n0						WP_136808651.1	WP_136798670.1					
N8.HOG0003198	OG0002349	n0						WP_136805535.1	WP_136797852.1					
N8.HOG0003199	OG0002350	n0						WP_136808198.1	WP_136796442.1					
N8.HOG0003200	OG0002351	n0						WP_136808427.1						
N8.HOG0003201	OG0002352	n0						WP_136806937.1						
N8.HOG0003202	OG0002353	n0						WP_136810161.1, WP_136806032.1, WP_136805675.1	WP_136797168.1					
N8.HOG0003203	OG0002355	n0						WP_136809888.1	WP_136796005.1					
N8.HOG0003204	OG0002357	n0							WP_167495734.1					
N8.HOG0003205	OG0002358	n3						WP_136809098.1	WP_136796162.1					
N8.HOG0003206	OG0002358	n4						WP_136807200.1	WP_136797499.1					
N8.HOG0003207	OG0002359	n0							WP_136798987.1					
N8.HOG0003208	OG0002360	n0						WP_136808950.1	WP_136797081.1					
N8.HOG0003209	OG0002361	n0						WP_136808916.1						
N8.HOG0003210	OG0002362	n0						WP_136805322.1	WP_136797637.1					
N8.HOG0003211	OG0002363	n0						WP_136805699.1	WP_136798236.1					
N8.HOG0003212	OG0002364	n0						WP_136806717.1	WP_136796492.1					
N8.HOG0003213	OG0002365	n0						WP_136809213.1	WP_136796148.1					
N8.HOG0003214	OG0002366	n0						WP_136809362.1	WP_136798630.1					
N8.HOG0003215	OG0002367	n0						WP_136806281.1, WP_228723372.1	WP_228721337.1					
N8.HOG0003216	OG0002368	n0						WP_136805568.1	WP_136797841.1, WP_136798153.1					
N8.HOG0003217	OG0002371	n0						WP_167505756.1	WP_136797832.1					
N8.HOG0003218	OG0002372	n0							WP_136799299.1					
N8.HOG0003219	OG0002374	n0						WP_136806547.1	WP_136796832.1					
N8.HOG0003220	OG0002375	n0						WP_136810148.1	WP_136797023.1					
N8.HOG0003221	OG0002380	n3						WP_136807022.1						
N8.HOG0003222	OG0002380	n4							WP_136797540.1					
N8.HOG0003223	OG0002381	n2						WP_136806743.1						
N8.HOG0003224	OG0002381	n3						WP_136809978.1	WP_136799376.1					
N8.HOG0003225	OG0002382	n0						WP_136807630.1	WP_136795717.1, WP_136797933.1, WP_136800005.1					
N8.HOG0003226	OG0002383	n0						WP_136807314.1, WP_136806539.1	WP_136796866.1					
N8.HOG0003227	OG0002384	n0						WP_136805868.1	WP_136797234.1					
N8.HOG0003228	OG0002385	n0						WP_136805771.1	WP_136798164.1					
N8.HOG0003229	OG0002386	n0						WP_136805926.1	WP_136798977.1					
N8.HOG0003230	OG0002387	n0						WP_167505765.1						
N8.HOG0003231	OG0002388	n0						WP_136809471.1	WP_136795682.1					
N8.HOG0003232	OG0002390	n0						WP_136806617.1	WP_136796798.1					
N8.HOG0003233	OG0002391	n0						WP_136808107.1	WP_136795279.1					
N8.HOG0003234	OG0002392	n0						WP_136806102.1	WP_136795957.1					
N8.HOG0003235	OG0002393	n0						WP_136806033.1	WP_136797190.1					
N8.HOG0003236	OG0002394	n2						WP_136810744.1	WP_136796668.1					
N8.HOG0003237	OG0002394	n4						WP_136805839.1						
N8.HOG0003238	OG0002395	n0							WP_136797347.1					
N8.HOG0003239	OG0002396	n3						WP_136809314.1	WP_167495685.1					
N8.HOG0003240	OG0002396	n4						WP_136808791.1	WP_136799336.1					
N8.HOG0003241	OG0002398	n0						WP_167505834.1, WP_136808139.1	WP_136795313.1					
N8.HOG0003242	OG0002399	n1						WP_136806784.1	WP_136796522.1					
N8.HOG0003243	OG0002399	n3						WP_136806785.1	WP_136796523.1					
N8.HOG0003244	OG0002400	n0						WP_136805876.1	WP_136798656.1, WP_136797259.1					
N8.HOG0003245	OG0002401	n0						WP_136809792.1	WP_136795662.1					
N8.HOG0003246	OG0002402	n0						WP_136805610.1	WP_167495924.1					
N8.HOG0003247	OG0002403	n0						WP_136805743.1	WP_136798194.1					
N8.HOG0003248	OG0002404	n1						WP_136806971.1	WP_136796180.1					
N8.HOG0003249	OG0002404	n3						WP_136805841.1, WP_136805799.1						
N8.HOG0003250	OG0002405	n3						WP_136809413.1	WP_136798956.1					
N8.HOG0003251	OG0002405	n4						WP_136806122.1	WP_136795940.1					
N8.HOG0003252	OG0002406	n0						WP_136806674.1, WP_136806673.1, WP_136806236.1, WP_136810456.1	WP_267313997.1					
N8.HOG0003253	OG0002407	n0						WP_136807317.1, WP_136806575.1, WP_136810352.1	WP_136796292.1					
N8.HOG0003254	OG0002408	n0						WP_136807772.1, WP_136807319.1, WP_136806576.1, WP_136810353.1	WP_136796293.1					
N8.HOG0003255	OG0002409	n1						WP_136809900.1	WP_217907661.1					
N8.HOG0003256	OG0002409	n2						WP_136806666.1	WP_136795522.1, WP_136798401.1, WP_167495892.1					
N8.HOG0003257	OG0002410	n1						WP_228723254.1	WP_136795651.1					
N8.HOG0003258	OG0002410	n3						WP_136806966.1	WP_136796183.1					
N8.HOG0003259	OG0002411	n0						WP_136808606.1	WP_136795418.1					
N8.HOG0003260	OG0002412	n0						WP_136808839.1	WP_136799400.1, WP_136799151.1					
N8.HOG0003261	OG0002413	n0						WP_136809037.1	WP_136798989.1					
N8.HOG0003262	OG0002414	n3						WP_136810332.1	WP_136798873.1					
N8.HOG0003263	OG0002414	n4						WP_136809212.1	WP_136796147.1					
N8.HOG0003264	OG0002415	n0						WP_136809265.1	WP_136799501.1					
N8.HOG0003265	OG0002416	n0						WP_136809266.1	WP_136799502.1					
N8.HOG0003266	OG0002417	n0						WP_136809267.1	WP_136799503.1					
N8.HOG0003267	OG0002418	n0						WP_136810056.1	WP_167495738.1					
N8.HOG0003268	OG0002419	n0						WP_136810225.1						
N8.HOG0003269	OG0002420	n0						WP_136810388.1	WP_136796315.1					
N8.HOG0003270	OG0002421	n0							WP_136798036.1, WP_136796438.1, WP_136796192.1					
N8.HOG0003271	OG0002422	n0							WP_136797747.1, WP_136798907.1, WP_136797749.1, WP_136797753.1, WP_217907684.1, WP_136797755.1					
N8.HOG0003272	OG0002423	n0							WP_136798478.1					
N8.HOG0003273	OG0002432	n0						WP_217909560.1						
N8.HOG0003274	OG0002434	n0						WP_136808646.1	WP_136795488.1					
N8.HOG0003275	OG0002437	n0						WP_136808887.1	WP_136795347.1					
N8.HOG0003276	OG0002439	n0						WP_136810150.1	WP_136797397.1					
N8.HOG0003277	OG0002441	n0						WP_136808249.1, WP_136806095.1	WP_136795966.1					
N8.HOG0003278	OG0002446	n0						WP_136810468.1	WP_176360031.1					
N8.HOG0003279	OG0002448	n0						WP_136808889.1	WP_136795348.1					
N8.HOG0003280	OG0002449	n0						WP_136808187.1	WP_136799615.1					
N8.HOG0003281	OG0002451	n0						WP_136808879.1	WP_167495754.1					
N8.HOG0003282	OG0002452	n0						WP_136809436.1	WP_136799393.1					
N8.HOG0003283	OG0002455	n0						WP_136810361.1						
N8.HOG0003284	OG0002456	n0							WP_136798209.1					
N8.HOG0003285	OG0002457	n0						WP_136807726.1	WP_136799642.1					
N8.HOG0003286	OG0002463	n0							WP_167495716.1					
N8.HOG0003287	OG0002464	n0						WP_136805770.1	WP_136798165.1					
N8.HOG0003288	OG0002467	n0						WP_136805673.1	WP_136795735.1					
N8.HOG0003289	OG0002469	n0							WP_136798671.1					
N8.HOG0003290	OG0002470	n0						WP_136809640.1, WP_136809641.1, WP_167506026.1						
N8.HOG0003291	OG0002471	n0							WP_136797089.1					
N8.HOG0003292	OG0002475	n0							WP_136796159.1					
N8.HOG0003293	OG0002477	n0						WP_136808647.1	WP_136795489.1					
N8.HOG0003294	OG0002478	n0						WP_136808919.1						
N8.HOG0003295	OG0002483	n0						WP_136810871.1	WP_136799920.1					
N8.HOG0003296	OG0002484	n0							WP_136795519.1					
N8.HOG0003297	OG0002485	n0						WP_136805558.1						
N8.HOG0003298	OG0002487	n0						WP_136807211.1, WP_136810074.1	WP_136798397.1					
N8.HOG0003299	OG0002488	n0							WP_136798616.1					
N8.HOG0003300	OG0002491	n0						WP_136805167.1						
N8.HOG0003301	OG0002493	n0						WP_136809299.1						
N8.HOG0003302	OG0002495	n0						WP_217909483.1						
N8.HOG0003303	OG0002497	n0						WP_136805441.1	WP_136797772.1					
N8.HOG0003304	OG0002498	n0							WP_136797602.1					
N8.HOG0003305	OG0002500	n0						WP_136806962.1	WP_136798512.1					
N8.HOG0003306	OG0002501	n0						WP_217909470.1	WP_136798199.1					
N8.HOG0003307	OG0002502	n0						WP_136810208.1	WP_136796998.1					
N8.HOG0003308	OG0002504	n0						WP_136806624.1	WP_136796788.1					
N8.HOG0003309	OG0002505	n0						WP_136805812.1	WP_136799669.1					
N8.HOG0003310	OG0002506	n0						WP_136808166.1, WP_136808532.1	WP_228721501.1					
N8.HOG0003311	OG0002507	n0						WP_136805727.1	WP_136798205.1					
N8.HOG0003312	OG0002508	n0						WP_136809935.1						
N8.HOG0003313	OG0002509	n0						WP_136808228.1	WP_136796515.1					
N8.HOG0003314	OG0002510	n0						WP_136810120.1, WP_136808981.1	WP_136795614.1					
N8.HOG0003315	OG0002511	n0						WP_136808983.1	WP_136795616.1					
N8.HOG0003316	OG0002512	n0						WP_136809199.1, WP_136809015.1						
N8.HOG0003317	OG0002514	n0						WP_136808955.1	WP_136797077.1					
N8.HOG0003318	OG0002515	n0						WP_136808954.1	WP_167495749.1					
N8.HOG0003319	OG0002516	n0							WP_167495901.1					
N8.HOG0003320	OG0002518	n0						WP_136808933.1	WP_136797107.1					
N8.HOG0003321	OG0002519	n0							WP_136795268.1					
N8.HOG0003322	OG0002520	n0						WP_136806491.1	WP_228721458.1					
N8.HOG0003323	OG0002521	n0						WP_228723320.1						
N8.HOG0003324	OG0002524	n0						WP_136805214.1	WP_136797179.1					
N8.HOG0003325	OG0002525	n0						WP_136805457.1	WP_136798456.1					
N8.HOG0003326	OG0002526	n0						WP_136805456.1	WP_136798454.1					
N8.HOG0003327	OG0002527	n0						WP_136806572.1, WP_136810499.1	WP_136796330.1					
N8.HOG0003328	OG0002528	n0						WP_136806544.1	WP_136796851.1					
N8.HOG0003329	OG0002530	n0						WP_136809110.1	WP_136796083.1					
N8.HOG0003330	OG0002531	n0						WP_136807814.1	WP_136799035.1					
N8.HOG0003331	OG0002532	n0						WP_136808617.1	WP_136795433.1					
N8.HOG0003332	OG0002533	n0						WP_136806240.1	WP_167495774.1					
N8.HOG0003333	OG0002534	n0						WP_167505731.1	WP_136797963.1					
N8.HOG0003334	OG0002535	n0						WP_136806773.1, WP_136806589.1	WP_136796826.1					
N8.HOG0003335	OG0002536	n0						WP_136809254.1	WP_136798586.1					
N8.HOG0003336	OG0002537	n0						WP_136809503.1	WP_136798664.1					
N8.HOG0003337	OG0002538	n0						WP_136809493.1	WP_167495831.1					
N8.HOG0003338	OG0002541	n0						WP_136810220.1	WP_176360079.1					
N8.HOG0003339	OG0002542	n0						WP_136810753.1	WP_136796287.1					
N8.HOG0003340	OG0002543	n0						WP_136805823.1						
N8.HOG0003341	OG0002545	n0						WP_136808174.1						
N8.HOG0003342	OG0002546	n0						WP_136808087.1	WP_136795264.1					
N8.HOG0003343	OG0002547	n0						WP_136808042.1						
N8.HOG0003344	OG0002549	n0						WP_136808041.1	WP_136795199.1					
N8.HOG0003345	OG0002550	n0						WP_136807392.1	WP_136795976.1					
N8.HOG0003346	OG0002551	n0						WP_136807390.1	WP_136795977.1					
N8.HOG0003347	OG0002552	n0						WP_136808021.1	WP_167495605.1					
N8.HOG0003348	OG0002555	n0						WP_167505829.1						
N8.HOG0003349	OG0002556	n0						WP_136807942.1	WP_136795749.1					
N8.HOG0003350	OG0002557	n0						WP_136805365.1	WP_136797639.1					
N8.HOG0003351	OG0002558	n0						WP_136806957.1						
N8.HOG0003352	OG0002559	n0						WP_167506017.1	WP_136795604.1					
N8.HOG0003353	OG0002560	n0						WP_136809619.1	WP_136797526.1					
N8.HOG0003354	OG0002561	n0						WP_136809684.1	WP_136795566.1					
N8.HOG0003355	OG0002562	n0						WP_136810525.1	WP_136798129.1					
N8.HOG0003356	OG0002563	n0						WP_136808141.1	WP_136795315.1					
N8.HOG0003357	OG0002565	n0						WP_167506049.1	WP_167495737.1					
N8.HOG0003358	OG0002566	n0						WP_136807004.1	WP_136795424.1					
N8.HOG0003359	OG0002567	n0						WP_136805608.1	WP_136799795.1					
N8.HOG0003360	OG0002568	n0						WP_167505849.1	WP_136798507.1					
N8.HOG0003361	OG0002569	n0						WP_136806985.1	WP_167495823.1					
N8.HOG0003362	OG0002570	n0							WP_136796983.1					
N8.HOG0003363	OG0002571	n0						WP_136806454.1	WP_136797530.1					
N8.HOG0003364	OG0002572	n0						WP_136808434.1	WP_167495935.1					
N8.HOG0003365	OG0002573	n0						WP_136808656.1	WP_228721431.1					
N8.HOG0003366	OG0002574	n0						WP_136808655.1	WP_136798674.1					
N8.HOG0003367	OG0002575	n0						WP_136808654.1	WP_136798673.1					
N8.HOG0003368	OG0002576	n0						WP_136808768.1	WP_136799975.1					
N8.HOG0003369	OG0002577	n0						WP_136809944.1	WP_136798400.1					
N8.HOG0003370	OG0002578	n0						WP_136805065.1	WP_228721384.1					
N8.HOG0003371	OG0002579	n0						WP_136807754.1						
N8.HOG0003372	OG0002580	n0						WP_136808505.1, WP_136810705.1	WP_136798306.1					
N8.HOG0003373	OG0002581	n0						WP_136806145.1	WP_136795919.1					
N8.HOG0003374	OG0002582	n0						WP_136806791.1						
N8.HOG0003375	OG0002583	n0						WP_136806518.1	WP_136799834.1					
N8.HOG0003376	OG0002584	n0						WP_136805396.1	WP_136797691.1					
N8.HOG0003377	OG0002585	n0						WP_136805404.1	WP_136797705.1					
N8.HOG0003378	OG0002586	n0						WP_217909565.1	WP_167495780.1					
N8.HOG0003379	OG0002587	n0						WP_136806425.1						
N8.HOG0003380	OG0002588	n0						WP_136809520.1						
N8.HOG0003381	OG0002589	n0						WP_275942856.1	WP_275942931.1					
N8.HOG0003382	OG0002590	n0						WP_136805745.1	WP_136798191.1					
N8.HOG0003383	OG0002594	n0						WP_136806374.1	WP_136799269.1					
N8.HOG0003384	OG0002595	n0							WP_167495878.1					
N8.HOG0003385	OG0002598	n0						WP_136810685.1						
N8.HOG0003386	OG0002599	n0						WP_136807892.1						
N8.HOG0003387	OG0002600	n0						WP_136807874.1						
N8.HOG0003388	OG0002601	n0						WP_136807863.1						
N8.HOG0003389	OG0002603	n0						WP_136806322.1	WP_228721508.1					
N8.HOG0003390	OG0002604	n0						WP_136808324.1						
N8.HOG0003391	OG0002605	n0						WP_136807813.1	WP_136799034.1					
N8.HOG0003392	OG0002606	n0						WP_136807812.1	WP_136799033.1					
N8.HOG0003393	OG0002607	n0							WP_136795851.1					
N8.HOG0003394	OG0002608	n0						WP_136806390.1	WP_136799253.1					
N8.HOG0003395	OG0002609	n0						WP_136807822.1	WP_136799042.1					
N8.HOG0003396	OG0002611	n0						WP_136807740.1, WP_136810333.1	WP_136798922.1					
N8.HOG0003397	OG0002612	n0						WP_217909630.1, WP_136810334.1	WP_136798923.1					
N8.HOG0003398	OG0002613	n0						WP_167506071.1	WP_136798924.1					
N8.HOG0003399	OG0002614	n0						WP_136810337.1	WP_136798926.1					
N8.HOG0003400	OG0002615	n0						WP_136806845.1						
N8.HOG0003401	OG0002616	n0						WP_136809790.1						
N8.HOG0003402	OG0002617	n0						WP_136809791.1						
N8.HOG0003403	OG0002618	n0						WP_136805261.1						
N8.HOG0003404	OG0002619	n0						WP_136807823.1	WP_136799043.1					
N8.HOG0003405	OG0002620	n0						WP_136805122.1						
N8.HOG0003406	OG0002621	n0						WP_136805116.1	WP_217907612.1					
N8.HOG0003407	OG0002622	n0						WP_136809777.1	WP_136795647.1					
N8.HOG0003408	OG0002623	n0						WP_136810238.1						
N8.HOG0003409	OG0002624	n0						WP_136809172.1	WP_136796135.1					
N8.HOG0003410	OG0002627	n0						WP_136810522.1						
N8.HOG0003411	OG0002628	n0						WP_136805279.1	WP_136797985.1					
N8.HOG0003412	OG0002629	n0						WP_217909597.1	WP_181212308.1					
N8.HOG0003413	OG0002630	n0						WP_136806978.1	WP_136797810.1					
N8.HOG0003414	OG0002631	n0						WP_136805700.1						
N8.HOG0003415	OG0002633	n0						WP_136808006.1	WP_136795166.1					
N8.HOG0003416	OG0002634	n0						WP_228723401.1	WP_136798057.1					
N8.HOG0003417	OG0002635	n0						WP_136808435.1	WP_136799955.1					
N8.HOG0003418	OG0002636	n0						WP_136805440.1	WP_136797770.1					
N8.HOG0003419	OG0002637	n0						WP_136807937.1	WP_136795744.1					
N8.HOG0003420	OG0002638	n0						WP_136808175.1						
N8.HOG0003421	OG0002639	n0						WP_136805921.1	WP_136798918.1					
N8.HOG0003422	OG0002640	n0						WP_136808331.1						
N8.HOG0003423	OG0002641	n0						WP_136810191.1	WP_136797012.1					
N8.HOG0003424	OG0002643	n0						WP_136809440.1	WP_136798755.1					
N8.HOG0003425	OG0002644	n0						WP_136807026.1						
N8.HOG0003426	OG0002645	n0							WP_136799816.1					
N8.HOG0003427	OG0002646	n0						WP_136805816.1	WP_136799886.1					
N8.HOG0003428	OG0002648	n0						WP_136810424.1	WP_136796403.1					
N8.HOG0003429	OG0002649	n0						WP_167505911.1	WP_136795331.1					
N8.HOG0003430	OG0002650	n0						WP_136808163.1	WP_136795332.1					
N8.HOG0003431	OG0002651	n0							WP_136799140.1, WP_136797261.1					
N8.HOG0003432	OG0002653	n0							WP_136798846.1					
N8.HOG0003433	OG0002655	n0						WP_136806260.1	WP_136797146.1					
N8.HOG0003434	OG0002656	n0						WP_136807806.1	WP_136799027.1					
N8.HOG0003435	OG0002657	n0						WP_136809706.1	WP_136795585.1					
N8.HOG0003436	OG0002658	n0						WP_136810772.1, WP_136808178.1						
N8.HOG0003437	OG0002659	n0						WP_136809585.1						
N8.HOG0003438	OG0002661	n0						WP_136809164.1	WP_136796128.1					
N8.HOG0003439	OG0002663	n0						WP_136805793.1	WP_228721496.1					
N8.HOG0003440	OG0002664	n0						WP_136810021.1	WP_136796942.1					
N8.HOG0003441	OG0002665	n0						WP_136810022.1	WP_136796944.1					
N8.HOG0003442	OG0002666	n0						WP_136810023.1	WP_228721386.1					
N8.HOG0003443	OG0002669	n0						WP_153307108.1	WP_153305539.1					
N8.HOG0003444	OG0002671	n0						WP_136810856.1	WP_136799685.1					
N8.HOG0003445	OG0002674	n0						WP_136809357.1	WP_136798625.1					
N8.HOG0003446	OG0002675	n0						WP_217909567.1	WP_136797890.1					
N8.HOG0003447	OG0002676	n0							WP_136797605.1					
N8.HOG0003448	OG0002677	n0							WP_136799385.1					
N8.HOG0003449	OG0002678	n0						WP_136807252.1, WP_136807003.1						
N8.HOG0003450	OG0002680	n0						WP_136807699.1						
N8.HOG0003451	OG0002681	n0						WP_136808713.1, WP_167505939.1	WP_228721418.1					
N8.HOG0003452	OG0002682	n0						WP_136810420.1						
N8.HOG0003453	OG0002683	n0						WP_136809303.1	WP_136796188.1					
N8.HOG0003454	OG0002688	n0						WP_136808535.1	WP_217907709.1					
N8.HOG0003455	OG0002689	n0							WP_136797488.1					
N8.HOG0003456	OG0002691	n0						WP_136810838.1	WP_136798044.1					
N8.HOG0003457	OG0002692	n0							WP_176360084.1, WP_136799068.1, WP_153305578.1					
N8.HOG0003458	OG0002695	n0						WP_136806697.1	WP_136796469.1					
N8.HOG0003459	OG0002696	n0						WP_136806696.1	WP_136796468.1					
N8.HOG0003460	OG0002697	n0						WP_136806695.1	WP_136796467.1					
N8.HOG0003461	OG0002698	n0						WP_136806693.1	WP_275942954.1					
N8.HOG0003462	OG0002699	n0						WP_228723267.1	WP_136798866.1					
N8.HOG0003463	OG0002701	n0						WP_136808442.1						
N8.HOG0003464	OG0002703	n0						WP_136808110.1						
N8.HOG0003465	OG0002704	n0						WP_136808417.1						
N8.HOG0003466	OG0002705	n0						WP_136806446.1, WP_136807139.1						
N8.HOG0003467	OG0002706	n0							WP_136798871.1					
N8.HOG0003468	OG0002707	n0						WP_136805351.1, WP_136805354.1						
N8.HOG0003469	OG0002708	n0							WP_136798451.1					
N8.HOG0003470	OG0002709	n0							WP_167495744.1					
N8.HOG0003471	OG0002710	n0						WP_217909593.1	WP_136798809.1, WP_136796528.1					
N8.HOG0003472	OG0002711	n0						WP_136808773.1	WP_167495772.1					
N8.HOG0003473	OG0002712	n0						WP_217909607.1, WP_136808068.1	WP_136795246.1					
N8.HOG0003474	OG0002714	n0						WP_136806969.1	WP_136796178.1					
N8.HOG0003475	OG0002715	n0						WP_136807037.1	WP_136795355.1					
N8.HOG0003476	OG0002716	n0						WP_136806760.1, WP_136808253.1	WP_136796417.1					
N8.HOG0003477	OG0002717	n0						WP_136806764.1, WP_136806765.1	WP_228721409.1					
N8.HOG0003478	OG0002718	n0						WP_136808372.1	WP_167495719.1					
N8.HOG0003479	OG0002719	n0						WP_136809363.1	WP_136798631.1					
N8.HOG0003480	OG0002720	n0						WP_136809256.1, WP_136810205.1	WP_136797000.1					
N8.HOG0003481	OG0002721	n0						WP_136808616.1	WP_136795432.1, WP_136798894.1					
N8.HOG0003482	OG0002724	n0						WP_136805569.1	WP_136798152.1					
N8.HOG0003483	OG0002725	n0						WP_136806237.1, WP_136810458.1	WP_267314027.1					
N8.HOG0003484	OG0002727	n0						WP_228723370.1, WP_136808352.1	WP_136796669.1					
N8.HOG0003485	OG0002729	n0						WP_136807728.1	WP_136799643.1					
N8.HOG0003486	OG0002730	n0						WP_136807285.1	WP_136798843.1, WP_136795904.1					
N8.HOG0003487	OG0002731	n0						WP_136808611.1	WP_136795427.1					
N8.HOG0003488	OG0002732	n0						WP_275942846.1	WP_275942941.1					
N8.HOG0003489	OG0002733	n0						WP_167505923.1	WP_136797374.1, WP_136799785.1					
N8.HOG0003490	OG0002736	n0						WP_217909550.1	WP_167495671.1					
N8.HOG0003491	OG0002737	n1						WP_136808062.1	WP_136795237.1					
N8.HOG0003492	OG0002737	n3						WP_136806990.1						
N8.HOG0003493	OG0002738	n0						WP_136806098.1	WP_136795963.1					
N8.HOG0003494	OG0002739	n0						WP_136810766.1	WP_167495784.1					
N8.HOG0003495	OG0002741	n0						WP_136808066.1	WP_136795244.1					
N8.HOG0003496	OG0002742	n0						WP_136806148.1	WP_217907582.1					
N8.HOG0003497	OG0002743	n0						WP_136810321.1	WP_136798882.1					
N8.HOG0003498	OG0002744	n0						WP_228723234.1	WP_136796797.1					
N8.HOG0003499	OG0002745	n0						WP_136806618.1	WP_136796796.1					
N8.HOG0003500	OG0002746	n2							WP_275942940.1					
N8.HOG0003501	OG0002746	n3							WP_136797634.1					
N8.HOG0003502	OG0002747	n0						WP_136805259.1, WP_136808443.1	WP_136797965.1					
N8.HOG0003503	OG0002748	n0						WP_136808736.1	WP_136799303.1					
N8.HOG0003504	OG0002750	n0						WP_136809884.1, WP_167505722.1, WP_228723356.1	WP_136799612.1					
N8.HOG0003505	OG0002752	n0						WP_136808934.1	WP_136797106.1					
N8.HOG0003506	OG0002753	n0						WP_136808952.1	WP_136797080.1					
N8.HOG0003507	OG0002754	n0						WP_136810762.1	WP_136798614.1, WP_136798612.1					
N8.HOG0003508	OG0002755	n0							WP_136798699.1, WP_136799973.1					
N8.HOG0003509	OG0002756	n0						WP_136808938.1	WP_136797101.1					
N8.HOG0003510	OG0002757	n0							WP_136795882.1					
N8.HOG0003511	OG0002758	n0							WP_136795771.1					
N8.HOG0003512	OG0002760	n0						WP_217909459.1	WP_136799389.1					
N8.HOG0003513	OG0002761	n0						WP_136806598.1, WP_136806599.1, WP_167505774.1, WP_136805198.1						
N8.HOG0003514	OG0002762	n0						WP_136805338.1	WP_136799762.1					
N8.HOG0003515	OG0002763	n0						WP_136805370.1	WP_228721371.1					
N8.HOG0003516	OG0002764	n0						WP_136805567.1						
N8.HOG0003517	OG0002765	n1						WP_136805599.1	WP_136797835.1					
N8.HOG0003518	OG0002765	n2						WP_136807335.1, WP_136809984.1	WP_136797381.1					
N8.HOG0003519	OG0002766	n0						WP_136805601.1	WP_136797833.1					
N8.HOG0003520	OG0002767	n0						WP_136809221.1, WP_136805661.1	WP_136799094.1					
N8.HOG0003521	OG0002768	n0						WP_136809222.1, WP_136805662.1	WP_136799095.1					
N8.HOG0003522	OG0002769	n0						WP_136805776.1	WP_136798162.1					
N8.HOG0003523	OG0002770	n0						WP_136805781.1, WP_167505826.1, WP_136809052.1, WP_136805782.1, WP_176371609.1						
N8.HOG0003524	OG0002771	n0						WP_136806131.1	WP_136795932.1					
N8.HOG0003525	OG0002772	n1						WP_136806486.1						
N8.HOG0003526	OG0002772	n2						WP_136806195.1	WP_136795711.1					
N8.HOG0003527	OG0002773	n0						WP_136810354.1, WP_136806577.1, WP_136807770.1, WP_136807321.1	WP_136796294.1					
N8.HOG0003528	OG0002774	n0						WP_217909582.1, WP_176371619.1, WP_136806976.1	WP_136796542.1					
N8.HOG0003529	OG0002775	n1						WP_136810324.1, WP_136807310.1	WP_136797252.1					
N8.HOG0003530	OG0002775	n3						WP_136808741.1	WP_136799307.1					
N8.HOG0003531	OG0002776	n0						WP_136807312.1, WP_136807779.1	WP_136798332.1					
N8.HOG0003532	OG0002777	n0						WP_136807982.1	WP_136795144.1					
N8.HOG0003533	OG0002778	n0						WP_136808549.1	WP_136799527.1, WP_136795365.1					
N8.HOG0003534	OG0002779	n0						WP_136808601.1	WP_136795413.1					
