HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N1.HOG0001147	OG0000788	n0	WP_012536823.1											WP_011073678.1
N1.HOG0001148	OG0000789	n0	WP_012536833.1											WP_011072712.1
N1.HOG0001149	OG0000790	n0	WP_012536836.1											WP_011072561.1
N1.HOG0001150	OG0000791	n0	WP_012536839.1											WP_011071065.1
N1.HOG0001151	OG0000792	n0	WP_012536841.1											WP_011072680.1
N1.HOG0001152	OG0000793	n0	WP_012536842.1											WP_011070932.1
N1.HOG0001153	OG0000794	n0	WP_012536843.1											WP_011073191.1
N1.HOG0001154	OG0000795	n0	WP_012536849.1											WP_011073184.1
N1.HOG0001155	OG0000796	n0	WP_012536879.1											WP_011071705.1
N1.HOG0001156	OG0000797	n0	WP_012536883.1											WP_011073173.1
N1.HOG0001157	OG0000798	n0	WP_012536938.1											WP_011073009.1
N1.HOG0001158	OG0000799	n0	WP_012536939.1											WP_011073010.1
N1.HOG0001159	OG0000800	n0	WP_012536943.1											WP_011072962.1
N1.HOG0001160	OG0000801	n0	WP_012536945.1											WP_011072965.1
N1.HOG0001161	OG0000802	n0	WP_012536950.1											WP_011072968.1
N1.HOG0001162	OG0000803	n0	WP_012536951.1											WP_011073915.1
N1.HOG0001163	OG0000804	n0	WP_012536952.1											
N1.HOG0001164	OG0000805	n0	WP_012536988.1											WP_202950643.1
N1.HOG0001165	OG0000806	n0	WP_012536992.1											WP_011070467.1
N1.HOG0001166	OG0000807	n0	WP_012537005.1											WP_011071415.1
N1.HOG0001167	OG0000808	n0	WP_012537045.1											WP_011071579.1
N1.HOG0001168	OG0000809	n0	WP_012537049.1											WP_011073282.1
N1.HOG0001169	OG0000810	n0	WP_012537050.1											WP_011071545.1
N1.HOG0001170	OG0000811	n0	WP_012537051.1											WP_011070778.1
N1.HOG0001171	OG0000812	n0	WP_012537054.1											
N1.HOG0001172	OG0000813	n0	WP_012537060.1											WP_011071913.1
N1.HOG0001173	OG0000814	n0	WP_012537085.1											
N1.HOG0001174	OG0000815	n0	WP_012537086.1											WP_011070798.1
N1.HOG0001175	OG0000816	n0	WP_012537134.1											WP_011073227.1
N1.HOG0001176	OG0000817	n0	WP_012537138.1											WP_011073228.1
N1.HOG0001177	OG0000818	n0	WP_012537146.1											WP_011073777.1
N1.HOG0001178	OG0000819	n0	WP_012537147.1											WP_011072582.1
N1.HOG0001179	OG0000820	n0	WP_012537152.1											WP_011072999.1
N1.HOG0001180	OG0000821	n0	WP_012537254.1											
N1.HOG0001181	OG0000822	n0	WP_012537259.1											WP_011073801.1
N1.HOG0001182	OG0000823	n0	WP_012537260.1											WP_011071398.1
N1.HOG0001183	OG0000824	n0	WP_012537272.1											WP_011070431.1
N1.HOG0001184	OG0000825	n0	WP_012537273.1											WP_011070430.1
N1.HOG0001185	OG0000826	n0	WP_012537274.1											WP_011070886.1, WP_011072282.1, WP_011072232.1
N1.HOG0001186	OG0000827	n0	WP_012537289.1											WP_011072150.1
N1.HOG0001187	OG0000828	n0	WP_012537290.1											WP_011072149.1
N1.HOG0001188	OG0000829	n0	WP_012537291.1											WP_006081652.1
N1.HOG0001189	OG0000830	n0	WP_012537292.1											WP_011072303.1
N1.HOG0001190	OG0000831	n0	WP_012537293.1											WP_011072302.1
N1.HOG0001191	OG0000832	n0	WP_012537294.1											WP_011072301.1
N1.HOG0001192	OG0000833	n0	WP_012537296.1											WP_011071275.1
N1.HOG0001193	OG0000834	n0	WP_012537304.1											WP_011071428.1
N1.HOG0001194	OG0000835	n0	WP_012537357.1											WP_011070823.1
N1.HOG0001195	OG0000836	n0	WP_012537368.1											WP_011074274.1
N1.HOG0001196	OG0000837	n0	WP_012537371.1											WP_011073597.1
N1.HOG0001197	OG0000838	n0	WP_012537372.1											WP_011073598.1
N1.HOG0001198	OG0000839	n0	WP_012537374.1											WP_011073600.1
N1.HOG0001199	OG0000840	n1												WP_011072008.1
N1.HOG0001200	OG0000840	n8	WP_012537398.1											WP_274544500.1
N1.HOG0001201	OG0000841	n0	WP_012537408.1											WP_011071454.1
N1.HOG0001202	OG0000842	n0	WP_012537409.1											WP_011073662.1
N1.HOG0001203	OG0000843	n0	WP_012537411.1											WP_011073672.1
N1.HOG0001204	OG0000844	n0	WP_012537432.1											WP_011071568.1
N1.HOG0001205	OG0000845	n0	WP_012537433.1											WP_011071567.1
N1.HOG0001206	OG0000846	n0	WP_012537434.1											WP_011071565.1
N1.HOG0001207	OG0000847	n0	WP_012537472.1, WP_012537469.1											
N1.HOG0001208	OG0000848	n0	WP_012537494.1											WP_011071402.1
N1.HOG0001209	OG0000849	n0	WP_012537497.1											WP_011073799.1
N1.HOG0001210	OG0000850	n0	WP_012537550.1											WP_011073702.1
N1.HOG0001211	OG0000851	n0	WP_012537552.1											WP_011073699.1
N1.HOG0001212	OG0000852	n0	WP_012537563.1											WP_011072140.1
N1.HOG0001213	OG0000853	n0	WP_012537565.1											WP_011072138.1
N1.HOG0001214	OG0000854	n0	WP_012537569.1											WP_011072134.1
N1.HOG0001215	OG0000855	n0	WP_012537583.1											WP_011070647.1
N1.HOG0001216	OG0000856	n0	WP_012537589.1											WP_011074259.1
N1.HOG0001217	OG0000857	n0	WP_012537600.1											
N1.HOG0001218	OG0000858	n0	WP_012537630.1											WP_011072100.1
N1.HOG0001219	OG0000859	n0	WP_012537654.1											WP_011074328.1
N1.HOG0001220	OG0000860	n0	WP_012537656.1											WP_011074331.1
N1.HOG0001221	OG0000861	n0	WP_012537661.1											WP_011074339.1
N1.HOG0001222	OG0000862	n0	WP_012537662.1											WP_011074340.1
N1.HOG0001223	OG0000863	n0	WP_012537664.1											WP_011070478.1
N1.HOG0001224	OG0000864	n0	WP_012537675.1											WP_011070664.1
N1.HOG0001225	OG0000865	n0	WP_012537690.1											WP_011070651.1
N1.HOG0001226	OG0000866	n0	WP_012537704.1											WP_011073972.1
N1.HOG0001227	OG0000867	n0	WP_012537706.1											WP_011071513.1
N1.HOG0001228	OG0000868	n0	WP_012606529.1											WP_011072677.1
N1.HOG0001229	OG0000869	n0	WP_012606540.1											WP_011070611.1
N1.HOG0001230	OG0000870	n0	WP_012606545.1											WP_011072267.1
N1.HOG0001231	OG0000871	n0	WP_012606548.1											WP_011071439.1
N1.HOG0001232	OG0000872	n0	WP_012606567.1											WP_164925631.1
N1.HOG0001233	OG0000873	n0	WP_012606584.1											WP_011073365.1
N1.HOG0001234	OG0000874	n0	WP_012606634.1											WP_011072288.1
N1.HOG0001235	OG0000875	n0	WP_012607057.1											WP_164925707.1
N1.HOG0001236	OG0000876	n0	WP_012607261.1											WP_011072699.1
N1.HOG0001237	OG0000877	n0	WP_012607268.1											WP_011073189.1
N1.HOG0001238	OG0000878	n0	WP_012607327.1											WP_011071077.1
N1.HOG0001239	OG0000879	n0	WP_012607345.1											WP_011071578.1
N1.HOG0001240	OG0000880	n1												WP_011071574.1
N1.HOG0001241	OG0000880	n6	WP_012607360.1											WP_011073529.1
N1.HOG0001242	OG0000881	n0	WP_012607515.1											WP_011074056.1
N1.HOG0001243	OG0000882	n0	WP_012607615.1											WP_011071526.1
N1.HOG0001244	OG0000883	n0	WP_049759457.1											WP_011073527.1
N1.HOG0001245	OG0000884	n0	WP_054608903.1											WP_011073008.1
N1.HOG0001246	OG0000885	n0	WP_054608955.1											WP_011071212.1
N1.HOG0001247	OG0000886	n0	WP_111122623.1											WP_011072563.1
N1.HOG0001248	OG0000887	n3												WP_011072458.1
N1.HOG0001249	OG0000887	n8	WP_151528199.1											WP_238560563.1
N1.HOG0001250	OG0000888	n0	WP_157293193.1											WP_011073848.1
N1.HOG0001251	OG0000889	n0	WP_180830472.1											WP_011073575.1
N1.HOG0001252	OG0000890	n0	WP_229129742.1, WP_225487046.1											WP_164925658.1
N1.HOG0001253	OG0000891	n0	WP_225487353.1											WP_011070422.1
N1.HOG0001254	OG0000892	n0	WP_225487354.1											WP_011072406.1
N1.HOG0001255	OG0000893	n0	WP_225487399.1											WP_011073902.1
N1.HOG0001256	OG0000894	n0	WP_225487425.1											WP_011071915.1
N1.HOG0001257	OG0000895	n0	WP_225487673.1											WP_011073967.1
N1.HOG0001258	OG0000896	n0	WP_229129796.1											WP_011071261.1
N1.HOG0001259	OG0000897	n0	WP_230456312.1											
N1.HOG0001260	OG0000898	n0	WP_230959348.1											WP_011073310.1
N1.HOG0001261	OG0000899	n0	WP_233459568.1											WP_011072098.1
N1.HOG0001262	OG0000900	n0	WP_233459589.1											WP_011073931.1
N1.HOG0001263	OG0000904	n0												WP_011070639.1, WP_011070832.1
N1.HOG0001264	OG0000906	n0												WP_011073004.1
N1.HOG0001265	OG0000907	n0												WP_011072361.1
N1.HOG0001266	OG0000912	n0												WP_011073162.1
N1.HOG0001267	OG0000913	n0												WP_011074305.1
N1.HOG0001268	OG0000914	n0												WP_011074130.1, WP_011074134.1, WP_011070511.1
N1.HOG0001269	OG0000916	n0												WP_011071226.1
N1.HOG0001270	OG0000917	n0												WP_011072775.1
N1.HOG0001271	OG0000918	n0												WP_011073981.1
N1.HOG0001272	OG0000921	n0												WP_011073077.1
N1.HOG0001273	OG0000922	n0												WP_011072424.1, WP_011070816.1
N1.HOG0001274	OG0000928	n0												WP_011073038.1, WP_011073037.1
N1.HOG0001275	OG0000930	n0												WP_011070869.1
N1.HOG0001276	OG0000931	n0												WP_011071294.1
N1.HOG0001277	OG0000933	n0												WP_011073124.1
N1.HOG0001278	OG0000934	n0												WP_011073119.1
N1.HOG0001279	OG0000935	n0												WP_011073874.1
N1.HOG0001280	OG0000937	n0												WP_011073920.1
N1.HOG0001281	OG0000938	n0												WP_011073257.1
N1.HOG0001282	OG0000939	n0												WP_011073586.1
N1.HOG0001283	OG0000941	n0												WP_011072468.1
N1.HOG0001284	OG0000942	n2												WP_011071188.1, WP_011071352.1
N1.HOG0001285	OG0000942	n8												WP_238560586.1, WP_011072394.1
N1.HOG0001286	OG0000943	n0												WP_011071295.1
N1.HOG0001287	OG0000947	n1												WP_011072471.1
N1.HOG0001288	OG0000947	n5												WP_011071351.1, WP_011071187.1
N1.HOG0001289	OG0000948	n1												WP_011072476.1
N1.HOG0001290	OG0000948	n5												WP_011071186.1, WP_011071350.1
N1.HOG0001291	OG0000951	n3												WP_238560605.1
N1.HOG0001292	OG0000951	n6												WP_011074188.1
N1.HOG0001293	OG0000952	n0												WP_011071701.1
N1.HOG0001294	OG0000954	n0												WP_011072585.1
N1.HOG0001295	OG0000955	n0												WP_011073794.1
N1.HOG0001296	OG0000957	n0												WP_011071694.1
N1.HOG0001297	OG0000958	n1												WP_011071830.1
N1.HOG0001298	OG0000958	n2												WP_011074323.1
N1.HOG0001299	OG0000959	n0												WP_011073083.1
N1.HOG0001300	OG0000961	n1												WP_011073616.1
N1.HOG0001301	OG0000961	n8	WP_012536435.1											WP_011073878.1
N1.HOG0001302	OG0000961	n9	WP_009560716.1											WP_011073994.1
N1.HOG0001303	OG0000962	n0	WP_009560842.1											WP_011071400.1
N1.HOG0001304	OG0000963	n0	WP_009561112.1											WP_011074333.1
N1.HOG0001305	OG0000964	n0	WP_009562365.1											
N1.HOG0001306	OG0000965	n1	WP_054609114.1											
N1.HOG0001307	OG0000965	n6	WP_009562391.1											WP_011071986.1
N1.HOG0001308	OG0000965	n9												WP_011071590.1
N1.HOG0001309	OG0000966	n0	WP_009562392.1											WP_011071982.1
N1.HOG0001310	OG0000967	n0	WP_009562412.1											WP_011072285.1
N1.HOG0001311	OG0000968	n0	WP_009562431.1											WP_011073674.1
N1.HOG0001312	OG0000969	n0	WP_009562478.1											WP_011071083.1
N1.HOG0001313	OG0000970	n0	WP_009562604.1											WP_011073218.1, WP_164925680.1
N1.HOG0001314	OG0000971	n0	WP_009562810.1											WP_011070649.1
N1.HOG0001315	OG0000972	n0	WP_009562817.1											
N1.HOG0001316	OG0000973	n0	WP_009563431.1, WP_012537580.1											WP_011072330.1
N1.HOG0001317	OG0000974	n0	WP_009563457.1											WP_011073441.1
N1.HOG0001318	OG0000975	n2	WP_054608915.1											WP_164925947.1
N1.HOG0001319	OG0000975	n4	WP_012536696.1, WP_009564036.1											WP_011072741.1, WP_011073201.1
N1.HOG0001320	OG0000976	n0	WP_009564598.1											WP_011072922.1
N1.HOG0001321	OG0000977	n0	WP_009565186.1											WP_011071875.1
N1.HOG0001322	OG0000978	n0	WP_009565431.1											WP_011070617.1
N1.HOG0001323	OG0000979	n0	WP_009565766.1											WP_164925847.1
N1.HOG0001324	OG0000980	n0	WP_009566066.1											WP_274544339.1
N1.HOG0001325	OG0000981	n0	WP_009566150.1											WP_011074337.1
N1.HOG0001326	OG0000982	n0	WP_009566264.1											WP_011071987.1
N1.HOG0001327	OG0000983	n0	WP_009566310.1											
N1.HOG0001328	OG0000984	n0	WP_009566634.1											WP_011071124.1
N1.HOG0001329	OG0000985	n0	WP_009566652.1											
N1.HOG0001330	OG0000986	n0	WP_041838693.1, WP_009566930.1, WP_219629366.1, WP_012537013.1											
N1.HOG0001331	OG0000987	n0	WP_009566940.1											
N1.HOG0001332	OG0000988	n0	WP_009567245.1											
N1.HOG0001333	OG0000989	n0	WP_009567470.1											WP_011073368.1
N1.HOG0001334	OG0000990	n0	WP_009567611.1											
N1.HOG0001335	OG0000991	n0	WP_009567628.1											WP_011071373.1
N1.HOG0001336	OG0000992	n0	WP_009567692.1											WP_011072405.1
N1.HOG0001337	OG0000993	n0	WP_012537098.1, WP_012537701.1, WP_012537116.1, WP_151528216.1, WP_009567937.1, WP_012607241.1											
N1.HOG0001338	OG0000994	n0	WP_009568281.1											WP_006083579.1
N1.HOG0001339	OG0000995	n0	WP_009568793.1											WP_007644434.1
N1.HOG0001340	OG0000996	n0	WP_009569413.1											
N1.HOG0001341	OG0000997	n1	WP_233459579.1											
N1.HOG0001342	OG0000997	n4	WP_012535779.1											
N1.HOG0001343	OG0000997	n6	WP_012607583.1											
N1.HOG0001344	OG0000998	n0	WP_012536029.1											
N1.HOG0001345	OG0000999	n0	WP_012536037.1											WP_011073020.1
N1.HOG0001346	OG0001000	n0	WP_012536092.1											WP_011070626.1
N1.HOG0001347	OG0001001	n0	WP_012536104.1											WP_011072235.1
N1.HOG0001348	OG0001002	n0	WP_012536118.1											WP_011071435.1
N1.HOG0001349	OG0001003	n0	WP_012536142.1											WP_011073309.1
N1.HOG0001350	OG0001004	n0	WP_012536177.1											WP_011072574.1
N1.HOG0001351	OG0001005	n0	WP_012536178.1											WP_011072575.1
N1.HOG0001352	OG0001006	n0	WP_012536194.1											WP_011071022.1
N1.HOG0001353	OG0001007	n0	WP_012536202.1											WP_011073364.1
N1.HOG0001354	OG0001008	n0	WP_012536223.1											WP_011070820.1
N1.HOG0001355	OG0001009	n0	WP_012536260.1											WP_011073576.1
N1.HOG0001356	OG0001010	n0	WP_012536315.1											WP_011071534.1
N1.HOG0001357	OG0001011	n2												WP_011074007.1
N1.HOG0001358	OG0001011	n9												WP_011074154.1
N1.HOG0001359	OG0001012	n0	WP_012536366.1											WP_011074022.1
N1.HOG0001360	OG0001013	n0	WP_012536367.1											WP_011074031.1
N1.HOG0001361	OG0001014	n0	WP_012536428.1											WP_011073929.1
N1.HOG0001362	OG0001015	n0	WP_012536429.1											WP_011071916.1
N1.HOG0001363	OG0001016	n0	WP_012536430.1											WP_011071917.1
N1.HOG0001364	OG0001017	n0	WP_012536443.1											WP_011073311.1
N1.HOG0001365	OG0001018	n0	WP_012536499.1											WP_011071559.1
N1.HOG0001366	OG0001019	n0	WP_012536546.1											WP_011073034.1
N1.HOG0001367	OG0001020	n0	WP_012536567.1											
N1.HOG0001368	OG0001021	n0	WP_012536698.1, WP_012536699.1, WP_012536700.1											
N1.HOG0001369	OG0001022	n0	WP_012536747.1											
N1.HOG0001370	OG0001023	n0	WP_012536748.1											WP_202950653.1
N1.HOG0001371	OG0001024	n0	WP_012536778.1											WP_011072590.1
N1.HOG0001372	OG0001025	n0	WP_012536779.1											
N1.HOG0001373	OG0001026	n0	WP_012536813.1											WP_011072549.1
N1.HOG0001374	OG0001027	n0	WP_012536830.1											WP_011074050.1
N1.HOG0001375	OG0001028	n0	WP_230456346.1, WP_012536832.1											WP_011072715.1
N1.HOG0001376	OG0001029	n0	WP_012536838.1											WP_011072099.1
N1.HOG0001377	OG0001030	n0	WP_012536846.1											WP_011073187.1
N1.HOG0001378	OG0001031	n0	WP_012536875.1											WP_011073398.1
N1.HOG0001379	OG0001032	n1	WP_012536888.1											WP_011071912.1
N1.HOG0001380	OG0001032	n3												WP_011072524.1, WP_011073582.1, WP_011071676.1
N1.HOG0001381	OG0001033	n0	WP_012536948.1											
N1.HOG0001382	OG0001034	n0	WP_012536978.1											
N1.HOG0001383	OG0001035	n0	WP_012536980.1											
N1.HOG0001384	OG0001036	n0	WP_012537000.1											WP_011071067.1
N1.HOG0001385	OG0001037	n0	WP_012537016.1											WP_011071746.1
N1.HOG0001386	OG0001038	n0	WP_012537145.1											WP_011073168.1
N1.HOG0001387	OG0001039	n0	WP_012537233.1											WP_011071441.1
N1.HOG0001388	OG0001040	n0	WP_012537235.1											WP_011072535.1
N1.HOG0001389	OG0001041	n0	WP_012537270.1											
N1.HOG0001390	OG0001042	n0	WP_012537301.1											WP_011071282.1
N1.HOG0001391	OG0001043	n0	WP_012537303.1											WP_011071431.1
N1.HOG0001392	OG0001044	n0	WP_012537325.1											WP_006079871.1
N1.HOG0001393	OG0001045	n0	WP_012537366.1											WP_011073857.1
N1.HOG0001394	OG0001046	n0	WP_012537373.1											
N1.HOG0001395	OG0001047	n0	WP_012537401.1, WP_012537634.1											
N1.HOG0001396	OG0001048	n0	WP_012537412.1											WP_011072263.1
N1.HOG0001397	OG0001049	n0	WP_012537425.1											WP_011070599.1
N1.HOG0001398	OG0001050	n0	WP_012537436.1											WP_011070873.1
N1.HOG0001399	OG0001051	n0	WP_012537462.1											WP_164925908.1
N1.HOG0001400	OG0001052	n0	WP_012537482.1											WP_011072202.1
N1.HOG0001401	OG0001053	n0	WP_012537699.1, WP_012537517.1											
N1.HOG0001402	OG0001054	n0	WP_012537558.1											WP_011073437.1
N1.HOG0001403	OG0001055	n0	WP_012537572.1											WP_011071514.1
N1.HOG0001404	OG0001056	n0	WP_012537679.1											
N1.HOG0001405	OG0001057	n0	WP_012537685.1											WP_011072803.1
N1.HOG0001406	OG0001058	n0	WP_012607518.1											WP_011073856.1
N1.HOG0001407	OG0001059	n0	WP_012607606.1											WP_011073838.1, WP_011070794.1
N1.HOG0001408	OG0001060	n0	WP_012607619.1											
N1.HOG0001409	OG0001061	n0	WP_054608849.1, WP_055448984.1											
N1.HOG0001410	OG0001062	n0	WP_054608956.1											
N1.HOG0001411	OG0001063	n0	WP_054609074.1											WP_011072556.1
N1.HOG0001412	OG0001064	n2												WP_011072895.1
N1.HOG0001413	OG0001064	n3												WP_202950642.1, WP_011070966.1
N1.HOG0001414	OG0001065	n0	WP_111122554.1											
N1.HOG0001415	OG0001066	n0	WP_180830462.1											WP_011072404.1
N1.HOG0001416	OG0001067	n0	WP_180830476.1											
N1.HOG0001417	OG0001068	n0	WP_215905492.1											
N1.HOG0001418	OG0001069	n3												WP_011072047.1
N1.HOG0001419	OG0001069	n4	WP_225487418.1											WP_011071048.1
N1.HOG0001420	OG0001070	n0	WP_225487646.1											WP_011071408.1
N1.HOG0001421	OG0001072	n0												WP_011073547.1, WP_011071309.1
N1.HOG0001422	OG0001073	n0												WP_164925959.1
N1.HOG0001423	OG0001078	n0												WP_011073881.1
N1.HOG0001424	OG0001081	n0												WP_011071599.1
N1.HOG0001425	OG0001082	n0												WP_011072827.1
N1.HOG0001426	OG0001085	n1												WP_011070848.1
N1.HOG0001427	OG0001085	n4												WP_011070875.1
N1.HOG0001428	OG0001086	n0												WP_011073941.1, WP_011070876.1
N1.HOG0001429	OG0001088	n0												WP_011072570.1
N1.HOG0001430	OG0001089	n0												WP_011072949.1
N1.HOG0001431	OG0001093	n0												WP_011071888.1
N1.HOG0001432	OG0001094	n0												WP_011072416.1
N1.HOG0001433	OG0001095	n0												WP_011071372.1, WP_011070831.1, WP_011071319.1, WP_011071597.1
N1.HOG0001434	OG0001100	n0												WP_011071908.1
N1.HOG0001435	OG0001103	n1												WP_011070895.1
N1.HOG0001436	OG0001103	n3												WP_011072112.1
N1.HOG0001437	OG0001104	n0												WP_011073298.1
N1.HOG0001438	OG0001107	n1												WP_011073071.1
N1.HOG0001439	OG0001107	n3												WP_011072442.1
N1.HOG0001440	OG0001108	n0												WP_011071531.1
N1.HOG0001441	OG0001109	n0												WP_011071297.1
N1.HOG0001442	OG0001110	n0												WP_011071296.1
N1.HOG0001443	OG0001114	n0												WP_011070537.1, WP_011073106.1
N1.HOG0001444	OG0001115	n0												WP_011073192.1
N1.HOG0001445	OG0001116	n0												WP_011071228.1
N1.HOG0001446	OG0001118	n0												WP_011072698.1
N1.HOG0001447	OG0001119	n0												WP_011071038.1
N1.HOG0001448	OG0001120	n0												WP_011072242.1
N1.HOG0001449	OG0001121	n0												WP_011070513.1
N1.HOG0001450	OG0001122	n0												WP_164925909.1
N1.HOG0001451	OG0001126	n0												WP_011073623.1
N1.HOG0001452	OG0001130	n0												WP_011071045.1
N1.HOG0001453	OG0001131	n0												WP_164925752.1
N1.HOG0001454	OG0001133	n0												WP_011072487.1, WP_011072208.1, WP_011072110.1
N1.HOG0001455	OG0001134	n1												WP_011074198.1
N1.HOG0001456	OG0001134	n8												WP_164925832.1, WP_011072133.1
N1.HOG0001457	OG0001135	n1												WP_011072259.1
N1.HOG0001458	OG0001135	n2												WP_011073351.1
N1.HOG0001459	OG0001136	n0												WP_193378418.1
N1.HOG0001460	OG0001141	n0												WP_011073927.1, WP_011074381.1, WP_011074214.1, WP_011071835.1, WP_164925700.1, WP_011074150.1, WP_011073719.1, WP_011070944.1, WP_011071716.1, WP_011071522.1
N1.HOG0001461	OG0001142	n0	WP_009561097.1											WP_011071426.1
N1.HOG0001462	OG0001143	n0	WP_009562222.1											WP_011073641.1
N1.HOG0001463	OG0001144	n0	WP_009562409.1											WP_011072250.1
N1.HOG0001464	OG0001145	n0	WP_009562646.1											WP_011070773.1
N1.HOG0001465	OG0001146	n0	WP_225487643.1, WP_054609091.1, WP_009562960.1											WP_011072684.1
N1.HOG0001466	OG0001147	n0	WP_009563004.1, WP_012537369.1, WP_012536861.1											WP_011071475.1
N1.HOG0001467	OG0001148	n1	WP_054608977.1											WP_011074236.1
N1.HOG0001468	OG0001148	n4	WP_009564270.1											
N1.HOG0001469	OG0001149	n4	WP_012537680.1											WP_011070587.1
N1.HOG0001470	OG0001149	n6	WP_009564866.1											WP_011072272.1
N1.HOG0001471	OG0001150	n0	WP_009566070.1											
N1.HOG0001472	OG0001151	n0	WP_012537103.1, WP_012536341.1, WP_233459580.1, WP_009568470.1, WP_233459581.1, WP_180830383.1, WP_009566553.1, WP_009566496.1, WP_012607571.1, WP_151528221.1											
N1.HOG0001473	OG0001152	n0	WP_009567032.1											
N1.HOG0001474	OG0001153	n0	WP_009567147.1											
N1.HOG0001475	OG0001154	n0	WP_009567191.1											
N1.HOG0001476	OG0001155	n0	WP_009567240.1											
N1.HOG0001477	OG0001156	n0	WP_009567345.1											WP_011072515.1
N1.HOG0001478	OG0001157	n0	WP_009567494.1											
N1.HOG0001479	OG0001158	n0	WP_009567865.1											WP_011073505.1
N1.HOG0001480	OG0001159	n0	WP_009569566.1											
N1.HOG0001481	OG0001160	n4	WP_012535973.1											WP_011070670.1
N1.HOG0001482	OG0001160	n8	WP_012536304.1											
N1.HOG0001483	OG0001161	n0	WP_012536071.1											WP_011073317.1
N1.HOG0001484	OG0001162	n0	WP_012536076.1, WP_054608770.1, WP_225487358.1, WP_012537332.1											WP_011073836.1
N1.HOG0001485	OG0001163	n0	WP_012536091.1											WP_011070625.1
N1.HOG0001486	OG0001164	n0	WP_012536188.1											WP_011073767.1
N1.HOG0001487	OG0001165	n0	WP_012536313.1											WP_011070792.1
N1.HOG0001488	OG0001166	n0	WP_012536317.1											WP_011070659.1
N1.HOG0001489	OG0001167	n0	WP_012536339.1, WP_012536388.1											WP_011070739.1
N1.HOG0001490	OG0001168	n0	WP_012536365.1											WP_011074034.1
N1.HOG0001491	OG0001169	n0	WP_012536368.1											WP_011074030.1
N1.HOG0001492	OG0001170	n3	WP_031572874.1, WP_012537156.1											
N1.HOG0001493	OG0001170	n6	WP_054608636.1, WP_012537390.1, WP_054608634.1											
N1.HOG0001494	OG0001171	n0	WP_012536576.1											
N1.HOG0001495	OG0001172	n0	WP_012536579.1											
N1.HOG0001496	OG0001173	n0	WP_012536580.1											
N1.HOG0001497	OG0001174	n0	WP_012536582.1											
N1.HOG0001498	OG0001175	n0	WP_012536763.1											
N1.HOG0001499	OG0001176	n1												WP_238560541.1
N1.HOG0001500	OG0001176	n4	WP_261989780.1, WP_012536859.1											WP_011072051.1
N1.HOG0001501	OG0001177	n1	WP_012536989.1, WP_230456334.1											WP_011073498.1
N1.HOG0001502	OG0001177	n5												WP_011071532.1
N1.HOG0001503	OG0001178	n0	WP_012537133.1											WP_011073095.1
N1.HOG0001504	OG0001179	n0	WP_012537135.1											WP_011073930.1
N1.HOG0001505	OG0001180	n0	WP_012537263.1											WP_011071393.1
N1.HOG0001506	OG0001181	n0	WP_012537264.1											WP_011071392.1
N1.HOG0001507	OG0001182	n0	WP_012537327.1											
N1.HOG0001508	OG0001183	n0	WP_012537450.1											
N1.HOG0001509	OG0001184	n0	WP_012537461.1											
N1.HOG0001510	OG0001185	n0	WP_012537468.1											
N1.HOG0001511	OG0001186	n0	WP_012537480.1											WP_011073246.1
N1.HOG0001512	OG0001187	n0	WP_012537666.1											
N1.HOG0001513	OG0001188	n0	WP_012606530.1											WP_011072572.1
N1.HOG0001514	OG0001189	n0	WP_012607569.1											WP_164925866.1
N1.HOG0001515	OG0001190	n0	WP_054608885.1, WP_180830413.1, WP_041646513.1, WP_219629356.1											WP_011070675.1
N1.HOG0001516	OG0001191	n0	WP_054608826.1											WP_011071164.1
N1.HOG0001517	OG0001192	n0	WP_054609104.1											WP_011072762.1
N1.HOG0001518	OG0001193	n2	WP_054609108.1											
N1.HOG0001519	OG0001193	n4	WP_155644725.1											
N1.HOG0001520	OG0001194	n0	WP_225487413.1											WP_011072273.1
N1.HOG0001521	OG0001195	n0	WP_226833861.1											WP_011072177.1
N1.HOG0001522	OG0001196	n0	WP_226834138.1											WP_011071411.1
N1.HOG0001523	OG0001203	n0												WP_011070468.1
N1.HOG0001524	OG0001204	n0												WP_011072832.1
N1.HOG0001525	OG0001205	n0												WP_011072830.1
N1.HOG0001526	OG0001208	n0												WP_011072519.1
N1.HOG0001527	OG0001217	n2												WP_011074342.1
N1.HOG0001528	OG0001217	n3												WP_011073625.1
N1.HOG0001529	OG0001218	n0												WP_238560547.1
N1.HOG0001530	OG0001220	n0												WP_011073814.1
N1.HOG0001531	OG0001222	n1												WP_011073415.1
N1.HOG0001532	OG0001222	n4												WP_011073213.1
N1.HOG0001533	OG0001224	n0												WP_011072544.1
N1.HOG0001534	OG0001227	n0												WP_011073253.1
N1.HOG0001535	OG0001228	n0												WP_164925813.1
N1.HOG0001536	OG0001229	n0												WP_011070516.1
N1.HOG0001537	OG0001231	n0												WP_011072193.1
N1.HOG0001538	OG0001234	n0												WP_011072498.1
