Orthogroup	Desulfosediminicola ganghwensis IMCC35004	Desulfosediminicola flagellatus IMCC35005
OG0001293	WP_136795817.1	WP_136806316.1
OG0001294	WP_136795838.1	WP_136806295.1
OG0001295	WP_136799256.1	WP_136806387.1
OG0001296	WP_136795324.1	WP_136808155.1
OG0001297	WP_136795323.1	WP_136808154.1
OG0001298	WP_136797978.1	WP_136805274.1
OG0001299	WP_136795973.1	WP_167505867.1
OG0001299	WP_136797439.1	WP_136805911.1
OG0001300	WP_136795617.1	WP_136809746.1
OG0001301	WP_136798550.1	WP_136806891.1
OG0001302	WP_136799783.1	WP_136808023.1
OG0001303	WP_136797967.1	WP_136805262.1
OG0001304	WP_136796489.1	WP_136806714.1
OG0001305	WP_136795561.1	WP_136809679.1
OG0001306	WP_136798534.1	WP_136806908.1
OG0001307	WP_136798865.1	WP_217909498.1
OG0001307	WP_136796210.1	WP_167505993.1, WP_217909617.1
OG0001308	WP_136795154.1	WP_136807993.1
OG0001309	WP_136795844.1	WP_136806289.1
OG0001310	WP_228721341.1, WP_228721340.1, WP_228721342.1, WP_136799544.1	WP_136806348.1
OG0001311	WP_136798503.1	WP_136806989.1
OG0001312	WP_136799415.1	WP_136809282.1
OG0001313	WP_136799897.1	WP_136805790.1
OG0001313	WP_136795255.1	WP_136808077.1
OG0001314	WP_136796639.1	WP_136808377.1
OG0001315	WP_136799848.1	WP_136807616.1
OG0001317	WP_136797927.1	WP_217909462.1
OG0001318	WP_136799891.1	WP_136805784.1
OG0001319	WP_167495641.1	WP_136808409.1
OG0001319	WP_167495717.1	WP_136807074.1
OG0001320	WP_136797376.1	WP_136805797.1, WP_136808283.1
OG0001320	WP_167495816.1	WP_217909475.1
OG0001322	WP_136796665.1	WP_217909595.1
OG0001322	WP_136796177.1	WP_136806967.1, WP_136806968.1
OG0001323	WP_136799312.1	WP_136805980.1, WP_136809061.1, WP_136808747.1
OG0001323	WP_136798686.1	WP_217909450.1
OG0001324	WP_136796184.1	WP_136805825.1
OG0001325	WP_136796419.1	WP_136810078.1, WP_217909580.1, WP_136807760.1
OG0001325	WP_167495766.1, WP_136799876.1	WP_217909614.1, WP_136809044.1
OG0001326	WP_136796458.1	WP_136805718.1
OG0001327	WP_136798490.1	WP_136809007.1
OG0001328	WP_136798214.1	WP_136805726.1
OG0001329	WP_136796334.1	WP_228723298.1
OG0001330	WP_136797857.1	WP_136805530.1
OG0001331	WP_136796367.1	WP_136810476.1
OG0001332	WP_136798274.1	WP_136808467.1
OG0001334	WP_167495680.1	WP_136809160.1
OG0001335	WP_136797983.1	WP_136805278.1
OG0001336	WP_136798521.1	WP_136806926.1
OG0001337	WP_167495707.1	WP_136805709.1
OG0001338	WP_136798301.1	WP_167505934.1
OG0001339	WP_136798753.1	WP_136805149.1
OG0001340	WP_136796939.1	WP_228723322.1
OG0001341	WP_267314023.1	WP_136806709.1
OG0001343	WP_136799364.1	WP_136809946.1
OG0001344	WP_136795260.1	WP_136808082.1
OG0001345	WP_136795564.1	WP_136809682.1
OG0001347	WP_136798263.1	WP_136808457.1
OG0001348	WP_136797414.1	WP_136805895.1
OG0001349	WP_136795214.1	WP_136808057.1
OG0001350	WP_136798574.1	WP_136805962.1
OG0001351	WP_136798575.1	WP_136805961.1
OG0001352	WP_136795165.1	WP_136808005.1
OG0001353	WP_136795698.1	WP_167506006.1
OG0001354	WP_228721402.1	WP_136809454.1
OG0001355	WP_136796736.1	WP_136806415.1
OG0001356	WP_136795304.1	WP_136808129.1
OG0001357	WP_136795431.1	WP_136808615.1
OG0001358	WP_136799104.1	WP_136808544.1
OG0001359	WP_136795480.1	WP_136809398.1
OG0001361	WP_136797995.1	WP_136805289.1
OG0001362	WP_136796548.1	WP_136805174.1
OG0001363	WP_136797966.1	WP_136805260.1
OG0001364	WP_136798256.1	WP_136808453.1
OG0001365	WP_136796995.1	WP_136810211.1
OG0001367	WP_167495677.1	WP_167505986.1
OG0001368	WP_136799343.1	WP_136809329.1
OG0001369	WP_136795159.1	WP_136807999.1
OG0001373	WP_167495702.1	WP_136807762.1
OG0001374	WP_136796996.1	WP_136810210.1
OG0001376	WP_136797279.1	WP_167505754.1
OG0001378	WP_136795849.1	WP_136806284.1
OG0001379	WP_136798576.1	WP_136805960.1
OG0001380	WP_136796455.1	WP_228723250.1
OG0001381	WP_217907723.1	WP_217909469.1
OG0001382	WP_136795307.1	WP_136808132.1
OG0001384	WP_136795440.1	WP_136808624.1
OG0001385	WP_136795699.1	WP_136809444.1
OG0001386	WP_136799695.1	WP_136810672.1, WP_228723325.1
OG0001388	WP_136797074.1, WP_136796205.1	WP_136809605.1
OG0001389	WP_136795557.1	WP_136809675.1
OG0001390	WP_136797757.1	WP_136805434.1
OG0001391	WP_136796399.1	WP_136810429.1
OG0001393	WP_136796450.1	WP_167505760.1
OG0001394	WP_136797854.1	WP_136805720.1, WP_167505747.1
OG0001395	WP_136797870.1	WP_136805516.1
OG0001396	WP_136797877.1	WP_136805509.1
OG0001397	WP_136798553.1	WP_136806888.1
OG0001398	WP_136797891.1	WP_167505744.1
OG0001399	WP_136797894.1	WP_167505743.1
OG0001401	WP_228721320.1	WP_228723336.1
OG0001403	WP_136796775.1	WP_136806638.1
OG0001404	WP_136796777.1	WP_136806636.1
OG0001405	WP_136796779.1	WP_136806634.1
OG0001406	WP_136796780.1	WP_136806633.1
OG0001407	WP_176360029.1	WP_136810479.1
OG0001408	WP_228721472.1	WP_136810486.1
OG0001409	WP_136796337.1	WP_136810494.1
OG0001410	WP_136795467.1	WP_136809384.1
OG0001411	WP_136796389.1	WP_136809425.1
OG0001413	WP_136795492.1	WP_228723288.1
OG0001414	WP_136795877.1	WP_136806165.1
OG0001415	WP_136799901.1	WP_136805803.1
OG0001416	WP_275942953.1	WP_136806615.1
OG0001417	WP_136798203.1	WP_136805729.1
OG0001418	WP_136799587.1	WP_136805913.1
OG0001419	WP_136798355.1	WP_136807640.1
OG0001420	WP_136798360.1	WP_136807648.1
OG0001421	WP_136796069.1	WP_228723275.1
OG0001423	WP_136797111.1	WP_136808929.1
OG0001424	WP_136798958.1	WP_136805941.1
OG0001425	WP_136798633.1	WP_136809366.1
OG0001426	WP_136798624.1	WP_136809356.1
OG0001427	WP_136796634.1	WP_136808381.1
OG0001428	WP_136796119.1	WP_136809156.1
OG0001429	WP_136796095.1	WP_136809132.1
OG0001430	WP_136797795.1	WP_136806801.1
OG0001431	WP_136799286.1	WP_136806803.1
OG0001432	WP_136795430.1	WP_136808614.1
OG0001432	WP_136797899.1	WP_136806653.1
OG0001434	WP_136799404.1	WP_136809294.1
OG0001435	WP_228721476.1	WP_136810318.1
OG0001436	WP_136798341.1	WP_136807124.1
OG0001437	WP_136797665.1	WP_228723333.1
OG0001438	WP_136795865.1	WP_136806267.1
OG0001439	WP_136798604.1	WP_136810071.1, WP_136809628.1
OG0001440	WP_136798515.1	WP_136806932.1
OG0001441	WP_136795420.1	WP_136808609.1
OG0001442	WP_136795937.1	WP_136806126.1
OG0001443	WP_136795938.1	WP_136806125.1
OG0001444	WP_136798437.1	WP_136807689.1
OG0001444	WP_136795353.1	WP_136808540.1, WP_136806066.1
OG0001445	WP_136795263.1	WP_136808086.1
OG0001446	WP_136795193.1	WP_136808035.1
OG0001447	WP_136795192.1	WP_136808034.1
OG0001448	WP_136795172.1	WP_136808012.1
OG0001450	WP_136795161.1	WP_136808001.1
OG0001451	WP_136795146.1	WP_136807985.1
OG0001452	WP_136795129.1	WP_136807968.1
OG0001454	WP_136795746.1	WP_136807939.1
OG0001456	WP_136799930.1, WP_136797027.1	WP_136810306.1, WP_136810260.1
OG0001458	WP_136798101.1	WP_136810556.1
OG0001459	WP_136798100.1	WP_136810557.1
OG0001460	WP_136797654.1	WP_136805376.1
OG0001460	WP_275942928.1	WP_136806721.1
OG0001461	WP_136796973.1	WP_136809631.1
OG0001462	WP_136796959.1	WP_136810041.1
OG0001463	WP_136798978.1	WP_136805925.1
OG0001464	WP_136796956.1	WP_136810038.1
OG0001465	WP_136796951.1	WP_136810031.1
OG0001466	WP_136796950.1	WP_136810030.1
OG0001467	WP_136795655.1	WP_136806252.1
OG0001467	WP_228721357.1	WP_136806478.1
OG0001468	WP_136796807.1	WP_136806608.1
OG0001469	WP_167495622.1	WP_136808560.1
OG0001470	WP_136798262.1	WP_136808456.1
OG0001471	WP_136795873.1	WP_136806178.1
OG0001472	WP_136798187.1	WP_228723316.1
OG0001474	WP_136795855.1	WP_136806278.1
OG0001476	WP_136796604.1	WP_136808414.1
OG0001478	WP_136799037.1	WP_136807816.1
OG0001479	WP_136797725.1	WP_136805419.1
OG0001480	WP_136795583.1	WP_136809703.1, WP_136806739.1, WP_167505876.1, WP_136809704.1
OG0001481	WP_136797986.1	WP_136805280.1
OG0001482	WP_136798010.1	WP_136805304.1
OG0001483	WP_136798015.1	WP_136805310.1
OG0001484	WP_136797645.1	WP_136805371.1
OG0001485	WP_136797675.1	WP_136805387.1
OG0001486	WP_136795889.1	WP_136806152.1
OG0001487	WP_167495660.1	WP_167505789.1
OG0001488	WP_136796748.1	WP_267313738.1
OG0001489	WP_136796751.1	WP_136806397.1
OG0001507	WP_136796690.1	WP_136808321.1
OG0001508	WP_167495722.1	WP_136808330.1
OG0001509	WP_136795991.1	WP_045707864.1
OG0001509	WP_136798863.1	WP_136805574.1
OG0001510	WP_136795848.1	WP_136806285.1
OG0001511	WP_136798296.1	WP_136808495.1
OG0001512	WP_136798297.1	WP_136808496.1
OG0001513	WP_136797794.1	WP_228723229.1
OG0001514	WP_136796700.1	WP_136808515.1
OG0001515	WP_167495723.1	WP_136808311.1
OG0001516	WP_136796715.1	WP_136808296.1
OG0001517	WP_136799184.1	WP_136807451.1
OG0001518	WP_136796643.1	WP_228723387.1
OG0001519	WP_136798275.1	WP_136808469.1
OG0001520	WP_136798282.1	WP_136805942.1, WP_136808476.1
OG0001521	WP_136799328.1	WP_136808769.1
OG0001522	WP_136798549.1	WP_136806892.1
OG0001523	WP_136797389.1	WP_136806009.1
OG0001524	WP_136795579.1	WP_136809699.1
OG0001525	WP_136799224.1	WP_136807562.1
OG0001526	WP_136795577.1	WP_136809697.1
OG0001526	WP_136796948.1	WP_136810026.1
OG0001527	WP_136795890.1	WP_136806151.1
OG0001528	WP_136796689.1	WP_136808323.1
OG0001529	WP_136796698.1	WP_136808312.1
OG0001530	WP_136795134.1	WP_167505897.1
OG0001531	WP_136797953.1	WP_136805246.1
OG0001532	WP_136795888.1	WP_136806153.1
OG0001533	WP_217907603.1	WP_136806917.1
OG0001534	WP_136798372.1	WP_136807100.1
OG0001534	WP_136796164.1	WP_136809236.1
OG0001535	WP_228721323.1	WP_228723339.1
OG0001536	WP_136796778.1	WP_136806635.1
OG0001537	WP_136796067.1	WP_136810623.1, WP_136807113.1
OG0001538	WP_167495827.1, WP_136798033.1	WP_136808536.1
OG0001539	WP_136795362.1	WP_136808546.1
OG0001540	WP_136796081.1, WP_136796375.1	WP_136810470.1
OG0001541	WP_228721456.1, WP_136798947.1	WP_136805927.1
OG0001542	WP_136798192.1	WP_136805744.1
OG0001543	WP_136796229.1	WP_136806036.1
OG0001546	WP_136795661.1	WP_136809788.1
OG0001547	WP_136795209.1	WP_136808053.1
OG0001549	WP_275942951.1	WP_136807171.1, WP_136810854.1
OG0001550	WP_136798885.1, WP_136796901.1	WP_136806243.1
OG0001551	WP_136798605.1	WP_136810072.1, WP_136809246.1
OG0001552	WP_136800024.1	WP_136810716.1
OG0001553	WP_136799801.1	WP_136805597.1, WP_136805615.1
OG0001554	WP_136799923.1	WP_136808234.1
OG0001556	WP_136797163.1	WP_136808882.1
OG0001557	WP_136795664.1	WP_136809796.1, WP_217909527.1
OG0001558	WP_136795628.1	WP_136809609.1, WP_136809757.1
OG0001559	WP_136798216.1	WP_136809612.1
OG0001567	WP_136796130.1	WP_136809166.1
OG0001568	WP_136798821.1	WP_228723293.1
OG0001569	WP_136798739.1	WP_136805118.1
OG0001570	WP_136795934.1	WP_136806129.1
OG0001571	WP_136795931.1	WP_136806132.1
OG0001573	WP_167495652.1	WP_167505802.1
OG0001574	WP_167495864.1	WP_136807843.1
OG0001576	WP_228721389.1	WP_136810200.1
OG0001578	WP_136796716.1	WP_136808295.1
OG0001580	WP_136797919.1	WP_136809336.1
OG0001582	WP_136797701.1	WP_136805400.1
OG0001588	WP_136798148.1	WP_136810752.1
OG0001589	WP_136799859.1	WP_136810700.1
OG0001590	WP_136795930.1	WP_136806133.1
OG0001592	WP_136797918.1	WP_136809337.1
OG0001593	WP_136795305.1	WP_136808130.1
OG0001595	WP_136798420.1	WP_136808103.1
OG0001596	WP_136798522.1	WP_136806924.1
OG0001598	WP_136797315.1	WP_136805882.1
OG0001599	WP_136795472.1	WP_217909588.1
OG0001600	WP_167495764.1	WP_136807273.1
OG0001601	WP_136799777.1	WP_136805318.1
OG0001602	WP_167495900.1	WP_136805918.1
OG0001604	WP_136795674.1	WP_136809808.1
OG0001605	WP_136799421.1	WP_136809277.1, WP_136805982.1
OG0001606	WP_136798569.1	WP_136805967.1
OG0001607	WP_136796727.1	WP_136809918.1
OG0001608	WP_136797908.1	WP_136805479.1
OG0001609	WP_136795625.1	WP_136809754.1
OG0001610	WP_136797003.1	WP_136810202.1
OG0001611	WP_136797007.1	WP_136810198.1
OG0001612	WP_136796457.1	WP_136805717.1
OG0001613	WP_136796456.1	WP_136805716.1
OG0001614	WP_167495609.1, WP_176360091.1	WP_136806942.1, WP_136809830.1
OG0001615	WP_136799602.1	WP_136805919.1
OG0001617	WP_136799152.1	WP_136808840.1
OG0001619	WP_136798677.1	WP_136808662.1
OG0001622	WP_136798427.1	WP_136808574.1
OG0001623	WP_167495624.1	WP_136808568.1
OG0001628	WP_136797858.1	WP_136805529.1
OG0001629	WP_136797880.1	WP_136805505.1
OG0001630	WP_136797879.1	WP_136805506.1
OG0001631	WP_136799337.1	WP_136808792.1
OG0001633	WP_136795694.1	WP_136809453.1
OG0001634	WP_136795683.1	WP_136809469.1
OG0001635	WP_136795314.1	WP_136808140.1
OG0001636	WP_167495778.1	WP_136805398.1
OG0001637	WP_136798240.1	WP_136805693.1
OG0001638	WP_136798168.1	WP_136805767.1
OG0001639	WP_136796641.1	WP_136808375.1
OG0001640	WP_136796767.1	WP_167505822.1
OG0001641	WP_228721483.1	WP_136806632.1
OG0001642	WP_136796781.1	WP_136806631.1
OG0001644	WP_217907713.1	WP_136810488.1
OG0001645	WP_136796325.1	WP_136810506.1
OG0001646	WP_153305540.1	WP_136810507.1
OG0001647	WP_136797108.1	WP_136808931.1
OG0001648	WP_136797193.1	WP_275942844.1
OG0001649	WP_136795460.1	WP_136809376.1
OG0001650	WP_136795461.1	WP_136809377.1
OG0001651	WP_167495627.1	WP_136809380.1
OG0001652	WP_176360056.1	WP_176371603.1
OG0001653	WP_228721454.1	WP_136807866.1
OG0001654	WP_136798513.1	WP_136806961.1
OG0001656	WP_136796786.1	WP_136806626.1
OG0001657	WP_136796794.1	WP_228723233.1
OG0001658	WP_136796799.1	WP_228723235.1
OG0001659	WP_228721482.1	WP_136806616.1
OG0001660	WP_136797428.1	WP_136805903.1
OG0001661	WP_136797426.1	WP_136805902.1
OG0001664	WP_136798679.1	WP_136808670.1
OG0001665	WP_136796044.1	WP_136810646.1
OG0001666	WP_136796068.1	WP_136810622.1
OG0001667	WP_136798920.1	WP_136808986.1
OG0001668	WP_136796937.1	WP_228723323.1
OG0001669	WP_136795627.1	WP_136809756.1
OG0001670	WP_136796077.1	WP_136809103.1
OG0001671	WP_136796075.1	WP_136809101.1
OG0001672	WP_136795640.1	WP_136809768.1
OG0001673	WP_167495825.1	WP_136805972.1
OG0001674	WP_176360037.1	WP_136806551.1
OG0001675	WP_136796982.1	WP_136810062.1
OG0001676	WP_136795475.1	WP_176371621.1
OG0001677	WP_136795269.1	WP_136806559.1
OG0001678	WP_136795474.1	WP_136809393.1
OG0001679	WP_136799591.1	WP_136805916.1
OG0001680	WP_228721453.1	WP_228723258.1
OG0001681	WP_136796125.1	WP_136809161.1
OG0001682	WP_136798961.1	WP_136805939.1
OG0001683	WP_136796108.1	WP_136809145.1
OG0001684	WP_167495678.1	WP_167505987.1
OG0001685	WP_136795235.1	WP_136808061.1
OG0001686	WP_217907694.1	WP_136810436.1
OG0001687	WP_136796085.1	WP_136809113.1
OG0001688	WP_136795456.1, WP_136795454.1	WP_136808644.1
OG0001689	WP_136796554.1	WP_136805475.1
OG0001690	WP_228721321.1	WP_136810291.1
OG0001691	WP_136796558.1	WP_136810292.1
OG0001692	WP_136799633.1	WP_167505751.1
OG0001693	WP_136799409.1	WP_136809289.1
OG0001694	WP_136799411.1	WP_136809286.1
OG0001696	WP_136798342.1	WP_136807123.1
OG0001698	WP_136796645.1	WP_136808371.1
OG0001699	WP_217907605.1	WP_136807209.1
OG0001700	WP_136795386.1	WP_136808562.1
OG0001701	WP_136795360.1	WP_136808545.1
OG0001702	WP_136795670.1	WP_136809803.1
OG0001703	WP_136795334.1	WP_136808165.1
OG0001704	WP_136797480.1	WP_136810341.1
OG0001705	WP_167495607.1	WP_136808028.1
OG0001706	WP_167495604.1	WP_167505900.1
OG0001707	WP_136796096.1	WP_136809133.1
OG0001709	WP_136795145.1	WP_136807983.1
OG0001711	WP_136795127.1	WP_228723303.1
OG0001713	WP_136797703.1	WP_136805403.1
OG0001714	WP_267313999.1, WP_136795233.1	WP_136809419.1, WP_136805235.1
OG0001715	WP_136795552.1	WP_136809670.1
OG0001717	WP_136798137.1	WP_136810517.1
OG0001718	WP_136798098.1	WP_136810559.1
OG0001719	WP_136798097.1	WP_136810560.1
OG0001720	WP_136796971.1	WP_136810052.1
OG0001721	WP_136795657.1	WP_136806250.1
OG0001722	WP_136796136.1	WP_136809173.1
OG0001723	WP_136797961.1	WP_136805254.1
OG0001725	WP_136798224.1	WP_136807219.1
OG0001726	WP_136798225.1	WP_136807223.1
OG0001728	WP_136799354.1, WP_136795943.1	WP_136806119.1
OG0001729	WP_176360096.1	WP_136808069.1
OG0001730	WP_153305535.1	WP_136806269.1
OG0001731	WP_176360070.1	WP_136805424.1
OG0001732	WP_136797766.1	WP_136805438.1
OG0001733	WP_217907675.1	WP_136807002.1
OG0001734	WP_136796134.1	WP_136809171.1
OG0001735	WP_136798013.1	WP_136805308.1
OG0001736	WP_136796118.1	WP_136809155.1
OG0001737	WP_136795800.1	WP_136806021.1, WP_136806333.1
OG0001738	WP_136795794.1	WP_136806340.1
OG0001739	WP_176360052.1	WP_136806404.1
OG0001740	WP_136796379.1	WP_136810466.1
OG0001741	WP_136796380.1	WP_136810465.1
OG0001742	WP_136795505.1	WP_136809547.1
OG0001743	WP_136795822.1	WP_136806309.1, WP_136805178.1
OG0001744	WP_136795411.1	WP_228723353.1, WP_136807380.1, WP_136808588.1
OG0001745	WP_136795834.1	WP_136806298.1
OG0001746	WP_136795835.1	WP_136806297.1
OG0001752	WP_136795819.1	WP_167505800.1
OG0001753	WP_136796688.1	WP_267313784.1
OG0001754	WP_136796686.1	WP_136808327.1
OG0001755	WP_136795841.1	WP_136806291.1
OG0001756	WP_136795846.1	WP_136806287.1
OG0001757	WP_136795941.1	WP_136806121.1
OG0001758	WP_136799252.1	WP_136806391.1
OG0001759	WP_136796721.1	WP_136808290.1
OG0001760	WP_136796719.1	WP_136808292.1
OG0001761	WP_136796718.1	WP_136808293.1
OG0001762	WP_136796717.1	WP_136808294.1
OG0001763	WP_136798864.1	WP_136809389.1
OG0001764	WP_136797975.1	WP_136805271.1
OG0001765	WP_136795126.1	WP_167505896.1
OG0001766	WP_136795945.1	WP_136806116.1
OG0001767	WP_267314024.1, WP_228721524.1	WP_136809042.1, WP_136805667.1, WP_267313791.1, WP_228723422.1
OG0001768	WP_136798751.1	WP_136805144.1
OG0001769	WP_136798747.1	WP_136805134.1
OG0001770	WP_228721382.1	WP_228723326.1
OG0001771	WP_136798546.1	WP_136806895.1
OG0001772	WP_136797025.1	WP_136810258.1
OG0001773	WP_136797677.1	WP_136805388.1
OG0001774	WP_136799212.1	WP_136807541.1
OG0001775	WP_136799769.1	WP_136805324.1
OG0001775	WP_136795553.1	WP_136809672.1
OG0001777	WP_136796671.1	WP_136808346.1
OG0001778	WP_136798486.1	WP_136808267.1
OG0001779	WP_136796049.1	WP_136810641.1
OG0001780	WP_136796675.1	WP_136808342.1
OG0001781	WP_136796109.1	WP_136809146.1
OG0001783	WP_136799194.1	WP_136807474.1
OG0001784	WP_228721424.1	WP_136809535.1
OG0001785	WP_217907705.1	WP_217909557.1
OG0001787	WP_136796638.1	WP_136808378.1
OG0001788	WP_136797128.1	WP_136808896.1
OG0001790	WP_136795996.1	WP_136807357.1
OG0001792	WP_167495828.1	WP_136806169.1
OG0001793	WP_167495695.1, WP_136799664.1	WP_136805808.1
OG0001796	WP_176360003.1	WP_136806027.1, WP_153307144.1
OG0001797	WP_136799136.1	WP_136808823.1
OG0001798	WP_136799890.1	WP_136805783.1
OG0001799	WP_136795408.1	WP_136808585.1
OG0001800	WP_136795498.1	WP_136809531.1
OG0001801	WP_136795381.1	WP_136808557.1
OG0001802	WP_136798270.1	WP_136808464.1
OG0001803	WP_136797846.1	WP_136805541.1
OG0001804	WP_136796351.1	WP_136807748.1
OG0001805	WP_136796179.1	WP_136806970.1
OG0001806	WP_217907650.1	WP_217909578.1
OG0001807	WP_136796250.1	WP_136807578.1, WP_136810323.1
OG0001808	WP_136797503.1	WP_136809026.1
OG0001808	WP_136798988.1	WP_217909445.1, WP_136809031.1
OG0001809	WP_136799475.1, WP_136798217.1	WP_136809611.1
OG0001810	WP_136796186.1	WP_136805827.1
OG0001811	WP_136796185.1	WP_136805826.1
OG0001812	WP_136796531.1	WP_136805451.1
OG0001813	WP_136798175.1	WP_136805759.1
OG0001813	WP_136795308.1	WP_136808133.1
OG0001814	WP_136795753.1, WP_167495645.1, WP_136799921.1, WP_167495905.1, WP_136797195.1, WP_136799845.1	WP_136805678.1
OG0001815	WP_136799073.1	WP_136809740.1
OG0001815	WP_136795417.1	WP_136808605.1
OG0001816	WP_136799394.1, WP_136799156.1	WP_136809975.1, WP_136808842.1
OG0001818	WP_167495698.1	WP_167505819.1
OG0001822	WP_167495752.1	WP_136805217.1
OG0001825	WP_136795912.1	WP_136807137.1
OG0001826	WP_136799090.1	WP_136809219.1, WP_136805657.1
OG0001828	WP_136797110.1	WP_136808930.1
OG0001831	WP_136796801.1	WP_136806614.1
OG0001832	WP_176360019.1, WP_267314021.1	WP_136810165.1
OG0001833	WP_136796065.1	WP_136810625.1
OG0001837	WP_136798494.1	WP_136806999.1
OG0001838	WP_136798779.1	WP_136807198.1, WP_136805994.1
OG0001839	WP_136798642.1	WP_136809405.1
OG0001840	WP_136796344.1	WP_136810485.1
OG0001841	WP_136795933.1	WP_136806130.1
OG0001842	WP_136795450.1	WP_136808640.1
OG0001844	WP_136795285.1	WP_136808114.1
OG0001845	WP_136795316.1	WP_136808143.1
OG0001848	WP_136796486.1	WP_136810316.1
OG0001850	WP_136796333.1	WP_136808205.1
OG0001851	WP_217907699.1	WP_136810807.1
OG0001853	WP_136796726.1	WP_136809919.1
OG0001854	WP_136799850.1	WP_136810686.1
OG0001856	WP_136796454.1	WP_167505761.1
OG0001865	WP_136797808.1	WP_136806980.1
OG0001867	WP_167495683.1	WP_136805842.1, WP_217909472.1, WP_136806973.1
OG0001868	WP_136797853.1	WP_136805534.1
OG0001869	WP_136797856.1	WP_136805531.1
OG0001870	WP_167495690.1	WP_167506076.1
OG0001871	WP_167495775.1	WP_167505904.1
OG0001872	WP_136799024.1	WP_136807803.1
OG0001873	WP_136795250.1	WP_167505903.1
OG0001874	WP_136797035.1	WP_136807697.1
OG0001875	WP_136795695.1	WP_136809452.1
OG0001877	WP_136795958.1	WP_228723271.1, WP_136806101.1
OG0001878	WP_136796449.1	WP_136805711.1
OG0001879	WP_136796358.1	WP_136810482.1
OG0001880	WP_136796359.1	WP_136810481.1
OG0001881	WP_136796324.1	WP_136810509.1
OG0001882	WP_136795466.1	WP_136809383.1
OG0001883	WP_136797436.1	WP_136805908.1
OG0001884	WP_136798285.1	WP_136808480.1
OG0001885	WP_136795879.1	WP_136806163.1
OG0001886	WP_136798526.1	WP_136806920.1
OG0001887	WP_136798527.1	WP_136806919.1
OG0001888	WP_136796782.1	WP_136806630.1
OG0001889	WP_136799665.1	WP_136805809.1
OG0001890	WP_228721455.1	WP_136805880.1
OG0001891	WP_136797421.1	WP_136805899.1
OG0001893	WP_228721383.1	WP_136805076.1
OG0001895	WP_136797409.1	WP_136805893.1
OG0001896	WP_136796549.1	WP_275942850.1
OG0001898	WP_136796058.1	WP_136810632.1
OG0001900	WP_136799829.1	WP_136809848.1
OG0001902	WP_136796123.1	WP_228723277.1
OG0001904	WP_136797016.1	WP_136810185.1
OG0001905	WP_136799206.1	WP_136807499.1
OG0001906	WP_267314005.1	WP_136809126.1
OG0001907	WP_136798795.1	WP_136806013.1
OG0001908	WP_136796366.1	WP_228723243.1
OG0001909	WP_136799405.1	WP_136809293.1
OG0001910	WP_136796823.1	WP_167505879.1, WP_136806592.1
OG0001911	WP_136799412.1	WP_136809285.1
OG0001912	WP_136795590.1	WP_136809849.1, WP_136809711.1
OG0001913	WP_136795592.1	WP_136809713.1
OG0001914	WP_136798662.1	WP_136809497.1
OG0001915	WP_136796062.1	WP_136810629.1
OG0001917	WP_136798944.1, WP_136797048.1	WP_136806061.1
OG0001918	WP_136798655.1	WP_136810617.1
OG0001919	WP_228721416.1	WP_136806067.1
OG0001919	WP_136798436.1	WP_136807691.1
OG0001920	WP_136795352.1	WP_136806068.1
OG0001920	WP_136798435.1	WP_136807693.1
OG0001921	WP_136795669.1	WP_136809802.1
OG0001923	WP_136795249.1	WP_136808071.1
OG0001924	WP_136798374.1	WP_136807096.1
OG0001925	WP_136798952.1	WP_136809204.1
OG0001926	WP_136795257.1	WP_136808079.1
OG0001927	WP_136795204.1	WP_136808048.1
OG0001928	WP_167495608.1	WP_136808046.1
OG0001929	WP_136795183.1	WP_136808025.1
OG0001930	WP_136795181.1	WP_136808022.1
OG0001931	WP_136795179.1	WP_136808020.1
OG0001933	WP_217907623.1	WP_217909542.1
OG0001934	WP_136799819.1	WP_136805359.1
OG0001935	WP_167495643.1	WP_136807931.1
OG0001936	WP_136795626.1	WP_136809755.1
OG0001937	WP_136795622.1	WP_136809751.1
OG0001938	WP_136795619.1	WP_228723400.1
OG0001939	WP_136795581.1	WP_136809701.1
OG0001940	WP_136795574.1	WP_136809694.1
OG0001941	WP_136799417.1	WP_136809280.1, WP_228723308.1
OG0001942	WP_136798820.1	WP_136808573.1
OG0001943	WP_136798122.1	WP_136810533.1
OG0001944	WP_136798118.1	WP_136810537.1
OG0001945	WP_136798115.1	WP_136810541.1
OG0001946	WP_136798802.1	WP_136806016.1
OG0001947	WP_136798801.1	WP_136806015.1
OG0001948	WP_136798109.1	WP_136810548.1
OG0001949	WP_136798108.1	WP_136810549.1
OG0001950	WP_136798107.1	WP_136810550.1
OG0001951	WP_167495801.1	WP_136810615.1
OG0001953	WP_136796970.1	WP_136810051.1
OG0001954	WP_136796969.1	WP_136810050.1
OG0001955	WP_136796964.1	WP_136810046.1
OG0001956	WP_136796941.1	WP_136810020.1
OG0001957	WP_136797916.1, WP_136797199.1	WP_136808987.1
OG0001958	WP_136796614.1	WP_136808403.1
OG0001959	WP_136798672.1	WP_136808653.1
OG0001960	WP_275942933.1	WP_267313766.1
OG0001961	WP_217907712.1	WP_136810498.1
OG0001962	WP_136797567.1, WP_136796629.1	WP_136808386.1
OG0001963	WP_136796633.1	WP_136808382.1
OG0001964	WP_136795875.1	WP_136806167.1
OG0001965	WP_136798186.1	WP_136810169.1
