Orthogroup	Species	Geobacter sulfurreducens PCA	Orthologs
OG0001672	Desulfosediminicola flagellatus IMCC35005	WP_010940770.1	WP_136809768.1
OG0001675	Desulfocapsa_13_biocide	WP_010941760.1	Utg864866_35
OG0001675	Desulfocapsa_06_corrosive	WP_010941760.1	Utg323140_127
OG0001675	Desulfocapsa sulfexigens DSM 10523	WP_010941760.1	WP_015403157.1
OG0001675	Desulfosediminicola ganghwensis IMCC35004	WP_010941760.1	WP_136796982.1
OG0001675	Desulfosediminicola flagellatus IMCC35005	WP_010941760.1	WP_136810062.1
OG0001675	Desulfotalea psychrophila LSv54	WP_010941760.1	WP_011189122.1
OG0001675	Desulforhopalus vacuolatus DSM 9700	WP_010941760.1	WP_205217877.1
OG0001680	Shewanella oneidensis MR-1	WP_010941190.1	WP_011070767.1
OG0001680	Desulfotalea psychrophila LSv54	WP_010941190.1	WP_011188141.1
OG0001680	Desulfosediminicola ganghwensis IMCC35004	WP_010941190.1	WP_228721453.1
OG0001680	Desulfosediminicola flagellatus IMCC35005	WP_010941190.1	WP_228723258.1
OG0001680	Desulfocapsa sulfexigens DSM 10523	WP_010941190.1	WP_015403226.1
OG0001680	Desulfocapsa_06_corrosive	WP_010941190.1	Utg323160_121
OG0001680	Desulforhopalus vacuolatus DSM 9700	WP_010941190.1	WP_205218806.1
OG0001688	Shewanella oneidensis MR-1	WP_010942839.1	WP_011073840.1
OG0001688	Desulfosediminicola flagellatus IMCC35005	WP_010942839.1	WP_136808644.1
OG0001688	Desulfosediminicola ganghwensis IMCC35004	WP_010942839.1	WP_136795456.1, WP_136795454.1
OG0001688	Desulfocapsa sulfexigens DSM 10523	WP_010942839.1	WP_015403435.1
OG0001688	Desulfocapsa_13_biocide	WP_010942839.1	Utg861744_116
OG0001688	Desulfocapsa_06_corrosive	WP_010942839.1	Utg324810_61
OG0001689	Desulfocapsa_13_biocide	WP_010943410.1	Utg859982_150
OG0001689	Desulfocapsa_06_corrosive	WP_010943410.1	Utg323300_150
OG0001689	Desulfosediminicola ganghwensis IMCC35004	WP_010943410.1	WP_136796554.1
OG0001689	Desulfosediminicola flagellatus IMCC35005	WP_010943410.1	WP_136805475.1
OG0001689	Desulfovibrio vulgaris DP4	WP_010943410.1	WP_011792111.1
OG0001689	Desulfovibrio ferrophilus IS5	WP_010943410.1	WP_126381129.1
OG0001689	Desulfocapsa sulfexigens DSM 10523	WP_010943410.1	WP_015403450.1
OG0001690	Desulfosediminicola ganghwensis IMCC35004	WP_010943588.1	WP_228721321.1
OG0001690	Desulfosediminicola flagellatus IMCC35005	WP_010943588.1	WP_136810291.1
OG0001690	Desulfotalea psychrophila LSv54	WP_010943588.1	WP_011188191.1
OG0001690	Desulfovibrio ferrophilus IS5	WP_010943588.1	WP_232034811.1
OG0001690	Desulfocapsa sulfexigens DSM 10523	WP_010943588.1	WP_015403457.1
OG0001690	Desulfocapsa_13_biocide	WP_010943588.1	Utg864866_115
OG0001690	Desulfocapsa_06_corrosive	WP_010943588.1	Utg323140_40
OG0001691	Desulfovibrio ferrophilus IS5	WP_010943589.1	WP_126380885.1
OG0001691	Desulfosediminicola flagellatus IMCC35005	WP_010943589.1	WP_136810292.1
OG0001691	Desulfosediminicola ganghwensis IMCC35004	WP_010943589.1	WP_136796558.1
OG0001691	Desulfotalea psychrophila LSv54	WP_010943589.1	WP_011188192.1
OG0001691	Desulfocapsa sulfexigens DSM 10523	WP_010943589.1	WP_015403458.1
OG0001691	Desulfocapsa_13_biocide	WP_010943589.1	Utg864866_116
OG0001691	Desulfocapsa_06_corrosive	WP_010943589.1	Utg323140_39
OG0001698	Desulfocapsa_06_corrosive	WP_010940851.1	Utg324810_93
OG0001698	Desulfocapsa sulfexigens DSM 10523	WP_010940851.1	WP_015403634.1
OG0001698	Desulfovibrio vulgaris DP4	WP_010940851.1	WP_010940617.1
OG0001698	Desulfovibrio ferrophilus IS5	WP_010940851.1	WP_126380289.1
OG0001698	Desulfosediminicola ganghwensis IMCC35004	WP_010940851.1	WP_136796645.1
OG0001698	Desulfosediminicola flagellatus IMCC35005	WP_010940851.1	WP_136808371.1
OG0001698	Desulforhopalus vacuolatus DSM 9700	WP_010940851.1	WP_205217564.1
OG0001699	Desulfovibrio ferrophilus IS5	WP_010943068.1	WP_126380303.1
OG0001699	Desulforhopalus vacuolatus DSM 9700	WP_010943068.1	WP_205219493.1
OG0001699	Desulfocapsa sulfexigens DSM 10523	WP_010943068.1	WP_015403676.1
OG0001699	Desulfosediminicola ganghwensis IMCC35004	WP_010943068.1	WP_217907605.1
OG0001699	Desulfosediminicola flagellatus IMCC35005	WP_010943068.1	WP_136807209.1
OG0001699	Desulfocapsa_06_corrosive	WP_010943068.1	Utg323392_67
OG0001699	Desulfocapsa_13_biocide	WP_010943068.1	Utg859388_166
OG0001700	Shewanella oneidensis MR-1	WP_010941234.1	WP_011073447.1
OG0001700	Desulfocapsa_06_corrosive	WP_010941234.1	Utg323300_171
OG0001700	Desulfocapsa sulfexigens DSM 10523	WP_010941234.1	WP_015403741.1
OG0001700	Desulfosediminicola flagellatus IMCC35005	WP_010941234.1	WP_136808562.1
OG0001700	Desulfosediminicola ganghwensis IMCC35004	WP_010941234.1	WP_136795386.1
OG0001700	Desulforhopalus vacuolatus DSM 9700	WP_010941234.1	WP_205218371.1
OG0001700	Desulfotalea psychrophila LSv54	WP_010941234.1	WP_011187556.1
OG0001706	Desulforhopalus vacuolatus DSM 9700	WP_010941003.1	WP_205217486.1
OG0001706	Desulfotalea psychrophila LSv54	WP_010941003.1	WP_011188059.1
OG0001706	Desulfosediminicola ganghwensis IMCC35004	WP_010941003.1	WP_167495604.1
OG0001706	Desulfosediminicola flagellatus IMCC35005	WP_010941003.1	WP_167505900.1
OG0001706	Desulfocapsa sulfexigens DSM 10523	WP_010941003.1	WP_015403913.1
OG0001706	Desulfocapsa_13_biocide	WP_010941003.1	Utg857152_68
OG0001706	Desulfocapsa_06_corrosive	WP_010941003.1	Utg323300_344
OG0001709	Desulfocapsa sulfexigens DSM 10523	WP_010942397.1	WP_015403969.1
OG0001709	Desulfocapsa_06_corrosive	WP_010942397.1	Utg323316_345
OG0001709	Desulfocapsa_13_biocide	WP_010942397.1	Utg857046_258
OG0001709	Desulfosediminicola flagellatus IMCC35005	WP_010942397.1	WP_136807983.1
OG0001709	Desulfosediminicola ganghwensis IMCC35004	WP_010942397.1	WP_136795145.1
OG0001709	Desulforhopalus vacuolatus DSM 9700	WP_010942397.1	WP_205218438.1
OG0001709	Desulfotalea psychrophila LSv54	WP_010942397.1	WP_011188091.1
OG0001711	Shewanella oneidensis MR-1	WP_010940751.1	WP_011074261.1
OG0001711	Desulfosediminicola ganghwensis IMCC35004	WP_010940751.1	WP_136795127.1
OG0001711	Desulfosediminicola flagellatus IMCC35005	WP_010940751.1	WP_228723303.1
OG0001711	Desulfocapsa_06_corrosive	WP_010940751.1	Utg323316_322
OG0001711	Desulfocapsa_13_biocide	WP_010940751.1	Utg857046_219
OG0001711	Desulfocapsa sulfexigens DSM 10523	WP_010940751.1	WP_015404002.1
OG0001711	Desulfotalea psychrophila LSv54	WP_010940751.1	WP_011188104.1
OG0001712	Desulfovibrio vulgaris DP4	WP_238525120.1	WP_011792164.1
OG0001712	Desulfocapsa sulfexigens DSM 10523	WP_238525120.1	WP_015404012.1
OG0001712	Desulfocapsa_06_corrosive	WP_238525120.1	Utg323316_312
OG0001712	Desulfocapsa_13_biocide	WP_238525120.1	Utg857046_209
OG0001712	Desulforhopalus vacuolatus DSM 9700	WP_238525120.1	WP_205219879.1
OG0001712	Desulfosediminicola flagellatus IMCC35005	WP_238525120.1	WP_167505724.1
OG0001712	Desulfovibrio ferrophilus IS5	WP_238525120.1	WP_126380798.1
OG0001720	Desulforhopalus vacuolatus DSM 9700	WP_010940830.1	WP_205219241.1
OG0001720	Desulfocapsa_06_corrosive	WP_010940830.1	Utg323262_98
OG0001720	Desulfocapsa_13_biocide	WP_010940830.1	Utg857076_35
OG0001720	Desulfocapsa sulfexigens DSM 10523	WP_010940830.1	WP_015404347.1
OG0001720	Desulfosediminicola ganghwensis IMCC35004	WP_010940830.1	WP_136796971.1
OG0001720	Desulfosediminicola flagellatus IMCC35005	WP_010940830.1	WP_136810052.1
OG0001720	Desulfotalea psychrophila LSv54	WP_010940830.1	WP_173362832.1
OG0001727	Desulfovibrio vulgaris DP4	WP_164930460.1	WP_011787356.1
OG0001727	Desulfosediminicola flagellatus IMCC35005	WP_164930460.1	WP_136810717.1
OG0001727	Desulfovibrio ferrophilus IS5	WP_164930460.1	WP_172961645.1
OG0001727	Desulfocapsa_13_biocide	WP_164930460.1	Utg859098_34, Utg859098_47, Utg860006_4
OG0001727	Desulfocapsa sulfexigens DSM 10523	WP_164930460.1	WP_015404491.1
OG0001729	Shewanella oneidensis MR-1	WP_010941848.1	WP_011070591.1
OG0001729	Desulfocapsa sulfexigens DSM 10523	WP_010941848.1	WP_015404557.1
OG0001729	Desulfovibrio vulgaris DP4	WP_010941848.1	WP_011792828.1
OG0001729	Desulfosediminicola ganghwensis IMCC35004	WP_010941848.1	WP_176360096.1
OG0001729	Desulfosediminicola flagellatus IMCC35005	WP_010941848.1	WP_136808069.1
OG0001729	Desulforhopalus vacuolatus DSM 9700	WP_010941848.1	WP_205218348.1
OG0001729	Desulfotalea psychrophila LSv54	WP_010941848.1	WP_011187942.1
OG0001732	Desulfocapsa_13_biocide	WP_010941850.1, WP_010941901.1	Utg857994_139
OG0001732	Desulfocapsa_06_corrosive	WP_010941850.1, WP_010941901.1	Utg323074_121
OG0001732	Desulfocapsa sulfexigens DSM 10523	WP_010941850.1, WP_010941901.1	WP_015404734.1
OG0001732	Desulfotalea psychrophila LSv54	WP_010941850.1, WP_010941901.1	WP_011189958.1
OG0001732	Desulfosediminicola flagellatus IMCC35005	WP_010941901.1	WP_136805438.1
OG0001732	Desulfosediminicola ganghwensis IMCC35004	WP_010941901.1	WP_136797766.1
OG0001733	Desulfosediminicola flagellatus IMCC35005	WP_010943982.1	WP_136807002.1
OG0001733	Desulfosediminicola ganghwensis IMCC35004	WP_010943982.1	WP_217907675.1
OG0001733	Desulfovibrio ferrophilus IS5	WP_010943982.1	WP_126380462.1
OG0001733	Desulfovibrio vulgaris DP4	WP_010943982.1	WP_011792840.1
OG0001733	Desulfocapsa sulfexigens DSM 10523	WP_010943982.1	WP_015404751.1
OG0001733	Desulfocapsa_06_corrosive	WP_010943982.1	Utg323392_201
OG0001733	Desulfocapsa_13_biocide	WP_010943982.1	Utg859388_26
OG0001735	Desulfocapsa sulfexigens DSM 10523	WP_010940775.1	WP_015404805.1
OG0001735	Desulfocapsa_13_biocide	WP_010940775.1	Utg859388_86
OG0001735	Desulfocapsa_06_corrosive	WP_010940775.1	Utg323392_135
OG0001735	Desulfosediminicola flagellatus IMCC35005	WP_010940775.1	WP_136805308.1
OG0001735	Desulfosediminicola ganghwensis IMCC35004	WP_010940775.1	WP_136798013.1
OG0001735	Desulfotalea psychrophila LSv54	WP_010940775.1	WP_011190018.1
OG0001735	Desulforhopalus vacuolatus DSM 9700	WP_010940775.1	WP_205219648.1
OG0001740	Desulfocapsa sulfexigens DSM 10523	WP_010940886.1	WP_015405058.1
OG0001740	Desulfocapsa_13_biocide	WP_010940886.1	Utg859432_78
OG0001740	Desulforhopalus vacuolatus DSM 9700	WP_010940886.1	WP_205217593.1
OG0001740	Desulfotalea psychrophila LSv54	WP_010940886.1	WP_011190342.1
OG0001740	Desulfovibrio ferrophilus IS5	WP_010940886.1	WP_126377818.1
OG0001740	Desulfosediminicola flagellatus IMCC35005	WP_010940886.1	WP_136810466.1
OG0001740	Desulfosediminicola ganghwensis IMCC35004	WP_010940886.1	WP_136796379.1
OG0001741	Desulfotalea psychrophila LSv54	WP_235044939.1	WP_198408690.1
OG0001741	Desulfosediminicola flagellatus IMCC35005	WP_235044939.1	WP_136810465.1
OG0001741	Desulfosediminicola ganghwensis IMCC35004	WP_235044939.1	WP_136796380.1
OG0001741	Desulforhopalus vacuolatus DSM 9700	WP_235044939.1	WP_205217320.1
OG0001741	Desulfovibrio ferrophilus IS5	WP_235044939.1	WP_126377820.1
OG0001741	Desulfocapsa sulfexigens DSM 10523	WP_235044939.1	WP_015405059.1
OG0001741	Desulfocapsa_13_biocide	WP_235044939.1	Utg859432_77
OG0001747	Desulfocapsa sulfexigens DSM 10523	WP_010941082.1	WP_015405290.1
OG0001747	Desulfocapsa_06_corrosive	WP_010941082.1	Utg323152_311
OG0001747	Desulfocapsa_13_biocide	WP_010941082.1	Utg859098_105
OG0001747	Desulfosediminicola flagellatus IMCC35005	WP_010941082.1	WP_136807893.1
OG0001747	Desulfotalea psychrophila LSv54	WP_010941082.1	WP_011189901.1
OG0001747	Desulfovibrio vulgaris DP4	WP_010941082.1	WP_010938212.1
OG0001747	Desulfovibrio ferrophilus IS5	WP_010941082.1	WP_126380656.1
OG0001748	Shewanella oneidensis MR-1	WP_010943672.1	WP_011073125.1
OG0001748	Desulfocapsa_06_corrosive	WP_010943672.1	Utg323152_338
OG0001748	Desulfocapsa_13_biocide	WP_010943672.1	Utg859098_79
OG0001748	Desulfocapsa sulfexigens DSM 10523	WP_010943672.1	WP_015405315.1
OG0001748	Desulfotalea psychrophila LSv54	WP_010943672.1	WP_011189926.1
OG0001748	Desulfosediminicola flagellatus IMCC35005	WP_010943672.1	WP_136807868.1
OG0001748	Desulfovibrio ferrophilus IS5	WP_010943672.1	WP_126377566.1
OG0001749	Shewanella oneidensis MR-1	WP_010943668.1	WP_011073123.1
OG0001749	Desulfotalea psychrophila LSv54	WP_010943668.1	WP_011189931.1
OG0001749	Desulfosediminicola flagellatus IMCC35005	WP_010943668.1	WP_136807861.1
OG0001749	Desulfocapsa sulfexigens DSM 10523	WP_010943668.1	WP_015405320.1
OG0001749	Desulfocapsa_06_corrosive	WP_010943668.1	Utg323152_343
OG0001749	Desulfocapsa_13_biocide	WP_010943668.1	Utg859098_73, Utg859076_45
OG0001750	Desulfotalea psychrophila LSv54	WP_010943666.1	WP_011189933.1
OG0001750	Desulfosediminicola flagellatus IMCC35005	WP_010943666.1	WP_136807859.1
OG0001750	Desulfocapsa_13_biocide	WP_010943666.1	Utg859098_71
OG0001750	Desulfocapsa_06_corrosive	WP_010943666.1	Utg323152_345
OG0001750	Desulfocapsa sulfexigens DSM 10523	WP_010943666.1	WP_015405322.1
OG0001750	Desulfovibrio ferrophilus IS5	WP_010943666.1	WP_126377556.1
OG0001750	Desulfovibrio vulgaris DP4	WP_010943666.1	WP_010937828.1
OG0001751	Shewanella oneidensis MR-1	WP_010943643.1	WP_011073120.1
OG0001751	Desulfocapsa_06_corrosive	WP_010943643.1	Utg323152_375
OG0001751	Desulfocapsa sulfexigens DSM 10523	WP_010943643.1	WP_015405327.1
OG0001751	Desulfotalea psychrophila LSv54	WP_010943643.1	WP_011188901.1
OG0001751	Desulfosediminicola flagellatus IMCC35005	WP_010943643.1	WP_136807853.1
OG0001751	Desulfocapsa_13_biocide	WP_010943643.1	Utg859098_68
OG0001751	Desulfovibrio ferrophilus IS5	WP_010943643.1	WP_126379404.1
OG0001752	Desulfocapsa_06_corrosive	WP_010941748.1	Utg323632_207
OG0001752	Desulfocapsa_13_biocide	WP_010941748.1	Utg858432_100
OG0001752	Desulfosediminicola ganghwensis IMCC35004	WP_010941748.1	WP_136795819.1
OG0001752	Desulfosediminicola flagellatus IMCC35005	WP_010941748.1	WP_167505800.1
OG0001752	Desulforhopalus vacuolatus DSM 9700	WP_010941748.1	WP_205220067.1
OG0001752	Desulfocapsa sulfexigens DSM 10523	WP_010941748.1	WP_015405351.1
OG0001752	Desulfotalea psychrophila LSv54	WP_010941748.1	WP_041277964.1
OG0001758	Desulforhopalus vacuolatus DSM 9700	WP_010943704.1	WP_205218747.1
OG0001758	Desulfosediminicola ganghwensis IMCC35004	WP_010943704.1	WP_136799252.1
OG0001758	Desulfosediminicola flagellatus IMCC35005	WP_010943704.1	WP_136806391.1
OG0001758	Desulfotalea psychrophila LSv54	WP_010943704.1	WP_011189510.1
OG0001758	Desulfocapsa sulfexigens DSM 10523	WP_010943704.1	WP_015405425.1
OG0001758	Desulfocapsa_13_biocide	WP_010943704.1	Utg859388_90
OG0001758	Desulfocapsa_06_corrosive	WP_010943704.1	Utg323392_131
OG0001759	Desulforhopalus vacuolatus DSM 9700	WP_010941565.1	WP_205219206.1
OG0001759	Desulfocapsa_06_corrosive	WP_010941565.1	Utg323074_58
OG0001759	Desulfocapsa_13_biocide	WP_010941565.1	Utg857994_44
OG0001759	Desulfocapsa sulfexigens DSM 10523	WP_010941565.1	WP_015405474.1
OG0001759	Desulfosediminicola ganghwensis IMCC35004	WP_010941565.1	WP_136796721.1
OG0001759	Desulfosediminicola flagellatus IMCC35005	WP_010941565.1	WP_136808290.1
OG0001759	Desulfotalea psychrophila LSv54	WP_010941565.1	WP_011189374.1
OG0001760	Desulforhopalus vacuolatus DSM 9700	WP_010941836.1	WP_205219204.1
OG0001760	Desulfosediminicola flagellatus IMCC35005	WP_010941836.1	WP_136808292.1
OG0001760	Desulfosediminicola ganghwensis IMCC35004	WP_010941836.1	WP_136796719.1
OG0001760	Desulfotalea psychrophila LSv54	WP_010941836.1	WP_011189376.1
OG0001760	Desulfocapsa_13_biocide	WP_010941836.1	Utg857994_46
OG0001760	Desulfocapsa_06_corrosive	WP_010941836.1	Utg323074_60
OG0001760	Desulfocapsa sulfexigens DSM 10523	WP_010941836.1	WP_015405476.1
OG0001761	Desulfotalea psychrophila LSv54	WP_010941837.1	WP_011189377.1
OG0001761	Desulforhopalus vacuolatus DSM 9700	WP_010941837.1	WP_205219203.1
OG0001761	Desulfocapsa sulfexigens DSM 10523	WP_010941837.1	WP_015405477.1
OG0001761	Desulfocapsa_06_corrosive	WP_010941837.1	Utg323074_62
OG0001761	Desulfocapsa_13_biocide	WP_010941837.1	Utg857994_48
OG0001761	Desulfosediminicola flagellatus IMCC35005	WP_010941837.1	WP_136808293.1
OG0001761	Desulfosediminicola ganghwensis IMCC35004	WP_010941837.1	WP_136796718.1
OG0001762	Desulfosediminicola ganghwensis IMCC35004	WP_010941838.1	WP_136796717.1
OG0001762	Desulfosediminicola flagellatus IMCC35005	WP_010941838.1	WP_136808294.1
OG0001762	Desulfotalea psychrophila LSv54	WP_010941838.1	WP_011189378.1
OG0001762	Desulfocapsa_06_corrosive	WP_010941838.1	Utg323074_63
OG0001762	Desulfocapsa_13_biocide	WP_010941838.1	Utg857994_49
OG0001762	Desulfocapsa sulfexigens DSM 10523	WP_010941838.1	WP_015405478.1
OG0001762	Desulforhopalus vacuolatus DSM 9700	WP_010941838.1	WP_205219202.1
OG0001764	Desulfosediminicola ganghwensis IMCC35004	WP_010941308.1	WP_136797975.1
OG0001764	Desulfosediminicola flagellatus IMCC35005	WP_010941308.1	WP_136805271.1
OG0001764	Desulfotalea psychrophila LSv54	WP_010941308.1	WP_041278057.1
OG0001764	Desulforhopalus vacuolatus DSM 9700	WP_010941308.1	WP_205218920.1
OG0001764	Desulfocapsa sulfexigens DSM 10523	WP_010941308.1	WP_015405556.1
OG0001764	Desulfocapsa_06_corrosive	WP_010941308.1	Utg323632_297
OG0001764	Desulfocapsa_13_biocide	WP_010941308.1	Utg866558_20
OG0001765	Desulfovibrio vulgaris DP4	WP_010942631.1	WP_011787323.1
OG0001765	Desulfovibrio vulgaris DP4	WP_010943809.1	WP_011791740.1
OG0001765	Desulfosediminicola flagellatus IMCC35005	WP_010943809.1	WP_167505896.1
OG0001765	Desulfosediminicola ganghwensis IMCC35004	WP_010943809.1	WP_136795126.1
OG0001765	Desulfocapsa_13_biocide	WP_010943809.1	Utg858432_153
OG0001765	Desulfocapsa sulfexigens DSM 10523	WP_010943809.1	WP_015405599.1
OG0001770	Desulfovibrio ferrophilus IS5	WP_010943687.1	WP_126378711.1
OG0001770	Desulfotalea psychrophila LSv54	WP_010943687.1	WP_011190133.1
OG0001770	Desulfosediminicola ganghwensis IMCC35004	WP_010943687.1	WP_228721382.1
OG0001770	Desulfosediminicola flagellatus IMCC35005	WP_010943687.1	WP_228723326.1
OG0001770	Desulfocapsa_06_corrosive	WP_010943687.1	Utg323632_112
OG0001770	Desulfocapsa_13_biocide	WP_010943687.1	Utg858432_53
OG0001770	Desulfocapsa sulfexigens DSM 10523	WP_010943687.1	WP_015405678.1
OG0001776	Shewanella oneidensis MR-1	WP_010942499.1	WP_011072078.1
OG0001776	Desulforhopalus vacuolatus DSM 9700	WP_010942499.1	WP_205219142.1
OG0001776	Desulfocapsa sulfexigens DSM 10523	WP_010942499.1	WP_052326997.1
OG0001776	Desulfocapsa_06_corrosive	WP_010942499.1	Utg323074_200, Utg323262_8, Utg323152_519
OG0001776	Desulfovibrio vulgaris DP4	WP_010942499.1	WP_011792831.1
OG0001779	Desulfosediminicola ganghwensis IMCC35004	WP_010940833.1	WP_136796049.1
OG0001779	Desulfosediminicola flagellatus IMCC35005	WP_010940833.1	WP_136810641.1
OG0001779	Desulfocapsa sulfexigens DSM 10523	WP_010940833.1	WP_153304809.1
OG0001779	Desulfocapsa_13_biocide	WP_010940833.1	Utg859432_44
OG0001779	Desulfocapsa_06_corrosive	WP_010940833.1	Utg323140_183
OG0001779	Desulforhopalus vacuolatus DSM 9700	WP_010940833.1	WP_205219325.1
OG0001779	Desulfotalea psychrophila LSv54	WP_010940833.1	WP_011187679.1
OG0001782	Desulforhopalus vacuolatus DSM 9700	WP_010941782.1	WP_205218704.1
OG0001782	Desulfotalea psychrophila LSv54	WP_010941782.1	WP_011187703.1
OG0001782	Desulfocapsa sulfexigens DSM 10523	WP_010941782.1	WP_228130047.1
OG0001782	Desulfocapsa_06_corrosive	WP_010941782.1	Utg323180_14
OG0001782	Desulfocapsa_13_biocide	WP_010941782.1	Utg859750_32
OG0001782	Desulfosediminicola flagellatus IMCC35005	WP_010941782.1	WP_136805166.1, WP_136809629.1
OG0001783	Shewanella oneidensis MR-1	WP_010941553.1	WP_011072265.1
OG0001783	Desulfosediminicola flagellatus IMCC35005	WP_010941553.1	WP_136807474.1
OG0001783	Desulfosediminicola ganghwensis IMCC35004	WP_010941553.1	WP_136799194.1
OG0001783	Desulfovibrio ferrophilus IS5	WP_010941553.1	WP_126379527.1
OG0001783	Desulfovibrio vulgaris DP4	WP_010941553.1	WP_010938488.1
OG0001783	Desulfocapsa_13_biocide	WP_010941553.1	Utg859098_364
OG0001783	Desulfocapsa_06_corrosive	WP_010941553.1	Utg323152_36
OG0001786	Desulfocapsa_06_corrosive	WP_010941997.1	Utg323180_535
OG0001786	Shewanella oneidensis MR-1	WP_010941997.1	WP_011074412.1, WP_011071259.1
OG0001786	Desulfocapsa_13_biocide	WP_010941997.1	Utg859432_4
OG0001786	Desulfosediminicola flagellatus IMCC35005	WP_010941997.1	WP_136809045.1
OG0001790	Desulfovibrio vulgaris DP4	WP_010940765.1	WP_011791852.1
OG0001790	Desulfocapsa_06_corrosive	WP_010940765.1	Utg323262_76
OG0001790	Desulfocapsa_13_biocide	WP_010940765.1	Utg857076_56
OG0001790	Desulfovibrio ferrophilus IS5	WP_010940765.1	WP_126379998.1, WP_126376775.1
OG0001790	Desulfosediminicola ganghwensis IMCC35004	WP_010940765.1	WP_136795996.1
OG0001790	Desulfosediminicola flagellatus IMCC35005	WP_010940765.1	WP_136807357.1
OG0001794	Shewanella oneidensis MR-1	WP_010942219.1	WP_011071194.1
OG0001794	Desulfocapsa_13_biocide	WP_010942027.1	Utg861448_23
OG0001794	Desulfocapsa_06_corrosive	WP_010942027.1	Utg323262_196
OG0001795	Shewanella oneidensis MR-1	WP_010942100.1	WP_011073868.1
OG0001795	Desulfosediminicola ganghwensis IMCC35004	WP_010942100.1	WP_228721464.1
OG0001795	Desulfotalea psychrophila LSv54	WP_010942100.1	WP_011188878.1
OG0001795	Desulfocapsa_06_corrosive	WP_010942100.1	Utg323300_337, Utg323300_90
OG0001800	Shewanella oneidensis MR-1	WP_010943585.1	WP_011070874.1
OG0001800	Desulfosediminicola ganghwensis IMCC35004	WP_010943585.1	WP_136795498.1
OG0001800	Desulfosediminicola flagellatus IMCC35005	WP_010943585.1	WP_136809531.1
OG0001800	Desulfocapsa_06_corrosive	WP_010943585.1	Utg323632_117
OG0001800	Desulfocapsa_13_biocide	WP_010943585.1	Utg861448_34
OG0001800	Desulfovibrio ferrophilus IS5	WP_010943585.1	WP_126380893.1
OG0001800	Desulfotalea psychrophila LSv54	WP_010943585.1	WP_011189019.1
OG0001801	Shewanella oneidensis MR-1	WP_010940713.1	WP_011070956.1
OG0001801	Desulfotalea psychrophila LSv54	WP_010940713.1	WP_011189548.1
OG0001801	Desulfovibrio ferrophilus IS5	WP_010940713.1	WP_172961780.1
OG0001801	Desulfosediminicola flagellatus IMCC35005	WP_010940713.1	WP_136808557.1
OG0001801	Desulfosediminicola ganghwensis IMCC35004	WP_010940713.1	WP_136795381.1
OG0001801	Desulfocapsa_06_corrosive	WP_010940713.1	Utg323632_304
OG0001801	Desulfocapsa_13_biocide	WP_010940713.1	Utg866558_12
OG0001803	Desulforhopalus vacuolatus DSM 9700	WP_235044938.1, WP_010940860.1	WP_205219116.1
OG0001803	Desulfosediminicola flagellatus IMCC35005	WP_235044938.1, WP_010940860.1	WP_136805541.1
OG0001803	Desulfosediminicola ganghwensis IMCC35004	WP_235044938.1, WP_010940860.1	WP_136797846.1
OG0001803	Desulfotalea psychrophila LSv54	WP_235044938.1, WP_010940860.1	WP_011187809.1
OG0001803	Desulfocapsa_06_corrosive	WP_235044938.1, WP_010940860.1	Utg324810_2
OG0001803	Desulfocapsa_13_biocide	WP_235044938.1, WP_010940860.1	Utg859982_110
OG0001810	Shewanella oneidensis MR-1	WP_010942743.1	WP_011072747.1
OG0001810	Desulfovibrio vulgaris DP4	WP_010942743.1	WP_010937899.1
OG0001810	Desulfosediminicola flagellatus IMCC35005	WP_010942743.1	WP_136808785.1, WP_136805827.1
OG0001810	Desulfovibrio ferrophilus IS5	WP_010942743.1	WP_126375649.1
OG0001810	Desulfosediminicola ganghwensis IMCC35004	WP_010942743.1	WP_136796186.1
OG0001810	Desulfocapsa_13_biocide	WP_010942743.1	Utg859982_191
OG0001814	Desulfosediminicola flagellatus IMCC35005	WP_010942593.1	WP_136805678.1
OG0001814	Desulfosediminicola ganghwensis IMCC35004	WP_010942593.1	WP_136795753.1, WP_167495645.1, WP_136799921.1, WP_167495905.1, WP_136797195.1, WP_136799845.1
OG0001816	Shewanella oneidensis MR-1	WP_010943390.1	WP_011073911.1
OG0001816	Desulfosediminicola flagellatus IMCC35005	WP_010943390.1	WP_136809975.1, WP_136808842.1
OG0001816	Desulfosediminicola ganghwensis IMCC35004	WP_010943390.1	WP_136799394.1, WP_136799156.1
OG0001816	Desulfovibrio ferrophilus IS5	WP_010943390.1	WP_126380033.1
OG0001816	Desulfovibrio vulgaris DP4	WP_010943390.1	WP_010940392.1
OG0001818	Shewanella oneidensis MR-1	WP_010940780.1, WP_010942924.1, WP_235044896.1, WP_010943873.1	WP_011070884.1
OG0001818	Desulfosediminicola flagellatus IMCC35005	WP_010940780.1, WP_010942924.1, WP_235044896.1	WP_167505819.1
OG0001818	Desulfosediminicola ganghwensis IMCC35004	WP_010940780.1, WP_010942924.1, WP_235044896.1	WP_167495698.1
OG0001818	Desulfosediminicola flagellatus IMCC35005	WP_010943873.1	WP_217909551.1
OG0001820	Shewanella oneidensis MR-1	WP_010941492.1	WP_011071178.1
OG0001820	Desulfosediminicola flagellatus IMCC35005	WP_010941492.1	WP_217909632.1
OG0001820	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941492.1	WP_054608962.1, WP_009560954.1
