Orthogroup	Species	Shewanella oneidensis MR-1	Orthologs
OG0001745	Desulfotalea psychrophila LSv54	WP_011071877.1	WP_011189871.1
OG0001745	Desulfosediminicola ganghwensis IMCC35004	WP_011071877.1	WP_136795834.1
OG0001745	Desulfosediminicola flagellatus IMCC35005	WP_011071877.1	WP_136806298.1
OG0001745	Desulfocapsa_06_corrosive	WP_011071877.1	Utg323152_41
OG0001745	Desulfocapsa_13_biocide	WP_011071877.1	Utg859098_360
OG0001745	Desulfocapsa sulfexigens DSM 10523	WP_011071877.1	WP_015405207.1
OG0001746	Desulfosediminicola flagellatus IMCC35005	WP_011071876.1	WP_136806297.1
OG0001746	Desulfosediminicola ganghwensis IMCC35004	WP_011071876.1	WP_136795835.1
OG0001746	Desulfotalea psychrophila LSv54	WP_011071876.1	WP_011189872.1
OG0001746	Desulforhopalus vacuolatus DSM 9700	WP_011071876.1	WP_205218147.1
OG0001746	Desulfocapsa_13_biocide	WP_011071876.1	Utg859098_361
OG0001746	Desulfocapsa_06_corrosive	WP_011071876.1	Utg323152_40
OG0001746	Desulfocapsa sulfexigens DSM 10523	WP_011071876.1	WP_015405208.1
OG0001748	Desulfocapsa_06_corrosive	WP_011073125.1	Utg323152_338
OG0001748	Desulfocapsa_13_biocide	WP_011073125.1	Utg859098_79
OG0001748	Desulfocapsa sulfexigens DSM 10523	WP_011073125.1	WP_015405315.1
OG0001748	Desulfotalea psychrophila LSv54	WP_011073125.1	WP_011189926.1
OG0001748	Desulfosediminicola flagellatus IMCC35005	WP_011073125.1	WP_136807868.1
OG0001748	Desulfovibrio ferrophilus IS5	WP_011073125.1	WP_126377566.1
OG0001748	Geobacter sulfurreducens PCA	WP_011073125.1	WP_010943672.1
OG0001749	Geobacter sulfurreducens PCA	WP_011073123.1	WP_010943668.1
OG0001749	Desulfosediminicola flagellatus IMCC35005	WP_011073123.1	WP_136807861.1
OG0001749	Desulfocapsa sulfexigens DSM 10523	WP_011073123.1	WP_015405320.1
OG0001749	Desulfocapsa_06_corrosive	WP_011073123.1	Utg323152_343
OG0001749	Desulfocapsa_13_biocide	WP_011073123.1	Utg859098_73, Utg859076_45
OG0001749	Desulfotalea psychrophila LSv54	WP_011073123.1	WP_011189931.1
OG0001751	Geobacter sulfurreducens PCA	WP_011073120.1	WP_010943643.1
OG0001751	Desulfocapsa_06_corrosive	WP_011073120.1	Utg323152_375
OG0001751	Desulfocapsa sulfexigens DSM 10523	WP_011073120.1	WP_015405327.1
OG0001751	Desulfotalea psychrophila LSv54	WP_011073120.1	WP_011188901.1
OG0001751	Desulfosediminicola flagellatus IMCC35005	WP_011073120.1	WP_136807853.1
OG0001751	Desulfocapsa_13_biocide	WP_011073120.1	Utg859098_68
OG0001751	Desulfovibrio ferrophilus IS5	WP_011073120.1	WP_126379404.1
OG0001755	Desulforhopalus vacuolatus DSM 9700	WP_011072251.1	WP_205218153.1
OG0001755	Desulfocapsa sulfexigens DSM 10523	WP_011072251.1	WP_015405382.1
OG0001755	Desulfocapsa_13_biocide	WP_011072251.1	Utg859388_137
OG0001755	Desulfocapsa_06_corrosive	WP_011072251.1	Utg323392_98
OG0001755	Desulfosediminicola ganghwensis IMCC35004	WP_011072251.1	WP_136795841.1
OG0001755	Desulfosediminicola flagellatus IMCC35005	WP_011072251.1	WP_136806291.1
OG0001755	Desulfotalea psychrophila LSv54	WP_011072251.1	WP_011189448.1
OG0001756	Desulfosediminicola ganghwensis IMCC35004	WP_011074252.1	WP_136795846.1
OG0001756	Desulfosediminicola flagellatus IMCC35005	WP_011074252.1	WP_136806287.1
OG0001756	Desulfotalea psychrophila LSv54	WP_011074252.1	WP_011189456.1
OG0001756	Desulforhopalus vacuolatus DSM 9700	WP_011074252.1	WP_205218156.1
OG0001756	Desulfocapsa sulfexigens DSM 10523	WP_011074252.1	WP_015405386.1
OG0001756	Desulfocapsa_06_corrosive	WP_011074252.1	Utg323392_103
OG0001756	Desulfocapsa_13_biocide	WP_011074252.1	Utg859388_133
OG0001763	Desulfosediminicola ganghwensis IMCC35004	WP_011070590.1	WP_136798864.1
OG0001763	Desulfocapsa_06_corrosive	WP_011070590.1	Utg323632_373, Utg323632_374
OG0001763	Desulfocapsa_13_biocide	WP_011070590.1	Utg861448_7, Utg861448_6
OG0001763	Desulfocapsa sulfexigens DSM 10523	WP_011070590.1	WP_015405520.1
OG0001763	Desulfosediminicola flagellatus IMCC35005	WP_011070590.1	WP_136809389.1
OG0001766	Desulfotalea psychrophila LSv54	WP_011072006.1, WP_011072172.1	WP_011188311.1
OG0001766	Desulfosediminicola ganghwensis IMCC35004	WP_011072006.1, WP_011072172.1	WP_136795945.1
OG0001766	Desulfosediminicola flagellatus IMCC35005	WP_011072006.1, WP_011072172.1	WP_136806116.1
OG0001766	Desulfocapsa sulfexigens DSM 10523	WP_011072006.1, WP_011072172.1	WP_167320718.1, WP_015405640.1
OG0001766	Desulfocapsa_06_corrosive	WP_011072006.1, WP_011072172.1	Utg324810_24
OG0001769	Desulfotalea psychrophila LSv54	WP_011071394.1	WP_011190125.1
OG0001769	Desulforhopalus vacuolatus DSM 9700	WP_011071394.1	WP_205217645.1
OG0001769	Desulfocapsa_06_corrosive	WP_011071394.1	Utg323632_132
OG0001769	Desulfocapsa_13_biocide	WP_011071394.1	Utg858432_83
OG0001769	Desulfocapsa sulfexigens DSM 10523	WP_011071394.1	WP_015405661.1
OG0001769	Desulfosediminicola ganghwensis IMCC35004	WP_011071394.1	WP_136798747.1
OG0001769	Desulfosediminicola flagellatus IMCC35005	WP_011071394.1	WP_136805134.1
OG0001774	Desulfosediminicola flagellatus IMCC35005	WP_011070561.1	WP_136807541.1
OG0001774	Desulfosediminicola ganghwensis IMCC35004	WP_011070561.1	WP_136799212.1
OG0001774	Desulforhopalus vacuolatus DSM 9700	WP_011070561.1	WP_205219614.1
OG0001774	Desulfocapsa_13_biocide	WP_011070561.1	Utg859098_271
OG0001774	Desulfocapsa_06_corrosive	WP_011070561.1	Utg323152_144
OG0001774	Desulfocapsa sulfexigens DSM 10523	WP_011070561.1	WP_041917045.1
OG0001774	Desulfotalea psychrophila LSv54	WP_011070561.1	WP_011188854.1
OG0001776	Desulforhopalus vacuolatus DSM 9700	WP_011072078.1	WP_205219142.1
OG0001776	Geobacter sulfurreducens PCA	WP_011072078.1	WP_010942499.1
OG0001776	Desulfocapsa sulfexigens DSM 10523	WP_011072078.1	WP_052326997.1
OG0001776	Desulfocapsa_06_corrosive	WP_011072078.1	Utg323074_200, Utg323262_8, Utg323152_519
OG0001776	Desulfovibrio vulgaris DP4	WP_011072078.1	WP_011792831.1
OG0001777	Desulfovibrio ferrophilus IS5	WP_011071366.1	WP_126377448.1
OG0001777	Desulfovibrio vulgaris DP4	WP_011071366.1	WP_010940333.1
OG0001777	Desulfocapsa_13_biocide	WP_011071366.1	Utg857682_37
OG0001777	Desulfocapsa sulfexigens DSM 10523	WP_011071366.1	WP_153304785.1
OG0001777	Desulforhopalus vacuolatus DSM 9700	WP_011071366.1	WP_205217420.1
OG0001777	Desulfosediminicola ganghwensis IMCC35004	WP_011071366.1	WP_136796671.1
OG0001777	Desulfosediminicola flagellatus IMCC35005	WP_011071366.1	WP_136808346.1
OG0001783	Desulfovibrio ferrophilus IS5	WP_011072265.1	WP_126379527.1
OG0001783	Desulfovibrio vulgaris DP4	WP_011072265.1	WP_010938488.1
OG0001783	Desulfocapsa_13_biocide	WP_011072265.1	Utg859098_364
OG0001783	Desulfocapsa_06_corrosive	WP_011072265.1	Utg323152_36
OG0001783	Geobacter sulfurreducens PCA	WP_011072265.1	WP_010941553.1
OG0001783	Desulfosediminicola flagellatus IMCC35005	WP_011072265.1	WP_136807474.1
OG0001783	Desulfosediminicola ganghwensis IMCC35004	WP_011072265.1	WP_136799194.1
OG0001784	Desulfosediminicola flagellatus IMCC35005	WP_164925781.1	WP_136809535.1
OG0001784	Desulfosediminicola ganghwensis IMCC35004	WP_164925781.1	WP_228721424.1
OG0001784	Desulfovibrio ferrophilus IS5	WP_164925781.1	WP_126376577.1
OG0001784	Desulfocapsa_06_corrosive	WP_164925781.1	Utg323152_407
OG0001784	Desulfocapsa_13_biocide	WP_164925781.1	Utg859982_187
OG0001784	Desulfotalea psychrophila LSv54	WP_164925781.1	WP_011187532.1, WP_011187533.1
OG0001785	Desulfosediminicola ganghwensis IMCC35004	WP_011073369.1	WP_136797408.1
OG0001785	Desulfocapsa_06_corrosive	WP_011073748.1	Utg323180_531
OG0001785	Desulfocapsa_13_biocide	WP_011073748.1	Utg860814_125
OG0001785	Desulfosediminicola flagellatus IMCC35005	WP_011073748.1	WP_217909557.1
OG0001785	Desulfosediminicola ganghwensis IMCC35004	WP_011073748.1	WP_217907705.1
OG0001785	Desulfovibrio ferrophilus IS5	WP_011073748.1	WP_126378171.1
OG0001786	Geobacter sulfurreducens PCA	WP_011074412.1, WP_011071259.1	WP_010941997.1
OG0001786	Desulfosediminicola flagellatus IMCC35005	WP_011074412.1, WP_011071259.1	WP_136809045.1
OG0001786	Desulfocapsa_13_biocide	WP_011074412.1, WP_011071259.1	Utg859432_4
OG0001786	Desulfocapsa_06_corrosive	WP_011074412.1, WP_011071259.1	Utg323180_535
OG0001786	Desulfosediminicola flagellatus IMCC35005	WP_011074413.1	WP_136809029.1
OG0001787	Desulfovibrio vulgaris DP4	WP_011072782.1	WP_010937897.1
OG0001787	Desulfovibrio ferrophilus IS5	WP_011072782.1	WP_126380010.1
OG0001787	Desulfosediminicola ganghwensis IMCC35004	WP_011072782.1	WP_136796638.1
OG0001787	Desulfosediminicola flagellatus IMCC35005	WP_011072782.1	WP_136808378.1
OG0001787	Desulfocapsa_06_corrosive	WP_011072782.1	Utg323180_568
OG0001787	Desulfocapsa_13_biocide	WP_011072782.1	Utg860814_152, Utg860814_153
OG0001794	Geobacter sulfurreducens PCA	WP_011071194.1	WP_010942219.1
OG0001794	Desulfocapsa_13_biocide	WP_164925876.1	Utg857682_150
OG0001795	Desulfotalea psychrophila LSv54	WP_011073868.1	WP_011188878.1
OG0001795	Desulfocapsa_06_corrosive	WP_011073868.1	Utg323300_337, Utg323300_90, Utg323300_91
OG0001795	Geobacter sulfurreducens PCA	WP_011073868.1	WP_010942100.1
OG0001795	Desulfosediminicola ganghwensis IMCC35004	WP_011073868.1	WP_228721464.1, WP_136799013.1
OG0001798	Desulfovibrio vulgaris DP4	WP_011070830.1	WP_011791691.1
OG0001798	Desulfovibrio ferrophilus IS5	WP_011070830.1	WP_126375577.1
OG0001798	Desulfotalea psychrophila LSv54	WP_011070830.1	WP_011188260.1
OG0001798	Desulfocapsa_06_corrosive	WP_011070830.1	Utg323392_210
OG0001798	Desulfocapsa_13_biocide	WP_011070830.1	Utg857076_8
OG0001798	Desulfosediminicola flagellatus IMCC35005	WP_011070830.1	WP_136805783.1
OG0001798	Desulfosediminicola ganghwensis IMCC35004	WP_011070830.1	WP_136799890.1
OG0001799	Desulfosediminicola ganghwensis IMCC35004	WP_011071037.1	WP_136795408.1
OG0001799	Desulfosediminicola flagellatus IMCC35005	WP_011071037.1	WP_136808585.1
OG0001799	Desulforhopalus vacuolatus DSM 9700	WP_011071037.1	WP_205218362.1
OG0001799	Desulfotalea psychrophila LSv54	WP_011071037.1	WP_011187590.1
OG0001799	Desulfocapsa_06_corrosive	WP_011071037.1	Utg323448_120
OG0001799	Desulfovibrio vulgaris DP4	WP_011071037.1	WP_223294678.1
OG0001799	Desulfovibrio ferrophilus IS5	WP_011071037.1	WP_126375646.1
OG0001800	Desulfocapsa_13_biocide	WP_011070874.1	Utg861448_34
OG0001800	Desulfovibrio ferrophilus IS5	WP_011070874.1	WP_126380893.1
OG0001800	Desulfotalea psychrophila LSv54	WP_011070874.1	WP_011189019.1
OG0001800	Geobacter sulfurreducens PCA	WP_011070874.1	WP_010943585.1
OG0001800	Desulfosediminicola ganghwensis IMCC35004	WP_011070874.1	WP_136795498.1
OG0001800	Desulfosediminicola flagellatus IMCC35005	WP_011070874.1	WP_136809531.1
OG0001800	Desulfocapsa_06_corrosive	WP_011070874.1	Utg323632_117
OG0001801	Geobacter sulfurreducens PCA	WP_011070956.1	WP_010940713.1
OG0001801	Desulfosediminicola flagellatus IMCC35005	WP_011070956.1	WP_136808557.1
OG0001801	Desulfosediminicola ganghwensis IMCC35004	WP_011070956.1	WP_136795381.1
OG0001801	Desulfocapsa_06_corrosive	WP_011070956.1	Utg323632_304
OG0001801	Desulfocapsa_13_biocide	WP_011070956.1	Utg866558_12
OG0001801	Desulfovibrio ferrophilus IS5	WP_011070956.1	WP_172961780.1
OG0001801	Desulfotalea psychrophila LSv54	WP_011070956.1	WP_011189548.1
OG0001802	Desulfotalea psychrophila LSv54	WP_011073436.1, WP_011071964.1	WP_011190474.1
OG0001802	Desulforhopalus vacuolatus DSM 9700	WP_011073436.1, WP_011071964.1	WP_205218741.1
OG0001802	Desulfosediminicola ganghwensis IMCC35004	WP_011073436.1, WP_011071964.1	WP_136798270.1
OG0001802	Desulfosediminicola flagellatus IMCC35005	WP_011073436.1, WP_011071964.1	WP_136808464.1
OG0001802	Desulfocapsa_06_corrosive	WP_011073436.1, WP_011071964.1	Utg324548_23
OG0001802	Desulfocapsa_13_biocide	WP_011073436.1, WP_011071964.1	Utg859236_46
OG0001804	Desulfosediminicola flagellatus IMCC35005	WP_011072262.1	WP_136807748.1
OG0001804	Desulfocapsa_13_biocide	WP_011072262.1	Utg861744_98
OG0001804	Desulfocapsa_06_corrosive	WP_011072262.1	Utg324810_85
OG0001804	Desulfovibrio vulgaris DP4	WP_011072262.1	WP_011792048.1
OG0001804	Desulfovibrio ferrophilus IS5	WP_011072262.1	WP_126379870.1
OG0001804	Desulfotalea psychrophila LSv54	WP_011072262.1	WP_011189427.1
OG0001804	Desulfosediminicola ganghwensis IMCC35004	WP_011072262.1	WP_136796351.1
OG0001805	Desulfocapsa_13_biocide	WP_011070702.1	Utg858494_45
OG0001805	Desulfosediminicola flagellatus IMCC35005	WP_011070702.1	WP_136806970.1
OG0001805	Desulfotalea psychrophila LSv54	WP_011070702.1	WP_041277532.1, WP_011189483.1
OG0001805	Desulfosediminicola ganghwensis IMCC35004	WP_011070702.1	WP_136796179.1, WP_136796269.1, WP_228721467.1
OG0001807	Desulfovibrio vulgaris DP4	WP_011071489.1	WP_011793135.1
OG0001807	Desulfosediminicola flagellatus IMCC35005	WP_011071489.1	WP_136807578.1, WP_136810323.1
OG0001807	Desulfovibrio ferrophilus IS5	WP_011071489.1	WP_126380047.1
OG0001807	Desulfocapsa_13_biocide	WP_011071489.1	Utg858494_74, Utg863716_7
OG0001807	Desulfosediminicola ganghwensis IMCC35004	WP_011071489.1	WP_136796250.1
OG0001809	Desulfosediminicola flagellatus IMCC35005	WP_011072070.1	WP_136809611.1
OG0001809	Desulfocapsa_13_biocide	WP_011072070.1	Utg859236_63
OG0001809	Desulfosediminicola ganghwensis IMCC35004	WP_011072070.1	WP_136799475.1, WP_136798217.1
OG0001809	Desulfovibrio vulgaris DP4	WP_011072070.1	WP_010939915.1
OG0001809	Desulfotalea psychrophila LSv54	WP_011072070.1	WP_011188746.1, WP_041278495.1
OG0001810	Geobacter sulfurreducens PCA	WP_011072747.1	WP_010942743.1
OG0001810	Desulfovibrio vulgaris DP4	WP_011072747.1	WP_010937899.1
OG0001810	Desulfosediminicola flagellatus IMCC35005	WP_011072747.1	WP_136808785.1, WP_136805827.1
OG0001810	Desulfovibrio ferrophilus IS5	WP_011072747.1	WP_126375649.1
OG0001810	Desulfosediminicola ganghwensis IMCC35004	WP_011072747.1	WP_136796186.1
OG0001810	Desulfocapsa_13_biocide	WP_011072747.1	Utg859982_191
OG0001811	Desulfovibrio ferrophilus IS5	WP_011072746.1	WP_126375648.1
OG0001811	Desulfovibrio vulgaris DP4	WP_011072746.1	WP_011792810.1
OG0001811	Desulfosediminicola flagellatus IMCC35005	WP_011072746.1	WP_176371627.1, WP_136805826.1
OG0001811	Desulfosediminicola ganghwensis IMCC35004	WP_011072746.1	WP_136796185.1
OG0001811	Desulfocapsa_13_biocide	WP_011072746.1	Utg859982_193, Utg859982_192
OG0001812	Desulfovibrio ferrophilus IS5	WP_011073996.1	WP_126379938.1
OG0001812	Desulforhopalus vacuolatus DSM 9700	WP_011073996.1	WP_205220300.1, WP_205220241.1
OG0001812	Desulfovibrio vulgaris DP4	WP_011073996.1	WP_010938391.1
OG0001812	Desulfotalea psychrophila LSv54	WP_011073996.1	WP_041277611.1
OG0001812	Desulfosediminicola flagellatus IMCC35005	WP_011073996.1	WP_136805451.1
OG0001812	Desulfosediminicola ganghwensis IMCC35004	WP_011073996.1	WP_136796531.1
OG0001815	Desulfotalea psychrophila LSv54	WP_011072474.1	WP_041277602.1
OG0001815	Desulfosediminicola flagellatus IMCC35005	WP_011072474.1	WP_136809740.1, WP_136808605.1
OG0001815	Desulfosediminicola ganghwensis IMCC35004	WP_011072474.1	WP_136799073.1, WP_136795417.1
OG0001815	Desulfovibrio ferrophilus IS5	WP_011072474.1	WP_126376583.1
OG0001815	Desulfovibrio vulgaris DP4	WP_011072474.1	WP_010940059.1
OG0001816	Geobacter sulfurreducens PCA	WP_011073911.1	WP_010943390.1
OG0001816	Desulfovibrio vulgaris DP4	WP_011073911.1	WP_010940392.1
OG0001816	Desulfovibrio ferrophilus IS5	WP_011073911.1	WP_126380033.1
OG0001816	Desulfosediminicola flagellatus IMCC35005	WP_011073911.1	WP_136809975.1, WP_136808842.1
OG0001816	Desulfosediminicola ganghwensis IMCC35004	WP_011073911.1	WP_136799394.1, WP_136799156.1
OG0001817	Desulfovibrio vulgaris DP4	WP_238560610.1, WP_011071376.1	WP_011792415.1
OG0001817	Desulfosediminicola flagellatus IMCC35005	WP_238560610.1, WP_011071376.1	WP_167505862.1, WP_136810406.1
OG0001817	Desulfovibrio ferrophilus IS5	WP_238560610.1, WP_011071376.1	WP_126380625.1, WP_126376124.1, WP_126380736.1
OG0001818	Desulfosediminicola ganghwensis IMCC35004	WP_011070884.1	WP_167495698.1
OG0001818	Geobacter sulfurreducens PCA	WP_011070884.1	WP_010940780.1, WP_010942924.1, WP_235044896.1, WP_010943873.1
OG0001818	Desulfosediminicola flagellatus IMCC35005	WP_011070884.1	WP_167505819.1, WP_217909551.1
OG0001819	Desulfosediminicola flagellatus IMCC35005	WP_011071741.1, WP_011071742.1	WP_136806249.1
OG0001819	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071741.1	WP_012607524.1, WP_233459600.1
OG0001819	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071742.1	WP_012537282.1, WP_009560708.1
OG0001820	Geobacter sulfurreducens PCA	WP_011071178.1	WP_010941492.1
OG0001820	Desulfovibrio ferrophilus IS5	WP_011071178.1	WP_126376375.1
OG0001820	Desulfotalea psychrophila LSv54	WP_011071178.1	WP_011188528.1
OG0001820	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071178.1	WP_054608962.1, WP_009560954.1
OG0001820	Desulfosediminicola flagellatus IMCC35005	WP_011071178.1	WP_217909632.1
OG0001821	Desulfosediminicola flagellatus IMCC35005	WP_011071271.1	WP_136808715.1
OG0001821	Geobacter sulfurreducens PCA	WP_011071271.1	WP_010943172.1
OG0001821	Desulfovibrio ferrophilus IS5	WP_011071271.1	WP_126377435.1
OG0001821	Desulfocapsa_13_biocide	WP_011071271.1	Utg857682_49
OG0001821	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071271.1	WP_009560977.1
OG0001821	Desulfocapsa sulfexigens DSM 10523	WP_011071271.1	WP_015402747.1
OG0001822	Desulfosediminicola ganghwensis IMCC35004	WP_011074334.1	WP_167495752.1
OG0001822	Desulfosediminicola flagellatus IMCC35005	WP_011074334.1	WP_136805217.1
OG0001822	Desulfocapsa sulfexigens DSM 10523	WP_011074334.1	WP_015403242.1
OG0001822	Desulforhopalus vacuolatus DSM 9700	WP_011074334.1	WP_205218057.1
OG0001822	Desulfocapsa_06_corrosive	WP_011074334.1	Utg323262_59
OG0001822	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074334.1	WP_009561113.1
OG0001823	Desulfovibrio vulgaris DP4	WP_011073262.1, WP_011073700.1, WP_011073280.1	WP_010938920.1
OG0001823	Desulfovibrio ferrophilus IS5	WP_011073262.1, WP_011073700.1, WP_011073280.1	WP_126376946.1
OG0001823	Geobacter sulfurreducens PCA	WP_011073262.1, WP_011073700.1, WP_011073280.1	WP_010942531.1
OG0001823	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073262.1, WP_011073700.1, WP_011073280.1	WP_009561155.1
OG0001827	Desulfovibrio vulgaris DP4	WP_164925810.1, WP_011073964.1	WP_011792533.1
OG0001827	Desulforhopalus vacuolatus DSM 9700	WP_164925810.1, WP_011073964.1	WP_205220195.1
OG0001827	Acidithiobacillus ferrooxidans YNTRS-40	WP_164925810.1, WP_011073964.1	WP_009569096.1
OG0001827	Desulfosediminicola flagellatus IMCC35005	WP_164925810.1, WP_011073964.1	WP_136810862.1
OG0001827	Desulfotalea psychrophila LSv54	WP_011073964.1	WP_011188432.1
OG0001829	Desulforhopalus vacuolatus DSM 9700	WP_011074360.1	WP_205220088.1, WP_205219307.1, WP_205218980.1
OG0001829	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074360.1	WP_054608787.1, WP_012535782.1
OG0001829	Desulfovibrio vulgaris DP4	WP_011074360.1	WP_043629397.1
OG0001831	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072743.1	WP_012535966.1
OG0001831	Desulfosediminicola flagellatus IMCC35005	WP_011072743.1	WP_136806614.1
OG0001831	Desulfosediminicola ganghwensis IMCC35004	WP_011072743.1	WP_136796801.1, WP_136798847.1
OG0001831	Geobacter sulfurreducens PCA	WP_011072743.1	WP_010941357.1
OG0001831	Desulfovibrio vulgaris DP4	WP_011072743.1	WP_258312739.1
OG0001834	Desulforhopalus vacuolatus DSM 9700	WP_011072512.1, WP_011072260.1	WP_205219836.1
OG0001834	Geobacter sulfurreducens PCA	WP_011072512.1, WP_011072260.1	WP_010942032.1
OG0001834	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072512.1	WP_012536120.1
OG0001834	Desulfocapsa_06_corrosive	WP_011072260.1	Utg323152_116
OG0001834	Desulfocapsa_13_biocide	WP_011072260.1	Utg859098_291
OG0001836	Desulfocapsa_13_biocide	WP_011074171.1, WP_011073788.1, WP_011070681.1	Utg860814_163
OG0001836	Desulfocapsa_06_corrosive	WP_011074171.1, WP_011073788.1, WP_011070681.1	Utg323180_582
OG0001836	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074171.1, WP_011073788.1, WP_011070681.1	WP_012536139.1, WP_012536754.1
OG0001837	Desulfosediminicola flagellatus IMCC35005	WP_011070458.1	WP_136806999.1
OG0001837	Desulfosediminicola ganghwensis IMCC35004	WP_011070458.1	WP_136798494.1
OG0001837	Desulforhopalus vacuolatus DSM 9700	WP_011070458.1	WP_205217719.1
OG0001837	Acidithiobacillus ferrooxidans YNTRS-40	WP_011070458.1	WP_012536168.1
OG0001837	Geobacter sulfurreducens PCA	WP_011070458.1	WP_010940698.1
OG0001837	Desulfotalea psychrophila LSv54	WP_011070458.1	WP_041277649.1
OG0001838	Desulforhopalus vacuolatus DSM 9700	WP_011070695.1	WP_205217804.1
OG0001838	Acidithiobacillus ferrooxidans YNTRS-40	WP_011070695.1	WP_012536176.1
OG0001838	Desulfotalea psychrophila LSv54	WP_011070695.1	WP_011190262.1
OG0001838	Desulfosediminicola ganghwensis IMCC35004	WP_011070695.1	WP_136798779.1
OG0001838	Desulfosediminicola flagellatus IMCC35005	WP_011070695.1	WP_136807198.1, WP_136805994.1
OG0001839	Desulfotalea psychrophila LSv54	WP_011072096.1	WP_011188161.1, WP_011188757.1
OG0001839	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072096.1	WP_012536193.1
OG0001839	Geobacter sulfurreducens PCA	WP_011072096.1	WP_010942173.1
OG0001839	Desulfosediminicola flagellatus IMCC35005	WP_011072096.1	WP_136809405.1
OG0001839	Desulfosediminicola ganghwensis IMCC35004	WP_011072096.1	WP_136798642.1
OG0001840	Desulfocapsa_06_corrosive	WP_011072804.1	Utg323180_422
OG0001840	Desulfocapsa sulfexigens DSM 10523	WP_011072804.1	WP_015402446.1
OG0001840	Desulfosediminicola flagellatus IMCC35005	WP_011072804.1	WP_136810485.1
OG0001840	Desulfosediminicola ganghwensis IMCC35004	WP_011072804.1	WP_136796344.1
OG0001840	Desulforhopalus vacuolatus DSM 9700	WP_011072804.1	WP_205217595.1
OG0001840	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072804.1	WP_012536245.1
OG0001841	Desulfovibrio vulgaris DP4	WP_011074205.1	WP_011792207.1
OG0001841	Desulfosediminicola ganghwensis IMCC35004	WP_011074205.1	WP_136795933.1
OG0001841	Desulfosediminicola flagellatus IMCC35005	WP_011074205.1	WP_136806130.1
OG0001841	Desulfovibrio ferrophilus IS5	WP_011074205.1	WP_126375601.1
OG0001841	Geobacter sulfurreducens PCA	WP_011074205.1	WP_010940895.1
OG0001841	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074205.1	WP_012536249.1
OG0001843	Desulfovibrio ferrophilus IS5	WP_011073938.1	WP_126378517.1
OG0001843	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073938.1	WP_054608883.1, WP_012536281.1
OG0001843	Desulforhopalus vacuolatus DSM 9700	WP_011073938.1	WP_205218697.1
OG0001843	Desulfocapsa_13_biocide	WP_011073938.1	Utg857682_104
OG0001843	Desulfovibrio vulgaris DP4	WP_011073938.1	WP_011791872.1
OG0001844	Desulfosediminicola ganghwensis IMCC35004	WP_011071169.1	WP_136795285.1
OG0001844	Desulfosediminicola flagellatus IMCC35005	WP_011071169.1	WP_136808114.1
OG0001844	Desulfotalea psychrophila LSv54	WP_011071169.1	WP_011187698.1
OG0001844	Desulfovibrio vulgaris DP4	WP_011071169.1	WP_011791985.1
OG0001844	Desulfovibrio ferrophilus IS5	WP_011071169.1	WP_232034772.1
OG0001844	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071169.1	WP_012536310.1
OG0001845	Desulfosediminicola flagellatus IMCC35005	WP_011071765.1	WP_136808143.1
OG0001845	Desulfosediminicola ganghwensis IMCC35004	WP_011071765.1	WP_136795316.1
OG0001845	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071765.1	WP_012536332.1
OG0001845	Desulfovibrio vulgaris DP4	WP_011071765.1	WP_010938262.1
OG0001845	Desulfovibrio ferrophilus IS5	WP_011071765.1	WP_126378931.1
OG0001845	Desulfotalea psychrophila LSv54	WP_011071765.1	WP_011187413.1
OG0001846	Desulfovibrio vulgaris DP4	WP_011072427.1, WP_011071381.1	WP_011792856.1
OG0001846	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072427.1, WP_011071381.1	WP_012536416.1
OG0001846	Desulfovibrio ferrophilus IS5	WP_011072427.1, WP_011071381.1	WP_126380269.1
OG0001846	Geobacter sulfurreducens PCA	WP_011072427.1	WP_010943766.1
OG0001846	Geobacter sulfurreducens PCA	WP_011071381.1	WP_010943264.1
OG0001847	Desulfosediminicola ganghwensis IMCC35004	WP_011072118.1	WP_136796579.1
OG0001847	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072118.1	WP_012536510.1, WP_054608739.1
OG0001847	Geobacter sulfurreducens PCA	WP_011072118.1	WP_010941155.1
OG0001847	Desulfocapsa_13_biocide	WP_011072118.1	Utg859982_55
OG0001847	Desulfocapsa_06_corrosive	WP_011072118.1	Utg323152_493
OG0001850	Desulfotalea psychrophila LSv54	WP_011071105.1	WP_041277875.1
