Orthogroup	Species	Desulfovibrio vulgaris DP4	Orthologs
OG0002766	Desulfovibrio ferrophilus IS5	WP_014524345.1	WP_126378976.1
OG0002771	Geobacter sulfurreducens PCA	WP_011792208.1	WP_010940896.1
OG0002771	Desulfosediminicola ganghwensis IMCC35004	WP_011792208.1	WP_136795932.1
OG0002771	Desulfosediminicola flagellatus IMCC35005	WP_011792208.1	WP_136806131.1
OG0002771	Desulfovibrio ferrophilus IS5	WP_011792208.1	WP_126375602.1
OG0002777	Geobacter sulfurreducens PCA	WP_011787326.1	WP_010942628.1
OG0002777	Desulfovibrio ferrophilus IS5	WP_011787326.1	WP_126380101.1
OG0002777	Desulfosediminicola ganghwensis IMCC35004	WP_011787326.1	WP_136795144.1
OG0002777	Desulfosediminicola flagellatus IMCC35005	WP_011787326.1	WP_136807982.1
OG0002778	Shewanella oneidensis MR-1	WP_011791707.1	WP_011072029.1
OG0002778	Desulfosediminicola flagellatus IMCC35005	WP_011791707.1	WP_136808549.1
OG0002778	Desulfosediminicola ganghwensis IMCC35004	WP_011791707.1	WP_136799527.1, WP_136795365.1
OG0002779	Shewanella oneidensis MR-1	WP_010940063.1	WP_011072472.1
OG0002779	Desulfosediminicola ganghwensis IMCC35004	WP_010940063.1	WP_136795413.1
OG0002779	Desulfosediminicola flagellatus IMCC35005	WP_010940063.1	WP_136808601.1
OG0002779	Desulfotalea psychrophila LSv54	WP_010940063.1	WP_011188020.1
OG0002780	Shewanella oneidensis MR-1	WP_011792540.1	WP_011072044.1
OG0002780	Desulfosediminicola ganghwensis IMCC35004	WP_011792540.1	WP_136798791.1
OG0002780	Desulfosediminicola flagellatus IMCC35005	WP_011792540.1	WP_136809433.1
OG0002780	Desulfovibrio ferrophilus IS5	WP_011792540.1	WP_126378911.1
OG0002781	Shewanella oneidensis MR-1	WP_010940060.1	WP_011072475.1
OG0002781	Desulfosediminicola flagellatus IMCC35005	WP_010940060.1	WP_136809741.1
OG0002781	Desulfosediminicola ganghwensis IMCC35004	WP_010940060.1	WP_136799074.1
OG0002781	Desulfovibrio ferrophilus IS5	WP_010940060.1	WP_126376585.1
OG0002782	Shewanella oneidensis MR-1	WP_258312770.1	WP_011071930.1
OG0002782	Desulfovibrio ferrophilus IS5	WP_258312770.1	WP_126375598.1
OG0002782	Desulfosediminicola flagellatus IMCC35005	WP_258312770.1	WP_136809810.1
OG0002782	Desulfosediminicola ganghwensis IMCC35004	WP_258312770.1	WP_136795675.1
OG0002784	Geobacter sulfurreducens PCA	WP_010939274.1	WP_010941418.1
OG0002784	Desulfosediminicola ganghwensis IMCC35004	WP_010939274.1	WP_136799740.1
OG0002784	Desulfosediminicola flagellatus IMCC35005	WP_010939274.1	WP_136810320.1
OG0002784	Desulfovibrio ferrophilus IS5	WP_010939274.1	WP_126377320.1
OG0002786	Desulfosediminicola ganghwensis IMCC35004	WP_010938053.1	WP_136796314.1
OG0002786	Desulfosediminicola flagellatus IMCC35005	WP_010938053.1	WP_136810387.1
OG0002786	Desulfotalea psychrophila LSv54	WP_010938053.1	WP_011188477.1
OG0002786	Desulfovibrio ferrophilus IS5	WP_010938053.1	WP_126380921.1
OG0002787	Geobacter sulfurreducens PCA	WP_223294684.1	WP_010940893.1
OG0002787	Desulfosediminicola flagellatus IMCC35005	WP_223294684.1	WP_167505785.1
OG0002787	Desulfosediminicola ganghwensis IMCC35004	WP_223294684.1	WP_136795935.1
OG0002787	Desulfovibrio ferrophilus IS5	WP_223294684.1	WP_232034825.1
OG0002789	Desulfotalea psychrophila LSv54	WP_010938264.1	WP_173362828.1
OG0002789	Desulfovibrio ferrophilus IS5	WP_010938264.1	WP_172961628.1
OG0002789	Desulfosediminicola ganghwensis IMCC35004	WP_010938264.1	WP_167495751.1
OG0002789	Desulfosediminicola flagellatus IMCC35005	WP_010938264.1	WP_167505965.1
OG0002792	Shewanella oneidensis MR-1	WP_010940248.1	WP_011071927.1
OG0002792	Desulfosediminicola flagellatus IMCC35005	WP_010940248.1	WP_228723306.1
OG0002792	Desulfosediminicola ganghwensis IMCC35004	WP_010940248.1	WP_136795673.1
OG0002792	Desulfovibrio ferrophilus IS5	WP_010940248.1	WP_126375595.1
OG0002797	Shewanella oneidensis MR-1	WP_011791702.1	WP_011071778.1, WP_011070417.1, WP_011072322.1
OG0002797	Desulfosediminicola ganghwensis IMCC35004	WP_011791702.1	WP_136795706.1
OG0002798	Shewanella oneidensis MR-1	WP_010937407.1	WP_011071492.1
OG0002798	Desulfosediminicola ganghwensis IMCC35004	WP_010937407.1	WP_136796247.1
OG0002798	Desulfovibrio ferrophilus IS5	WP_010937407.1	WP_126380568.1, WP_126380051.1
OG0002799	Shewanella oneidensis MR-1	WP_011792230.1	WP_011073668.1
OG0002799	Desulfosediminicola ganghwensis IMCC35004	WP_011792230.1	WP_136797352.1
OG0002799	Desulfotalea psychrophila LSv54	WP_011792230.1	WP_041277528.1, WP_049785099.1
OG0002800	Desulfosediminicola ganghwensis IMCC35004	WP_010939568.1	WP_136797360.1, WP_136797356.1
OG0002800	Desulfotalea psychrophila LSv54	WP_010939568.1	WP_011187725.1, WP_011187723.1
OG0002802	Desulfosediminicola ganghwensis IMCC35004	WP_010937570.1, WP_010937432.1	WP_136798424.1
OG0002802	Desulfovibrio ferrophilus IS5	WP_010937570.1	WP_126381169.1
OG0002802	Desulfovibrio ferrophilus IS5	WP_010937432.1	WP_126380004.1
OG0002805	Shewanella oneidensis MR-1	WP_011792908.1	WP_011073946.1, WP_011070471.1
OG0002805	Desulfotalea psychrophila LSv54	WP_011792908.1	WP_011188216.1
OG0002805	Desulfovibrio ferrophilus IS5	WP_011792908.1	WP_126381287.1
OG0002807	Shewanella oneidensis MR-1	WP_010937719.1	WP_011070472.1, WP_011073945.1
OG0002807	Desulfotalea psychrophila LSv54	WP_010937719.1	WP_041278370.1
OG0002807	Desulfovibrio ferrophilus IS5	WP_010937719.1	WP_126377045.1
OG0002808	Desulfovibrio ferrophilus IS5	WP_010940429.1	WP_126380716.1
OG0002808	Desulfovibrio ferrophilus IS5	WP_011791658.1	WP_126376336.1, WP_126375599.1
OG0002809	Shewanella oneidensis MR-1	WP_011791542.1	WP_011070734.1, WP_011070733.1
OG0002809	Geobacter sulfurreducens PCA	WP_011791542.1	WP_010943317.1
OG0002809	Desulfovibrio ferrophilus IS5	WP_011791542.1	WP_126375985.1
OG0002810	Shewanella oneidensis MR-1	WP_043629245.1	WP_011072666.1, WP_011073919.1
OG0002810	Desulfovibrio ferrophilus IS5	WP_043629245.1	WP_126377246.1, WP_126380767.1
OG0002811	Desulfovibrio ferrophilus IS5	WP_011792703.1, WP_010938098.1, WP_010937678.1, WP_043629791.1	WP_126378179.1
OG0002814	Shewanella oneidensis MR-1	WP_011792829.1	WP_011071879.1, WP_011073942.1
OG0002814	Geobacter sulfurreducens PCA	WP_011792829.1	WP_010941519.1, WP_010942215.1
OG0002819	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792356.1	WP_009561100.1
OG0002819	Desulforhopalus vacuolatus DSM 9700	WP_011792356.1	WP_205218829.1
OG0002819	Desulfotalea psychrophila LSv54	WP_011792356.1	WP_011187512.1
OG0002825	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792876.1	WP_009562838.1
OG0002825	Shewanella oneidensis MR-1	WP_011792876.1	WP_011071570.1
OG0002825	Desulfovibrio ferrophilus IS5	WP_011792876.1	WP_126380759.1
OG0002835	Acidithiobacillus ferrooxidans YNTRS-40	WP_010937898.1	WP_009568269.1
OG0002835	Desulfocapsa sulfexigens DSM 10523	WP_010937898.1	WP_015403409.1, WP_015405408.1
OG0002838	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938889.1	WP_009569544.1
OG0002838	Geobacter sulfurreducens PCA	WP_010938889.1	WP_010941172.1
OG0002838	Desulfovibrio ferrophilus IS5	WP_010938889.1	WP_126376809.1
OG0002841	Desulfocapsa_13_biocide	WP_043629042.1	Utg857682_122
OG0002841	Shewanella oneidensis MR-1	WP_043629042.1	WP_011071112.1
OG0002841	Acidithiobacillus ferrooxidans YNTRS-40	WP_043629042.1	WP_012536066.1
OG0002848	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938635.1	WP_012536541.1
OG0002848	Desulfocapsa sulfexigens DSM 10523	WP_010938635.1	WP_015403305.1
OG0002848	Desulfovibrio ferrophilus IS5	WP_010938635.1	WP_126379006.1
OG0002863	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791351.1	WP_012537214.1, WP_012537070.1
OG0002863	Geobacter sulfurreducens PCA	WP_011791351.1	WP_010943119.1
OG0002869	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940594.1	WP_111122614.1, WP_012537215.1
OG0002869	Geobacter sulfurreducens PCA	WP_010940594.1	WP_010943118.1
OG0002870	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792696.1	WP_012537324.1
OG0002870	Geobacter sulfurreducens PCA	WP_011792696.1	WP_010940709.1
OG0002870	Desulfovibrio ferrophilus IS5	WP_011792696.1	WP_126376128.1
OG0002875	Acidithiobacillus ferrooxidans YNTRS-40	WP_043629579.1, WP_011792958.1	WP_012537541.1
OG0002875	Desulfosediminicola flagellatus IMCC35005	WP_043629579.1, WP_011792958.1	WP_167505968.1
OG0002876	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938923.1	WP_012537549.1
OG0002876	Geobacter sulfurreducens PCA	WP_010938923.1	WP_010942528.1
OG0002876	Desulfovibrio ferrophilus IS5	WP_010938923.1	WP_126376952.1
OG0002877	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940329.1	WP_012537573.1
OG0002877	Shewanella oneidensis MR-1	WP_010940329.1	WP_011073217.1
OG0002877	Desulfovibrio ferrophilus IS5	WP_010940329.1	WP_126378447.1
OG0002879	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791506.1, WP_010937686.1	WP_012606500.1
OG0002879	Desulfocapsa sulfexigens DSM 10523	WP_011791506.1, WP_010937686.1	WP_015403459.1
OG0002881	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792868.1	WP_012606555.1
OG0002881	Shewanella oneidensis MR-1	WP_011792868.1	WP_011071715.1
OG0002881	Desulfovibrio ferrophilus IS5	WP_011792868.1	WP_126377944.1
OG0002882	Shewanella oneidensis MR-1	WP_011792253.1	WP_011072378.1
OG0002882	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792253.1	WP_012606683.1
OG0002882	Desulfovibrio ferrophilus IS5	WP_011792253.1	WP_126377143.1
OG0002887	Acidithiobacillus ferrooxidans YNTRS-40	WP_043629647.1	WP_054609024.1
OG0002887	Shewanella oneidensis MR-1	WP_043629647.1	WP_011074352.1
OG0002887	Desulfovibrio ferrophilus IS5	WP_043629647.1	WP_126381372.1
OG0002888	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791519.1	WP_054609025.1, WP_151528209.1
OG0002888	Desulfovibrio ferrophilus IS5	WP_011791519.1	WP_126379693.1
OG0002895	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791873.1	WP_226833924.1, WP_146235835.1
OG0002895	Desulforhopalus vacuolatus DSM 9700	WP_011791873.1	WP_205220044.1
OG0002899	Shewanella oneidensis MR-1	WP_223294591.1	WP_011071015.1
OG0002899	Acidithiobacillus ferrooxidans YNTRS-40	WP_223294591.1	WP_225487408.1
OG0002899	Desulfovibrio ferrophilus IS5	WP_223294591.1	WP_126378273.1
OG0002916	Geobacter sulfurreducens PCA	WP_223294694.1	WP_010942635.1
OG0002916	Desulfocapsa sulfexigens DSM 10523	WP_223294694.1	WP_015402578.1
OG0002916	Desulfosediminicola flagellatus IMCC35005	WP_223294694.1	WP_136809813.1
OG0002943	Desulfocapsa sulfexigens DSM 10523	WP_043629980.1	WP_015403267.1
OG0002943	Desulfosediminicola ganghwensis IMCC35004	WP_043629980.1	WP_167495732.1
OG0002943	Desulfovibrio ferrophilus IS5	WP_043629980.1	WP_126377242.1
OG0002946	Desulfocapsa sulfexigens DSM 10523	WP_011792653.1	WP_015403326.1
OG0002946	Desulfocapsa_06_corrosive	WP_011792653.1	Utg323160_111
OG0002946	Desulfovibrio ferrophilus IS5	WP_011792653.1	WP_126381213.1
OG0002980	Desulfocapsa sulfexigens DSM 10523	WP_011792954.1	WP_015404653.1, WP_015405332.1
OG0002980	Desulfovibrio ferrophilus IS5	WP_011792954.1	WP_126380203.1
OG0002998	Desulfosediminicola ganghwensis IMCC35004	WP_011793119.1	WP_136798423.1
OG0002998	Desulfocapsa sulfexigens DSM 10523	WP_011793119.1	WP_015405201.1, WP_167320717.1
OG0003002	Desulfocapsa sulfexigens DSM 10523	WP_011792723.1	WP_015405410.1, WP_015405642.1
OG0003002	Desulfovibrio ferrophilus IS5	WP_011792723.1	WP_126379886.1
OG0003003	Desulfocapsa_13_biocide	WP_181409343.1	Utg859432_69
OG0003003	Desulfocapsa sulfexigens DSM 10523	WP_181409343.1	WP_015405416.1
OG0003003	Desulfovibrio ferrophilus IS5	WP_181409343.1	WP_126379745.1
OG0003014	Geobacter sulfurreducens PCA	WP_011787407.1	WP_010940735.1
OG0003014	Desulfocapsa sulfexigens DSM 10523	WP_011787407.1	WP_015405723.1
OG0003014	Desulforhopalus vacuolatus DSM 9700	WP_011787407.1	WP_205218293.1
OG0003037	Desulfocapsa_06_corrosive	WP_223294691.1	Utg323074_195
OG0003037	Desulfocapsa_13_biocide	WP_223294691.1	Utg857994_211, Utg857994_210
OG0003039	Desulfocapsa_06_corrosive	WP_011793132.1	Utg323074_208
OG0003039	Desulfovibrio ferrophilus IS5	WP_011793132.1	WP_126381007.1, WP_126380831.1
OG0003059	Desulfocapsa_06_corrosive	WP_011791520.1	Utg323152_515
OG0003059	Desulfosediminicola flagellatus IMCC35005	WP_011791520.1	WP_217909547.1
OG0003059	Desulfosediminicola ganghwensis IMCC35004	WP_011791520.1	WP_136795586.1
OG0003064	Desulfocapsa_13_biocide	WP_011791330.1	Utg861448_24
OG0003064	Desulfocapsa_06_corrosive	WP_011791330.1	Utg323152_605
OG0003064	Desulfosediminicola flagellatus IMCC35005	WP_011791330.1	WP_136807254.1
OG0003089	Desulfocapsa_13_biocide	WP_011791599.1, WP_011792701.1	Utg857682_22
OG0003089	Desulfocapsa_06_corrosive	WP_011791599.1, WP_011792701.1	Utg323266_69
OG0003102	Desulfocapsa_06_corrosive	WP_011792027.1	Utg323316_25
OG0003102	Desulfotalea psychrophila LSv54	WP_011792027.1	WP_011188825.1
OG0003102	Desulfovibrio ferrophilus IS5	WP_011792027.1	WP_126378575.1
OG0003104	Desulfocapsa_06_corrosive	WP_011792018.1	Utg323316_41
OG0003104	Desulfotalea psychrophila LSv54	WP_011792018.1	WP_011188816.1
OG0003104	Desulfovibrio ferrophilus IS5	WP_011792018.1	WP_126378588.1
OG0003122	Shewanella oneidensis MR-1	WP_010939582.1, WP_010938690.1	WP_011072621.1
OG0003122	Desulfocapsa_06_corrosive	WP_010939582.1, WP_010938690.1	Utg323632_171
OG0003131	Desulfocapsa_06_corrosive	WP_014524207.1	Utg323990_91
OG0003131	Desulfocapsa_13_biocide	WP_014524207.1	Utg860006_123
OG0003131	Desulfovibrio ferrophilus IS5	WP_014524207.1	WP_126376845.1
OG0003135	Desulfocapsa_06_corrosive	WP_011792025.1	Utg325220_35
OG0003135	Desulfovibrio ferrophilus IS5	WP_011792025.1	WP_126378580.1, WP_172961681.1
OG0003136	Desulfocapsa_06_corrosive	WP_223294676.1	Utg325220_68
OG0003136	Desulfosediminicola flagellatus IMCC35005	WP_223294676.1	WP_136805547.1
OG0003136	Desulfovibrio ferrophilus IS5	WP_223294676.1	WP_126377613.1
OG0003151	Desulfocapsa_13_biocide	WP_011792716.1	Utg859982_122
OG0003151	Desulfosediminicola ganghwensis IMCC35004	WP_011792716.1	WP_136797837.1
OG0003151	Desulfosediminicola flagellatus IMCC35005	WP_011792716.1	WP_217909573.1
OG0003157	Shewanella oneidensis MR-1	WP_011787364.1, WP_011791880.1	WP_011073740.1
OG0003157	Desulfocapsa_13_biocide	WP_011787364.1, WP_011791880.1	Utg861448_31
OG0003158	Desulfocapsa_13_biocide	WP_010938321.1	Utg861448_52
OG0003158	Desulforhopalus vacuolatus DSM 9700	WP_010938321.1	WP_205217471.1
OG0003158	Desulfovibrio ferrophilus IS5	WP_010938321.1	WP_126378314.1
OG0003166	Desulfovibrio ferrophilus IS5	WP_011793182.1	WP_126380563.1
OG0003166	Desulforhopalus vacuolatus DSM 9700	WP_011793182.1	WP_205217433.1, WP_205219216.1
OG0003167	Desulforhopalus vacuolatus DSM 9700	WP_011791377.1	WP_205217466.1
OG0003167	Desulfosediminicola ganghwensis IMCC35004	WP_011791377.1	WP_136797481.1
OG0003167	Desulfovibrio ferrophilus IS5	WP_011791377.1	WP_126378173.1
OG0003169	Shewanella oneidensis MR-1	WP_011792898.1	WP_011071255.1
OG0003169	Desulforhopalus vacuolatus DSM 9700	WP_011792898.1	WP_205217549.1
OG0003169	Desulfovibrio ferrophilus IS5	WP_011792898.1	WP_126380657.1
OG0003171	Desulforhopalus vacuolatus DSM 9700	WP_010939679.1	WP_205219638.1, WP_205217784.1
OG0003171	Desulfovibrio ferrophilus IS5	WP_010939679.1	WP_126378852.1
OG0003181	Geobacter sulfurreducens PCA	WP_010940377.1	WP_010943600.1
OG0003181	Desulforhopalus vacuolatus DSM 9700	WP_010940377.1	WP_205218415.1
OG0003181	Desulfovibrio ferrophilus IS5	WP_010940377.1	WP_126381047.1
OG0003196	Shewanella oneidensis MR-1	WP_010939138.1	WP_011070520.1
OG0003196	Geobacter sulfurreducens PCA	WP_010939138.1	WP_010941416.1
OG0003196	Desulforhopalus vacuolatus DSM 9700	WP_010939138.1	WP_205219135.1
OG0003200	Shewanella oneidensis MR-1	WP_011791662.1	WP_011071685.1
OG0003200	Desulforhopalus vacuolatus DSM 9700	WP_011791662.1	WP_205219520.1
OG0003200	Desulfovibrio ferrophilus IS5	WP_011791662.1	WP_126377236.1
OG0003210	Shewanella oneidensis MR-1	WP_011793065.1, WP_011792278.1	WP_164925960.1
OG0003210	Desulforhopalus vacuolatus DSM 9700	WP_011793065.1, WP_011792278.1	WP_205220085.1
OG0003211	Geobacter sulfurreducens PCA	WP_010940403.1	WP_010941256.1
OG0003211	Desulforhopalus vacuolatus DSM 9700	WP_010940403.1	WP_205220155.1
OG0003211	Desulfovibrio ferrophilus IS5	WP_010940403.1	WP_232034832.1
OG0003212	Geobacter sulfurreducens PCA	WP_011791476.1	WP_010943329.1
OG0003212	Desulfotalea psychrophila LSv54	WP_011791476.1	WP_011187901.1
OG0003212	Desulforhopalus vacuolatus DSM 9700	WP_011791476.1	WP_240191998.1
OG0003217	Desulforhopalus vacuolatus DSM 9700	WP_010937615.1	WP_275888981.1
OG0003217	Desulfotalea psychrophila LSv54	WP_010937615.1	WP_041277522.1
OG0003217	Desulfovibrio ferrophilus IS5	WP_010937615.1	WP_172961714.1
OG0003227	Desulfosediminicola flagellatus IMCC35005	WP_010939615.1	WP_136806043.1
OG0003227	Desulfovibrio ferrophilus IS5	WP_010939615.1	WP_126375842.1, WP_232034838.1
OG0003229	Desulfosediminicola ganghwensis IMCC35004	WP_011792732.1	WP_136795880.1
OG0003229	Desulfosediminicola flagellatus IMCC35005	WP_011792732.1	WP_136806162.1
OG0003229	Desulfovibrio ferrophilus IS5	WP_011792732.1	WP_126379721.1
OG0003234	Desulfosediminicola ganghwensis IMCC35004	WP_011792922.1, WP_010940367.1	WP_136796564.1
OG0003234	Desulfosediminicola flagellatus IMCC35005	WP_011792922.1, WP_010940367.1	WP_136806473.1
OG0003242	Desulfosediminicola ganghwensis IMCC35004	WP_011792925.1, WP_011792818.1	WP_136795511.1
OG0003242	Desulfosediminicola flagellatus IMCC35005	WP_011792925.1, WP_011792818.1	WP_136807329.1
OG0003246	Desulfosediminicola flagellatus IMCC35005	WP_011791974.1	WP_136807776.1
OG0003246	Desulfosediminicola ganghwensis IMCC35004	WP_011791974.1	WP_136798334.1
OG0003246	Desulfovibrio ferrophilus IS5	WP_011791974.1	WP_126379611.1
OG0003267	Shewanella oneidensis MR-1	WP_011792749.1	WP_011074293.1
OG0003267	Desulfosediminicola flagellatus IMCC35005	WP_011792749.1	WP_136809189.1
OG0003267	Desulfosediminicola ganghwensis IMCC35004	WP_011792749.1	WP_136796144.1
OG0003270	Desulfosediminicola flagellatus IMCC35005	WP_010940246.1	WP_136809809.1
OG0003270	Desulfosediminicola ganghwensis IMCC35004	WP_010940246.1	WP_176360086.1
OG0003270	Desulfovibrio ferrophilus IS5	WP_010940246.1	WP_126375597.1
OG0003272	Shewanella oneidensis MR-1	WP_010939583.1	WP_011073873.1
OG0003272	Desulfotalea psychrophila LSv54	WP_010939583.1	WP_011189637.1
OG0003272	Desulfosediminicola flagellatus IMCC35005	WP_010939583.1	WP_136809936.1
OG0003282	Desulfosediminicola ganghwensis IMCC35004	WP_011791713.1	WP_136796301.1
OG0003282	Desulfosediminicola flagellatus IMCC35005	WP_011791713.1	WP_136810376.1
OG0003282	Desulfovibrio ferrophilus IS5	WP_011791713.1	WP_126378291.1
OG0003297	Geobacter sulfurreducens PCA	WP_011792580.1	WP_010941515.1
OG0003297	Desulfosediminicola ganghwensis IMCC35004	WP_011792580.1	WP_136796395.1
OG0003297	Desulfovibrio ferrophilus IS5	WP_011792580.1	WP_126378316.1
OG0003299	Shewanella oneidensis MR-1	WP_011792227.1	WP_164925770.1
OG0003299	Desulfosediminicola ganghwensis IMCC35004	WP_011792227.1	WP_136797350.1
OG0003299	Desulfotalea psychrophila LSv54	WP_011792227.1	WP_041277959.1
OG0003301	Geobacter sulfurreducens PCA	WP_011792859.1	WP_010942694.1
OG0003301	Desulfosediminicola ganghwensis IMCC35004	WP_011792859.1	WP_167495733.1
OG0003301	Desulfovibrio ferrophilus IS5	WP_011792859.1	WP_126380770.1
OG0003302	Desulfotalea psychrophila LSv54	WP_011792298.1, WP_011793082.1, WP_011792299.1	WP_011187666.1
OG0003303	Shewanella oneidensis MR-1	WP_011792917.1	WP_011073003.1
OG0003303	Geobacter sulfurreducens PCA	WP_011792917.1	WP_010942734.1
OG0003303	Desulfotalea psychrophila LSv54	WP_011792917.1	WP_011188531.1
OG0003305	Shewanella oneidensis MR-1	WP_010939818.1	WP_011074045.1
OG0003305	Desulfovibrio ferrophilus IS5	WP_010939818.1	WP_126376410.1
OG0003305	Desulfotalea psychrophila LSv54	WP_010939818.1	WP_011189216.1
OG0003306	Desulfotalea psychrophila LSv54	WP_011793027.1, WP_010938063.1	WP_011189218.1
OG0003306	Desulfovibrio ferrophilus IS5	WP_011793027.1, WP_010938063.1	WP_126380730.1
OG0003307	Shewanella oneidensis MR-1	WP_010937746.1	WP_011072432.1
OG0003307	Desulfotalea psychrophila LSv54	WP_010937746.1	WP_011189726.1
OG0003307	Desulfovibrio ferrophilus IS5	WP_010937746.1	WP_126380427.1
OG0003309	Shewanella oneidensis MR-1	WP_010939058.1	WP_011073666.1
OG0003309	Desulfotalea psychrophila LSv54	WP_010939058.1	WP_265588608.1
OG0003309	Desulfovibrio ferrophilus IS5	WP_010939058.1	WP_126377632.1
OG0003310	Desulfovibrio ferrophilus IS5	WP_043629424.1	WP_232034864.1, WP_126375947.1, WP_126377741.1
OG0003312	Shewanella oneidensis MR-1	WP_010940519.1	WP_011070756.1, WP_011070757.1
OG0003312	Desulfovibrio ferrophilus IS5	WP_010940519.1	WP_126376470.1
OG0003313	Geobacter sulfurreducens PCA	WP_010937829.1	WP_010942825.1
OG0003313	Desulfovibrio ferrophilus IS5	WP_010937829.1	WP_172961566.1, WP_126377554.1
OG0003314	Shewanella oneidensis MR-1	WP_011791677.1	WP_011073997.1
OG0003314	Desulfovibrio ferrophilus IS5	WP_011791677.1	WP_126378219.1, WP_126379930.1
OG0003315	Shewanella oneidensis MR-1	WP_010938349.1	WP_011070828.1, WP_011070640.1
OG0003315	Desulfovibrio ferrophilus IS5	WP_010938349.1	WP_126378413.1
OG0003316	Desulfovibrio ferrophilus IS5	WP_010937767.1	WP_126378868.1, WP_126380429.1, WP_126380755.1
OG0003317	Shewanella oneidensis MR-1	WP_010938508.1	WP_011071017.1
OG0003317	Desulfovibrio ferrophilus IS5	WP_010938508.1	WP_126378986.1
OG0003317	Geobacter sulfurreducens PCA	WP_010938508.1	WP_010941471.1
OG0003318	Shewanella oneidensis MR-1	WP_011792434.1	WP_011073754.1
OG0003318	Geobacter sulfurreducens PCA	WP_011792434.1	WP_010941355.1
OG0003318	Desulfovibrio ferrophilus IS5	WP_011792434.1	WP_126379627.1
OG0003319	Shewanella oneidensis MR-1	WP_011791457.1	WP_011072558.1
OG0003319	Geobacter sulfurreducens PCA	WP_011791457.1	WP_010943378.1
OG0003319	Desulfovibrio ferrophilus IS5	WP_011791457.1	WP_126380378.1
OG0003320	Desulfovibrio ferrophilus IS5	WP_010937568.1	WP_126381167.1
OG0003320	Desulfovibrio ferrophilus IS5	WP_010937836.1	WP_126381556.1
OG0003321	Shewanella oneidensis MR-1	WP_011792797.1	WP_011074189.1, WP_011071461.1
OG0003321	Desulfovibrio ferrophilus IS5	WP_011792797.1	WP_232034819.1
OG0003323	Shewanella oneidensis MR-1	WP_081428924.1	WP_164925594.1, WP_164925598.1, WP_274544344.1
OG0003344	Acidithiobacillus ferrooxidans YNTRS-40	WP_010939951.1	WP_009562418.1
OG0003344	Shewanella oneidensis MR-1	WP_010939951.1	WP_011071860.1
OG0003351	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938251.1	WP_009564309.1
OG0003351	Geobacter sulfurreducens PCA	WP_010938251.1	WP_010941799.1
OG0003362	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792864.1	WP_009566687.1
OG0003362	Desulfovibrio ferrophilus IS5	WP_011792864.1	WP_126377664.1
OG0003368	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792306.1	WP_009567395.1, WP_012536639.1
OG0003379	Desulfovibrio ferrophilus IS5	WP_011792046.1	WP_126375785.1
OG0003379	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792046.1	WP_012536191.1
OG0003401	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792305.1	WP_012536640.1, WP_012537180.1
OG0003408	Acidithiobacillus ferrooxidans YNTRS-40	WP_043629535.1	WP_012536772.1
OG0003408	Desulfovibrio ferrophilus IS5	WP_043629535.1	WP_126379973.1
OG0003412	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938024.1	WP_012536914.1
OG0003412	Shewanella oneidensis MR-1	WP_010938024.1	WP_011073423.1
OG0003419	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791352.1	WP_012537067.1
OG0003419	Geobacter sulfurreducens PCA	WP_011791352.1	WP_010943120.1
OG0003432	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792959.1	WP_012537542.1
OG0003432	Desulfosediminicola flagellatus IMCC35005	WP_011792959.1	WP_136808904.1
OG0003440	Shewanella oneidensis MR-1	WP_190275039.1	WP_164925739.1
OG0003440	Acidithiobacillus ferrooxidans YNTRS-40	WP_190275039.1	WP_012537663.1
OG0003443	Desulfosediminicola flagellatus IMCC35005	WP_011792944.1	WP_136808921.1
OG0003443	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792944.1	WP_012607580.1
OG0003542	Shewanella oneidensis MR-1	WP_010939481.1	WP_011071606.1
OG0003542	Desulfocapsa sulfexigens DSM 10523	WP_010939481.1	WP_015403556.1
OG0003566	Desulfocapsa sulfexigens DSM 10523	WP_011791392.1	WP_015404162.1
OG0003566	Desulfocapsa_06_corrosive	WP_011791392.1	Utg323316_68
OG0003606	Desulfocapsa sulfexigens DSM 10523	WP_223294634.1	WP_015404985.1
