Orthogroup	Species	Desulforhopalus vacuolatus DSM 9700	Orthologs
OG0001248	Geobacter sulfurreducens PCA	WP_205218450.1	WP_010943712.1
OG0001248	Desulfovibrio vulgaris DP4	WP_205218450.1	WP_010938481.1
OG0001248	Desulfovibrio ferrophilus IS5	WP_205218450.1	WP_126380742.1
OG0001248	Desulfosediminicola ganghwensis IMCC35004	WP_205218450.1	WP_136795750.1
OG0001248	Desulfosediminicola flagellatus IMCC35005	WP_205218450.1	WP_167505893.1
OG0001248	Desulfocapsa sulfexigens DSM 10523	WP_205218450.1	WP_015404010.1
OG0001248	Desulfocapsa_06_corrosive	WP_205218450.1	Utg323316_314
OG0001248	Desulfocapsa_13_biocide	WP_205218450.1	Utg857046_211
OG0001248	Desulfotalea psychrophila LSv54	WP_205218450.1	WP_011188158.1
OG0001249	Shewanella oneidensis MR-1	WP_205220007.1	WP_011073198.1
OG0001249	Desulfotalea psychrophila LSv54	WP_205220007.1	WP_041277427.1
OG0001249	Desulfocapsa_06_corrosive	WP_205220007.1	Utg323316_226
OG0001249	Desulfocapsa_13_biocide	WP_205220007.1	Utg857046_131
OG0001249	Desulfocapsa sulfexigens DSM 10523	WP_205220007.1	WP_015404079.1
OG0001249	Desulfosediminicola ganghwensis IMCC35004	WP_205220007.1	WP_136795620.1
OG0001249	Desulfosediminicola flagellatus IMCC35005	WP_205220007.1	WP_136809749.1
OG0001249	Geobacter sulfurreducens PCA	WP_205220007.1	WP_010940985.1
OG0001250	Desulfovibrio ferrophilus IS5	WP_205218470.1	WP_126376565.1
OG0001250	Desulfotalea psychrophila LSv54	WP_205218470.1	WP_041277766.1
OG0001250	Desulfosediminicola ganghwensis IMCC35004	WP_205218470.1	WP_136799933.1, WP_136797030.1
OG0001250	Desulfosediminicola flagellatus IMCC35005	WP_205218470.1	WP_136806857.1, WP_136810303.1, WP_167506067.1
OG0001250	Desulfocapsa_06_corrosive	WP_205218470.1	Utg323140_227
OG0001250	Desulfocapsa sulfexigens DSM 10523	WP_205218470.1	WP_015404185.1
OG0001251	Desulfotalea psychrophila LSv54	WP_205218472.1	WP_011188731.1
OG0001251	Desulfosediminicola ganghwensis IMCC35004	WP_205218472.1	WP_136799934.1, WP_136797033.1
OG0001251	Desulfosediminicola flagellatus IMCC35005	WP_205218472.1	WP_136810301.1, WP_136810265.1
OG0001251	Desulfovibrio ferrophilus IS5	WP_205218472.1	WP_126377762.1, WP_126378031.1
OG0001251	Desulfocapsa_06_corrosive	WP_205218472.1	Utg323140_224
OG0001251	Desulfocapsa sulfexigens DSM 10523	WP_205218472.1	WP_015404188.1
OG0001252	Geobacter sulfurreducens PCA	WP_205219245.1	WP_010941798.1
OG0001252	Desulfovibrio vulgaris DP4	WP_205219245.1	WP_010939940.1
OG0001252	Desulfovibrio ferrophilus IS5	WP_205219245.1	WP_126380682.1
OG0001252	Desulfotalea psychrophila LSv54	WP_205219245.1	WP_011190111.1
OG0001252	Desulfosediminicola ganghwensis IMCC35004	WP_205219245.1	WP_136796968.1
OG0001252	Desulfosediminicola flagellatus IMCC35005	WP_205219245.1	WP_136810049.1
OG0001252	Desulfocapsa sulfexigens DSM 10523	WP_205219245.1	WP_015404350.1
OG0001252	Desulfocapsa_06_corrosive	WP_205219245.1	Utg323262_101
OG0001252	Desulfocapsa_13_biocide	WP_205219245.1	Utg857076_31
OG0001253	Geobacter sulfurreducens PCA	WP_205219247.1	WP_010941550.1
OG0001253	Desulfovibrio vulgaris DP4	WP_205219247.1	WP_011792403.1
OG0001253	Desulfovibrio ferrophilus IS5	WP_205219247.1	WP_126378779.1
OG0001253	Desulfosediminicola ganghwensis IMCC35004	WP_205219247.1	WP_136796965.1
OG0001253	Desulfosediminicola flagellatus IMCC35005	WP_205219247.1	WP_136810047.1
OG0001253	Desulfotalea psychrophila LSv54	WP_205219247.1	WP_011190107.1
OG0001253	Desulfocapsa sulfexigens DSM 10523	WP_205219247.1	WP_015404353.1
OG0001253	Desulfocapsa_13_biocide	WP_205219247.1	Utg857076_28
OG0001253	Desulfocapsa_06_corrosive	WP_205219247.1	Utg323262_104
OG0001254	Geobacter sulfurreducens PCA	WP_205219250.1	WP_010942907.1
OG0001254	Desulfovibrio vulgaris DP4	WP_205219250.1	WP_010939643.1
OG0001254	Desulfovibrio ferrophilus IS5	WP_205219250.1	WP_172961586.1
OG0001254	Desulfotalea psychrophila LSv54	WP_205219250.1	WP_041278070.1
OG0001254	Desulfocapsa sulfexigens DSM 10523	WP_205219250.1	WP_015404357.1
OG0001254	Desulfocapsa_06_corrosive	WP_205219250.1	Utg323262_108
OG0001254	Desulfocapsa_13_biocide	WP_205219250.1	Utg857076_24
OG0001254	Desulfosediminicola ganghwensis IMCC35004	WP_205219250.1	WP_136796961.1
OG0001254	Desulfosediminicola flagellatus IMCC35005	WP_205219250.1	WP_136810043.1
OG0001256	Geobacter sulfurreducens PCA	WP_205218742.1	WP_010941722.1
OG0001256	Desulfovibrio vulgaris DP4	WP_205218742.1	WP_010938142.1
OG0001256	Desulfovibrio ferrophilus IS5	WP_205218742.1	WP_126379192.1
OG0001256	Desulfocapsa sulfexigens DSM 10523	WP_205218742.1	WP_015404430.1
OG0001256	Desulfocapsa_13_biocide	WP_205218742.1	Utg859236_47
OG0001256	Desulfocapsa_06_corrosive	WP_205218742.1	Utg324548_22
OG0001256	Desulfosediminicola ganghwensis IMCC35004	WP_205218742.1	WP_136798271.1
OG0001256	Desulfosediminicola flagellatus IMCC35005	WP_205218742.1	WP_136808465.1
OG0001256	Desulfotalea psychrophila LSv54	WP_205218742.1	WP_011190179.1
OG0001257	Geobacter sulfurreducens PCA	WP_205218738.1	WP_010940778.1
OG0001257	Desulfovibrio ferrophilus IS5	WP_205218738.1	WP_126378483.1
OG0001257	Desulfovibrio vulgaris DP4	WP_205218738.1	WP_010937806.1
OG0001257	Desulfocapsa_13_biocide	WP_205218738.1	Utg859236_42
OG0001257	Desulfocapsa_06_corrosive	WP_205218738.1	Utg324548_27
OG0001257	Desulfocapsa sulfexigens DSM 10523	WP_205218738.1	WP_015404435.1
OG0001257	Desulfotalea psychrophila LSv54	WP_205218738.1	WP_011190174.1
OG0001257	Desulfosediminicola flagellatus IMCC35005	WP_205218738.1	WP_136808461.1
OG0001257	Desulfosediminicola ganghwensis IMCC35004	WP_205218738.1	WP_136798267.1
OG0001258	Geobacter sulfurreducens PCA	WP_205219805.1	WP_010942452.1
OG0001258	Desulfovibrio vulgaris DP4	WP_205219805.1	WP_010938576.1
OG0001258	Desulfovibrio ferrophilus IS5	WP_205219805.1	WP_126375823.1
OG0001258	Desulfotalea psychrophila LSv54	WP_205219805.1	WP_011188880.1
OG0001258	Desulfosediminicola flagellatus IMCC35005	WP_205219805.1	WP_136808447.1
OG0001258	Desulfosediminicola ganghwensis IMCC35004	WP_205219805.1	WP_136798250.1
OG0001258	Desulfocapsa sulfexigens DSM 10523	WP_205219805.1	WP_015404476.1
OG0001258	Desulfocapsa_06_corrosive	WP_205219805.1	Utg323990_208
OG0001258	Desulfocapsa_13_biocide	WP_205219805.1	Utg859236_19
OG0001259	Geobacter sulfurreducens PCA	WP_205219806.1	WP_010942451.1
OG0001259	Desulfovibrio ferrophilus IS5	WP_205219806.1	WP_126375825.1
OG0001259	Desulfovibrio vulgaris DP4	WP_205219806.1	WP_010938577.1
OG0001259	Desulfotalea psychrophila LSv54	WP_205219806.1	WP_041277800.1
OG0001259	Desulfocapsa_13_biocide	WP_205219806.1	Utg859236_18
OG0001259	Desulfocapsa_06_corrosive	WP_205219806.1	Utg323990_207
OG0001259	Desulfocapsa sulfexigens DSM 10523	WP_205219806.1	WP_015404477.1
OG0001259	Desulfosediminicola flagellatus IMCC35005	WP_205219806.1	WP_136808446.1
OG0001259	Desulfosediminicola ganghwensis IMCC35004	WP_205219806.1	WP_136798249.1
OG0001260	Desulfovibrio vulgaris DP4	WP_205219771.1	WP_010938590.1
OG0001260	Desulfovibrio ferrophilus IS5	WP_205219771.1	WP_126379168.1, WP_126378625.1
OG0001260	Desulfotalea psychrophila LSv54	WP_205219771.1	WP_011188713.1
OG0001260	Desulfosediminicola ganghwensis IMCC35004	WP_205219771.1	WP_136796612.1
OG0001260	Desulfosediminicola flagellatus IMCC35005	WP_205219771.1	WP_136808405.1
OG0001260	Desulfocapsa sulfexigens DSM 10523	WP_205219771.1	WP_015404512.1
OG0001260	Desulfocapsa_06_corrosive	WP_205219771.1	Utg323990_177
OG0001260	Desulfocapsa_13_biocide	WP_205219771.1	Utg860006_26
OG0001261	Desulfovibrio vulgaris DP4	WP_205218671.1	WP_011791573.1
OG0001261	Desulfotalea psychrophila LSv54	WP_205218671.1	WP_011188718.1
OG0001261	Desulfocapsa_13_biocide	WP_205218671.1	Utg860006_46, Utg860006_47
OG0001261	Desulfosediminicola ganghwensis IMCC35004	WP_205218671.1	WP_136799966.1, WP_136796617.1
OG0001261	Desulfocapsa_06_corrosive	WP_205218671.1	Utg323990_156
OG0001261	Desulfocapsa sulfexigens DSM 10523	WP_205218671.1	WP_015404532.1
OG0001261	Desulfosediminicola flagellatus IMCC35005	WP_205218671.1	WP_136808398.1
OG0001262	Geobacter sulfurreducens PCA	WP_205220033.1	WP_010943865.1
OG0001262	Desulfosediminicola flagellatus IMCC35005	WP_205220033.1	WP_136808389.1
OG0001262	Desulfosediminicola ganghwensis IMCC35004	WP_205220033.1	WP_136796626.1
OG0001262	Desulfocapsa sulfexigens DSM 10523	WP_205220033.1	WP_015404543.1
OG0001262	Desulfocapsa_06_corrosive	WP_205220033.1	Utg323990_144
OG0001262	Desulfocapsa_13_biocide	WP_205220033.1	Utg860006_58
OG0001262	Desulfovibrio ferrophilus IS5	WP_205220033.1	WP_126378461.1
OG0001262	Desulfovibrio vulgaris DP4	WP_205220033.1	WP_010937569.1
OG0001263	Desulfovibrio ferrophilus IS5	WP_205219749.1	WP_126379356.1
OG0001263	Desulfovibrio vulgaris DP4	WP_205219749.1	WP_011792781.1, WP_010937994.1
OG0001263	Desulfocapsa sulfexigens DSM 10523	WP_205219749.1	WP_015404564.1
OG0001263	Desulfocapsa_06_corrosive	WP_205219749.1	Utg323990_114
OG0001263	Desulfocapsa_13_biocide	WP_205219749.1	Utg860006_85
OG0001263	Desulfosediminicola flagellatus IMCC35005	WP_205219749.1	WP_136806184.1
OG0001263	Desulfosediminicola ganghwensis IMCC35004	WP_205219749.1	WP_167495658.1
OG0001263	Desulfotalea psychrophila LSv54	WP_205219749.1	WP_011187459.1
OG0001264	Geobacter sulfurreducens PCA	WP_275888999.1	WP_010941103.1
OG0001264	Desulfovibrio ferrophilus IS5	WP_275888999.1	WP_126379575.1
OG0001264	Desulfovibrio vulgaris DP4	WP_275888999.1	WP_011792534.1
OG0001264	Desulfosediminicola ganghwensis IMCC35004	WP_275888999.1	WP_136798714.1
OG0001264	Desulfosediminicola flagellatus IMCC35005	WP_275888999.1	WP_136805069.1
OG0001264	Desulfocapsa sulfexigens DSM 10523	WP_275888999.1	WP_015404628.1
OG0001264	Desulfocapsa_06_corrosive	WP_275888999.1	Utg323990_37
OG0001264	Desulfocapsa_13_biocide	WP_275888999.1	Utg860006_166
OG0001264	Desulfotalea psychrophila LSv54	WP_275888999.1	WP_011190206.1
OG0001265	Desulfocapsa_13_biocide	WP_205218615.1, WP_205217336.1	Utg857994_240, Utg860006_175, Utg857994_239
OG0001265	Desulfocapsa_06_corrosive	WP_205218615.1	Utg323074_210
OG0001265	Desulfocapsa_06_corrosive	WP_205217336.1	Utg323262_7
OG0001265	Desulfocapsa sulfexigens DSM 10523	WP_205217336.1	WP_015404683.1
OG0001265	Desulfosediminicola ganghwensis IMCC35004	WP_205217336.1	WP_136799189.1
OG0001265	Desulfosediminicola flagellatus IMCC35005	WP_205217336.1	WP_167505872.1
OG0001266	Shewanella oneidensis MR-1	WP_205219820.1	WP_011070547.1
OG0001266	Desulfotalea psychrophila LSv54	WP_205219820.1	WP_011189961.1
OG0001266	Desulfovibrio vulgaris DP4	WP_205219820.1	WP_081428952.1
OG0001266	Desulfovibrio ferrophilus IS5	WP_205219820.1	WP_126379864.1
OG0001266	Desulfocapsa sulfexigens DSM 10523	WP_205219820.1	WP_015404731.1
OG0001266	Desulfocapsa_13_biocide	WP_205219820.1	Utg857994_143
OG0001266	Desulfocapsa_06_corrosive	WP_205219820.1	Utg323074_125
OG0001266	Desulfosediminicola ganghwensis IMCC35004	WP_205219820.1	WP_136797760.1
OG0001266	Desulfosediminicola flagellatus IMCC35005	WP_205219820.1	WP_228723335.1
OG0001267	Shewanella oneidensis MR-1	WP_205218239.1, WP_205218238.1, WP_205218021.1	WP_011074089.1
OG0001267	Desulfotalea psychrophila LSv54	WP_205218239.1, WP_205218238.1, WP_205218021.1	WP_011187707.1
OG0001267	Desulfocapsa_13_biocide	WP_205218239.1, WP_205218238.1, WP_205218021.1	Utg863716_43
OG0001267	Desulfocapsa_06_corrosive	WP_205218239.1, WP_205218238.1, WP_205218021.1	Utg323180_208
OG0001267	Desulfocapsa sulfexigens DSM 10523	WP_205218239.1, WP_205218238.1, WP_205218021.1	WP_015404755.1
OG0001267	Desulfovibrio ferrophilus IS5	WP_205218239.1, WP_205218238.1, WP_205218021.1	WP_232034844.1
OG0001267	Desulfosediminicola flagellatus IMCC35005	WP_205218239.1, WP_205218238.1, WP_205218021.1	WP_136810431.1
OG0001269	Geobacter sulfurreducens PCA	WP_205219757.1	WP_010941842.1
OG0001269	Desulfovibrio vulgaris DP4	WP_205219757.1	WP_011791483.1
OG0001269	Desulfovibrio ferrophilus IS5	WP_205219757.1	WP_126380523.1, WP_126381545.1
OG0001269	Desulfosediminicola ganghwensis IMCC35004	WP_205219757.1	WP_136795892.1
OG0001269	Desulfosediminicola flagellatus IMCC35005	WP_205219757.1	WP_136806149.1
OG0001269	Desulfocapsa sulfexigens DSM 10523	WP_205219757.1	WP_015404954.1
OG0001269	Desulfocapsa_13_biocide	WP_205219757.1	Utg859982_196
OG0001269	Desulfocapsa_06_corrosive	WP_205219757.1	Utg323152_401
OG0001270	Desulfosediminicola flagellatus IMCC35005	WP_275888994.1	WP_136808309.1, WP_167505924.1, WP_136809526.1
OG0001270	Desulfosediminicola ganghwensis IMCC35004	WP_275888994.1	WP_136796701.1, WP_136798158.1
OG0001270	Desulfocapsa_06_corrosive	WP_275888994.1	Utg323152_591
OG0001270	Desulfocapsa sulfexigens DSM 10523	WP_275888994.1	WP_015405462.1, WP_015404970.1
OG0001270	Desulfocapsa_13_biocide	WP_275888994.1	Utg857682_152
OG0001271	Desulfovibrio vulgaris DP4	WP_205218119.1	WP_011792191.1
OG0001271	Desulfovibrio ferrophilus IS5	WP_205218119.1	WP_232034882.1
OG0001271	Desulfocapsa sulfexigens DSM 10523	WP_205218119.1	WP_015405038.1
OG0001271	Desulfocapsa_06_corrosive	WP_205218119.1	Utg323152_203
OG0001271	Desulfocapsa_13_biocide	WP_205218119.1	Utg859098_211
OG0001271	Desulfosediminicola flagellatus IMCC35005	WP_205218119.1	WP_136809117.1, WP_136806345.1
OG0001271	Desulfosediminicola ganghwensis IMCC35004	WP_205218119.1	WP_136795789.1
OG0001271	Desulfotalea psychrophila LSv54	WP_205218119.1	WP_011189823.1
OG0001272	Desulfovibrio ferrophilus IS5	WP_205218078.1	WP_126375777.1
OG0001272	Desulfovibrio vulgaris DP4	WP_205218078.1	WP_011792498.1, WP_011791995.1
OG0001272	Desulfotalea psychrophila LSv54	WP_205218078.1	WP_011189196.1
OG0001272	Desulfosediminicola ganghwensis IMCC35004	WP_205218078.1	WP_136799289.1
OG0001272	Desulfosediminicola flagellatus IMCC35005	WP_205218078.1	WP_136806356.1
OG0001272	Desulfocapsa_06_corrosive	WP_205218078.1	Utg323152_190
OG0001272	Desulfocapsa_13_biocide	WP_205218078.1	Utg859098_223
OG0001272	Desulfocapsa sulfexigens DSM 10523	WP_205218078.1	WP_015405050.1
OG0001273	Shewanella oneidensis MR-1	WP_205219430.1	WP_011070810.1
OG0001273	Desulfovibrio ferrophilus IS5	WP_205219430.1	WP_126377998.1
OG0001273	Desulfocapsa_13_biocide	WP_205219430.1	Utg859098_180
OG0001273	Desulfocapsa_06_corrosive	WP_205219430.1	Utg323152_231
OG0001273	Geobacter sulfurreducens PCA	WP_205219430.1	WP_235044901.1
OG0001273	Desulfocapsa sulfexigens DSM 10523	WP_205219430.1	WP_015405065.1
OG0001273	Desulfotalea psychrophila LSv54	WP_205219430.1	WP_011187990.1
OG0001273	Desulfosediminicola ganghwensis IMCC35004	WP_205219430.1	WP_136799134.1
OG0001273	Desulfosediminicola flagellatus IMCC35005	WP_205219430.1	WP_136808821.1
OG0001274	Geobacter sulfurreducens PCA	WP_205219714.1	WP_010942443.1
OG0001274	Desulfovibrio vulgaris DP4	WP_205219714.1	WP_010939200.1
OG0001274	Desulfovibrio ferrophilus IS5	WP_205219714.1	WP_126377007.1
OG0001274	Desulfotalea psychrophila LSv54	WP_205219714.1	WP_228130163.1
OG0001274	Desulfosediminicola flagellatus IMCC35005	WP_205219714.1	WP_136808942.1
OG0001274	Desulfosediminicola ganghwensis IMCC35004	WP_205219714.1	WP_136797098.1
OG0001274	Desulfocapsa sulfexigens DSM 10523	WP_205219714.1	WP_015405102.1
OG0001274	Desulfocapsa_13_biocide	WP_205219714.1	Utg859098_242
OG0001274	Desulfocapsa_06_corrosive	WP_205219714.1	Utg323152_173
OG0001275	Shewanella oneidensis MR-1	WP_205218955.1	WP_011073786.1
OG0001275	Desulfovibrio ferrophilus IS5	WP_205218955.1	WP_126378844.1
OG0001275	Desulfovibrio vulgaris DP4	WP_205218955.1	WP_010938274.1
OG0001275	Desulfotalea psychrophila LSv54	WP_205218955.1	WP_011188920.1
OG0001275	Desulfosediminicola flagellatus IMCC35005	WP_205218955.1	WP_136807489.1
OG0001275	Desulfosediminicola ganghwensis IMCC35004	WP_205218955.1	WP_136799202.1
OG0001275	Desulfocapsa_06_corrosive	WP_205218955.1	Utg323152_87
OG0001275	Desulfocapsa sulfexigens DSM 10523	WP_205218955.1	WP_015405144.1
OG0001275	Desulfocapsa_13_biocide	WP_205218955.1	Utg859098_312
OG0001276	Geobacter sulfurreducens PCA	WP_205219744.1	WP_010943629.1
OG0001276	Desulfovibrio ferrophilus IS5	WP_205219744.1	WP_126375554.1
OG0001276	Desulfovibrio vulgaris DP4	WP_205219744.1	WP_011791515.1
OG0001276	Desulfosediminicola flagellatus IMCC35005	WP_205219744.1	WP_136806368.1
OG0001276	Desulfosediminicola ganghwensis IMCC35004	WP_205219744.1	WP_136799275.1
OG0001276	Desulfocapsa sulfexigens DSM 10523	WP_205219744.1	WP_015405165.1
OG0001276	Desulfocapsa_13_biocide	WP_205219744.1	Utg859098_323
OG0001276	Desulfocapsa_06_corrosive	WP_205219744.1	Utg323152_76
OG0001276	Desulfotalea psychrophila LSv54	WP_205219744.1	WP_011187464.1
OG0001277	Geobacter sulfurreducens PCA	WP_205219745.1	WP_010943636.1
OG0001277	Desulfovibrio vulgaris DP4	WP_205219745.1	WP_011791516.1
OG0001277	Desulfovibrio ferrophilus IS5	WP_205219745.1	WP_126380727.1
OG0001277	Desulfosediminicola ganghwensis IMCC35004	WP_205219745.1	WP_136799276.1
OG0001277	Desulfosediminicola flagellatus IMCC35005	WP_205219745.1	WP_136806367.1
OG0001277	Desulfocapsa_06_corrosive	WP_205219745.1	Utg323152_75
OG0001277	Desulfocapsa_13_biocide	WP_205219745.1	Utg859098_324
OG0001277	Desulfocapsa sulfexigens DSM 10523	WP_205219745.1	WP_015405166.1
OG0001277	Desulfotalea psychrophila LSv54	WP_205219745.1	WP_041277468.1
OG0001278	Geobacter sulfurreducens PCA	WP_205219739.1	WP_010943622.1
OG0001278	Desulfovibrio ferrophilus IS5	WP_205219739.1	WP_126380717.1
OG0001278	Desulfovibrio vulgaris DP4	WP_205219739.1	WP_011791467.1
OG0001278	Desulfocapsa_13_biocide	WP_205219739.1	Utg859098_332
OG0001278	Desulfocapsa_06_corrosive	WP_205219739.1	Utg323152_68
OG0001278	Desulfocapsa sulfexigens DSM 10523	WP_205219739.1	WP_015405173.1
OG0001278	Desulfosediminicola flagellatus IMCC35005	WP_205219739.1	WP_136806360.1
OG0001278	Desulfosediminicola ganghwensis IMCC35004	WP_205219739.1	WP_136799283.1
OG0001278	Desulfotalea psychrophila LSv54	WP_205219739.1	WP_011187469.1
OG0001279	Geobacter sulfurreducens PCA	WP_275889009.1	WP_010943623.1
OG0001279	Desulfovibrio ferrophilus IS5	WP_275889009.1	WP_126380718.1
OG0001279	Desulfovibrio vulgaris DP4	WP_275889009.1	WP_011791468.1
OG0001279	Desulfosediminicola ganghwensis IMCC35004	WP_275889009.1	WP_167495877.1
OG0001279	Desulfosediminicola flagellatus IMCC35005	WP_275889009.1	WP_136806359.1
OG0001279	Desulfocapsa sulfexigens DSM 10523	WP_275889009.1	WP_015405174.1
OG0001279	Desulfocapsa_06_corrosive	WP_275889009.1	Utg323152_67
OG0001279	Desulfocapsa_13_biocide	WP_275889009.1	Utg859098_333
OG0001279	Desulfotalea psychrophila LSv54	WP_275889009.1	WP_011187468.1
OG0001281	Geobacter sulfurreducens PCA	WP_205220050.1	WP_010940701.1
OG0001281	Desulfovibrio ferrophilus IS5	WP_205220050.1	WP_126376267.1
OG0001281	Desulfovibrio vulgaris DP4	WP_205220050.1	WP_011792104.1
OG0001281	Desulfotalea psychrophila LSv54	WP_205220050.1	WP_011189654.1
OG0001281	Desulfosediminicola ganghwensis IMCC35004	WP_205220050.1	WP_176360050.1
OG0001281	Desulfosediminicola flagellatus IMCC35005	WP_205220050.1	WP_167505799.1
OG0001281	Desulfocapsa sulfexigens DSM 10523	WP_205220050.1	WP_015405196.1
OG0001281	Desulfocapsa_13_biocide	WP_205220050.1	Utg859098_355
OG0001281	Desulfocapsa_06_corrosive	WP_205220050.1	Utg323152_44
OG0001282	Geobacter sulfurreducens PCA	WP_240192149.1	WP_010942068.1
OG0001282	Desulfovibrio ferrophilus IS5	WP_240192149.1	WP_126377626.1
OG0001282	Desulfovibrio vulgaris DP4	WP_240192149.1	WP_010940171.1
OG0001282	Desulfotalea psychrophila LSv54	WP_240192149.1	WP_011189655.1
OG0001282	Desulfocapsa_06_corrosive	WP_240192149.1	Utg323152_43
OG0001282	Desulfocapsa_13_biocide	WP_240192149.1	Utg859098_356
OG0001282	Desulfocapsa sulfexigens DSM 10523	WP_240192149.1	WP_015405197.1
OG0001282	Desulfosediminicola ganghwensis IMCC35004	WP_240192149.1	WP_136795832.1
OG0001282	Desulfosediminicola flagellatus IMCC35005	WP_240192149.1	WP_275942857.1
OG0001283	Shewanella oneidensis MR-1	WP_205218145.1	WP_011072785.1
OG0001283	Desulfovibrio ferrophilus IS5	WP_205218145.1	WP_126376698.1
OG0001283	Desulfovibrio vulgaris DP4	WP_205218145.1	WP_011792342.1
OG0001283	Desulfotalea psychrophila LSv54	WP_205218145.1	WP_041278031.1
OG0001283	Desulfosediminicola ganghwensis IMCC35004	WP_205218145.1	WP_136795833.1
OG0001283	Desulfosediminicola flagellatus IMCC35005	WP_205218145.1	WP_167505798.1
OG0001283	Desulfocapsa sulfexigens DSM 10523	WP_205218145.1	WP_015405206.1
OG0001283	Desulfocapsa_06_corrosive	WP_205218145.1	Utg323152_42
OG0001283	Desulfocapsa_13_biocide	WP_205218145.1	Utg859098_359
OG0001291	Desulfosediminicola ganghwensis IMCC35004	WP_205218393.1	WP_136795813.1
OG0001291	Desulfosediminicola flagellatus IMCC35005	WP_205218393.1	WP_136806320.1
OG0001291	Desulfosediminicola ganghwensis IMCC35004	WP_205219337.1	WP_136797801.1
OG0001291	Desulfocapsa sulfexigens DSM 10523	WP_205219337.1	WP_015405344.1
OG0001291	Desulfocapsa_13_biocide	WP_205219337.1	Utg858498_8
OG0001291	Desulfocapsa_06_corrosive	WP_205219337.1	Utg323392_23
OG0001291	Desulfosediminicola flagellatus IMCC35005	WP_205219337.1	WP_136806753.1
OG0001291	Desulfotalea psychrophila LSv54	WP_205219337.1	WP_011189782.1
OG0001292	Shewanella oneidensis MR-1	WP_205220207.1	WP_011073681.1
OG0001292	Desulfovibrio vulgaris DP4	WP_205220207.1	WP_010940433.1
OG0001292	Desulfovibrio ferrophilus IS5	WP_205220207.1	WP_126380713.1
OG0001292	Desulfotalea psychrophila LSv54	WP_205220207.1	WP_041278007.1
OG0001292	Desulfocapsa sulfexigens DSM 10523	WP_205220207.1	WP_015405345.1
OG0001292	Desulfocapsa_13_biocide	WP_205220207.1	Utg858498_9
OG0001292	Desulfocapsa_06_corrosive	WP_205220207.1	Utg323392_24
OG0001292	Desulfosediminicola flagellatus IMCC35005	WP_205220207.1	WP_136806319.1
OG0001292	Desulfosediminicola ganghwensis IMCC35004	WP_205220207.1	WP_167495653.1
OG0001293	Geobacter sulfurreducens PCA	WP_205220212.1	WP_010942578.1
OG0001293	Desulfovibrio ferrophilus IS5	WP_205220212.1	WP_126375613.1
OG0001293	Desulfovibrio vulgaris DP4	WP_205220212.1	WP_010938180.1
OG0001293	Desulfocapsa_06_corrosive	WP_205220212.1	Utg323392_27
OG0001293	Desulfocapsa_13_biocide	WP_205220212.1	Utg858498_12
OG0001293	Desulfocapsa sulfexigens DSM 10523	WP_205220212.1	WP_015405348.1
OG0001293	Desulfosediminicola ganghwensis IMCC35004	WP_205220212.1	WP_136795817.1
OG0001293	Desulfosediminicola flagellatus IMCC35005	WP_205220212.1	WP_136806316.1
OG0001293	Desulfotalea psychrophila LSv54	WP_205220212.1	WP_011189639.1
OG0001294	Shewanella oneidensis MR-1	WP_205218150.1	WP_011073614.1
OG0001294	Desulfotalea psychrophila LSv54	WP_205218150.1	WP_011189444.1
OG0001294	Desulfocapsa sulfexigens DSM 10523	WP_205218150.1	WP_015405377.1
OG0001294	Desulfocapsa_13_biocide	WP_205218150.1	Utg859388_148
OG0001294	Desulfocapsa_06_corrosive	WP_205218150.1	Utg323392_87
OG0001294	Desulfosediminicola ganghwensis IMCC35004	WP_205218150.1	WP_136795838.1
OG0001294	Desulfosediminicola flagellatus IMCC35005	WP_205218150.1	WP_136806295.1
OG0001295	Geobacter sulfurreducens PCA	WP_205218750.1	WP_010942365.1
OG0001295	Desulfovibrio ferrophilus IS5	WP_205218750.1	WP_126379431.1
OG0001295	Desulfovibrio vulgaris DP4	WP_205218750.1	WP_011792439.1
OG0001295	Desulfocapsa sulfexigens DSM 10523	WP_205218750.1	WP_015405445.1
OG0001295	Desulfocapsa_06_corrosive	WP_205218750.1	Utg323152_553
OG0001295	Desulfotalea psychrophila LSv54	WP_205218750.1	WP_011189506.1, WP_265588558.1
OG0001295	Desulfosediminicola flagellatus IMCC35005	WP_205218750.1	WP_136806387.1
OG0001295	Desulfosediminicola ganghwensis IMCC35004	WP_205218750.1	WP_136799256.1
OG0001298	Geobacter sulfurreducens PCA	WP_205218923.1	WP_010941305.1
OG0001298	Desulfovibrio vulgaris DP4	WP_205218923.1	WP_010938139.1
OG0001298	Desulfovibrio ferrophilus IS5	WP_205218923.1	WP_126379323.1
OG0001298	Desulfocapsa_13_biocide	WP_205218923.1	Utg866558_17
OG0001298	Desulfocapsa_06_corrosive	WP_205218923.1	Utg323632_300
OG0001298	Desulfocapsa sulfexigens DSM 10523	WP_205218923.1	WP_015405553.1
OG0001298	Desulfosediminicola ganghwensis IMCC35004	WP_205218923.1	WP_136797978.1
OG0001298	Desulfosediminicola flagellatus IMCC35005	WP_205218923.1	WP_136805274.1
OG0001298	Desulfotalea psychrophila LSv54	WP_205218923.1	WP_011190042.1
OG0001300	Desulfovibrio vulgaris DP4	WP_205219583.1	WP_011792711.1
OG0001300	Desulfovibrio ferrophilus IS5	WP_205219583.1	WP_126380809.1
