Orthogroup	Species	Acidithiobacillus ferrooxidans YNTRS-40	Orthologs
OG0001592	Desulforhopalus vacuolatus DSM 9700	WP_012536449.1	WP_205219476.1
OG0001592	Desulfovibrio ferrophilus IS5	WP_012536449.1	WP_232034815.1
OG0001592	Desulfosediminicola flagellatus IMCC35005	WP_012536449.1	WP_136809337.1
OG0001592	Desulfosediminicola ganghwensis IMCC35004	WP_012536449.1	WP_136797918.1
OG0001592	Desulfocapsa sulfexigens DSM 10523	WP_012536449.1	WP_015403594.1
OG0001592	Desulfocapsa_13_biocide	WP_012536449.1	Utg865370_26
OG0001592	Desulfocapsa_06_corrosive	WP_012536449.1	Utg323266_33
OG0001593	Desulfovibrio ferrophilus IS5	WP_012536479.1	WP_126378331.1
OG0001593	Desulfovibrio vulgaris DP4	WP_012536479.1	WP_011792394.1
OG0001593	Geobacter sulfurreducens PCA	WP_012536479.1	WP_010941045.1
OG0001593	Desulforhopalus vacuolatus DSM 9700	WP_012536479.1	WP_205217578.1
OG0001593	Desulfotalea psychrophila LSv54	WP_012536479.1	WP_011187544.1
OG0001593	Desulfosediminicola ganghwensis IMCC35004	WP_012536479.1	WP_136795305.1
OG0001593	Desulfosediminicola flagellatus IMCC35005	WP_012536479.1	WP_136808130.1
OG0001594	Desulfocapsa sulfexigens DSM 10523	WP_012536520.1	WP_015402917.1
OG0001594	Desulfocapsa_06_corrosive	WP_012536520.1	Utg323152_102
OG0001594	Desulfocapsa_13_biocide	WP_012536520.1	Utg859098_300
OG0001594	Shewanella oneidensis MR-1	WP_012536520.1	WP_011070768.1, WP_011072220.1
OG0001594	Geobacter sulfurreducens PCA	WP_012536520.1	WP_010943196.1, WP_010942386.1
OG0001595	Desulfotalea psychrophila LSv54	WP_012536540.1	WP_011188895.1
OG0001595	Desulfosediminicola ganghwensis IMCC35004	WP_012536540.1	WP_136798420.1
OG0001595	Desulfosediminicola flagellatus IMCC35005	WP_012536540.1	WP_136808103.1
OG0001595	Shewanella oneidensis MR-1	WP_012536540.1	WP_011070789.1
OG0001595	Geobacter sulfurreducens PCA	WP_012536540.1	WP_010942483.1, WP_010940859.1, WP_010941145.1
OG0001596	Desulfovibrio vulgaris DP4	WP_012536743.1	WP_011791526.1
OG0001596	Desulfovibrio ferrophilus IS5	WP_012536743.1	WP_126378445.1
OG0001596	Desulforhopalus vacuolatus DSM 9700	WP_012536743.1	WP_205218190.1
OG0001596	Desulfocapsa_13_biocide	WP_012536743.1	Utg863716_49
OG0001596	Desulfocapsa_06_corrosive	WP_012536743.1	Utg323180_219
OG0001596	Desulfosediminicola flagellatus IMCC35005	WP_012536743.1	WP_136806924.1
OG0001596	Desulfosediminicola ganghwensis IMCC35004	WP_012536743.1	WP_136798522.1
OG0001597	Desulfosediminicola flagellatus IMCC35005	WP_229129777.1, WP_049756721.1, WP_054608875.1	WP_136806934.1
OG0001597	Geobacter sulfurreducens PCA	WP_229129777.1, WP_049756721.1, WP_054608875.1	WP_010940725.1
OG0001597	Desulfocapsa sulfexigens DSM 10523	WP_229129777.1, WP_049756721.1, WP_054608875.1	WP_015402932.1
OG0001597	Desulfosediminicola flagellatus IMCC35005	WP_012536793.1	WP_136810868.1
OG0001598	Desulfosediminicola ganghwensis IMCC35004	WP_012536963.1, WP_180830596.1, WP_012536800.1, WP_012537395.1	WP_136797315.1
OG0001598	Desulfosediminicola flagellatus IMCC35005	WP_012536963.1, WP_180830596.1, WP_012536800.1, WP_012537395.1	WP_136805882.1
OG0001598	Desulfocapsa_06_corrosive	WP_012536963.1, WP_180830596.1, WP_012536800.1, WP_012537395.1	Utg323392_32
OG0001598	Shewanella oneidensis MR-1	WP_012537395.1	WP_011073023.1
OG0001599	Desulfotalea psychrophila LSv54	WP_012536855.1	WP_228130134.1
OG0001599	Desulfosediminicola flagellatus IMCC35005	WP_012536855.1	WP_217909588.1
OG0001599	Desulfosediminicola ganghwensis IMCC35004	WP_012536855.1	WP_136795472.1
OG0001599	Shewanella oneidensis MR-1	WP_012536855.1	WP_011071939.1, WP_164925727.1, WP_011071993.1
OG0001599	Desulforhopalus vacuolatus DSM 9700	WP_012536855.1	WP_205219269.1
OG0001600	Desulfosediminicola ganghwensis IMCC35004	WP_012536880.1	WP_167495764.1
OG0001600	Desulforhopalus vacuolatus DSM 9700	WP_012536880.1	WP_205219889.1, WP_205218489.1
OG0001600	Desulfocapsa sulfexigens DSM 10523	WP_012536880.1	WP_015403926.1
OG0001600	Desulfosediminicola flagellatus IMCC35005	WP_012536880.1	WP_136807273.1
OG0001600	Desulfocapsa_06_corrosive	WP_012536880.1	Utg323392_35
OG0001600	Desulfotalea psychrophila LSv54	WP_012536880.1	WP_198408698.1
OG0001601	Desulfotalea psychrophila LSv54	WP_012536890.1	WP_041278048.1
OG0001601	Desulfocapsa sulfexigens DSM 10523	WP_012536890.1	WP_015404817.1
OG0001601	Desulfocapsa_06_corrosive	WP_012536890.1	Utg323152_502
OG0001601	Desulfocapsa_13_biocide	WP_012536890.1	Utg859982_44
OG0001601	Desulforhopalus vacuolatus DSM 9700	WP_012536890.1	WP_205220076.1
OG0001601	Desulfosediminicola ganghwensis IMCC35004	WP_012536890.1	WP_136799777.1
OG0001601	Desulfosediminicola flagellatus IMCC35005	WP_012536890.1	WP_136805318.1
OG0001602	Desulfovibrio ferrophilus IS5	WP_012536895.1	WP_126380962.1
OG0001602	Desulfovibrio vulgaris DP4	WP_012536895.1	WP_011792223.1
OG0001602	Shewanella oneidensis MR-1	WP_012536895.1	WP_011070545.1
OG0001602	Desulfotalea psychrophila LSv54	WP_012536895.1	WP_011187946.1
OG0001602	Desulfosediminicola flagellatus IMCC35005	WP_012536895.1	WP_136805918.1
OG0001602	Desulfosediminicola ganghwensis IMCC35004	WP_012536895.1	WP_167495900.1
OG0001602	Desulforhopalus vacuolatus DSM 9700	WP_012536895.1	WP_240191993.1
OG0001603	Shewanella oneidensis MR-1	WP_180830470.1, WP_012536907.1	WP_011073926.1
OG0001603	Desulforhopalus vacuolatus DSM 9700	WP_180830470.1, WP_012536907.1	WP_205218941.1
OG0001603	Desulfocapsa sulfexigens DSM 10523	WP_180830470.1, WP_012536907.1	WP_015403052.1, WP_015403042.1
OG0001603	Geobacter sulfurreducens PCA	WP_180830470.1, WP_012536907.1	WP_010941619.1
OG0001603	Desulfocapsa_13_biocide	WP_180830470.1, WP_012536907.1	Utg859098_357
OG0001604	Shewanella oneidensis MR-1	WP_012536910.1	WP_011071928.1
OG0001604	Desulfovibrio ferrophilus IS5	WP_012536910.1	WP_126375596.1
OG0001604	Desulfosediminicola ganghwensis IMCC35004	WP_012536910.1	WP_136795674.1
OG0001604	Desulfosediminicola flagellatus IMCC35005	WP_012536910.1	WP_136809808.1, WP_136810374.1
OG0001604	Desulfovibrio vulgaris DP4	WP_012536910.1	WP_081428804.1
OG0001604	Desulfocapsa_06_corrosive	WP_012536910.1	Utg323300_10
OG0001605	Shewanella oneidensis MR-1	WP_012536915.1	WP_011072009.1
OG0001605	Desulfosediminicola ganghwensis IMCC35004	WP_012536915.1	WP_136799421.1
OG0001605	Desulfosediminicola flagellatus IMCC35005	WP_012536915.1	WP_136809277.1, WP_136805982.1
OG0001605	Desulforhopalus vacuolatus DSM 9700	WP_012536915.1	WP_205218860.1
OG0001605	Desulfocapsa sulfexigens DSM 10523	WP_012536915.1	WP_015403596.1
OG0001605	Desulfovibrio ferrophilus IS5	WP_012536915.1	WP_126380672.1
OG0001606	Desulfotalea psychrophila LSv54	WP_012536993.1	WP_011187360.1
OG0001606	Desulfosediminicola flagellatus IMCC35005	WP_012536993.1	WP_136805967.1
OG0001606	Desulfosediminicola ganghwensis IMCC35004	WP_012536993.1	WP_136798569.1
OG0001606	Desulforhopalus vacuolatus DSM 9700	WP_012536993.1	WP_205218781.1
OG0001606	Desulfocapsa sulfexigens DSM 10523	WP_012536993.1	WP_015403075.1
OG0001606	Desulfocapsa_06_corrosive	WP_012536993.1	Utg323140_263
OG0001606	Shewanella oneidensis MR-1	WP_012536993.1	WP_011070466.1
OG0001607	Desulfovibrio ferrophilus IS5	WP_012537007.1	WP_126380585.1
OG0001607	Desulfovibrio vulgaris DP4	WP_012537007.1	WP_010937740.1
OG0001607	Geobacter sulfurreducens PCA	WP_012537007.1	WP_010941400.1
OG0001607	Desulfotalea psychrophila LSv54	WP_012537007.1	WP_011188289.1
OG0001607	Desulfosediminicola flagellatus IMCC35005	WP_012537007.1	WP_136809918.1
OG0001607	Desulfosediminicola ganghwensis IMCC35004	WP_012537007.1	WP_136796727.1
OG0001607	Desulfocapsa sulfexigens DSM 10523	WP_012537007.1	WP_015403110.1
OG0001608	Shewanella oneidensis MR-1	WP_012537127.1	WP_011072018.1
OG0001608	Desulfocapsa_06_corrosive	WP_012537127.1	Utg323152_585
OG0001608	Desulfotalea psychrophila LSv54	WP_012537127.1	WP_156792317.1
OG0001608	Desulfosediminicola ganghwensis IMCC35004	WP_012537127.1	WP_136797908.1
OG0001608	Desulfosediminicola flagellatus IMCC35005	WP_012537127.1	WP_136805479.1
OG0001608	Desulfocapsa sulfexigens DSM 10523	WP_012537127.1	WP_015402365.1
OG0001608	Desulforhopalus vacuolatus DSM 9700	WP_012537127.1	WP_205217539.1
OG0001609	Desulforhopalus vacuolatus DSM 9700	WP_012537175.1	WP_205220015.1
OG0001609	Desulfosediminicola ganghwensis IMCC35004	WP_012537175.1	WP_136795625.1
OG0001609	Desulfosediminicola flagellatus IMCC35005	WP_012537175.1	WP_136809754.1
OG0001609	Desulfocapsa sulfexigens DSM 10523	WP_012537175.1	WP_228130002.1
OG0001609	Desulfocapsa_13_biocide	WP_012537175.1	Utg857046_137
OG0001609	Desulfocapsa_06_corrosive	WP_012537175.1	Utg323316_232
OG0001609	Shewanella oneidensis MR-1	WP_012537175.1	WP_011072683.1
OG0001610	Desulforhopalus vacuolatus DSM 9700	WP_012537297.1	WP_205218577.1
OG0001610	Desulfocapsa_13_biocide	WP_012537297.1	Utg859982_214
OG0001610	Desulfosediminicola ganghwensis IMCC35004	WP_012537297.1	WP_136797003.1
OG0001610	Desulfosediminicola flagellatus IMCC35005	WP_012537297.1	WP_136810202.1
OG0001610	Shewanella oneidensis MR-1	WP_012537297.1	WP_011071276.1
OG0001610	Geobacter sulfurreducens PCA	WP_012537297.1	WP_010944041.1, WP_010941017.1
OG0001611	Desulforhopalus vacuolatus DSM 9700	WP_012537300.1	WP_205218582.1
OG0001611	Desulfosediminicola ganghwensis IMCC35004	WP_012537300.1	WP_136797007.1
OG0001611	Desulfosediminicola flagellatus IMCC35005	WP_012537300.1	WP_136810198.1
OG0001611	Desulfocapsa_13_biocide	WP_012537300.1	Utg859982_219
OG0001611	Shewanella oneidensis MR-1	WP_012537300.1	WP_011071281.1
OG0001611	Geobacter sulfurreducens PCA	WP_012537300.1	WP_010944049.1, WP_010941012.1
OG0001612	Desulfocapsa sulfexigens DSM 10523	WP_012537342.1	WP_015402540.1
OG0001612	Desulfotalea psychrophila LSv54	WP_012537342.1	WP_011188769.1
OG0001612	Desulfosediminicola flagellatus IMCC35005	WP_012537342.1	WP_136805717.1
OG0001612	Desulfosediminicola ganghwensis IMCC35004	WP_012537342.1	WP_136796457.1
OG0001612	Desulfocapsa_06_corrosive	WP_012537342.1	Utg323152_572
OG0001612	Desulfovibrio vulgaris DP4	WP_012537342.1	WP_011792065.1
OG0001612	Desulfovibrio ferrophilus IS5	WP_012537342.1	WP_126377975.1
OG0001613	Desulfocapsa_06_corrosive	WP_012537343.1	Utg323152_573
OG0001613	Desulfosediminicola ganghwensis IMCC35004	WP_012537343.1	WP_136796456.1
OG0001613	Desulfosediminicola flagellatus IMCC35005	WP_012537343.1	WP_136805716.1
OG0001613	Desulfotalea psychrophila LSv54	WP_012537343.1	WP_011188770.1
OG0001613	Desulfovibrio ferrophilus IS5	WP_012537343.1	WP_126377973.1
OG0001613	Desulfovibrio vulgaris DP4	WP_012537343.1	WP_011792066.1
OG0001613	Desulfocapsa sulfexigens DSM 10523	WP_012537343.1	WP_015402539.1
OG0001614	Desulfotalea psychrophila LSv54	WP_012537351.1	WP_011189347.1
OG0001614	Desulfocapsa_13_biocide	WP_012537351.1	Utg857994_242
OG0001614	Desulforhopalus vacuolatus DSM 9700	WP_012537351.1	WP_205219905.1
OG0001614	Desulfosediminicola flagellatus IMCC35005	WP_012537351.1	WP_136806942.1, WP_136809830.1
OG0001614	Desulfosediminicola ganghwensis IMCC35004	WP_012537351.1	WP_167495609.1, WP_176360091.1
OG0001615	Shewanella oneidensis MR-1	WP_012537682.1	WP_011072114.1
OG0001615	Desulfosediminicola ganghwensis IMCC35004	WP_012537682.1	WP_136799602.1
OG0001615	Desulfosediminicola flagellatus IMCC35005	WP_012537682.1	WP_136805919.1
OG0001615	Desulfocapsa_06_corrosive	WP_012537682.1	Utg323140_61
OG0001615	Desulfocapsa_13_biocide	WP_012537682.1	Utg864866_92
OG0001615	Desulfocapsa sulfexigens DSM 10523	WP_012537682.1	WP_015402761.1
OG0001615	Desulforhopalus vacuolatus DSM 9700	WP_012537682.1	WP_205218799.1
OG0001616	Desulfosediminicola flagellatus IMCC35005	WP_012606527.1	WP_167506105.1
OG0001616	Desulfovibrio ferrophilus IS5	WP_012606527.1	WP_126379459.1
OG0001616	Desulfovibrio vulgaris DP4	WP_012606527.1	WP_011792659.1
OG0001616	Geobacter sulfurreducens PCA	WP_012606527.1	WP_010942894.1
OG0001616	Desulfocapsa_13_biocide	WP_012606527.1	Utg860006_142
OG0001616	Desulfocapsa_06_corrosive	WP_012606527.1	Utg323990_71
OG0001616	Desulfotalea psychrophila LSv54	WP_012606527.1	WP_011189460.1
OG0001617	Desulfovibrio vulgaris DP4	WP_012606628.1	WP_010939226.1, WP_010939942.1
OG0001617	Desulfosediminicola flagellatus IMCC35005	WP_012606628.1	WP_136808840.1
OG0001617	Desulfosediminicola ganghwensis IMCC35004	WP_012606628.1	WP_136799152.1, WP_136799401.1
OG0001617	Desulfovibrio ferrophilus IS5	WP_012606628.1	WP_126378094.1, WP_126380025.1
OG0001618	Geobacter sulfurreducens PCA	WP_074874203.1, WP_012607079.1	WP_235044966.1
OG0001618	Desulfosediminicola ganghwensis IMCC35004	WP_074874203.1, WP_012607079.1	WP_136796733.1
OG0001618	Desulfocapsa_13_biocide	WP_074874203.1, WP_012607079.1	Utg859098_249, Utg859098_250
OG0001618	Desulfocapsa sulfexigens DSM 10523	WP_074874203.1, WP_012607079.1	WP_015405109.1
OG0001618	Desulfocapsa_06_corrosive	WP_074874203.1, WP_012607079.1	Utg323152_165
OG0001619	Desulfotalea psychrophila LSv54	WP_012607393.1	WP_011189115.1
OG0001619	Shewanella oneidensis MR-1	WP_012607393.1	WP_011072423.1
OG0001619	Desulfosediminicola ganghwensis IMCC35004	WP_012607393.1	WP_136798677.1
OG0001619	Desulfosediminicola flagellatus IMCC35005	WP_012607393.1	WP_136808662.1
OG0001619	Desulfovibrio vulgaris DP4	WP_012607393.1	WP_010940552.1
OG0001619	Desulfovibrio ferrophilus IS5	WP_012607393.1	WP_126381305.1
OG0001619	Desulforhopalus vacuolatus DSM 9700	WP_012607393.1	WP_205218574.1
OG0001620	Desulfovibrio vulgaris DP4	WP_054608831.1, WP_157293188.1, WP_054608652.1, WP_051690639.1	WP_011791382.1
OG0001620	Desulfosediminicola ganghwensis IMCC35004	WP_054608831.1, WP_157293188.1, WP_054608652.1, WP_051690639.1	WP_136799693.1
OG0001620	Desulfovibrio ferrophilus IS5	WP_054608831.1, WP_157293188.1, WP_054608652.1	WP_126381578.1
OG0001620	Desulfotalea psychrophila LSv54	WP_054608831.1, WP_157293188.1, WP_054608652.1	WP_011190381.1
OG0001621	Desulfocapsa_13_biocide	WP_054608778.1	Utg857152_62
OG0001621	Desulfocapsa_06_corrosive	WP_054608778.1	Utg323300_338
OG0001621	Desulfocapsa sulfexigens DSM 10523	WP_054608778.1	WP_015403608.1, WP_083907183.1
OG0001621	Desulforhopalus vacuolatus DSM 9700	WP_054608778.1	WP_205220345.1
OG0001621	Geobacter sulfurreducens PCA	WP_054608778.1	WP_010940982.1, WP_010941877.1
OG0001622	Desulfocapsa_13_biocide	WP_054609027.1, WP_151528207.1, WP_233459588.1	Utg857046_12
OG0001622	Desulfosediminicola flagellatus IMCC35005	WP_054609027.1, WP_151528207.1, WP_233459588.1	WP_136808574.1
OG0001622	Desulfovibrio ferrophilus IS5	WP_054609027.1, WP_151528207.1, WP_233459588.1	WP_172961805.1
OG0001622	Desulfosediminicola ganghwensis IMCC35004	WP_054609027.1, WP_151528207.1, WP_233459588.1	WP_136798427.1
OG0001622	Shewanella oneidensis MR-1	WP_054609027.1, WP_151528207.1, WP_233459588.1	WP_011073238.1
OG0001623	Desulfotalea psychrophila LSv54	WP_080513197.1	WP_011187308.1
OG0001623	Desulfocapsa sulfexigens DSM 10523	WP_080513197.1	WP_015403665.1
OG0001623	Desulfosediminicola flagellatus IMCC35005	WP_080513197.1	WP_153307142.1, WP_136807217.1, WP_136808568.1
OG0001623	Desulfosediminicola ganghwensis IMCC35004	WP_080513197.1	WP_167495624.1
OG0001623	Desulfovibrio ferrophilus IS5	WP_080513197.1	WP_172961675.1
OG0001624	Shewanella oneidensis MR-1	WP_088775924.1	WP_164925630.1
OG0001624	Desulfocapsa_06_corrosive	WP_088775924.1	Utg323632_332
OG0001624	Desulfovibrio vulgaris DP4	WP_088775924.1	WP_150100254.1
OG0001624	Desulfosediminicola ganghwensis IMCC35004	WP_088775924.1	WP_167495936.1
OG0001625	Shewanella oneidensis MR-1	WP_180830481.1	WP_011070719.1
OG0001625	Desulfocapsa sulfexigens DSM 10523	WP_180830481.1	WP_015402554.1
OG0001625	Desulfovibrio ferrophilus IS5	WP_180830481.1	WP_126375741.1
OG0001625	Desulfovibrio vulgaris DP4	WP_180830481.1	WP_010939886.1
OG0001625	Desulforhopalus vacuolatus DSM 9700	WP_180830481.1	WP_205217381.1, WP_205219505.1
OG0001625	Desulfosediminicola ganghwensis IMCC35004	WP_180830481.1	WP_136798444.1
OG0001626	Desulfovibrio vulgaris DP4	WP_225487043.1	WP_011792047.1
OG0001626	Geobacter sulfurreducens PCA	WP_225487043.1	WP_010941517.1
OG0001626	Shewanella oneidensis MR-1	WP_225487043.1	WP_011071563.1, WP_011074008.1, WP_011072744.1
OG0001626	Desulfosediminicola ganghwensis IMCC35004	WP_225487043.1	WP_136798445.1
OG0001626	Desulforhopalus vacuolatus DSM 9700	WP_225487043.1	WP_275888944.1
OG0001627	Desulfovibrio vulgaris DP4	WP_257246173.1	WP_010938695.1
OG0001627	Desulfosediminicola flagellatus IMCC35005	WP_257246173.1	WP_136809882.1
OG0001627	Shewanella oneidensis MR-1	WP_257246173.1	WP_011072765.1, WP_011070870.1, WP_164925588.1, WP_011071711.1
OG0001819	Desulfosediminicola flagellatus IMCC35005	WP_012607524.1, WP_233459600.1, WP_012537282.1, WP_009560708.1	WP_136806249.1
OG0001819	Shewanella oneidensis MR-1	WP_012607524.1, WP_233459600.1	WP_011071741.1
OG0001819	Shewanella oneidensis MR-1	WP_012537282.1, WP_009560708.1	WP_011071742.1
OG0001820	Shewanella oneidensis MR-1	WP_054608962.1, WP_009560954.1	WP_011071178.1
OG0001820	Desulfosediminicola flagellatus IMCC35005	WP_054608962.1, WP_009560954.1	WP_217909632.1
OG0001820	Geobacter sulfurreducens PCA	WP_054608962.1, WP_009560954.1	WP_010941492.1
OG0001820	Desulfovibrio ferrophilus IS5	WP_054608962.1, WP_009560954.1	WP_126376375.1
OG0001820	Desulfotalea psychrophila LSv54	WP_054608962.1, WP_009560954.1	WP_011188528.1
OG0001821	Desulfocapsa sulfexigens DSM 10523	WP_009560977.1	WP_015402747.1
OG0001821	Shewanella oneidensis MR-1	WP_009560977.1	WP_011071271.1
OG0001821	Desulfosediminicola flagellatus IMCC35005	WP_009560977.1	WP_136808715.1
OG0001821	Geobacter sulfurreducens PCA	WP_009560977.1	WP_010943172.1
OG0001821	Desulfovibrio ferrophilus IS5	WP_009560977.1	WP_126377435.1
OG0001821	Desulfocapsa_13_biocide	WP_009560977.1	Utg857682_49
OG0001822	Desulfosediminicola ganghwensis IMCC35004	WP_009561113.1	WP_167495752.1
OG0001822	Desulfosediminicola flagellatus IMCC35005	WP_009561113.1	WP_136805217.1
OG0001822	Desulfocapsa sulfexigens DSM 10523	WP_009561113.1	WP_015403242.1
OG0001822	Desulforhopalus vacuolatus DSM 9700	WP_009561113.1	WP_205218057.1
OG0001822	Desulfocapsa_06_corrosive	WP_009561113.1	Utg323262_59
OG0001822	Shewanella oneidensis MR-1	WP_009561113.1	WP_011074334.1
OG0001823	Desulfovibrio vulgaris DP4	WP_009561155.1	WP_010938920.1
OG0001823	Desulfovibrio ferrophilus IS5	WP_009561155.1	WP_126376946.1
OG0001823	Geobacter sulfurreducens PCA	WP_009561155.1	WP_010942531.1
OG0001823	Shewanella oneidensis MR-1	WP_009561155.1	WP_011073262.1, WP_011073700.1, WP_011073280.1
OG0001825	Geobacter sulfurreducens PCA	WP_009566502.1	WP_010943042.1
OG0001825	Desulfosediminicola flagellatus IMCC35005	WP_009566502.1	WP_136807137.1
OG0001825	Desulfosediminicola ganghwensis IMCC35004	WP_009566502.1	WP_136795912.1
OG0001825	Desulfocapsa sulfexigens DSM 10523	WP_009566502.1	WP_228130051.1
OG0001825	Desulfocapsa_13_biocide	WP_009566502.1	Utg857152_81
OG0001825	Desulfocapsa_06_corrosive	WP_009566502.1	Utg323300_356
OG0001826	Desulfotalea psychrophila LSv54	WP_009567526.1, WP_009567525.1	WP_011190270.1, WP_041278112.1
OG0001826	Desulfosediminicola ganghwensis IMCC35004	WP_009567526.1, WP_009567525.1	WP_136799090.1
OG0001826	Desulfosediminicola flagellatus IMCC35005	WP_009567526.1, WP_009567525.1	WP_136809219.1, WP_136805657.1
OG0001827	Desulfovibrio vulgaris DP4	WP_009569096.1	WP_011792533.1
OG0001827	Desulforhopalus vacuolatus DSM 9700	WP_009569096.1	WP_205220195.1
OG0001827	Shewanella oneidensis MR-1	WP_009569096.1	WP_164925810.1, WP_011073964.1
OG0001827	Desulfotalea psychrophila LSv54	WP_009569096.1	WP_011188432.1
OG0001827	Desulfosediminicola flagellatus IMCC35005	WP_009569096.1	WP_136810862.1
OG0001828	Desulfosediminicola flagellatus IMCC35005	WP_012535747.1	WP_136808930.1
OG0001828	Desulfosediminicola ganghwensis IMCC35004	WP_012535747.1	WP_136797110.1
OG0001828	Desulfocapsa sulfexigens DSM 10523	WP_012535747.1	WP_015402594.1
OG0001828	Desulfovibrio vulgaris DP4	WP_012535747.1	WP_011792757.1
OG0001828	Desulfovibrio ferrophilus IS5	WP_012535747.1	WP_232034759.1
OG0001828	Desulfocapsa_06_corrosive	WP_012535747.1	Utg323180_170
OG0001829	Shewanella oneidensis MR-1	WP_054608787.1, WP_012535782.1	WP_011074360.1
OG0001829	Desulfovibrio vulgaris DP4	WP_054608787.1, WP_012535782.1	WP_043629397.1
OG0001829	Desulforhopalus vacuolatus DSM 9700	WP_054608787.1	WP_205220088.1
OG0001829	Desulforhopalus vacuolatus DSM 9700	WP_012535782.1	WP_205219307.1
OG0001831	Shewanella oneidensis MR-1	WP_012535966.1	WP_011072743.1
OG0001831	Desulfosediminicola flagellatus IMCC35005	WP_012535966.1	WP_136806614.1
OG0001831	Desulfosediminicola ganghwensis IMCC35004	WP_012535966.1	WP_136796801.1, WP_136798847.1
OG0001831	Geobacter sulfurreducens PCA	WP_012535966.1	WP_010941357.1
OG0001831	Desulfovibrio vulgaris DP4	WP_012535966.1	WP_258312739.1
OG0001832	Desulfosediminicola flagellatus IMCC35005	WP_012535988.1	WP_136810165.1
OG0001832	Desulfovibrio ferrophilus IS5	WP_012535988.1	WP_126375993.1
OG0001832	Geobacter sulfurreducens PCA	WP_012535988.1	WP_010942257.1
OG0001832	Desulfovibrio vulgaris DP4	WP_012535988.1	WP_011791608.1
OG0001832	Desulfosediminicola ganghwensis IMCC35004	WP_012535988.1	WP_176360019.1, WP_267314021.1
OG0001833	Desulfocapsa_13_biocide	WP_012536054.1	Utg857152_199
OG0001833	Desulfocapsa_06_corrosive	WP_012536054.1	Utg323180_129
OG0001833	Desulfocapsa sulfexigens DSM 10523	WP_012536054.1	WP_015404213.1, WP_167320712.1
OG0001833	Desulfosediminicola flagellatus IMCC35005	WP_012536054.1	WP_136810625.1
OG0001833	Desulfosediminicola ganghwensis IMCC35004	WP_012536054.1	WP_136796065.1
OG0001834	Desulforhopalus vacuolatus DSM 9700	WP_012536120.1	WP_205219836.1
OG0001834	Geobacter sulfurreducens PCA	WP_012536120.1	WP_010942032.1
OG0001834	Shewanella oneidensis MR-1	WP_012536120.1	WP_011072512.1
OG0001835	Desulfovibrio vulgaris DP4	WP_012536129.1	WP_011792551.1
OG0001835	Desulfovibrio ferrophilus IS5	WP_012536129.1	WP_126379162.1
OG0001835	Desulfotalea psychrophila LSv54	WP_012536129.1	WP_011187373.1
OG0001835	Desulfocapsa sulfexigens DSM 10523	WP_012536129.1	WP_015403755.1
OG0001835	Desulfocapsa_06_corrosive	WP_012536129.1	Utg323300_191
OG0001835	Geobacter sulfurreducens PCA	WP_012536129.1	WP_010943084.1
OG0001836	Desulfocapsa_13_biocide	WP_012536139.1, WP_012536754.1	Utg860814_163
OG0001836	Desulfocapsa_06_corrosive	WP_012536139.1, WP_012536754.1	Utg323180_582
OG0001836	Shewanella oneidensis MR-1	WP_012536139.1, WP_012536754.1	WP_011074171.1, WP_011073788.1, WP_011070681.1
OG0001837	Desulfotalea psychrophila LSv54	WP_012536168.1	WP_041277649.1
OG0001837	Shewanella oneidensis MR-1	WP_012536168.1	WP_011070458.1
OG0001837	Geobacter sulfurreducens PCA	WP_012536168.1	WP_010940698.1
OG0001837	Desulfosediminicola flagellatus IMCC35005	WP_012536168.1	WP_136806999.1
OG0001837	Desulfosediminicola ganghwensis IMCC35004	WP_012536168.1	WP_136798494.1
OG0001837	Desulforhopalus vacuolatus DSM 9700	WP_012536168.1	WP_205217719.1
OG0001838	Shewanella oneidensis MR-1	WP_012536176.1	WP_011070695.1
OG0001838	Desulfosediminicola ganghwensis IMCC35004	WP_012536176.1	WP_136798779.1
OG0001838	Desulfosediminicola flagellatus IMCC35005	WP_012536176.1	WP_136807198.1, WP_136805994.1
OG0001838	Desulfotalea psychrophila LSv54	WP_012536176.1	WP_011190262.1
OG0001838	Desulforhopalus vacuolatus DSM 9700	WP_012536176.1	WP_205217804.1
OG0001839	Shewanella oneidensis MR-1	WP_012536193.1	WP_011072096.1
OG0001839	Desulfosediminicola flagellatus IMCC35005	WP_012536193.1	WP_136809405.1
OG0001839	Desulfosediminicola ganghwensis IMCC35004	WP_012536193.1	WP_136798642.1
OG0001839	Geobacter sulfurreducens PCA	WP_012536193.1	WP_010942173.1
OG0001839	Desulfotalea psychrophila LSv54	WP_012536193.1	WP_011188161.1, WP_011188757.1
OG0001840	Desulfocapsa_06_corrosive	WP_012536245.1	Utg323180_422
OG0001840	Desulfocapsa sulfexigens DSM 10523	WP_012536245.1	WP_015402446.1
OG0001840	Desulfosediminicola flagellatus IMCC35005	WP_012536245.1	WP_136810485.1
OG0001840	Desulfosediminicola ganghwensis IMCC35004	WP_012536245.1	WP_136796344.1
OG0001840	Desulforhopalus vacuolatus DSM 9700	WP_012536245.1	WP_205217595.1
OG0001840	Shewanella oneidensis MR-1	WP_012536245.1	WP_011072804.1
OG0001841	Desulfovibrio vulgaris DP4	WP_012536249.1	WP_011792207.1
OG0001841	Desulfosediminicola ganghwensis IMCC35004	WP_012536249.1	WP_136795933.1
OG0001841	Desulfosediminicola flagellatus IMCC35005	WP_012536249.1	WP_136806130.1
