Orthogroup	Species	Desulfosediminicola ganghwensis IMCC35004	Orthologs
OG0001631	Desulfovibrio vulgaris DP4	WP_136799337.1	WP_043629597.1
OG0001631	Desulfovibrio ferrophilus IS5	WP_136799337.1	WP_126380897.1
OG0001631	Geobacter sulfurreducens PCA	WP_136799337.1	WP_010941230.1
OG0001631	Desulfosediminicola flagellatus IMCC35005	WP_136799337.1	WP_136808792.1
OG0001632	Geobacter sulfurreducens PCA	WP_136796886.1	WP_010942378.1
OG0001632	Desulfotalea psychrophila LSv54	WP_136796886.1	WP_011188509.1
OG0001632	Desulfocapsa_06_corrosive	WP_136796886.1	Utg323180_519
OG0001632	Desulfocapsa_13_biocide	WP_136796886.1	Utg860814_112
OG0001632	Desulfocapsa sulfexigens DSM 10523	WP_136796886.1	WP_015402378.1
OG0001632	Desulfovibrio ferrophilus IS5	WP_136796886.1	WP_126381075.1, WP_126376674.1
OG0001633	Geobacter sulfurreducens PCA	WP_136795694.1	WP_010940912.1
OG0001633	Desulfocapsa_13_biocide	WP_136795694.1	Utg860814_57
OG0001633	Desulfocapsa_06_corrosive	WP_136795694.1	Utg323180_473
OG0001633	Desulfocapsa sulfexigens DSM 10523	WP_136795694.1	WP_015402424.1
OG0001633	Desulfosediminicola flagellatus IMCC35005	WP_136795694.1	WP_136809453.1
OG0001633	Desulfotalea psychrophila LSv54	WP_136795694.1	WP_011189094.1
OG0001633	Desulforhopalus vacuolatus DSM 9700	WP_136795694.1	WP_240192052.1
OG0001634	Shewanella oneidensis MR-1	WP_136795683.1	WP_011074026.1
OG0001634	Desulfocapsa sulfexigens DSM 10523	WP_136795683.1	WP_015402425.1
OG0001634	Desulfocapsa_13_biocide	WP_136795683.1	Utg860814_56
OG0001634	Desulfocapsa_06_corrosive	WP_136795683.1	Utg323180_472
OG0001634	Desulfotalea psychrophila LSv54	WP_136795683.1	WP_049785059.1
OG0001634	Desulforhopalus vacuolatus DSM 9700	WP_136795683.1	WP_205218843.1
OG0001634	Desulfosediminicola flagellatus IMCC35005	WP_136795683.1	WP_136809469.1
OG0001635	Geobacter sulfurreducens PCA	WP_136795314.1	WP_010941195.1
OG0001635	Desulfocapsa_13_biocide	WP_136795314.1	Utg860814_16
OG0001635	Desulfocapsa_06_corrosive	WP_136795314.1	Utg323180_437
OG0001635	Desulfocapsa sulfexigens DSM 10523	WP_136795314.1	WP_015402444.1
OG0001635	Desulforhopalus vacuolatus DSM 9700	WP_136795314.1	WP_205217525.1
OG0001635	Desulfotalea psychrophila LSv54	WP_136795314.1	WP_011187569.1
OG0001635	Desulfosediminicola flagellatus IMCC35005	WP_136795314.1	WP_136808140.1
OG0001636	Geobacter sulfurreducens PCA	WP_167495778.1	WP_010943197.1
OG0001636	Desulfotalea psychrophila LSv54	WP_167495778.1	WP_049785020.1
OG0001636	Desulforhopalus vacuolatus DSM 9700	WP_167495778.1	WP_205218664.1
OG0001636	Desulfocapsa sulfexigens DSM 10523	WP_167495778.1	WP_015402461.1
OG0001636	Desulfocapsa_13_biocide	WP_167495778.1	Utg859982_157
OG0001636	Desulfocapsa_06_corrosive	WP_167495778.1	Utg323152_434
OG0001636	Desulfosediminicola flagellatus IMCC35005	WP_167495778.1	WP_136805398.1
OG0001637	Geobacter sulfurreducens PCA	WP_136798240.1	WP_010941113.1
OG0001637	Desulfocapsa_06_corrosive	WP_136798240.1	Utg323180_319
OG0001637	Desulfocapsa_13_biocide	WP_136798240.1	Utg859076_27
OG0001637	Desulfocapsa sulfexigens DSM 10523	WP_136798240.1	WP_015402463.1
OG0001637	Desulfotalea psychrophila LSv54	WP_136798240.1	WP_156792253.1
OG0001637	Desulforhopalus vacuolatus DSM 9700	WP_136798240.1	WP_205219282.1
OG0001637	Desulfosediminicola flagellatus IMCC35005	WP_136798240.1	WP_136805693.1
OG0001638	Desulfovibrio ferrophilus IS5	WP_136798168.1	WP_126377923.1
OG0001638	Desulfovibrio vulgaris DP4	WP_136798168.1	WP_010939501.1
OG0001638	Desulfocapsa_13_biocide	WP_136798168.1	Utg859076_35
OG0001638	Desulfocapsa_06_corrosive	WP_136798168.1	Utg323180_311
OG0001638	Desulfocapsa sulfexigens DSM 10523	WP_136798168.1	WP_015402472.1
OG0001638	Desulfotalea psychrophila LSv54	WP_136798168.1	WP_011189053.1
OG0001638	Desulfosediminicola flagellatus IMCC35005	WP_136798168.1	WP_136805767.1
OG0001639	Geobacter sulfurreducens PCA	WP_136796641.1	WP_010941034.1
OG0001639	Desulforhopalus vacuolatus DSM 9700	WP_136796641.1	WP_205218688.1
OG0001639	Desulfocapsa_06_corrosive	WP_136796641.1	Utg323180_294
OG0001639	Desulfocapsa sulfexigens DSM 10523	WP_136796641.1	WP_015402476.1
OG0001639	Desulfocapsa_13_biocide	WP_136796641.1	Utg863716_111, Utg863716_112
OG0001639	Desulfosediminicola flagellatus IMCC35005	WP_136796641.1	WP_136808375.1
OG0001640	Desulfovibrio ferrophilus IS5	WP_136796767.1	WP_126377548.1
OG0001640	Desulfovibrio vulgaris DP4	WP_136796767.1	WP_223294595.1
OG0001640	Desulforhopalus vacuolatus DSM 9700	WP_136796767.1	WP_240192065.1
OG0001640	Desulfocapsa_13_biocide	WP_136796767.1	Utg863716_96
OG0001640	Desulfocapsa_06_corrosive	WP_136796767.1	Utg323180_273
OG0001640	Desulfocapsa sulfexigens DSM 10523	WP_136796767.1	WP_015402509.1
OG0001640	Desulfosediminicola flagellatus IMCC35005	WP_136796767.1	WP_167505822.1
OG0001641	Shewanella oneidensis MR-1	WP_228721483.1	WP_164925720.1
OG0001641	Desulfotalea psychrophila LSv54	WP_228721483.1	WP_011190318.1
OG0001641	Desulforhopalus vacuolatus DSM 9700	WP_228721483.1	WP_205219042.1
OG0001641	Desulfocapsa_06_corrosive	WP_228721483.1	Utg323180_254
OG0001641	Desulfocapsa_13_biocide	WP_228721483.1	Utg863716_77
OG0001641	Desulfocapsa sulfexigens DSM 10523	WP_228721483.1	WP_015402528.1
OG0001641	Desulfosediminicola flagellatus IMCC35005	WP_228721483.1	WP_136806632.1
OG0001642	Geobacter sulfurreducens PCA	WP_136799683.1, WP_136796781.1	WP_010942008.1
OG0001642	Desulfotalea psychrophila LSv54	WP_136799683.1, WP_136796781.1	WP_041277457.1
OG0001642	Desulfocapsa sulfexigens DSM 10523	WP_136799683.1, WP_136796781.1	WP_015402529.1
OG0001642	Desulfocapsa_06_corrosive	WP_136799683.1, WP_136796781.1	Utg323180_253
OG0001642	Desulfocapsa_13_biocide	WP_136799683.1, WP_136796781.1	Utg863716_76
OG0001642	Desulfosediminicola flagellatus IMCC35005	WP_136796781.1	WP_136806631.1
OG0001644	Geobacter sulfurreducens PCA	WP_217907713.1	WP_010940888.1
OG0001644	Desulfocapsa_13_biocide	WP_217907713.1	Utg863716_52
OG0001644	Desulfocapsa_06_corrosive	WP_217907713.1	Utg323180_227
OG0001644	Desulfocapsa sulfexigens DSM 10523	WP_217907713.1	WP_015402568.1
OG0001644	Desulforhopalus vacuolatus DSM 9700	WP_217907713.1	WP_205217342.1
OG0001644	Desulfotalea psychrophila LSv54	WP_217907713.1	WP_041278125.1
OG0001644	Desulfosediminicola flagellatus IMCC35005	WP_217907713.1	WP_136810488.1
OG0001645	Desulfovibrio vulgaris DP4	WP_136796325.1	WP_010938290.1
OG0001645	Desulfovibrio ferrophilus IS5	WP_136796325.1	WP_126378257.1
OG0001645	Desulfocapsa sulfexigens DSM 10523	WP_136796325.1	WP_015402574.1
OG0001645	Desulfocapsa_06_corrosive	WP_136796325.1	Utg323180_202
OG0001645	Desulfocapsa_13_biocide	WP_136796325.1	Utg863716_38
OG0001645	Desulfotalea psychrophila LSv54	WP_136796325.1	WP_011187247.1
OG0001645	Desulfosediminicola flagellatus IMCC35005	WP_136796325.1	WP_136810506.1
OG0001646	Desulfocapsa sulfexigens DSM 10523	WP_153305540.1	WP_015402575.1
OG0001646	Desulfocapsa_06_corrosive	WP_153305540.1	Utg323180_200
OG0001646	Desulfocapsa_13_biocide	WP_153305540.1	Utg863716_36
OG0001646	Desulfosediminicola flagellatus IMCC35005	WP_153305540.1	WP_136810507.1
OG0001646	Desulfotalea psychrophila LSv54	WP_153305540.1	WP_011187248.1
OG0001646	Desulfovibrio ferrophilus IS5	WP_153305540.1	WP_126375682.1, WP_126378768.1
OG0001647	Desulfovibrio vulgaris DP4	WP_136797108.1	WP_011792756.1
OG0001647	Desulfovibrio ferrophilus IS5	WP_136797108.1	WP_126375581.1, WP_126379373.1
OG0001647	Desulfocapsa_13_biocide	WP_136797108.1	Utg857152_231
OG0001647	Desulfocapsa_06_corrosive	WP_136797108.1	Utg323180_171
OG0001647	Desulfocapsa sulfexigens DSM 10523	WP_136797108.1	WP_015402595.1
OG0001647	Desulfosediminicola flagellatus IMCC35005	WP_136797108.1	WP_136808931.1
OG0001648	Shewanella oneidensis MR-1	WP_136797193.1	WP_011074054.1
OG0001648	Desulfosediminicola flagellatus IMCC35005	WP_136797193.1	WP_275942844.1
OG0001648	Geobacter sulfurreducens PCA	WP_136797193.1	WP_010942744.1
OG0001648	Desulfocapsa_13_biocide	WP_136797193.1	Utg863716_4
OG0001648	Desulfocapsa sulfexigens DSM 10523	WP_136797193.1	WP_015402605.1
OG0001649	Desulfovibrio ferrophilus IS5	WP_136795460.1	WP_126378129.1
OG0001649	Desulforhopalus vacuolatus DSM 9700	WP_136795460.1	WP_152943676.1
OG0001649	Desulfocapsa_13_biocide	WP_136795460.1	Utg861744_63
OG0001649	Desulfocapsa sulfexigens DSM 10523	WP_136795460.1	WP_015402617.1
OG0001649	Desulfocapsa_06_corrosive	WP_136795460.1	Utg323160_19
OG0001649	Desulfovibrio vulgaris DP4	WP_136795460.1	WP_011176592.1
OG0001649	Desulfosediminicola flagellatus IMCC35005	WP_136795460.1	WP_136809376.1
OG0001650	Desulfovibrio vulgaris DP4	WP_136795461.1	WP_011176591.1
OG0001650	Desulfovibrio ferrophilus IS5	WP_136795461.1	WP_126378127.1
OG0001650	Desulfocapsa_13_biocide	WP_136795461.1	Utg861744_64
OG0001650	Desulfocapsa sulfexigens DSM 10523	WP_136795461.1	WP_015402618.1
OG0001650	Desulfocapsa_06_corrosive	WP_136795461.1	Utg323160_18
OG0001650	Desulforhopalus vacuolatus DSM 9700	WP_136795461.1	WP_205217312.1
OG0001650	Desulfosediminicola flagellatus IMCC35005	WP_136795461.1	WP_136809377.1
OG0001651	Desulfovibrio ferrophilus IS5	WP_167495627.1	WP_126378120.1
OG0001651	Desulforhopalus vacuolatus DSM 9700	WP_167495627.1	WP_205217309.1
OG0001651	Desulfocapsa_13_biocide	WP_167495627.1	Utg861744_67
OG0001651	Desulfocapsa sulfexigens DSM 10523	WP_167495627.1	WP_015402621.1
OG0001651	Desulfocapsa_06_corrosive	WP_167495627.1	Utg324810_106, Utg323160_14
OG0001651	Desulfosediminicola flagellatus IMCC35005	WP_167495627.1	WP_136809380.1
OG0001652	Geobacter sulfurreducens PCA	WP_136798888.1, WP_176360056.1	WP_010943566.1
OG0001652	Desulfovibrio ferrophilus IS5	WP_136798888.1, WP_176360056.1	WP_126378621.1
OG0001652	Desulfocapsa sulfexigens DSM 10523	WP_136798888.1, WP_176360056.1	WP_015402651.1
OG0001652	Desulfocapsa_06_corrosive	WP_136798888.1, WP_176360056.1	Utg323180_164
OG0001652	Desulfocapsa_13_biocide	WP_136798888.1, WP_176360056.1	Utg857152_224
OG0001652	Desulfosediminicola flagellatus IMCC35005	WP_176360056.1	WP_176371603.1
OG0001653	Geobacter sulfurreducens PCA	WP_228721454.1	WP_010943025.1
OG0001653	Desulfocapsa_06_corrosive	WP_228721454.1	Utg323180_297
OG0001653	Desulfocapsa_13_biocide	WP_228721454.1	Utg863716_114
OG0001653	Desulfocapsa sulfexigens DSM 10523	WP_228721454.1	WP_015402676.1
OG0001653	Desulfovibrio ferrophilus IS5	WP_228721454.1	WP_126379926.1
OG0001653	Desulfovibrio vulgaris DP4	WP_228721454.1	WP_011792733.1
OG0001653	Desulfosediminicola flagellatus IMCC35005	WP_228721454.1	WP_136807866.1
OG0001654	Geobacter sulfurreducens PCA	WP_136798513.1	WP_010941707.1
OG0001654	Desulfovibrio ferrophilus IS5	WP_136798513.1	WP_232034809.1
OG0001654	Desulfovibrio vulgaris DP4	WP_136798513.1	WP_011791778.1
OG0001654	Desulfocapsa sulfexigens DSM 10523	WP_136798513.1	WP_015402693.1
OG0001654	Desulfocapsa_13_biocide	WP_136798513.1	Utg857152_141
OG0001654	Desulfocapsa_06_corrosive	WP_136798513.1	Utg323300_423
OG0001654	Desulfosediminicola flagellatus IMCC35005	WP_136798513.1	WP_136806961.1
OG0001656	Desulfovibrio ferrophilus IS5	WP_136796786.1	WP_232034846.1
OG0001656	Desulfovibrio vulgaris DP4	WP_136796786.1	WP_010939484.1
OG0001656	Desulfocapsa_06_corrosive	WP_136796786.1	Utg323180_36
OG0001656	Desulfocapsa_13_biocide	WP_136796786.1	Utg859750_74
OG0001656	Desulfocapsa sulfexigens DSM 10523	WP_136796786.1	WP_015402712.1
OG0001656	Desulfotalea psychrophila LSv54	WP_136796786.1	WP_041278117.1
OG0001656	Desulfosediminicola flagellatus IMCC35005	WP_136796786.1	WP_136806626.1
OG0001657	Desulfovibrio ferrophilus IS5	WP_136796794.1	WP_126377919.1
OG0001657	Desulfovibrio vulgaris DP4	WP_136796794.1	WP_011791988.1
OG0001657	Desulfocapsa sulfexigens DSM 10523	WP_136796794.1	WP_015402719.1
OG0001657	Desulfocapsa_06_corrosive	WP_136796794.1	Utg323180_28
OG0001657	Desulfocapsa_13_biocide	WP_136796794.1	Utg859750_66
OG0001657	Desulfotalea psychrophila LSv54	WP_136796794.1	WP_011190328.1
OG0001657	Desulfosediminicola flagellatus IMCC35005	WP_136796794.1	WP_228723233.1
OG0001658	Shewanella oneidensis MR-1	WP_136796799.1	WP_011072410.1
OG0001658	Desulforhopalus vacuolatus DSM 9700	WP_136796799.1	WP_205219029.1
OG0001658	Desulfocapsa sulfexigens DSM 10523	WP_136796799.1	WP_015402721.1
OG0001658	Desulfocapsa_13_biocide	WP_136796799.1	Utg859750_64
OG0001658	Desulfocapsa_06_corrosive	WP_136796799.1	Utg323180_26
OG0001658	Desulfotalea psychrophila LSv54	WP_136796799.1	WP_011190331.1
OG0001658	Desulfosediminicola flagellatus IMCC35005	WP_136796799.1	WP_228723235.1
OG0001659	Shewanella oneidensis MR-1	WP_228721482.1	WP_011072411.1
OG0001659	Desulfocapsa sulfexigens DSM 10523	WP_228721482.1	WP_015402722.1
OG0001659	Desulfocapsa_06_corrosive	WP_228721482.1	Utg323180_25
OG0001659	Desulfocapsa_13_biocide	WP_228721482.1	Utg859750_63
OG0001659	Desulforhopalus vacuolatus DSM 9700	WP_228721482.1	WP_205219022.1
OG0001659	Desulfotalea psychrophila LSv54	WP_228721482.1	WP_011190332.1
OG0001659	Desulfosediminicola flagellatus IMCC35005	WP_228721482.1	WP_136806616.1
OG0001660	Desulfovibrio ferrophilus IS5	WP_136797428.1	WP_126377378.1
OG0001660	Desulforhopalus vacuolatus DSM 9700	WP_136797428.1	WP_205218804.1
OG0001660	Desulfotalea psychrophila LSv54	WP_136797428.1	WP_011188139.1
OG0001660	Desulfocapsa sulfexigens DSM 10523	WP_136797428.1	WP_015402784.1
OG0001660	Desulfocapsa_06_corrosive	WP_136797428.1	Utg323140_94
OG0001660	Desulfocapsa_13_biocide	WP_136797428.1	Utg864866_62
OG0001660	Desulfosediminicola flagellatus IMCC35005	WP_136797428.1	WP_136805903.1
OG0001661	Desulforhopalus vacuolatus DSM 9700	WP_136797426.1	WP_205218805.1
OG0001661	Desulfotalea psychrophila LSv54	WP_136797426.1	WP_041277620.1
OG0001661	Desulfocapsa_06_corrosive	WP_136797426.1	Utg323140_95
OG0001661	Desulfocapsa_13_biocide	WP_136797426.1	Utg863716_74, Utg864866_61
OG0001661	Desulfocapsa sulfexigens DSM 10523	WP_136797426.1	WP_015402785.1
OG0001661	Desulfosediminicola flagellatus IMCC35005	WP_136797426.1	WP_136805902.1
OG0001664	Geobacter sulfurreducens PCA	WP_136798679.1	WP_010941194.1
OG0001664	Desulfocapsa sulfexigens DSM 10523	WP_136798679.1	WP_015402916.1
OG0001664	Desulfocapsa_06_corrosive	WP_136798679.1	Utg323140_165
OG0001664	Desulfovibrio ferrophilus IS5	WP_136798679.1	WP_126376696.1
OG0001664	Desulforhopalus vacuolatus DSM 9700	WP_136798679.1	WP_205219632.1
OG0001664	Desulfotalea psychrophila LSv54	WP_136798679.1	WP_011189627.1
OG0001664	Desulfosediminicola flagellatus IMCC35005	WP_136798679.1	WP_136808670.1
OG0001665	Geobacter sulfurreducens PCA	WP_136796044.1	WP_010943607.1
OG0001665	Desulfotalea psychrophila LSv54	WP_136796044.1	WP_011187674.1
OG0001665	Desulforhopalus vacuolatus DSM 9700	WP_136796044.1	WP_205219330.1
OG0001665	Desulfocapsa sulfexigens DSM 10523	WP_136796044.1	WP_015402950.1
OG0001665	Desulfocapsa_13_biocide	WP_136796044.1	Utg859432_38
OG0001665	Desulfocapsa_06_corrosive	WP_136796044.1	Utg323140_177
OG0001665	Desulfosediminicola flagellatus IMCC35005	WP_136796044.1	WP_136810646.1
OG0001666	Shewanella oneidensis MR-1	WP_136796068.1	WP_011072225.1
OG0001666	Desulforhopalus vacuolatus DSM 9700	WP_136796068.1	WP_205218512.1
OG0001666	Desulfocapsa sulfexigens DSM 10523	WP_136796068.1	WP_015402973.1
OG0001666	Desulfocapsa_06_corrosive	WP_136796068.1	Utg323140_207
OG0001666	Desulfocapsa_13_biocide	WP_136796068.1	Utg859432_64
OG0001666	Desulfotalea psychrophila LSv54	WP_136796068.1	WP_041277597.1
OG0001666	Desulfosediminicola flagellatus IMCC35005	WP_136796068.1	WP_136810622.1
OG0001667	Shewanella oneidensis MR-1	WP_136798920.1	WP_011072824.1
OG0001667	Geobacter sulfurreducens PCA	WP_136798920.1	WP_010943965.1
OG0001667	Desulfocapsa_13_biocide	WP_136798920.1	Utg859098_280
OG0001667	Desulfocapsa_06_corrosive	WP_136798920.1	Utg323152_133
OG0001667	Desulfocapsa sulfexigens DSM 10523	WP_136798920.1	WP_015402985.1
OG0001667	Desulfotalea psychrophila LSv54	WP_136798920.1	WP_162096657.1
OG0001667	Desulfosediminicola flagellatus IMCC35005	WP_136798920.1	WP_136808986.1
OG0001668	Desulfovibrio ferrophilus IS5	WP_136796937.1	WP_126375578.1
OG0001668	Desulfovibrio vulgaris DP4	WP_136796937.1	WP_010937941.1
OG0001668	Desulfotalea psychrophila LSv54	WP_136796937.1	WP_041277795.1
OG0001668	Desulfocapsa_06_corrosive	WP_136796937.1	Utg323152_128
OG0001668	Desulfocapsa_13_biocide	WP_136796937.1	Utg859098_284
OG0001668	Desulfocapsa sulfexigens DSM 10523	WP_136796937.1	WP_015402986.1
OG0001668	Desulfosediminicola flagellatus IMCC35005	WP_136796937.1	WP_228723323.1
OG0001669	Shewanella oneidensis MR-1	WP_136795627.1	WP_011072375.1
OG0001669	Desulfocapsa sulfexigens DSM 10523	WP_136795627.1	WP_015403007.1
OG0001669	Desulfocapsa_13_biocide	WP_136795627.1	Utg859098_303
OG0001669	Desulfocapsa_06_corrosive	WP_136795627.1	Utg323152_96
OG0001669	Desulforhopalus vacuolatus DSM 9700	WP_136795627.1	WP_205220018.1
OG0001669	Desulfotalea psychrophila LSv54	WP_136795627.1	WP_041278138.1
OG0001669	Desulfosediminicola flagellatus IMCC35005	WP_136795627.1	WP_136809756.1
OG0001670	Shewanella oneidensis MR-1	WP_136796077.1	WP_011072990.1
OG0001670	Desulforhopalus vacuolatus DSM 9700	WP_136796077.1	WP_205218520.1
OG0001670	Desulfotalea psychrophila LSv54	WP_136796077.1	WP_041277574.1
OG0001670	Desulfocapsa_06_corrosive	WP_136796077.1	Utg323140_232
OG0001670	Desulfocapsa sulfexigens DSM 10523	WP_136796077.1	WP_015403017.1
OG0001670	Desulfosediminicola flagellatus IMCC35005	WP_136796077.1	WP_136809103.1
OG0001671	Shewanella oneidensis MR-1	WP_136796075.1	WP_011072988.1
OG0001671	Desulforhopalus vacuolatus DSM 9700	WP_136796075.1	WP_205218518.1
OG0001671	Desulfotalea psychrophila LSv54	WP_136796075.1	WP_041277573.1
OG0001671	Desulfocapsa sulfexigens DSM 10523	WP_136796075.1	WP_015403019.1
OG0001671	Desulfocapsa_06_corrosive	WP_136796075.1	Utg323140_235
OG0001671	Desulfosediminicola flagellatus IMCC35005	WP_136796075.1	WP_136809101.1
OG0001672	Geobacter sulfurreducens PCA	WP_136795640.1	WP_010940770.1
OG0001672	Desulforhopalus vacuolatus DSM 9700	WP_136795640.1	WP_240192016.1
OG0001672	Desulfotalea psychrophila LSv54	WP_136795640.1	WP_011187325.1
OG0001672	Desulfocapsa_06_corrosive	WP_136795640.1	Utg323300_424
OG0001672	Desulfocapsa_13_biocide	WP_136795640.1	Utg857152_142
OG0001672	Desulfocapsa sulfexigens DSM 10523	WP_136795640.1	WP_015403024.1
OG0001672	Desulfosediminicola flagellatus IMCC35005	WP_136795640.1	WP_136809768.1
OG0001673	Desulforhopalus vacuolatus DSM 9700	WP_167495825.1	WP_205218623.1
OG0001673	Desulfocapsa_13_biocide	WP_167495825.1	Utg857682_178
OG0001673	Desulfocapsa_06_corrosive	WP_167495825.1	Utg323140_267, Utg325220_61
OG0001673	Desulfocapsa sulfexigens DSM 10523	WP_167495825.1	WP_015403079.1
OG0001673	Desulfosediminicola flagellatus IMCC35005	WP_167495825.1	WP_136805972.1
OG0001673	Desulfotalea psychrophila LSv54	WP_167495825.1	WP_156792178.1
OG0001674	Desulfocapsa_06_corrosive	WP_176360037.1, WP_136798933.1	Utg323180_132
OG0001674	Desulfocapsa sulfexigens DSM 10523	WP_176360037.1, WP_136798933.1	WP_015403099.1
OG0001674	Desulfocapsa_13_biocide	WP_176360037.1, WP_136798933.1	Utg857152_202
OG0001674	Desulfotalea psychrophila LSv54	WP_176360037.1	WP_041278246.1
OG0001674	Desulfosediminicola flagellatus IMCC35005	WP_176360037.1	WP_136806551.1
OG0001674	Desulfotalea psychrophila LSv54	WP_136798933.1	WP_011187850.1
OG0001675	Geobacter sulfurreducens PCA	WP_136796982.1	WP_010941760.1
OG0001675	Desulforhopalus vacuolatus DSM 9700	WP_136796982.1	WP_205217877.1
OG0001675	Desulfocapsa_13_biocide	WP_136796982.1	Utg864866_35
OG0001675	Desulfocapsa_06_corrosive	WP_136796982.1	Utg323140_127
OG0001675	Desulfocapsa sulfexigens DSM 10523	WP_136796982.1	WP_015403157.1
OG0001675	Desulfotalea psychrophila LSv54	WP_136796982.1	WP_011189122.1
OG0001675	Desulfosediminicola flagellatus IMCC35005	WP_136796982.1	WP_136810062.1
OG0001676	Desulfovibrio ferrophilus IS5	WP_136795475.1	WP_126378213.1
OG0001676	Desulfovibrio vulgaris DP4	WP_136795475.1	WP_011791678.1
OG0001676	Desulfocapsa sulfexigens DSM 10523	WP_136795475.1	WP_015403171.1
OG0001676	Desulfocapsa_06_corrosive	WP_136795475.1	Utg323266_29
OG0001676	Desulfocapsa_13_biocide	WP_136795475.1	Utg865370_22
OG0001676	Desulfotalea psychrophila LSv54	WP_136795475.1	WP_041277599.1
OG0001676	Desulfosediminicola flagellatus IMCC35005	WP_136795475.1	WP_176371621.1
OG0001677	Desulfovibrio vulgaris DP4	WP_136795269.1	WP_010938183.1
OG0001677	Desulfovibrio ferrophilus IS5	WP_136795269.1	WP_126379471.1
OG0001677	Desulfocapsa sulfexigens DSM 10523	WP_136795269.1	WP_015403189.1
OG0001677	Desulfocapsa_06_corrosive	WP_136795269.1	Utg323300_253
OG0001677	Desulfosediminicola flagellatus IMCC35005	WP_136795269.1	WP_136806559.1
OG0001677	Desulfotalea psychrophila LSv54	WP_136795269.1	WP_041278693.1, WP_011188970.1
OG0001678	Desulfovibrio vulgaris DP4	WP_136795474.1	WP_011792545.1
OG0001678	Desulfovibrio ferrophilus IS5	WP_136795474.1	WP_126377784.1
OG0001678	Desulfocapsa sulfexigens DSM 10523	WP_136795474.1	WP_015403204.1
OG0001678	Desulfocapsa_13_biocide	WP_136795474.1	Utg865370_13
OG0001678	Desulfocapsa_06_corrosive	WP_136795474.1	Utg323266_19
OG0001678	Desulfotalea psychrophila LSv54	WP_136795474.1	WP_011188004.1
OG0001678	Desulfosediminicola flagellatus IMCC35005	WP_136795474.1	WP_136809393.1
OG0001679	Desulforhopalus vacuolatus DSM 9700	WP_136799591.1	WP_205217819.1
OG0001679	Desulfotalea psychrophila LSv54	WP_136799591.1	WP_011187551.1
OG0001679	Desulfocapsa_06_corrosive	WP_136799591.1	Utg323262_51, Utg323140_66
OG0001679	Desulfocapsa_13_biocide	WP_136799591.1	Utg864866_87
OG0001679	Desulfocapsa sulfexigens DSM 10523	WP_136799591.1	WP_015403209.1
OG0001679	Desulfosediminicola flagellatus IMCC35005	WP_136799591.1	WP_136805916.1
OG0001680	Shewanella oneidensis MR-1	WP_228721453.1	WP_011070767.1
OG0001680	Geobacter sulfurreducens PCA	WP_228721453.1	WP_010941190.1
OG0001680	Desulforhopalus vacuolatus DSM 9700	WP_228721453.1	WP_205218806.1
OG0001680	Desulfocapsa sulfexigens DSM 10523	WP_228721453.1	WP_015403226.1
OG0001680	Desulfocapsa_06_corrosive	WP_228721453.1	Utg323160_121
OG0001680	Desulfotalea psychrophila LSv54	WP_228721453.1	WP_011188141.1
OG0001680	Desulfosediminicola flagellatus IMCC35005	WP_228721453.1	WP_228723258.1
OG0001681	Desulfovibrio ferrophilus IS5	WP_136796125.1	WP_126379767.1
OG0001681	Desulfovibrio vulgaris DP4	WP_136796125.1	WP_011791796.1
OG0001681	Desulfotalea psychrophila LSv54	WP_136796125.1	WP_011187596.1
OG0001681	Desulforhopalus vacuolatus DSM 9700	WP_136796125.1	WP_240192024.1
OG0001681	Desulfocapsa_06_corrosive	WP_136796125.1	Utg323160_119
OG0001681	Desulfocapsa sulfexigens DSM 10523	WP_136796125.1	WP_015403228.1
OG0001681	Desulfosediminicola flagellatus IMCC35005	WP_136796125.1	WP_136809161.1
OG0001682	Desulfovibrio ferrophilus IS5	WP_136798961.1	WP_232034764.1
OG0001682	Desulfovibrio vulgaris DP4	WP_136798961.1	WP_010937979.1
OG0001682	Desulfocapsa sulfexigens DSM 10523	WP_136798961.1	WP_015403231.1
OG0001682	Desulfocapsa_06_corrosive	WP_136798961.1	Utg323160_115
OG0001682	Desulfotalea psychrophila LSv54	WP_136798961.1	WP_011187335.1
OG0001682	Desulforhopalus vacuolatus DSM 9700	WP_136798961.1	WP_205218795.1
OG0001682	Desulfosediminicola flagellatus IMCC35005	WP_136798961.1	WP_136805939.1
OG0001683	Desulfovibrio ferrophilus IS5	WP_136796108.1	WP_126378610.1
OG0001683	Desulfocapsa_13_biocide	WP_136796108.1	Utg861744_29, Utg857994_79
OG0001683	Desulfocapsa_06_corrosive	WP_136796108.1	Utg323160_70, Utg323392_246
OG0001683	Desulfocapsa sulfexigens DSM 10523	WP_136796108.1	WP_015403353.1
OG0001683	Desulfosediminicola flagellatus IMCC35005	WP_136796108.1	WP_136809145.1
OG0001684	Desulfovibrio ferrophilus IS5	WP_167495678.1	WP_126378612.1
OG0001684	Desulfosediminicola flagellatus IMCC35005	WP_167495678.1	WP_167505987.1
OG0001684	Desulfocapsa_13_biocide	WP_167495678.1	Utg857994_78, Utg861744_30
OG0001684	Desulfocapsa_06_corrosive	WP_167495678.1	Utg323392_245, Utg323160_69
OG0001684	Desulfocapsa sulfexigens DSM 10523	WP_167495678.1	WP_015403354.1
OG0001685	Desulforhopalus vacuolatus DSM 9700	WP_136795235.1	WP_240191914.1
