Orthogroup	Species	Desulfotalea psychrophila LSv54	Orthologs
OG0001578	Desulfosediminicola flagellatus IMCC35005	WP_011189379.1	WP_136808295.1
OG0001578	Desulfosediminicola ganghwensis IMCC35004	WP_011189379.1	WP_136796716.1
OG0001582	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189981.1	WP_009568083.1
OG0001582	Geobacter sulfurreducens PCA	WP_011189981.1	WP_010943199.1
OG0001582	Desulfocapsa_13_biocide	WP_011189981.1	Utg861744_100
OG0001582	Desulfocapsa_06_corrosive	WP_011189981.1	Utg324810_81
OG0001582	Desulfosediminicola flagellatus IMCC35005	WP_011189981.1	WP_136805400.1
OG0001582	Desulfosediminicola ganghwensis IMCC35004	WP_011189981.1	WP_136797701.1
OG0001582	Desulforhopalus vacuolatus DSM 9700	WP_011189981.1	WP_205219007.1
OG0001585	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187412.1	WP_012535771.1
OG0001585	Desulfocapsa sulfexigens DSM 10523	WP_011187412.1	WP_015403064.1
OG0001585	Desulfocapsa_06_corrosive	WP_011187412.1	Utg323140_252
OG0001585	Geobacter sulfurreducens PCA	WP_011187412.1	WP_010941151.1
OG0001585	Shewanella oneidensis MR-1	WP_011187412.1	WP_011072467.1
OG0001585	Desulfovibrio vulgaris DP4	WP_011187412.1	WP_010939928.1
OG0001585	Desulfosediminicola flagellatus IMCC35005	WP_011187412.1	WP_136808142.1
OG0001586	Desulfovibrio vulgaris DP4	WP_011187411.1	WP_011791716.1
OG0001586	Shewanella oneidensis MR-1	WP_011187411.1	WP_011072466.1
OG0001586	Geobacter sulfurreducens PCA	WP_011187411.1	WP_010942366.1
OG0001586	Desulfocapsa_13_biocide	WP_011187411.1	Utg859982_16
OG0001586	Desulfocapsa_06_corrosive	WP_011187411.1	Utg323152_554
OG0001586	Desulfocapsa sulfexigens DSM 10523	WP_011187411.1	WP_015405446.1
OG0001586	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187411.1	WP_012535772.1
OG0001589	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187265.1	WP_012536033.1
OG0001589	Desulfocapsa_06_corrosive	WP_011187265.1	Utg323990_64
OG0001589	Desulfocapsa_13_biocide	WP_011187265.1	Utg860006_149
OG0001589	Desulfocapsa sulfexigens DSM 10523	WP_011187265.1	WP_015404597.1
OG0001589	Desulfosediminicola flagellatus IMCC35005	WP_011187265.1	WP_136810700.1
OG0001589	Desulfosediminicola ganghwensis IMCC35004	WP_011187265.1	WP_136799859.1
OG0001589	Desulforhopalus vacuolatus DSM 9700	WP_011187265.1	WP_205218964.1
OG0001593	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187544.1	WP_012536479.1
OG0001593	Desulfovibrio ferrophilus IS5	WP_011187544.1	WP_126378331.1
OG0001593	Desulfovibrio vulgaris DP4	WP_011187544.1	WP_011792394.1
OG0001593	Geobacter sulfurreducens PCA	WP_011187544.1	WP_010941045.1
OG0001593	Desulforhopalus vacuolatus DSM 9700	WP_011187544.1	WP_205217578.1
OG0001593	Desulfosediminicola ganghwensis IMCC35004	WP_011187544.1	WP_136795305.1
OG0001593	Desulfosediminicola flagellatus IMCC35005	WP_011187544.1	WP_136808130.1
OG0001595	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188895.1	WP_012536540.1
OG0001595	Geobacter sulfurreducens PCA	WP_011188895.1	WP_010942483.1, WP_010940859.1, WP_010941145.1
OG0001595	Shewanella oneidensis MR-1	WP_011188895.1	WP_011070789.1
OG0001595	Desulfosediminicola flagellatus IMCC35005	WP_011188895.1	WP_136808103.1
OG0001595	Desulfosediminicola ganghwensis IMCC35004	WP_011188895.1	WP_136798420.1
OG0001599	Acidithiobacillus ferrooxidans YNTRS-40	WP_228130134.1	WP_012536855.1
OG0001599	Desulfosediminicola flagellatus IMCC35005	WP_228130134.1	WP_217909588.1
OG0001599	Desulfosediminicola ganghwensis IMCC35004	WP_228130134.1	WP_136795472.1
OG0001599	Shewanella oneidensis MR-1	WP_228130134.1	WP_011071939.1, WP_164925727.1, WP_011071993.1
OG0001599	Desulforhopalus vacuolatus DSM 9700	WP_228130134.1	WP_205219269.1
OG0001600	Acidithiobacillus ferrooxidans YNTRS-40	WP_198408698.1	WP_012536880.1
OG0001600	Desulfosediminicola ganghwensis IMCC35004	WP_198408698.1	WP_167495764.1
OG0001600	Desulforhopalus vacuolatus DSM 9700	WP_198408698.1	WP_205219889.1, WP_205218489.1
OG0001600	Desulfocapsa sulfexigens DSM 10523	WP_198408698.1	WP_015403926.1
OG0001600	Desulfosediminicola flagellatus IMCC35005	WP_198408698.1	WP_136807273.1
OG0001600	Desulfocapsa_06_corrosive	WP_198408698.1	Utg323392_35
OG0001601	Acidithiobacillus ferrooxidans YNTRS-40	WP_041278048.1	WP_012536890.1
OG0001601	Desulfocapsa sulfexigens DSM 10523	WP_041278048.1	WP_015404817.1
OG0001601	Desulfocapsa_06_corrosive	WP_041278048.1	Utg323152_502
OG0001601	Desulfocapsa_13_biocide	WP_041278048.1	Utg859982_44
OG0001601	Desulforhopalus vacuolatus DSM 9700	WP_041278048.1	WP_205220076.1
OG0001601	Desulfosediminicola ganghwensis IMCC35004	WP_041278048.1	WP_136799777.1
OG0001601	Desulfosediminicola flagellatus IMCC35005	WP_041278048.1	WP_136805318.1
OG0001602	Desulforhopalus vacuolatus DSM 9700	WP_011187946.1	WP_240191993.1
OG0001602	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187946.1	WP_012536895.1
OG0001602	Desulfovibrio ferrophilus IS5	WP_011187946.1	WP_126380962.1
OG0001602	Desulfovibrio vulgaris DP4	WP_011187946.1	WP_011792223.1
OG0001602	Shewanella oneidensis MR-1	WP_011187946.1	WP_011070545.1
OG0001602	Desulfosediminicola flagellatus IMCC35005	WP_011187946.1	WP_136805918.1
OG0001602	Desulfosediminicola ganghwensis IMCC35004	WP_011187946.1	WP_167495900.1
OG0001606	Shewanella oneidensis MR-1	WP_011187360.1	WP_011070466.1
OG0001606	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187360.1	WP_012536993.1
OG0001606	Desulfosediminicola flagellatus IMCC35005	WP_011187360.1	WP_136805967.1
OG0001606	Desulfosediminicola ganghwensis IMCC35004	WP_011187360.1	WP_136798569.1
OG0001606	Desulforhopalus vacuolatus DSM 9700	WP_011187360.1	WP_205218781.1
OG0001606	Desulfocapsa sulfexigens DSM 10523	WP_011187360.1	WP_015403075.1
OG0001606	Desulfocapsa_06_corrosive	WP_011187360.1	Utg323140_263
OG0001607	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188289.1	WP_012537007.1
OG0001607	Desulfovibrio ferrophilus IS5	WP_011188289.1	WP_126380585.1
OG0001607	Desulfovibrio vulgaris DP4	WP_011188289.1	WP_010937740.1
OG0001607	Geobacter sulfurreducens PCA	WP_011188289.1	WP_010941400.1
OG0001607	Desulfocapsa sulfexigens DSM 10523	WP_011188289.1	WP_015403110.1
OG0001607	Desulfosediminicola flagellatus IMCC35005	WP_011188289.1	WP_136809918.1
OG0001607	Desulfosediminicola ganghwensis IMCC35004	WP_011188289.1	WP_136796727.1
OG0001608	Acidithiobacillus ferrooxidans YNTRS-40	WP_156792317.1	WP_012537127.1
OG0001608	Desulforhopalus vacuolatus DSM 9700	WP_156792317.1	WP_205217539.1
OG0001608	Shewanella oneidensis MR-1	WP_156792317.1	WP_011072018.1
OG0001608	Desulfocapsa_06_corrosive	WP_156792317.1	Utg323152_585
OG0001608	Desulfosediminicola ganghwensis IMCC35004	WP_156792317.1	WP_136797908.1
OG0001608	Desulfosediminicola flagellatus IMCC35005	WP_156792317.1	WP_136805479.1
OG0001608	Desulfocapsa sulfexigens DSM 10523	WP_156792317.1	WP_015402365.1
OG0001612	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188769.1	WP_012537342.1
OG0001612	Desulfocapsa sulfexigens DSM 10523	WP_011188769.1	WP_015402540.1
OG0001612	Desulfovibrio vulgaris DP4	WP_011188769.1	WP_011792065.1
OG0001612	Desulfovibrio ferrophilus IS5	WP_011188769.1	WP_126377975.1
OG0001612	Desulfosediminicola flagellatus IMCC35005	WP_011188769.1	WP_136805717.1
OG0001612	Desulfosediminicola ganghwensis IMCC35004	WP_011188769.1	WP_136796457.1
OG0001612	Desulfocapsa_06_corrosive	WP_011188769.1	Utg323152_572
OG0001613	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188770.1	WP_012537343.1
OG0001613	Desulfocapsa sulfexigens DSM 10523	WP_011188770.1	WP_015402539.1
OG0001613	Desulfovibrio ferrophilus IS5	WP_011188770.1	WP_126377973.1
OG0001613	Desulfovibrio vulgaris DP4	WP_011188770.1	WP_011792066.1
OG0001613	Desulfocapsa_06_corrosive	WP_011188770.1	Utg323152_573
OG0001613	Desulfosediminicola ganghwensis IMCC35004	WP_011188770.1	WP_136796456.1
OG0001613	Desulfosediminicola flagellatus IMCC35005	WP_011188770.1	WP_136805716.1
OG0001614	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189347.1	WP_012537351.1
OG0001614	Desulfocapsa_13_biocide	WP_011189347.1	Utg857994_242
OG0001614	Desulforhopalus vacuolatus DSM 9700	WP_011189347.1	WP_205219905.1
OG0001614	Desulfosediminicola flagellatus IMCC35005	WP_011189347.1	WP_136806942.1, WP_136809830.1
OG0001614	Desulfosediminicola ganghwensis IMCC35004	WP_011189347.1	WP_167495609.1, WP_176360091.1
OG0001616	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189460.1	WP_012606527.1
OG0001616	Desulfosediminicola flagellatus IMCC35005	WP_011189460.1	WP_167506105.1
OG0001616	Desulfovibrio ferrophilus IS5	WP_011189460.1	WP_126379459.1
OG0001616	Desulfovibrio vulgaris DP4	WP_011189460.1	WP_011792659.1
OG0001616	Geobacter sulfurreducens PCA	WP_011189460.1	WP_010942894.1
OG0001616	Desulfocapsa_13_biocide	WP_011189460.1	Utg860006_142
OG0001616	Desulfocapsa_06_corrosive	WP_011189460.1	Utg323990_71
OG0001619	Desulfosediminicola ganghwensis IMCC35004	WP_011189115.1	WP_136798677.1
OG0001619	Desulfosediminicola flagellatus IMCC35005	WP_011189115.1	WP_136808662.1
OG0001619	Desulfovibrio vulgaris DP4	WP_011189115.1	WP_010940552.1
OG0001619	Desulfovibrio ferrophilus IS5	WP_011189115.1	WP_126381305.1
OG0001619	Desulforhopalus vacuolatus DSM 9700	WP_011189115.1	WP_205218574.1
OG0001619	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189115.1	WP_012607393.1
OG0001619	Shewanella oneidensis MR-1	WP_011189115.1	WP_011072423.1
OG0001620	Desulfovibrio vulgaris DP4	WP_011190381.1	WP_011791382.1
OG0001620	Desulfosediminicola ganghwensis IMCC35004	WP_011190381.1	WP_136799693.1
OG0001620	Acidithiobacillus ferrooxidans YNTRS-40	WP_011190381.1	WP_054608831.1, WP_157293188.1, WP_054608652.1
OG0001620	Desulfovibrio ferrophilus IS5	WP_011190381.1	WP_126381578.1
OG0001623	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187308.1	WP_080513197.1
OG0001623	Desulfovibrio ferrophilus IS5	WP_011187308.1	WP_172961675.1
OG0001623	Desulfocapsa sulfexigens DSM 10523	WP_011187308.1	WP_015403665.1
OG0001623	Desulfosediminicola flagellatus IMCC35005	WP_011187308.1	WP_153307142.1, WP_136807217.1, WP_136808568.1
OG0001623	Desulfosediminicola ganghwensis IMCC35004	WP_011187308.1	WP_167495624.1
OG0001628	Geobacter sulfurreducens PCA	WP_011189847.1	WP_014551636.1
OG0001628	Desulforhopalus vacuolatus DSM 9700	WP_011189847.1	WP_205219097.1
OG0001628	Desulfosediminicola flagellatus IMCC35005	WP_011189847.1	WP_136805529.1
OG0001628	Desulfosediminicola ganghwensis IMCC35004	WP_011189847.1	WP_136797858.1
OG0001628	Desulfocapsa sulfexigens DSM 10523	WP_011189847.1	WP_015402297.1
OG0001628	Desulfocapsa_13_biocide	WP_011189847.1	Utg860814_297
OG0001628	Desulfocapsa_06_corrosive	WP_011189847.1	Utg323180_701
OG0001629	Shewanella oneidensis MR-1	WP_041278030.1	WP_011073546.1
OG0001629	Desulfovibrio ferrophilus IS5	WP_041278030.1	WP_126380928.1
OG0001629	Desulfocapsa_06_corrosive	WP_041278030.1	Utg323180_667
OG0001629	Desulfocapsa_13_biocide	WP_041278030.1	Utg860814_261
OG0001629	Desulfocapsa sulfexigens DSM 10523	WP_041278030.1	WP_015402325.1
OG0001629	Desulfosediminicola ganghwensis IMCC35004	WP_041278030.1	WP_136797880.1
OG0001629	Desulfosediminicola flagellatus IMCC35005	WP_041278030.1	WP_136805505.1
OG0001630	Desulfocapsa sulfexigens DSM 10523	WP_011189867.1, WP_162096663.1	WP_015402326.1
OG0001630	Desulfocapsa_13_biocide	WP_011189867.1	Utg860814_258
OG0001630	Desulfocapsa_06_corrosive	WP_162096663.1	Utg323180_666
OG0001630	Desulfocapsa_13_biocide	WP_162096663.1	Utg860814_260
OG0001630	Desulfosediminicola flagellatus IMCC35005	WP_162096663.1	WP_136805506.1
OG0001630	Desulfosediminicola ganghwensis IMCC35004	WP_162096663.1	WP_136797879.1
OG0001631	Shewanella oneidensis MR-1	WP_011187409.1	WP_011070432.1
OG0001631	Desulfocapsa sulfexigens DSM 10523	WP_011187409.1	WP_015402369.1
OG0001631	Desulfosediminicola ganghwensis IMCC35004	WP_011187409.1	WP_136799337.1
OG0001631	Desulfosediminicola flagellatus IMCC35005	WP_011187409.1	WP_136808792.1
OG0001631	Geobacter sulfurreducens PCA	WP_011187409.1	WP_010941230.1
OG0001631	Desulfovibrio vulgaris DP4	WP_011187409.1	WP_043629597.1
OG0001631	Desulfovibrio ferrophilus IS5	WP_011187409.1	WP_126380897.1
OG0001632	Geobacter sulfurreducens PCA	WP_011188509.1	WP_010942378.1
OG0001632	Desulfosediminicola ganghwensis IMCC35004	WP_011188509.1	WP_136796886.1
OG0001632	Desulfovibrio ferrophilus IS5	WP_011188509.1	WP_126381075.1, WP_126376674.1
OG0001632	Desulfocapsa_06_corrosive	WP_011188509.1	Utg323180_519
OG0001632	Desulfocapsa_13_biocide	WP_011188509.1	Utg860814_112
OG0001632	Desulfocapsa sulfexigens DSM 10523	WP_011188509.1	WP_015402378.1
OG0001633	Geobacter sulfurreducens PCA	WP_011189094.1	WP_010940912.1
OG0001633	Desulfocapsa_13_biocide	WP_011189094.1	Utg860814_57
OG0001633	Desulfocapsa_06_corrosive	WP_011189094.1	Utg323180_473
OG0001633	Desulfocapsa sulfexigens DSM 10523	WP_011189094.1	WP_015402424.1
OG0001633	Desulfosediminicola flagellatus IMCC35005	WP_011189094.1	WP_136809453.1
OG0001633	Desulfosediminicola ganghwensis IMCC35004	WP_011189094.1	WP_136795694.1
OG0001633	Desulforhopalus vacuolatus DSM 9700	WP_011189094.1	WP_240192052.1
OG0001634	Shewanella oneidensis MR-1	WP_049785059.1	WP_011074026.1
OG0001634	Desulfocapsa sulfexigens DSM 10523	WP_049785059.1	WP_015402425.1
OG0001634	Desulfocapsa_13_biocide	WP_049785059.1	Utg860814_56
OG0001634	Desulfocapsa_06_corrosive	WP_049785059.1	Utg323180_472
OG0001634	Desulfosediminicola ganghwensis IMCC35004	WP_049785059.1	WP_136795683.1
OG0001634	Desulfosediminicola flagellatus IMCC35005	WP_049785059.1	WP_136809469.1
OG0001634	Desulforhopalus vacuolatus DSM 9700	WP_049785059.1	WP_205218843.1
OG0001635	Geobacter sulfurreducens PCA	WP_011187569.1	WP_010941195.1
OG0001635	Desulfocapsa_13_biocide	WP_011187569.1	Utg860814_16
OG0001635	Desulfocapsa_06_corrosive	WP_011187569.1	Utg323180_437
OG0001635	Desulfocapsa sulfexigens DSM 10523	WP_011187569.1	WP_015402444.1
OG0001635	Desulforhopalus vacuolatus DSM 9700	WP_011187569.1	WP_205217525.1
OG0001635	Desulfosediminicola ganghwensis IMCC35004	WP_011187569.1	WP_136795314.1
OG0001635	Desulfosediminicola flagellatus IMCC35005	WP_011187569.1	WP_136808140.1
OG0001636	Geobacter sulfurreducens PCA	WP_049785020.1	WP_010943197.1
OG0001636	Desulfocapsa sulfexigens DSM 10523	WP_049785020.1	WP_015402461.1
OG0001636	Desulfosediminicola flagellatus IMCC35005	WP_049785020.1	WP_136805398.1
OG0001636	Desulfosediminicola ganghwensis IMCC35004	WP_049785020.1	WP_167495778.1
OG0001636	Desulfocapsa_13_biocide	WP_049785020.1	Utg859982_157
OG0001636	Desulfocapsa_06_corrosive	WP_049785020.1	Utg323152_434
OG0001636	Desulforhopalus vacuolatus DSM 9700	WP_049785020.1	WP_205218664.1
OG0001637	Geobacter sulfurreducens PCA	WP_156792253.1	WP_010941113.1
OG0001637	Desulfosediminicola flagellatus IMCC35005	WP_156792253.1	WP_136805693.1
OG0001637	Desulfosediminicola ganghwensis IMCC35004	WP_156792253.1	WP_136798240.1
OG0001637	Desulforhopalus vacuolatus DSM 9700	WP_156792253.1	WP_205219282.1
OG0001637	Desulfocapsa_06_corrosive	WP_156792253.1	Utg323180_319
OG0001637	Desulfocapsa_13_biocide	WP_156792253.1	Utg859076_27
OG0001637	Desulfocapsa sulfexigens DSM 10523	WP_156792253.1	WP_015402463.1
OG0001638	Desulfovibrio ferrophilus IS5	WP_011189053.1	WP_126377923.1
OG0001638	Desulfovibrio vulgaris DP4	WP_011189053.1	WP_010939501.1
OG0001638	Desulfosediminicola ganghwensis IMCC35004	WP_011189053.1	WP_136798168.1
OG0001638	Desulfosediminicola flagellatus IMCC35005	WP_011189053.1	WP_136805767.1
OG0001638	Desulfocapsa_13_biocide	WP_011189053.1	Utg859076_35
OG0001638	Desulfocapsa_06_corrosive	WP_011189053.1	Utg323180_311
OG0001638	Desulfocapsa sulfexigens DSM 10523	WP_011189053.1	WP_015402472.1
OG0001641	Shewanella oneidensis MR-1	WP_011190318.1	WP_164925720.1
OG0001641	Desulforhopalus vacuolatus DSM 9700	WP_011190318.1	WP_205219042.1
OG0001641	Desulfosediminicola ganghwensis IMCC35004	WP_011190318.1	WP_228721483.1
OG0001641	Desulfosediminicola flagellatus IMCC35005	WP_011190318.1	WP_136806632.1
OG0001641	Desulfocapsa_06_corrosive	WP_011190318.1	Utg323180_254
OG0001641	Desulfocapsa_13_biocide	WP_011190318.1	Utg863716_77
OG0001641	Desulfocapsa sulfexigens DSM 10523	WP_011190318.1	WP_015402528.1
OG0001642	Geobacter sulfurreducens PCA	WP_041277457.1	WP_010942008.1
OG0001642	Desulfocapsa sulfexigens DSM 10523	WP_041277457.1	WP_015402529.1
OG0001642	Desulfocapsa_06_corrosive	WP_041277457.1	Utg323180_253
OG0001642	Desulfocapsa_13_biocide	WP_041277457.1	Utg863716_76
OG0001642	Desulfosediminicola ganghwensis IMCC35004	WP_041277457.1	WP_136799683.1, WP_136796781.1
OG0001642	Desulfosediminicola flagellatus IMCC35005	WP_041277457.1	WP_136806631.1
OG0001643	Geobacter sulfurreducens PCA	WP_011189163.1	WP_010942948.1
OG0001643	Desulfovibrio ferrophilus IS5	WP_011189163.1	WP_126379874.1
OG0001643	Desulfovibrio vulgaris DP4	WP_011189163.1	WP_010938827.1
OG0001643	Desulfocapsa sulfexigens DSM 10523	WP_011189163.1	WP_015402562.1
OG0001643	Desulfosediminicola flagellatus IMCC35005	WP_011189163.1	WP_136810679.1, WP_136809860.1
OG0001643	Desulforhopalus vacuolatus DSM 9700	WP_011189163.1	WP_205218838.1
OG0001644	Geobacter sulfurreducens PCA	WP_041278125.1	WP_010940888.1
OG0001644	Desulfocapsa_13_biocide	WP_041278125.1	Utg863716_52
OG0001644	Desulfocapsa_06_corrosive	WP_041278125.1	Utg323180_227
OG0001644	Desulfocapsa sulfexigens DSM 10523	WP_041278125.1	WP_015402568.1
OG0001644	Desulforhopalus vacuolatus DSM 9700	WP_041278125.1	WP_205217342.1
OG0001644	Desulfosediminicola ganghwensis IMCC35004	WP_041278125.1	WP_217907713.1
OG0001644	Desulfosediminicola flagellatus IMCC35005	WP_041278125.1	WP_136810488.1
OG0001645	Desulfovibrio vulgaris DP4	WP_011187247.1	WP_010938290.1
OG0001645	Desulfovibrio ferrophilus IS5	WP_011187247.1	WP_126378257.1
OG0001645	Desulfocapsa sulfexigens DSM 10523	WP_011187247.1	WP_015402574.1
OG0001645	Desulfocapsa_06_corrosive	WP_011187247.1	Utg323180_202
OG0001645	Desulfocapsa_13_biocide	WP_011187247.1	Utg863716_38
OG0001645	Desulfosediminicola flagellatus IMCC35005	WP_011187247.1	WP_136810506.1
OG0001645	Desulfosediminicola ganghwensis IMCC35004	WP_011187247.1	WP_136796325.1
OG0001646	Desulfosediminicola ganghwensis IMCC35004	WP_011187248.1	WP_153305540.1
OG0001646	Desulfovibrio ferrophilus IS5	WP_011187248.1	WP_126375682.1, WP_126378768.1
OG0001646	Desulfocapsa sulfexigens DSM 10523	WP_011187248.1	WP_015402575.1
OG0001646	Desulfocapsa_06_corrosive	WP_011187248.1	Utg323180_200
OG0001646	Desulfocapsa_13_biocide	WP_011187248.1	Utg863716_36
OG0001646	Desulfosediminicola flagellatus IMCC35005	WP_011187248.1	WP_136810507.1
OG0001656	Desulfovibrio ferrophilus IS5	WP_041278117.1	WP_232034846.1
OG0001656	Desulfovibrio vulgaris DP4	WP_041278117.1	WP_010939484.1
OG0001656	Desulfosediminicola ganghwensis IMCC35004	WP_041278117.1	WP_136796786.1
OG0001656	Desulfosediminicola flagellatus IMCC35005	WP_041278117.1	WP_136806626.1
OG0001656	Desulfocapsa_06_corrosive	WP_041278117.1	Utg323180_36
OG0001656	Desulfocapsa_13_biocide	WP_041278117.1	Utg859750_74
OG0001656	Desulfocapsa sulfexigens DSM 10523	WP_041278117.1	WP_015402712.1
OG0001657	Desulfovibrio ferrophilus IS5	WP_011190328.1	WP_126377919.1
OG0001657	Desulfovibrio vulgaris DP4	WP_011190328.1	WP_011791988.1
OG0001657	Desulfocapsa sulfexigens DSM 10523	WP_011190328.1	WP_015402719.1
OG0001657	Desulfocapsa_06_corrosive	WP_011190328.1	Utg323180_28
OG0001657	Desulfocapsa_13_biocide	WP_011190328.1	Utg859750_66
OG0001657	Desulfosediminicola ganghwensis IMCC35004	WP_011190328.1	WP_136796794.1
OG0001657	Desulfosediminicola flagellatus IMCC35005	WP_011190328.1	WP_228723233.1
OG0001658	Shewanella oneidensis MR-1	WP_011190331.1	WP_011072410.1
OG0001658	Desulforhopalus vacuolatus DSM 9700	WP_011190331.1	WP_205219029.1
OG0001658	Desulfocapsa sulfexigens DSM 10523	WP_011190331.1	WP_015402721.1
OG0001658	Desulfocapsa_13_biocide	WP_011190331.1	Utg859750_64
OG0001658	Desulfocapsa_06_corrosive	WP_011190331.1	Utg323180_26
OG0001658	Desulfosediminicola flagellatus IMCC35005	WP_011190331.1	WP_228723235.1
OG0001658	Desulfosediminicola ganghwensis IMCC35004	WP_011190331.1	WP_136796799.1
OG0001659	Shewanella oneidensis MR-1	WP_011190332.1	WP_011072411.1
OG0001659	Desulfocapsa sulfexigens DSM 10523	WP_011190332.1	WP_015402722.1
OG0001659	Desulfocapsa_06_corrosive	WP_011190332.1	Utg323180_25
OG0001659	Desulfocapsa_13_biocide	WP_011190332.1	Utg859750_63
OG0001659	Desulforhopalus vacuolatus DSM 9700	WP_011190332.1	WP_205219022.1
OG0001659	Desulfosediminicola flagellatus IMCC35005	WP_011190332.1	WP_136806616.1
OG0001659	Desulfosediminicola ganghwensis IMCC35004	WP_011190332.1	WP_228721482.1
OG0001660	Desulfovibrio ferrophilus IS5	WP_011188139.1	WP_126377378.1
OG0001660	Desulforhopalus vacuolatus DSM 9700	WP_011188139.1	WP_205218804.1
OG0001660	Desulfosediminicola ganghwensis IMCC35004	WP_011188139.1	WP_136797428.1
OG0001660	Desulfosediminicola flagellatus IMCC35005	WP_011188139.1	WP_136805903.1
OG0001660	Desulfocapsa sulfexigens DSM 10523	WP_011188139.1	WP_015402784.1
OG0001660	Desulfocapsa_06_corrosive	WP_011188139.1	Utg323140_94
OG0001660	Desulfocapsa_13_biocide	WP_011188139.1	Utg864866_62
OG0001661	Desulforhopalus vacuolatus DSM 9700	WP_041277620.1	WP_205218805.1
OG0001661	Desulfosediminicola flagellatus IMCC35005	WP_041277620.1	WP_136805902.1
OG0001661	Desulfosediminicola ganghwensis IMCC35004	WP_041277620.1	WP_136797426.1
OG0001661	Desulfocapsa_06_corrosive	WP_041277620.1	Utg323140_95
OG0001661	Desulfocapsa_13_biocide	WP_041277620.1	Utg863716_74, Utg864866_61
OG0001661	Desulfocapsa sulfexigens DSM 10523	WP_041277620.1	WP_015402785.1
OG0001664	Geobacter sulfurreducens PCA	WP_011189627.1	WP_010941194.1
OG0001664	Desulfocapsa sulfexigens DSM 10523	WP_011189627.1	WP_015402916.1
OG0001664	Desulfocapsa_06_corrosive	WP_011189627.1	Utg323140_165
OG0001664	Desulfosediminicola flagellatus IMCC35005	WP_011189627.1	WP_136808670.1
OG0001664	Desulfosediminicola ganghwensis IMCC35004	WP_011189627.1	WP_136798679.1
OG0001664	Desulfovibrio ferrophilus IS5	WP_011189627.1	WP_126376696.1
OG0001664	Desulforhopalus vacuolatus DSM 9700	WP_011189627.1	WP_205219632.1
OG0001665	Geobacter sulfurreducens PCA	WP_011187674.1	WP_010943607.1
OG0001665	Desulfocapsa sulfexigens DSM 10523	WP_011187674.1	WP_015402950.1
OG0001665	Desulfosediminicola ganghwensis IMCC35004	WP_011187674.1	WP_136796044.1
OG0001665	Desulfosediminicola flagellatus IMCC35005	WP_011187674.1	WP_136810646.1
OG0001665	Desulfocapsa_13_biocide	WP_011187674.1	Utg859432_38
OG0001665	Desulfocapsa_06_corrosive	WP_011187674.1	Utg323140_177
OG0001665	Desulforhopalus vacuolatus DSM 9700	WP_011187674.1	WP_205219330.1
OG0001666	Shewanella oneidensis MR-1	WP_041277597.1	WP_011072225.1
OG0001666	Desulforhopalus vacuolatus DSM 9700	WP_041277597.1	WP_205218512.1
OG0001666	Desulfocapsa sulfexigens DSM 10523	WP_041277597.1	WP_015402973.1
OG0001666	Desulfocapsa_06_corrosive	WP_041277597.1	Utg323140_207
OG0001666	Desulfocapsa_13_biocide	WP_041277597.1	Utg859432_64
OG0001666	Desulfosediminicola flagellatus IMCC35005	WP_041277597.1	WP_136810622.1
OG0001666	Desulfosediminicola ganghwensis IMCC35004	WP_041277597.1	WP_136796068.1
OG0001667	Shewanella oneidensis MR-1	WP_162096657.1	WP_011072824.1
OG0001667	Geobacter sulfurreducens PCA	WP_162096657.1	WP_010943965.1
OG0001667	Desulfocapsa_13_biocide	WP_162096657.1	Utg859098_280
OG0001667	Desulfocapsa_06_corrosive	WP_162096657.1	Utg323152_133
OG0001667	Desulfocapsa sulfexigens DSM 10523	WP_162096657.1	WP_015402985.1
OG0001667	Desulfosediminicola ganghwensis IMCC35004	WP_162096657.1	WP_136798920.1
OG0001667	Desulfosediminicola flagellatus IMCC35005	WP_162096657.1	WP_136808986.1
OG0001668	Desulfovibrio ferrophilus IS5	WP_041277795.1	WP_126375578.1
OG0001668	Desulfovibrio vulgaris DP4	WP_041277795.1	WP_010937941.1
OG0001668	Desulfocapsa_06_corrosive	WP_041277795.1	Utg323152_128
OG0001668	Desulfocapsa_13_biocide	WP_041277795.1	Utg859098_284
OG0001668	Desulfocapsa sulfexigens DSM 10523	WP_041277795.1	WP_015402986.1
OG0001668	Desulfosediminicola flagellatus IMCC35005	WP_041277795.1	WP_228723323.1
OG0001668	Desulfosediminicola ganghwensis IMCC35004	WP_041277795.1	WP_136796937.1
OG0001669	Shewanella oneidensis MR-1	WP_041278138.1	WP_011072375.1
